dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
vowel,C5.0,0.1,0.1,0.997,0.98,0.02,0.003,0.018
vowel,C5.0,0.1,0.2,0.995,0.966,0.034,0.006,0.043
vowel,C5.0,0.1,0.25,0.995,0.966,0.034,0.006,0.043
vowel,C5.0,0.1,0.3,0.995,0.966,0.034,0.006,0.043
vowel,C5.0,0.1,0.4,0.994,0.96,0.04,0.007,0.045
vowel,C5.0,0.1,0.5,0.993,0.953,0.047,0.007,0.046
vowel,C5.0,0.1,0.6,0.992,0.947,0.053,0.008,0.05
vowel,C5.0,0.1,0.7,0.992,0.947,0.053,0.008,0.05
vowel,C5.0,0.1,0.75,0.991,0.94,0.06,0.008,0.055
vowel,C5.0,0.1,0.8,0.991,0.94,0.06,0.008,0.055
vowel,C5.0,0.1,0.9,0.99,0.934,0.066,0.007,0.047
vowel,C5.0,0.1,1,0.99,0.934,0.066,0.007,0.047
vowel,C5.0,0.2,0.1,0.997,0.98,0.02,0.003,0.018
vowel,C5.0,0.2,0.2,0.995,0.968,0.032,0.005,0.033
vowel,C5.0,0.2,0.25,0.995,0.968,0.032,0.005,0.033
vowel,C5.0,0.2,0.3,0.995,0.968,0.032,0.005,0.033
vowel,C5.0,0.2,0.4,0.994,0.961,0.039,0.004,0.028
vowel,C5.0,0.2,0.5,0.99,0.937,0.063,0.004,0.02
vowel,C5.0,0.2,0.6,0.99,0.937,0.063,0.004,0.02
vowel,C5.0,0.2,0.7,0.989,0.931,0.069,0.004,0.024
vowel,C5.0,0.2,0.75,0.986,0.911,0.089,0.004,0.025
vowel,C5.0,0.2,0.8,0.985,0.906,0.094,0.005,0.027
vowel,C5.0,0.2,0.9,0.983,0.892,0.108,0.006,0.03
vowel,C5.0,0.2,1,0.982,0.886,0.114,0.005,0.021
vowel,C5.0,0.3,0.1,0.995,0.969,0.031,0.004,0.023
vowel,C5.0,0.3,0.2,0.992,0.949,0.051,0.003,0.02
vowel,C5.0,0.3,0.25,0.992,0.949,0.051,0.003,0.02
vowel,C5.0,0.3,0.3,0.991,0.942,0.058,0.002,0.016
vowel,C5.0,0.3,0.4,0.99,0.936,0.064,0,0.005
vowel,C5.0,0.3,0.5,0.987,0.917,0.083,0.005,0.029
vowel,C5.0,0.3,0.6,0.985,0.905,0.095,0.004,0.021
vowel,C5.0,0.3,0.7,0.984,0.898,0.102,0.004,0.026
vowel,C5.0,0.3,0.75,0.982,0.886,0.114,0.006,0.032
vowel,C5.0,0.3,0.8,0.981,0.879,0.121,0.007,0.039
vowel,C5.0,0.3,0.9,0.978,0.859,0.141,0.005,0.031
vowel,C5.0,0.3,1,0.976,0.845,0.155,0.004,0.031
vowel,C5.0,0.4,0.1,0.996,0.976,0.024,0.007,0.039
vowel,C5.0,0.4,0.2,0.992,0.948,0.052,0.007,0.044
vowel,C5.0,0.4,0.25,0.991,0.942,0.058,0.008,0.054
vowel,C5.0,0.4,0.3,0.991,0.942,0.058,0.008,0.054
vowel,C5.0,0.4,0.4,0.989,0.928,0.072,0.012,0.081
vowel,C5.0,0.4,0.5,0.986,0.912,0.088,0.014,0.088
vowel,C5.0,0.4,0.6,0.982,0.888,0.112,0.013,0.084
vowel,C5.0,0.4,0.7,0.98,0.875,0.125,0.011,0.069
vowel,C5.0,0.4,0.75,0.98,0.875,0.125,0.011,0.069
vowel,C5.0,0.4,0.8,0.977,0.856,0.144,0.008,0.054
vowel,C5.0,0.4,0.9,0.975,0.843,0.157,0.008,0.05
vowel,C5.0,0.4,1,0.97,0.816,0.184,0.009,0.053
vowel,C5.0,0.5,0.1,0.996,0.977,0.023,0.009,0.052
vowel,C5.0,0.5,0.2,0.99,0.937,0.063,0.008,0.049
vowel,C5.0,0.5,0.25,0.989,0.931,0.069,0.007,0.046
vowel,C5.0,0.5,0.3,0.989,0.931,0.069,0.007,0.046
vowel,C5.0,0.5,0.4,0.985,0.905,0.095,0.011,0.067
vowel,C5.0,0.5,0.5,0.981,0.882,0.118,0.011,0.066
vowel,C5.0,0.5,0.6,0.979,0.871,0.129,0.014,0.08
vowel,C5.0,0.5,0.7,0.978,0.865,0.135,0.013,0.074
vowel,C5.0,0.5,0.75,0.975,0.846,0.154,0.014,0.086
vowel,C5.0,0.5,0.8,0.973,0.835,0.165,0.015,0.085
vowel,C5.0,0.5,0.9,0.962,0.772,0.228,0.022,0.118
vowel,C5.0,0.5,1,0.955,0.74,0.26,0.03,0.15
vowel,C5.0,0.6,0.1,0.991,0.945,0.055,0.01,0.055
vowel,C5.0,0.6,0.2,0.984,0.901,0.099,0.008,0.051
vowel,C5.0,0.6,0.25,0.982,0.888,0.112,0.01,0.065
vowel,C5.0,0.6,0.3,0.981,0.883,0.117,0.012,0.073
vowel,C5.0,0.6,0.4,0.977,0.857,0.143,0.013,0.08
vowel,C5.0,0.6,0.5,0.97,0.817,0.183,0.014,0.096
vowel,C5.0,0.6,0.6,0.964,0.785,0.215,0.016,0.107
vowel,C5.0,0.6,0.7,0.961,0.767,0.233,0.017,0.12
vowel,C5.0,0.6,0.75,0.956,0.738,0.262,0.019,0.128
vowel,C5.0,0.6,0.8,0.952,0.716,0.284,0.019,0.125
vowel,C5.0,0.6,0.9,0.946,0.69,0.31,0.019,0.131
vowel,C5.0,0.6,1,0.94,0.663,0.337,0.022,0.131
vowel,C5.0,0.7,0.1,0.99,0.94,0.06,0.008,0.048
vowel,C5.0,0.7,0.2,0.981,0.883,0.117,0.013,0.078
vowel,C5.0,0.7,0.25,0.979,0.874,0.126,0.015,0.088
vowel,C5.0,0.7,0.3,0.975,0.851,0.149,0.014,0.077
vowel,C5.0,0.7,0.4,0.968,0.811,0.189,0.015,0.091
vowel,C5.0,0.7,0.5,0.963,0.786,0.214,0.017,0.095
vowel,C5.0,0.7,0.6,0.957,0.755,0.245,0.016,0.089
vowel,C5.0,0.7,0.7,0.952,0.729,0.271,0.015,0.082
vowel,C5.0,0.7,0.75,0.944,0.692,0.308,0.015,0.088
vowel,C5.0,0.7,0.8,0.942,0.68,0.32,0.014,0.084
vowel,C5.0,0.7,0.9,0.936,0.649,0.351,0.014,0.086
vowel,C5.0,0.7,1,0.926,0.605,0.395,0.017,0.1
vowel,C5.0,0.8,0.1,0.995,0.969,0.031,0.004,0.021
vowel,C5.0,0.8,0.2,0.986,0.914,0.086,0.002,0.017
vowel,C5.0,0.8,0.25,0.982,0.89,0.11,0.003,0.023
vowel,C5.0,0.8,0.3,0.977,0.862,0.138,0.005,0.032
vowel,C5.0,0.8,0.4,0.967,0.807,0.193,0.005,0.022
vowel,C5.0,0.8,0.5,0.957,0.753,0.247,0.01,0.061
vowel,C5.0,0.8,0.6,0.947,0.706,0.294,0.009,0.062
vowel,C5.0,0.8,0.7,0.941,0.677,0.323,0.013,0.075
vowel,C5.0,0.8,0.75,0.935,0.648,0.352,0.014,0.076
vowel,C5.0,0.8,0.8,0.931,0.626,0.374,0.013,0.072
vowel,C5.0,0.8,0.9,0.922,0.581,0.419,0.019,0.108
vowel,C5.0,0.8,1,0.913,0.544,0.456,0.024,0.123
vowel,C5.0,0.9,0.1,0.992,0.952,0.048,0.005,0.027
vowel,C5.0,0.9,0.2,0.977,0.865,0.135,0.007,0.027
vowel,C5.0,0.9,0.25,0.974,0.845,0.155,0.004,0.023
vowel,C5.0,0.9,0.3,0.97,0.823,0.177,0.004,0.02
vowel,C5.0,0.9,0.4,0.959,0.762,0.238,0.012,0.077
vowel,C5.0,0.9,0.5,0.949,0.717,0.283,0.005,0.047
vowel,C5.0,0.9,0.6,0.936,0.655,0.345,0.008,0.051
vowel,C5.0,0.9,0.7,0.926,0.615,0.385,0.015,0.083
vowel,C5.0,0.9,0.75,0.92,0.581,0.419,0.014,0.095
vowel,C5.0,0.9,0.8,0.914,0.558,0.442,0.015,0.092
vowel,C5.0,0.9,0.9,0.907,0.53,0.47,0.019,0.098
vowel,C5.0,0.9,1,0.901,0.515,0.485,0.028,0.113
vowel,C5.0,1,0.1,0.993,0.956,0.044,0.003,0.019
vowel,C5.0,1,0.2,0.984,0.901,0.099,0.007,0.041
vowel,C5.0,1,0.25,0.979,0.873,0.127,0.004,0.026
vowel,C5.0,1,0.3,0.977,0.862,0.138,0.006,0.032
vowel,C5.0,1,0.4,0.968,0.807,0.193,0.008,0.05
vowel,C5.0,1,0.5,0.955,0.737,0.263,0.008,0.039
vowel,C5.0,1,0.6,0.939,0.669,0.331,0.005,0.027
vowel,C5.0,1,0.7,0.931,0.633,0.367,0.008,0.023
vowel,C5.0,1,0.75,0.926,0.603,0.397,0.008,0.021
vowel,C5.0,1,0.8,0.921,0.586,0.414,0.011,0.027
vowel,C5.0,1,0.9,0.909,0.524,0.476,0.015,0.074
vowel,C5.0,1,1,0.897,0.47,0.53,0.013,0.058
vowel,JRip,0.1,0.1,0.998,0.987,0.013,0.003,0.018
vowel,JRip,0.1,0.2,0.997,0.982,0.018,0.003,0.017
vowel,JRip,0.1,0.25,0.997,0.982,0.018,0.003,0.017
vowel,JRip,0.1,0.3,0.997,0.982,0.018,0.003,0.017
vowel,JRip,0.1,0.4,0.997,0.982,0.018,0.003,0.017
vowel,JRip,0.1,0.5,0.997,0.982,0.018,0.003,0.017
vowel,JRip,0.1,0.6,0.996,0.977,0.023,0.004,0.022
vowel,JRip,0.1,0.7,0.996,0.977,0.023,0.004,0.022
vowel,JRip,0.1,0.75,0.996,0.977,0.023,0.004,0.022
vowel,JRip,0.1,0.8,0.996,0.977,0.023,0.004,0.022
vowel,JRip,0.1,0.9,0.994,0.964,0.036,0.004,0.025
vowel,JRip,0.1,1,0.991,0.946,0.054,0.006,0.034
vowel,JRip,0.2,0.1,0.998,0.987,0.013,0.003,0.018
vowel,JRip,0.2,0.2,0.997,0.981,0.019,0.005,0.028
vowel,JRip,0.2,0.25,0.996,0.976,0.024,0.004,0.026
vowel,JRip,0.2,0.3,0.996,0.976,0.024,0.004,0.026
vowel,JRip,0.2,0.4,0.993,0.959,0.041,0.003,0.014
vowel,JRip,0.2,0.5,0.991,0.946,0.054,0.002,0.015
vowel,JRip,0.2,0.6,0.991,0.946,0.054,0.002,0.015
vowel,JRip,0.2,0.7,0.988,0.93,0.07,0.006,0.031
vowel,JRip,0.2,0.75,0.987,0.923,0.077,0.005,0.023
vowel,JRip,0.2,0.8,0.987,0.923,0.077,0.005,0.023
vowel,JRip,0.2,0.9,0.98,0.881,0.119,0.006,0.036
vowel,JRip,0.2,1,0.976,0.855,0.145,0.008,0.052
vowel,JRip,0.3,0.1,0.998,0.987,0.013,0.003,0.018
vowel,JRip,0.3,0.2,0.995,0.97,0.03,0,0.004
vowel,JRip,0.3,0.25,0.994,0.965,0.035,0.002,0.009
vowel,JRip,0.3,0.3,0.994,0.965,0.035,0.002,0.009
vowel,JRip,0.3,0.4,0.989,0.939,0.061,0.011,0.05
vowel,JRip,0.3,0.5,0.986,0.923,0.077,0.013,0.057
vowel,JRip,0.3,0.6,0.981,0.892,0.108,0.013,0.051
vowel,JRip,0.3,0.7,0.977,0.867,0.133,0.014,0.059
vowel,JRip,0.3,0.75,0.975,0.855,0.145,0.015,0.066
vowel,JRip,0.3,0.8,0.975,0.855,0.145,0.015,0.066
vowel,JRip,0.3,0.9,0.971,0.83,0.17,0.015,0.072
vowel,JRip,0.3,1,0.967,0.807,0.193,0.017,0.083
