dataset,method,noise_levels,instance_level,avg_accuracy,avg_kappa,avg_kappa_loss,sd_accuracy,sd_kappa
pc4,C5.0,0.1,0.1,0.997,0.979,0.021,0.003,0.022
pc4,C5.0,0.1,0.2,0.995,0.969,0.031,0.004,0.023
pc4,C5.0,0.1,0.25,0.993,0.961,0.039,0.004,0.022
pc4,C5.0,0.1,0.3,0.988,0.939,0.061,0.004,0.013
pc4,C5.0,0.1,0.4,0.983,0.911,0.089,0.004,0.011
pc4,C5.0,0.1,0.5,0.982,0.906,0.094,0.004,0.018
pc4,C5.0,0.1,0.6,0.975,0.877,0.123,0.009,0.03
pc4,C5.0,0.1,0.7,0.973,0.864,0.136,0.01,0.034
pc4,C5.0,0.1,0.75,0.97,0.853,0.147,0.012,0.034
pc4,C5.0,0.1,0.8,0.968,0.848,0.152,0.014,0.038
pc4,C5.0,0.1,0.9,0.966,0.836,0.164,0.016,0.047
pc4,C5.0,0.1,1,0.96,0.816,0.184,0.02,0.055
pc4,C5.0,0.2,0.1,0.999,0.996,0.004,0.002,0.009
pc4,C5.0,0.2,0.2,0.995,0.969,0.031,0.002,0.013
pc4,C5.0,0.2,0.25,0.993,0.96,0.04,0.002,0.018
pc4,C5.0,0.2,0.3,0.991,0.951,0.049,0.002,0.012
pc4,C5.0,0.2,0.4,0.985,0.917,0.083,0.003,0.023
pc4,C5.0,0.2,0.5,0.979,0.888,0.112,0.008,0.054
pc4,C5.0,0.2,0.6,0.975,0.866,0.134,0.008,0.049
pc4,C5.0,0.2,0.7,0.969,0.839,0.161,0.005,0.038
pc4,C5.0,0.2,0.75,0.966,0.826,0.174,0.005,0.036
pc4,C5.0,0.2,0.8,0.966,0.823,0.177,0.005,0.035
pc4,C5.0,0.2,0.9,0.962,0.809,0.191,0.008,0.029
pc4,C5.0,0.2,1,0.958,0.793,0.207,0.01,0.035
pc4,C5.0,0.3,0.1,0.996,0.976,0.024,0.004,0.023
pc4,C5.0,0.3,0.2,0.994,0.965,0.035,0.003,0.018
pc4,C5.0,0.3,0.25,0.992,0.953,0.047,0.004,0.022
pc4,C5.0,0.3,0.3,0.99,0.947,0.053,0.006,0.029
pc4,C5.0,0.3,0.4,0.981,0.895,0.105,0.007,0.041
pc4,C5.0,0.3,0.5,0.976,0.869,0.131,0.012,0.071
pc4,C5.0,0.3,0.6,0.973,0.853,0.147,0.013,0.07
pc4,C5.0,0.3,0.7,0.97,0.841,0.159,0.015,0.08
pc4,C5.0,0.3,0.75,0.968,0.83,0.17,0.014,0.077
pc4,C5.0,0.3,0.8,0.965,0.818,0.182,0.017,0.094
pc4,C5.0,0.3,0.9,0.96,0.795,0.205,0.02,0.104
pc4,C5.0,0.3,1,0.954,0.769,0.231,0.024,0.12
pc4,C5.0,0.4,0.1,0.997,0.98,0.02,0.003,0.021
pc4,C5.0,0.4,0.2,0.993,0.962,0.038,0.007,0.038
pc4,C5.0,0.4,0.25,0.992,0.954,0.046,0.008,0.038
pc4,C5.0,0.4,0.3,0.987,0.929,0.071,0.008,0.036
