"fold","index","original_test_index"
1,80,427
1,7,33
1,89,472
1,13,47
1,48,243
1,51,248
1,115,590
1,74,383
1,75,385
1,88,471
1,131,648
1,94,489
1,22,89
1,62,335
1,141,702
1,12,46
1,28,119
1,147,733
1,18,64
1,106,541
1,59,292
1,66,360
1,105,540
1,145,714
1,135,669
1,10,39
1,56,269
1,44,204
1,121,607
1,23,95
1,70,376
1,8,36
1,122,608
1,133,658
1,139,693
1,107,562
1,109,567
1,98,504
1,119,595
1,126,622
1,127,628
1,86,465
1,118,593
1,52,256
1,3,17
1,4,18
1,53,263
1,85,456
1,76,395
1,136,675
1,117,592
1,71,377
1,91,476
1,138,688
1,124,618
1,58,281
1,55,266
1,5,23
1,144,708
1,47,237
1,116,591
1,38,176
1,125,620
1,29,135
1,77,406
1,57,277
1,90,473
1,111,571
1,64,349
1,42,195
1,61,300
1,146,720
1,1,4
1,73,382
1,11,44
1,95,492
1,49,244
1,37,173
1,84,452
1,21,86
1,150,738
1,108,563
1,32,158
1,25,101
1,24,98
1,142,704
1,93,482
1,31,137
1,17,60
1,6,28
1,46,225
1,87,468
1,19,77
1,26,105
1,27,117
1,78,408
1,72,378
1,9,37
1,120,599
1,123,615
1,81,428
1,36,170
1,67,362
1,128,638
1,104,539
1,60,299
1,43,201
1,39,183
1,143,705
1,65,353
1,113,580
1,35,163
1,130,643
1,16,55
1,140,699
1,20,79
1,14,50
1,34,161
1,33,159
1,54,264
1,83,451
1,63,336
1,30,136
1,50,247
1,41,187
1,129,639
1,102,519
1,132,654
1,69,373
1,2,8
1,149,737
1,68,363
1,114,587
1,101,517
1,82,445
1,148,735
1,110,570
1,40,186
1,134,660
1,103,526
1,100,515
1,45,217
1,92,480
1,112,572
1,97,501
1,99,506
1,15,54
1,96,495
1,137,681
1,79,413
2,61,275
2,114,575
2,106,533
2,115,577
2,107,538
2,38,147
2,124,617
2,47,209
2,148,741
2,149,744
2,46,205
2,71,318
2,4,15
2,31,125
2,16,57
2,125,621
2,62,282
2,28,122
2,105,522
2,14,53
2,48,211
2,132,662
2,39,151
2,17,62
2,20,82
2,150,747
2,119,588
2,6,22
2,142,725
2,133,680
2,83,374
2,104,514
2,68,303
2,143,727
2,73,320
2,24,106
2,42,190
2,139,715
2,9,40
2,78,358
2,147,736
2,92,425
2,135,695
2,49,219
2,98,450
2,53,250
2,63,284
2,29,123
2,76,352
2,69,312
2,144,728
2,50,229
2,58,267
2,97,449
2,88,403
2,7,25
2,51,239
2,117,583
2,45,199
2,120,594
2,30,124
2,41,189
2,15,56
2,27,121
2,74,323
2,1,2
2,84,380
2,79,367
2,54,251
2,110,554
2,37,146
2,3,14
2,130,652
2,90,419
2,67,297
2,101,485
2,129,651
2,95,440
2,56,255
2,127,641
2,102,487
2,85,384
2,65,293
2,32,126
2,59,271
2,34,141
2,131,661
2,10,41
2,141,718
2,136,703
2,81,369
2,43,196
2,108,545
2,121,597
2,19,81
2,122,598
2,36,145
2,77,355
2,5,16
2,70,314
2,113,559
2,26,112
2,134,689
2,52,245
2,2,9
2,11,42
2,44,197
2,21,83
2,89,414
2,128,642
2,82,372
2,116,582
2,118,585
2,99,453
2,23,99
2,57,257
2,112,557
2,66,295
2,60,274
2,146,730
2,100,470
2,12,43
2,140,717
2,80,368
2,145,729
2,35,143
2,75,350
2,109,549
2,22,92
2,64,290
2,13,49
2,137,709
2,91,421
2,111,556
2,18,63
2,8,30
2,40,188
2,126,635
2,96,444
2,86,386
2,93,431
2,138,710
2,94,434
2,55,252
2,33,130
2,72,319
2,123,609
2,87,399
2,25,108
2,103,496
3,147,724
3,61,338
3,27,154
3,107,536
3,110,550
3,65,343
3,77,394
3,11,69
3,12,70
3,129,649
3,70,354
3,109,547
3,132,668
3,66,345
3,94,474
3,21,134
3,49,280
3,123,627
3,39,231
3,116,569
3,71,361
3,72,381
3,145,721
3,141,696
3,56,315
3,131,665
3,45,272
3,22,139
3,79,410
3,98,507
3,24,144
3,48,279
3,8,58
3,2,10
3,37,226
3,118,576
3,17,116
3,86,436
3,144,712
3,85,433
3,15,102
3,42,236
3,30,169
3,29,168
3,108,543
3,69,348
3,103,524
3,62,339
3,105,531
3,122,614
3,53,308
3,100,516
3,91,455
3,34,182
3,20,131
3,140,690
3,78,396
3,120,603
3,26,153
3,32,174
3,126,637
3,4,21
3,115,565
3,148,731
3,99,508
3,80,415
3,40,232
3,106,534
3,82,429
3,31,172
3,52,305
3,149,734
3,5,24
3,127,640
3,50,283
3,14,90
3,13,84
3,25,150
3,10,68
3,114,560
3,125,636
3,138,685
3,23,142
3,75,391
3,112,552
3,43,242
3,19,120
3,46,273
3,1,7
3,64,342
3,84,432
3,67,346
3,7,45
3,9,59
3,134,673
3,96,479
3,38,230
3,74,390
3,92,458
3,113,555
3,36,214
3,57,322
3,28,167
3,104,527
3,130,656
3,81,417
3,16,113
3,18,118
3,135,682
3,59,333
3,87,439
3,88,446
3,41,235
3,102,523
3,111,551
3,90,454
3,35,212
3,136,683
3,124,632
3,121,610
3,117,573
3,60,337
3,73,389
3,63,340
3,97,502
3,143,707
3,76,392
3,6,38
3,33,180
3,95,478
3,83,430
3,51,304
3,119,600
3,146,723
3,101,521
3,139,687
3,142,701
3,54,310
3,150,742
3,58,328
3,93,463
3,128,644
3,133,672
3,55,313
3,47,276
3,44,268
3,3,13
3,89,447
3,68,347
3,137,684
4,111,528
4,77,379
4,10,71
4,6,26
4,44,228
4,37,203
4,134,653
4,29,164
4,16,100
4,9,51
4,142,706
4,79,397
4,60,294
4,28,160
4,105,498
4,89,435
4,57,288
4,83,409
4,136,663
4,119,581
4,75,366
4,100,483
4,132,647
4,33,181
4,55,278
4,24,133
4,52,262
4,21,114
4,124,611
4,106,500
4,116,558
4,149,748
4,23,128
