"fold","index","original_test_index"
1,71,348
1,363,1821
1,304,1532
1,205,1026
1,53,287
1,376,1890
1,175,870
1,308,1565
1,386,1927
1,104,512
1,336,1698
1,233,1167
1,359,1790
1,312,1574
1,59,304
1,50,257
1,160,800
1,124,618
1,361,1812
1,106,522
1,5,32
1,150,734
1,60,306
1,87,416
1,54,289
1,272,1350
1,122,609
1,86,414
1,356,1780
1,288,1448
1,112,555
1,176,874
1,222,1097
1,172,856
1,236,1184
1,230,1139
1,44,228
1,259,1291
1,292,1477
1,275,1384
1,134,663
1,12,68
1,177,875
1,41,203
1,24,124
1,65,326
1,255,1265
1,351,1765
1,385,1915
1,137,679
1,168,833
1,47,249
1,171,845
1,64,323
1,241,1202
1,138,681
1,151,736
1,78,394
1,3,11
1,239,1197
1,173,867
1,99,483
1,2,10
1,135,671
1,352,1766
1,67,336
1,136,678
1,286,1430
1,28,135
1,38,174
1,113,560
1,375,1889
1,6,33
1,290,1467
1,287,1432
1,342,1722
1,315,1584
1,128,631
1,305,1538
1,228,1133
1,382,1912
1,191,958
1,14,75
1,289,1449
1,348,1748
1,70,344
1,247,1244
1,332,1684
1,37,172
1,373,1877
1,350,1758
1,250,1252
1,206,1029
1,79,398
1,23,123
1,330,1669
1,187,937
1,298,1497
1,388,1935
1,248,1247
1,29,137
1,73,370
1,263,1301
1,278,1392
1,389,1943
1,268,1315
1,201,1002
1,93,433
1,242,1203
1,19,100
1,367,1854
1,18,98
1,281,1401
1,253,1261
1,72,350
1,214,1049
1,109,537
1,131,646
1,209,1040
1,208,1038
1,58,301
1,391,1949
1,251,1254
1,371,1870
1,283,1411
1,110,548
1,56,297
1,155,759
1,207,1037
1,218,1073
1,7,35
1,380,1905
1,121,601
1,45,229
1,186,934
1,126,624
1,149,727
1,257,1273
1,349,1752
1,111,552
1,339,1718
1,258,1289
1,90,423
1,33,147
1,395,1980
1,49,253
1,294,1485
1,158,794
1,243,1211
1,95,462
1,1,8
1,383,1913
1,62,309
1,360,1799
1,169,835
1,75,382
1,27,131
1,63,319
1,165,817
1,157,790
1,88,420
1,353,1774
1,299,1499
1,15,78
1,323,1613
1,328,1658
1,129,636
1,55,293
1,48,250
1,51,278
1,302,1518
1,154,756
1,269,1322
1,379,1904
1,216,1054
1,274,1375
1,333,1688
1,335,1693
1,181,901
1,140,689
1,125,622
1,130,637
1,262,1296
1,183,917
1,291,1474
1,219,1074
1,196,983
1,82,406
1,264,1305
1,11,57
1,235,1182
1,217,1064
1,398,1992
1,256,1272
1,192,969
1,193,971
1,400,1998
1,163,810
1,266,1307
1,338,1712
1,318,1591
1,127,628
1,8,38
1,316,1587
1,164,813
1,85,413
1,238,1196
1,319,1597
1,156,771
1,13,74
1,331,1680
1,297,1493
1,197,988
1,34,149
1,162,805
1,98,476
1,296,1487
1,189,946
1,145,714
1,378,1899
1,390,1944
1,9,40
1,325,1634
1,387,1930
1,46,242
1,144,711
1,231,1154
1,31,139
1,68,338
1,374,1886
1,393,1968
1,355,1778
1,203,1020
1,347,1744
1,285,1427
1,66,327
1,4,23
1,220,1080
1,226,1119
1,365,1835
1,295,1486
1,261,1294
1,116,568
1,213,1045
1,25,126
1,57,300
1,215,1050
1,252,1257
1,346,1740
1,364,1824
1,152,742
1,265,1306
1,42,212
1,188,942
1,293,1479
1,381,1908
1,232,1158
1,327,1650
1,343,1724
1,174,869
1,120,590
1,237,1192
1,74,372
1,117,569
1,317,1589
1,321,1601
1,139,686
1,271,1345
1,369,1862
1,22,111
1,306,1548
1,115,567
1,21,107
1,221,1081
1,202,1004
1,313,1580
1,200,1000
1,270,1335
1,234,1168
1,184,921
1,212,1044
1,244,1218
1,211,1043
1,314,1583
1,254,1262
1,399,1997
1,227,1132
1,89,422
1,96,464
1,141,690
1,100,498
1,307,1560
1,153,752
1,337,1706
1,190,957
1,396,1983
1,39,175
1,329,1659
1,92,429
1,384,1914
1,91,426
1,303,1528
1,282,1406
1,344,1735
1,370,1868
1,345,1739
1,224,1105
1,81,404
1,301,1509
1,394,1973
1,246,1242
1,279,1398
1,114,563
1,161,802
1,366,1837
1,267,1308
1,284,1421
1,35,155
1,195,979
1,198,991
1,392,1967
1,273,1358
1,101,499
1,84,410
1,180,887
1,245,1225
1,119,587
1,80,399
1,300,1500
1,102,504
1,20,106
1,36,158
1,199,995
1,322,1612
1,223,1099
1,397,1986
1,326,1643
1,362,1818
1,32,141
1,340,1719
1,103,506
1,10,53
1,118,574
1,276,1385
1,309,1566
1,334,1692
1,123,614
1,17,97
1,225,1106
1,159,797
1,249,1250
1,61,308
1,377,1893
1,354,1777
1,182,914
1,324,1618
1,132,652
1,52,283
1,83,407
1,185,930
1,94,454
1,167,830
1,97,465
1,170,837
1,280,1399
1,142,691
1,260,1292
1,146,718
1,26,127
1,310,1567
1,147,720
1,105,518
1,372,1871
1,107,529
1,133,657
1,43,224
1,40,198
1,240,1200
1,166,823
1,76,387
1,204,1022
1,143,692
1,358,1783
1,69,342
1,179,886
1,320,1598
1,178,885
1,341,1721
1,311,1572
1,148,725
1,229,1136
1,30,138
1,77,390
1,16,90
1,108,535
1,277,1387
1,194,976
1,357,1781
1,210,1041
1,368,1858
