"fold","index","original_test_index"
1,99,468
1,18,80
1,79,368
1,14,49
1,56,248
1,76,343
1,144,704
1,3,11
1,127,624
1,24,123
1,105,509
1,39,168
1,32,154
1,9,29
1,12,40
1,54,238
1,73,338
1,114,562
1,85,405
1,52,227
1,147,731
1,154,758
1,66,308
1,48,213
1,75,341
1,119,578
1,8,27
1,108,526
1,28,139
1,21,107
1,2,10
1,84,392
1,95,452
1,135,665
1,133,659
1,58,257
1,29,141
1,98,461
1,7,25
1,30,142
1,11,39
1,101,489
1,71,330
1,50,223
1,77,357
1,107,525
1,43,186
1,113,557
1,91,440
1,19,100
1,40,169
1,49,220
1,137,672
1,15,54
1,61,281
1,46,209
1,69,318
1,117,573
1,38,167
1,126,618
1,93,448
1,82,384
1,45,208
1,47,210
1,148,733
1,136,670
1,145,719
1,120,582
1,112,550
1,97,455
1,4,17
1,31,147
1,153,748
1,16,63
1,53,234
1,62,283
1,122,598
1,42,176
1,110,539
1,118,575
1,106,522
1,151,743
1,131,644
1,143,703
1,17,69
1,20,104
1,100,488
1,6,21
1,78,367
1,74,340
1,55,245
1,141,690
1,88,427
1,149,736
1,116,567
1,63,294
1,138,674
1,121,590
1,152,746
1,132,646
1,103,506
1,34,156
1,92,442
1,130,642
1,140,680
1,5,18
1,44,195
1,33,155
1,150,738
1,60,278
1,90,437
1,80,377
1,115,564
1,41,170
1,109,537
1,27,127
1,87,415
1,10,32
1,1,3
1,89,429
1,104,507
1,96,453
1,139,675
1,134,662
1,81,379
1,94,450
1,23,120
1,123,599
1,70,323
1,83,391
1,142,700
1,125,610
1,57,256
1,26,126
1,37,166
1,64,303
1,124,602
1,129,637
1,68,316
1,72,331
1,25,125
1,128,625
1,36,160
1,111,541
1,65,307
1,51,226
1,67,313
1,59,271
1,22,118
1,35,159
1,146,727
1,86,409
1,13,48
1,102,504
2,33,188
2,80,397
2,1,4
2,96,478
2,4,22
2,77,382
2,18,79
2,78,386
2,58,291
2,105,511
2,73,355
2,46,241
2,86,421
2,124,613
2,146,725
2,83,412
2,22,121
2,145,724
2,29,162
2,45,237
2,117,580
2,108,524
2,39,217
2,101,497
2,67,332
2,70,345
2,118,584
2,111,536
2,104,510
2,152,764
2,138,666
2,87,422
2,40,228
2,133,652
2,2,7
2,109,527
2,23,129
2,120,591
2,35,199
2,90,438
2,8,43
2,123,609
2,44,232
2,56,288
2,6,31
2,139,689
2,119,585
2,7,33
2,94,458
2,131,641
2,92,446
2,14,68
2,125,621
2,21,103
2,81,400
2,68,335
2,147,735
2,127,628
2,38,216
2,102,502
2,3,16
2,28,150
2,59,292
2,30,172
2,12,53
2,43,231
2,47,242
2,26,144
2,74,356
2,57,290
2,129,636
2,98,492
2,20,102
2,10,47
2,107,515
2,5,28
2,136,657
2,142,711
2,71,346
2,82,406
2,95,476
2,141,710
2,143,712
2,97,481
2,110,530
2,144,720
2,150,747
2,137,661
2,63,321
2,19,82
2,13,66
2,91,441
2,112,551
2,31,179
2,55,285
2,36,207
2,66,329
2,84,414
2,128,631
2,126,627
2,130,638
2,135,655
2,62,298
2,64,325
2,114,556
2,121,592
2,99,494
2,16,72
2,53,269
2,148,737
2,34,198
2,69,337
2,61,295
2,42,230
2,100,496
2,24,133
2,106,513
2,25,140
2,103,503
2,151,754
2,140,692
2,17,76
2,93,447
2,113,552
2,11,52
2,85,416
2,32,180
2,132,649
2,116,577
2,122,600
2,48,249
2,52,264
2,9,44
2,88,430
2,115,558
2,72,354
2,41,229
2,27,149
2,37,215
2,15,71
2,79,390
2,89,434
2,153,765
2,50,261
2,75,362
2,134,654
2,60,293
2,49,253
2,54,280
2,76,363
2,149,741
2,51,262
2,65,326
3,71,380
3,129,633
3,22,122
3,24,132
3,74,387
3,48,272
3,79,403
3,77,395
3,64,347
3,51,277
3,91,469
3,116,568
3,126,619
3,133,664
3,111,548
3,63,336
3,148,750
3,28,158
3,128,630
3,19,115
3,132,660
3,18,110
3,29,165
3,42,214
3,6,36
3,154,767
3,102,528
3,12,87
3,144,713
3,45,246
3,96,482
3,82,432
3,26,146
3,93,471
3,109,543
3,13,88
3,14,92
3,145,730
3,137,679
3,131,651
3,20,116
3,104,531
3,40,206
3,10,77
3,3,12
3,150,755
3,43,224
3,67,358
3,30,174
3,44,225
3,141,699
3,5,34
3,130,648
3,47,267
3,70,378
3,11,86
3,21,119
3,135,668
3,86,457
3,136,669
3,58,319
3,2,8
3,66,353
3,81,428
3,4,23
3,38,204
3,27,152
3,1,5
3,95,480
3,83,435
3,17,109
3,41,212
3,7,42
3,89,466
3,98,505
3,103,529
3,139,683
3,72,381
3,105,532
3,94,472
3,142,701
3,57,317
3,97,501
3,113,553
3,59,322
3,61,328
3,107,540
3,78,396
3,153,762
3,112,549
3,52,284
3,127,620
3,46,258
3,55,301
3,54,296
3,23,124
3,151,760
3,34,187
3,56,304
3,149,753
3,50,276
3,87,459
3,37,201
3,35,190
3,69,373
3,88,465
3,53,286
3,36,196
3,60,327
3,90,467
3,25,143
3,9,58
3,75,393
3,138,682
3,143,702
3,62,333
3,32,181
3,76,394
3,119,587
3,100,518
3,140,698
3,147,740
3,117,583
3,134,667
3,114,560
3,92,470
3,101,519
3,110,545
3,15,101
3,122,603
3,124,607
3,152,761
3,108,542
3,146,739
3,8,56
3,123,605
3,68,372
3,115,563
3,31,175
3,49,273
3,39,205
3,84,449
3,99,514
3,33,184
3,125,614
3,16,106
3,65,349
3,80,426
3,106,538
3,73,385
3,120,588
3,85,454
3,121,594
3,118,586
4,132,677
4,72,370
4,120,611
4,113,570
4,63,312
4,28,145
4,107,546
4,142,709
4,93,477
4,57,279
4,1,2
4,43,236
4,6,20
4,98,490
4,102,521
4,82,420
4,48,250
4,51,259
4,86,436
4,56,275
4,35,171
4,47,244
4,131,673
4,89,463
4,151,756
4,60,305
4,34,164
4,126,632
4,136,687
4,119,608
4,144,717
4,20,90
4,33,163
4,128,645
4,110,561
4,84,424
4,140,705
4,61,309
4,74,388
4,44,239
4,10,55
4,116,574
4,53,266
4,146,723
4,123,617
4,149,745
4,32,161
4,111,565
4,49,251
4,15,65
4,50,254
4,37,185
4,129,650
4,73,375
4,55,274
4,141,706
4,118,604
4,104,534
4,99,491
4,36,178
4,68,351
4,62,310
4,105,535
4,69,352
4,88,451
4,106,544
4,78,407
4,7,26
4,87,439
4,94,479
4,31,157
4,38,192
4,8,37
4,90,464
4,100,493
4,67,348
4,108,547
4,133,678
4,147,726
4,137,693
4,83,423
4,66,344
4,85,433
4,11,57
4,64,320
4,122,616
4,24,134
4,42,222
4,127,640
4,130,656
4,125,626
4,17,73
4,95,483
4,40,218
4,2,6
4,26,137
4,27,138
4,124,623
4,25,136
4,150,749
4,59,300
4,13,61
4,45,240
4,135,686
4,30,153
4,29,148
4,21,94
4,112,566
4,46,243
4,97,486
4,4,13
4,117,576
4,14,62
4,65,324
4,139,696
4,22,97
4,114,571
4,12,59
4,143,716
4,121,615
4,5,15
4,41,219
4,18,75
4,103,533
4,39,197
4,79,408
4,80,410
4,19,85
4,134,684
4,148,744
4,77,401
4,92,474
4,71,366
4,16,70
4,52,265
4,58,289
4,91,473
4,145,722
4,9,41
4,96,484
4,109,554
4,75,398
4,115,572
4,3,9
4,76,399
4,81,417
4,152,757
4,138,695
4,70,364
4,101,516
4,23,108
4,54,268
4,153,766
5,8,45
5,56,260
5,48,203
5,92,445
5,24,96
5,71,350
5,77,371
5,25,98
5,110,569
5,142,715
5,124,635
5,7,38
5,127,647
5,94,460
5,62,299
5,129,658
5,135,688
5,3,19
5,43,191
5,46,200
5,139,707
5,30,113
5,2,14
5,72,359
5,37,151
5,133,681
5,140,708
5,96,475
5,61,297
5,120,612
5,136,691
5,58,270
5,80,383
5,152,759
5,130,663
5,141,714
5,12,60
5,111,579
5,64,306
5,73,360
5,6,35
5,145,728
5,143,718
5,76,369
5,22,93
5,42,189
5,148,734
5,65,311
5,126,643
5,36,135
5,35,131
5,102,500
5,128,653
5,41,183
5,134,685
5,84,411
5,100,498
5,91,444
5,70,342
5,47,202
5,119,606
5,69,339
5,87,419
5,60,287
5,99,495
5,5,30
5,51,233
5,93,456
5,83,404
5,116,596
5,50,221
5,109,559
5,113,589
5,79,376
5,15,74
5,1,1
5,19,84
5,14,67
5,90,443
5,17,81
5,49,211
5,28,111
5,52,235
5,31,114
5,151,752
5,117,597
5,118,601
5,101,499
5,81,389
5,39,177
5,146,729
5,144,721
5,138,697
5,63,302
5,95,462
5,55,255
5,44,193
5,18,83
5,149,742
5,154,768
5,9,46
5,67,315
5,106,520
5,147,732
5,59,282
5,68,334
5,34,130
5,53,247
5,97,485
5,40,182
5,132,676
5,29,112
5,13,64
5,78,374
5,86,418
5,16,78
5,103,508
5,82,402
5,107,523
5,108,555
5,38,173
5,75,365
5,131,671
5,105,517
5,114,593
5,26,99
5,66,314
5,137,694
5,153,763
5,88,425
5,10,50
5,85,413
5,89,431
5,74,361
5,104,512
5,45,194
5,33,128
5,112,581
5,121,622
5,54,252
5,11,51
5,32,117
5,4,24
5,115,595
5,98,487
5,122,629
5,123,634
5,150,751
5,20,89
5,23,95
5,27,105
5,21,91
5,57,263
5,125,639
