"fold","index","original_test_index"
1,138,681
1,254,1262
1,381,1908
1,35,155
1,61,308
1,145,714
1,66,327
1,238,1196
1,291,1474
1,201,1002
1,348,1748
1,351,1765
1,294,1485
1,22,111
1,141,690
1,55,293
1,218,1073
1,150,734
1,371,1870
1,116,568
1,352,1766
1,148,725
1,1,8
1,339,1718
1,295,1486
1,296,1487
1,28,135
1,32,141
1,77,390
1,100,498
1,135,671
1,161,802
1,29,137
1,142,691
1,157,790
1,5,32
1,190,957
1,233,1167
1,229,1136
1,101,499
1,251,1254
1,182,914
1,343,1724
1,342,1722
1,257,1273
1,147,720
1,243,1211
1,362,1818
1,87,416
1,242,1203
1,234,1168
1,344,1735
1,247,1244
1,80,399
1,10,53
1,193,971
1,114,563
1,253,1261
1,97,465
1,222,1097
1,126,624
1,204,1022
1,82,406
1,367,1854
1,122,609
1,373,1877
1,230,1139
1,275,1384
1,197,988
1,308,1565
1,358,1783
1,245,1225
1,322,1612
1,364,1824
1,394,1973
1,355,1778
1,60,306
1,51,278
1,226,1119
1,169,835
1,76,387
1,86,414
1,103,506
1,274,1375
1,199,995
1,132,652
1,72,350
1,113,560
1,366,1837
1,115,567
1,328,1658
1,277,1387
1,232,1158
1,112,555
1,211,1043
1,372,1871
1,357,1781
1,244,1218
1,214,1049
1,128,631
1,144,711
1,43,224
1,54,289
1,188,942
1,261,1294
1,151,736
1,167,830
1,56,297
1,41,203
1,384,1914
1,217,1064
1,184,921
1,224,1105
1,102,504
1,359,1790
1,398,1992
1,273,1358
1,219,1074
1,259,1291
1,81,404
1,390,1944
1,34,149
1,209,1040
1,349,1752
1,12,68
1,383,1913
1,83,407
1,276,1385
1,338,1712
1,278,1392
1,332,1684
1,8,38
1,17,97
1,265,1306
1,156,771
1,313,1580
1,70,344
1,385,1915
1,106,522
1,164,813
1,163,810
1,30,138
1,2,10
1,25,126
1,162,805
1,171,845
1,221,1081
1,93,433
1,181,901
1,20,106
1,292,1477
1,62,309
1,58,301
1,109,537
1,220,1080
1,264,1305
1,377,1893
1,121,601
1,335,1693
1,237,1192
1,53,287
1,337,1706
1,89,422
1,298,1497
1,46,242
1,368,1858
1,27,131
1,302,1518
1,165,817
1,374,1886
1,320,1598
1,248,1247
1,380,1905
1,287,1432
1,187,937
1,57,300
1,236,1184
1,160,800
1,309,1566
1,246,1242
1,310,1567
1,125,622
1,108,535
1,325,1634
1,249,1250
1,4,23
1,340,1719
1,356,1780
1,231,1154
1,350,1758
1,186,934
1,391,1949
1,354,1777
1,318,1591
1,305,1538
1,26,127
1,228,1133
1,203,1020
1,179,886
1,84,410
1,314,1583
1,136,678
1,192,969
1,170,837
1,105,518
1,140,689
1,327,1650
1,134,663
1,23,123
1,158,794
1,262,1296
1,388,1935
1,75,382
1,360,1799
1,396,1983
1,252,1257
1,256,1272
1,104,512
1,52,283
1,241,1202
1,239,1197
1,73,370
1,78,394
1,400,1998
1,36,158
1,189,946
1,131,646
1,331,1680
1,85,413
1,311,1572
1,286,1430
1,96,464
1,299,1499
1,293,1479
1,393,1968
1,369,1862
1,111,552
1,330,1669
1,42,212
1,315,1584
1,178,885
1,290,1467
1,196,983
1,389,1943
1,16,90
1,365,1835
1,90,423
1,63,319
1,180,887
1,212,1044
1,307,1560
1,206,1029
1,272,1350
1,153,752
1,321,1601
1,208,1038
1,202,1004
1,329,1659
1,194,976
1,19,100
1,88,420
1,69,342
1,14,75
1,123,614
1,44,228
1,98,476
1,31,139
1,347,1744
1,175,870
1,207,1037
1,282,1406
1,120,590
1,269,1322
1,399,1997
1,15,78
1,267,1308
1,49,253
1,213,1045
1,176,874
1,183,917
1,7,35
1,378,1899
1,240,1200
1,382,1912
1,152,742
1,386,1927
1,263,1301
1,353,1774
1,370,1868
1,341,1721
1,334,1692
1,3,11
1,133,657
1,159,797
1,260,1292
1,397,1986
1,45,229
1,172,856
1,200,1000
1,50,257
1,129,636
1,59,304
1,185,930
1,227,1132
1,191,958
1,143,692
1,40,198
1,146,718
1,235,1182
1,392,1967
1,270,1335
1,317,1589
1,346,1740
1,300,1500
1,268,1315
1,379,1904
1,198,991
1,64,323
1,225,1106
1,195,979
1,166,823
1,24,124
1,301,1509
1,323,1613
1,168,833
1,285,1427
1,326,1643
1,205,1026
1,250,1252
1,155,759
1,297,1493
1,284,1421
1,215,1050
1,319,1597
1,210,1041
1,266,1307
1,283,1411
1,33,147
1,345,1739
1,173,867
1,333,1688
1,289,1449
1,6,33
1,223,1099
1,95,462
1,258,1289
1,124,618
1,9,40
1,375,1889
1,304,1532
1,91,426
1,288,1448
1,67,336
1,117,569
1,65,326
1,11,57
1,177,875
1,37,172
1,363,1821
1,38,174
1,395,1980
1,13,74
1,92,429
1,79,398
1,130,637
1,149,727
1,174,869
1,47,249
1,306,1548
1,281,1401
1,48,250
1,216,1054
1,74,372
1,271,1345
1,387,1930
1,336,1698
1,303,1528
1,154,756
1,279,1398
1,39,175
1,99,483
1,255,1265
1,94,454
1,68,338
1,71,348
1,21,107
1,316,1587
1,139,686
1,312,1574
1,118,574
1,137,679
1,280,1399
1,110,548
1,361,1812
1,127,628
1,324,1618
1,119,587
1,376,1890
1,107,529
1,18,98
2,264,1332
2,101,492
2,66,337
2,297,1490
2,43,214
2,356,1775
2,295,1475
2,112,572
2,375,1856
2,320,1595
2,351,1734
2,182,910
2,148,758
2,374,1850
2,204,1019
2,154,774
2,300,1514
2,34,177
2,314,1562
2,271,1355
2,81,412
2,19,109
2,80,400
2,78,388
2,337,1673
2,227,1128
2,185,924
2,9,39
2,145,743
2,71,349
2,383,1900
2,158,781
2,312,1556
2,104,516
2,393,1963
2,361,1803
2,173,854
2,389,1941
2,336,1672
2,194,955
2,191,941
2,32,171
2,189,939
2,211,1057
2,186,932
2,42,206
2,230,1148
2,367,1833
2,331,1642
2,260,1313
2,5,14
2,87,430
2,318,1592
2,228,1134
2,20,116
2,296,1483
2,58,295
2,115,577
2,319,1593
2,137,708
2,57,292
2,348,1717
2,274,1371
2,340,1690
2,176,860
2,198,977
2,278,1393
2,344,1702
2,15,80
2,335,1671
2,203,1014
2,258,1303
2,180,893
2,195,962
2,349,1720
2,134,683
2,157,779
2,10,45
2,6,17
2,24,136
2,238,1187
2,124,616
2,23,132
2,350,1727
2,12,64
2,177,864
2,162,808
2,108,554
2,140,730
2,129,644
2,327,1626
2,307,1534
2,74,366
2,257,1288
2,63,318
2,303,1522
2,308,1539
2,100,490
2,253,1279
2,70,347
2,240,1195
2,364,1823
2,200,984
2,347,1716
2,102,493
2,50,244
2,107,545
