"fold","index","original_test_index"
1,193,962
1,93,476
1,130,633
1,72,359
1,67,339
1,120,589
1,86,427
1,176,882
1,1,2
1,74,375
1,173,867
1,118,586
1,111,545
1,196,969
1,63,313
1,115,566
1,182,904
1,129,631
1,189,952
1,19,91
1,160,811
1,140,669
1,165,845
1,113,556
1,21,100
1,53,264
1,169,853
1,158,794
1,181,903
1,39,164
1,30,133
1,198,983
1,170,856
1,178,893
1,112,551
1,177,887
1,156,761
1,152,728
1,175,879
1,45,204
1,128,630
1,57,286
1,190,953
1,28,128
1,34,148
1,194,966
1,117,584
1,70,347
1,97,495
1,90,463
1,124,611
1,47,212
1,109,539
1,163,833
1,96,488
1,61,304
1,55,269
1,32,139
1,146,699
1,105,513
1,188,951
1,191,954
1,174,875
1,81,408
1,127,629
1,3,18
1,25,114
1,16,77
1,154,732
1,114,559
1,65,337
1,104,512
1,59,291
1,102,508
1,14,62
1,123,599
1,161,817
1,151,722
1,141,676
1,51,245
1,167,848
1,27,127
1,122,596
1,77,384
1,171,863
1,192,960
1,5,31
1,60,298
1,164,834
1,157,772
1,56,274
1,26,126
1,148,702
1,17,84
1,41,176
1,42,189
1,43,192
1,166,846
1,29,130
1,91,465
1,80,407
1,13,47
1,7,34
1,23,110
1,2,6
1,136,663
1,159,807
1,85,423
1,108,529
1,40,172
1,138,666
1,8,35
1,142,677
1,153,730
1,101,506
1,126,622
1,82,409
1,143,685
1,168,852
1,71,357
1,150,710
1,83,412
1,33,144
1,22,108
1,119,588
1,20,98
1,15,71
1,52,247
1,89,445
1,69,345
1,110,541
1,185,931
1,149,709
1,58,290
1,94,483
1,131,634
1,66,338
1,35,149
1,134,657
1,92,466
1,68,340
1,11,43
1,10,42
1,133,649
1,145,690
1,183,913
1,100,502
1,31,136
1,135,659
1,147,701
1,88,439
1,46,206
1,50,237
1,116,582
1,75,378
1,79,401
1,172,864
1,64,336
1,137,665
1,95,484
1,197,975
1,76,380
1,62,311
1,132,637
1,184,924
1,180,898
1,186,939
1,106,527
1,48,223
1,4,19
1,99,498
1,6,32
1,24,113
1,144,689
1,155,747
1,18,86
1,195,967
1,49,230
1,107,528
1,179,897
1,121,592
1,36,155
1,54,267
1,38,161
1,37,156
1,162,821
1,12,45
1,125,621
1,73,366
1,44,201
1,103,510
1,139,667
1,84,415
1,187,944
1,87,433
1,78,386
1,9,39
1,98,496
2,179,896
2,94,517
2,50,236
2,127,664
2,166,839
2,162,803
2,167,841
2,137,700
2,182,905
2,15,50
2,121,636
2,139,712
2,37,167
2,189,928
2,49,233
2,39,179
2,134,692
2,30,121
2,17,63
2,171,871
2,195,972
2,110,574
2,168,850
2,122,641
2,104,564
2,144,737
2,140,718
2,173,878
2,107,570
2,12,38
2,47,231
2,152,779
2,7,27
2,131,683
2,1,1
2,142,726
2,90,489
2,29,119
2,19,66
2,147,750
2,73,394
2,57,279
2,101,555
2,129,680
2,135,696
2,46,220
2,108,572
2,64,316
2,132,684
2,177,891
2,158,792
2,65,318
2,40,191
2,23,76
2,18,65
2,181,900
2,157,785
2,33,151
2,82,444
2,191,936
2,85,453
2,63,312
2,27,104
2,141,719
2,123,646
2,102,557
2,150,762
2,11,36
2,67,335
2,180,899
2,4,11
2,103,558
2,197,984
2,89,482
2,9,30
2,92,501
2,146,746
2,75,418
2,148,757
2,51,239
2,5,13
2,192,945
2,56,275
2,88,481
2,6,21
2,163,808
2,161,800
2,115,605
2,58,287
2,44,215
2,16,61
2,149,760
2,193,947
2,112,587
2,10,33
2,81,442
2,154,781
2,159,795
2,105,565
2,43,214
2,188,925
2,48,232
2,25,97
2,98,549
2,169,854
2,151,766
2,95,535
2,52,244
2,145,745
