Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: credit-g 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2060            -nan     0.1000    0.0109
     2        1.1867            -nan     0.1000    0.0100
     3        1.1705            -nan     0.1000    0.0082
     4        1.1564            -nan     0.1000    0.0071
     5        1.1452            -nan     0.1000    0.0056
     6        1.1346            -nan     0.1000    0.0045
     7        1.1297            -nan     0.1000    0.0012
     8        1.1224            -nan     0.1000    0.0030
     9        1.1160            -nan     0.1000    0.0019
    10        1.1070            -nan     0.1000    0.0031
    20        1.0629            -nan     0.1000   -0.0001
    40        1.0049            -nan     0.1000    0.0002
    60        0.9692            -nan     0.1000    0.0008
    80        0.9413            -nan     0.1000   -0.0002
   100        0.9174            -nan     0.1000   -0.0009
   120        0.8986            -nan     0.1000   -0.0002
   140        0.8823            -nan     0.1000   -0.0006
   150        0.8747            -nan     0.1000   -0.0005

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2001            -nan     0.1000    0.0127
     2        1.1768            -nan     0.1000    0.0111
     3        1.1554            -nan     0.1000    0.0101
     4        1.1390            -nan     0.1000    0.0073
     5        1.1216            -nan     0.1000    0.0075
     6        1.1115            -nan     0.1000    0.0031
     7        1.0997            -nan     0.1000    0.0048
     8        1.0875            -nan     0.1000    0.0044
     9        1.0782            -nan     0.1000    0.0031
    10        1.0683            -nan     0.1000    0.0026
    20        1.0025            -nan     0.1000    0.0002
    40        0.9162            -nan     0.1000   -0.0000
    60        0.8607            -nan     0.1000   -0.0001
    80        0.8176            -nan     0.1000   -0.0005
   100        0.7795            -nan     0.1000    0.0002
   120        0.7403            -nan     0.1000   -0.0029
   140        0.7121            -nan     0.1000   -0.0005
   150        0.6994            -nan     0.1000   -0.0007

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1997            -nan     0.1000    0.0149
     2        1.1704            -nan     0.1000    0.0115
     3        1.1470            -nan     0.1000    0.0094
     4        1.1243            -nan     0.1000    0.0092
     5        1.1074            -nan     0.1000    0.0070
     6        1.0902            -nan     0.1000    0.0057
     7        1.0748            -nan     0.1000    0.0064
     8        1.0609            -nan     0.1000    0.0055
     9        1.0462            -nan     0.1000    0.0057
    10        1.0377            -nan     0.1000    0.0016
    20        0.9475            -nan     0.1000    0.0025
    40        0.8345            -nan     0.1000   -0.0005
    60        0.7604            -nan     0.1000   -0.0002
    80        0.7044            -nan     0.1000   -0.0006
   100        0.6552            -nan     0.1000   -0.0016
   120        0.6169            -nan     0.1000   -0.0004
   140        0.5792            -nan     0.1000    0.0003
   150        0.5627            -nan     0.1000   -0.0006

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2112            -nan     0.1000    0.0078
     2        1.1983            -nan     0.1000    0.0064
     3        1.1886            -nan     0.1000    0.0054
     4        1.1817            -nan     0.1000    0.0027
     5        1.1719            -nan     0.1000    0.0044
     6        1.1676            -nan     0.1000    0.0014
     7        1.1636            -nan     0.1000    0.0003
     8        1.1548            -nan     0.1000    0.0034
     9        1.1471            -nan     0.1000    0.0023
    10        1.1408            -nan     0.1000    0.0020
    20        1.0933            -nan     0.1000    0.0011
    40        1.0335            -nan     0.1000    0.0001
    60        0.9879            -nan     0.1000   -0.0003
    80        0.9557            -nan     0.1000   -0.0015
   100        0.9272            -nan     0.1000   -0.0001
   120        0.9070            -nan     0.1000   -0.0006
   140        0.8929            -nan     0.1000   -0.0003
   150        0.8848            -nan     0.1000   -0.0008

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2049            -nan     0.1000    0.0094
     2        1.1882            -nan     0.1000    0.0065
     3        1.1718            -nan     0.1000    0.0077
     4        1.1627            -nan     0.1000    0.0016
     5        1.1478            -nan     0.1000    0.0062
     6        1.1370            -nan     0.1000    0.0039
     7        1.1282            -nan     0.1000    0.0018
     8        1.1186            -nan     0.1000    0.0016
     9        1.1106            -nan     0.1000    0.0022
    10        1.1040            -nan     0.1000    0.0021
    20        1.0286            -nan     0.1000    0.0032
    40        0.9361            -nan     0.1000    0.0019
    60        0.8745            -nan     0.1000   -0.0016
    80        0.8275            -nan     0.1000   -0.0004
   100        0.7877            -nan     0.1000    0.0006
   120        0.7559            -nan     0.1000    0.0001
   140        0.7254            -nan     0.1000   -0.0016
   150        0.7138            -nan     0.1000   -0.0006

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2016            -nan     0.1000    0.0117
     2        1.1830            -nan     0.1000    0.0081
     3        1.1581            -nan     0.1000    0.0121
     4        1.1391            -nan     0.1000    0.0062
     5        1.1259            -nan     0.1000    0.0045
     6        1.1117            -nan     0.1000    0.0045
     7        1.0963            -nan     0.1000    0.0071
     8        1.0802            -nan     0.1000    0.0048
     9        1.0678            -nan     0.1000    0.0035
    10        1.0577            -nan     0.1000    0.0028
