Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: analcatdata_authorship 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2360            -nan     0.1000    0.0455
     2        1.1548            -nan     0.1000    0.0418
     3        1.0787            -nan     0.1000    0.0364
     4        1.0058            -nan     0.1000    0.0336
     5        0.9496            -nan     0.1000    0.0236
     6        0.8992            -nan     0.1000    0.0253
     7        0.8491            -nan     0.1000    0.0245
     8        0.8055            -nan     0.1000    0.0207
     9        0.7657            -nan     0.1000    0.0188
    10        0.7301            -nan     0.1000    0.0175
    20        0.4734            -nan     0.1000    0.0073
    40        0.2531            -nan     0.1000    0.0029
    60        0.1530            -nan     0.1000    0.0013
    80        0.0985            -nan     0.1000    0.0004
   100        0.0661            -nan     0.1000    0.0002
   120        0.0444            -nan     0.1000    0.0002
   140        0.0311            -nan     0.1000   -0.0000
   150        0.0265            -nan     0.1000    0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2015            -nan     0.1000    0.0630
     2        1.0904            -nan     0.1000    0.0544
     3        0.9883            -nan     0.1000    0.0487
     4        0.9089            -nan     0.1000    0.0373
     5        0.8281            -nan     0.1000    0.0376
     6        0.7620            -nan     0.1000    0.0302
     7        0.6998            -nan     0.1000    0.0306
     8        0.6500            -nan     0.1000    0.0233
     9        0.6058            -nan     0.1000    0.0191
    10        0.5657            -nan     0.1000    0.0189
    20        0.2995            -nan     0.1000    0.0078
    40        0.1055            -nan     0.1000    0.0021
    60        0.0473            -nan     0.1000    0.0002
    80        0.0242            -nan     0.1000    0.0004
   100        0.0138            -nan     0.1000    0.0001
   120        0.0085            -nan     0.1000    0.0000
   140        0.0053            -nan     0.1000    0.0000
   150        0.0041            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1684            -nan     0.1000    0.0800
     2        1.0420            -nan     0.1000    0.0630
     3        0.9318            -nan     0.1000    0.0523
     4        0.8365            -nan     0.1000    0.0478
     5        0.7570            -nan     0.1000    0.0358
     6        0.6881            -nan     0.1000    0.0338
     7        0.6268            -nan     0.1000    0.0291
