Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: waveform-5000 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2120            -nan     0.1000    0.0312
     2        1.1586            -nan     0.1000    0.0255
     3        1.1153            -nan     0.1000    0.0208
     4        1.0782            -nan     0.1000    0.0182
     5        1.0480            -nan     0.1000    0.0152
     6        1.0224            -nan     0.1000    0.0118
     7        0.9976            -nan     0.1000    0.0120
     8        0.9775            -nan     0.1000    0.0091
     9        0.9565            -nan     0.1000    0.0104
    10        0.9389            -nan     0.1000    0.0088
    20        0.8207            -nan     0.1000    0.0032
    40        0.7067            -nan     0.1000    0.0015
    60        0.6340            -nan     0.1000    0.0015
    80        0.5825            -nan     0.1000    0.0007
   100        0.5471            -nan     0.1000    0.0003
   120        0.5175            -nan     0.1000    0.0003
   140        0.4932            -nan     0.1000    0.0004
   150        0.4825            -nan     0.1000    0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2068            -nan     0.1000    0.0348
     2        1.1493            -nan     0.1000    0.0272
     3        1.0975            -nan     0.1000    0.0248
     4        1.0537            -nan     0.1000    0.0217
     5        1.0170            -nan     0.1000    0.0171
     6        0.9853            -nan     0.1000    0.0145
     7        0.9541            -nan     0.1000    0.0145
     8        0.9259            -nan     0.1000    0.0143
     9        0.8987            -nan     0.1000    0.0128
    10        0.8786            -nan     0.1000    0.0098
    20        0.7282            -nan     0.1000    0.0038
    40        0.5729            -nan     0.1000    0.0015
    60        0.4947            -nan     0.1000    0.0007
    80        0.4478            -nan     0.1000    0.0005
   100        0.4184            -nan     0.1000    0.0003
   120        0.3953            -nan     0.1000   -0.0000
   140        0.3750            -nan     0.1000    0.0002
   150        0.3651            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2014            -nan     0.1000    0.0376
     2        1.1350            -nan     0.1000    0.0332
     3        1.0805            -nan     0.1000    0.0259
     4        1.0312            -nan     0.1000    0.0240
     5        0.9905            -nan     0.1000    0.0201
     6        0.9558            -nan     0.1000    0.0162
     7        0.9201            -nan     0.1000    0.0170
     8        0.8866            -nan     0.1000    0.0158
     9        0.8570            -nan     0.1000    0.0131
    10        0.8321            -nan     0.1000    0.0119
    20        0.6702            -nan     0.1000    0.0069
    40        0.5170            -nan     0.1000    0.0018
    60        0.4420            -nan     0.1000    0.0006
    80        0.3964            -nan     0.1000    0.0002
   100        0.3614            -nan     0.1000    0.0006
   120        0.3320            -nan     0.1000    0.0003
   140        0.3108            -nan     0.1000    0.0000
   150        0.3013            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2306            -nan     0.1000    0.0294
     2        1.1817            -nan     0.1000    0.0240
     3        1.1421            -nan     0.1000    0.0195
     4        1.1083            -nan     0.1000    0.0165
     5        1.0804            -nan     0.1000    0.0135
     6        1.0561            -nan     0.1000    0.0113
     7        1.0317            -nan     0.1000    0.0114
     8        1.0076            -nan     0.1000    0.0118
     9        0.9861            -nan     0.1000    0.0104
    10        0.9670            -nan     0.1000    0.0087
    20        0.8471            -nan     0.1000    0.0030
    40        0.7261            -nan     0.1000    0.0022
    60        0.6522            -nan     0.1000    0.0012
    80        0.6030            -nan     0.1000    0.0005
   100        0.5642            -nan     0.1000   -0.0001
   120        0.5347            -nan     0.1000   -0.0000
   140        0.5085            -nan     0.1000    0.0003
   150        0.4971            -nan     0.1000    0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2211            -nan     0.1000    0.0340
     2        1.1657            -nan     0.1000    0.0265
     3        1.1166            -nan     0.1000    0.0237
     4        1.0742            -nan     0.1000    0.0209
     5        1.0399            -nan     0.1000    0.0166
     6        1.0062            -nan     0.1000    0.0153
     7        0.9763            -nan     0.1000    0.0150
     8        0.9523            -nan     0.1000    0.0119
     9        0.9277            -nan     0.1000    0.0116
    10        0.9056            -nan     0.1000    0.0102
    20        0.7459            -nan     0.1000    0.0057
    40        0.5912            -nan     0.1000    0.0024
    60        0.5103            -nan     0.1000    0.0006
    80        0.4632            -nan     0.1000    0.0005
   100        0.4304            -nan     0.1000    0.0004
   120        0.4061            -nan     0.1000    0.0002
   140        0.3862            -nan     0.1000   -0.0002
   150        0.3750            -nan     0.1000   -0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2130            -nan     0.1000    0.0367
     2        1.1482            -nan     0.1000    0.0310
     3        1.0903            -nan     0.1000    0.0276
     4        1.0451            -nan     0.1000    0.0221
     5        1.0013            -nan     0.1000    0.0206
     6        0.9654            -nan     0.1000    0.0168
     7        0.9308            -nan     0.1000    0.0155
     8        0.9010            -nan     0.1000    0.0138
     9        0.8739            -nan     0.1000    0.0124
    10        0.8467            -nan     0.1000    0.0134
    20        0.6860            -nan     0.1000    0.0043
    40        0.5222            -nan     0.1000    0.0022
    60        0.4440            -nan     0.1000    0.0012
    80        0.4019            -nan     0.1000    0.0002
   100        0.3697            -nan     0.1000    0.0002
   120        0.3448            -nan     0.1000    0.0002
   140        0.3226            -nan     0.1000    0.0002
   150        0.3121            -nan     0.1000    0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2179            -nan     0.1000    0.0295
     2        1.1688            -nan     0.1000    0.0240
     3        1.1273            -nan     0.1000    0.0195
     4        1.0925            -nan     0.1000    0.0166
     5        1.0641            -nan     0.1000    0.0140
     6        1.0388            -nan     0.1000    0.0124
     7        1.0161            -nan     0.1000    0.0106
     8        0.9963            -nan     0.1000    0.0092
     9        0.9763            -nan     0.1000    0.0098
    10        0.9592            -nan     0.1000    0.0073
    20        0.8446            -nan     0.1000    0.0035
    40        0.7326            -nan     0.1000    0.0022
    60        0.6590            -nan     0.1000    0.0017
    80        0.6052            -nan     0.1000    0.0009
   100        0.5655            -nan     0.1000    0.0005
   120        0.5319            -nan     0.1000    0.0010
   140        0.5064            -nan     0.1000    0.0002
   150        0.4945            -nan     0.1000    0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2057            -nan     0.1000    0.0326
     2        1.1515            -nan     0.1000    0.0260
     3        1.1026            -nan     0.1000    0.0236
     4        1.0620            -nan     0.1000    0.0192
     5        1.0247            -nan     0.1000    0.0167
     6        0.9907            -nan     0.1000    0.0151
     7        0.9617            -nan     0.1000    0.0137
     8        0.9378            -nan     0.1000    0.0113
     9        0.9188            -nan     0.1000    0.0088
    10        0.8983            -nan     0.1000    0.0093
    20        0.7410            -nan     0.1000    0.0049
    40        0.5872            -nan     0.1000    0.0023
    60        0.5074            -nan     0.1000    0.0010
    80        0.4653            -nan     0.1000    0.0000
   100        0.4336            -nan     0.1000    0.0003
   120        0.4087            -nan     0.1000   -0.0001
   140        0.3875            -nan     0.1000    0.0001
   150        0.3782            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1968            -nan     0.1000    0.0375
     2        1.1349            -nan     0.1000    0.0301
     3        1.0820            -nan     0.1000    0.0255
     4        1.0351            -nan     0.1000    0.0225
     5        0.9924            -nan     0.1000    0.0207
     6        0.9522            -nan     0.1000    0.0189
     7        0.9235            -nan     0.1000    0.0130
     8        0.8920            -nan     0.1000    0.0143
     9        0.8628            -nan     0.1000    0.0132
    10        0.8396            -nan     0.1000    0.0102
    20        0.6648            -nan     0.1000    0.0051
    40        0.5164            -nan     0.1000    0.0019
    60        0.4466            -nan     0.1000    0.0007
    80        0.4003            -nan     0.1000    0.0005
   100        0.3685            -nan     0.1000    0.0002
   120        0.3406            -nan     0.1000    0.0000
   140        0.3188            -nan     0.1000   -0.0001
   150        0.3056            -nan     0.1000    0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
