Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: pc4 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.7285            -nan     0.1000    0.0223
     2        0.6964            -nan     0.1000    0.0172
     3        0.6663            -nan     0.1000    0.0158
     4        0.6407            -nan     0.1000    0.0129
     5        0.6251            -nan     0.1000    0.0092
     6        0.6116            -nan     0.1000    0.0046
     7        0.6029            -nan     0.1000    0.0043
     8        0.5950            -nan     0.1000    0.0025
     9        0.5795            -nan     0.1000    0.0085
    10        0.5657            -nan     0.1000    0.0074
    20        0.5009            -nan     0.1000    0.0014
    40        0.4423            -nan     0.1000    0.0003
    60        0.4023            -nan     0.1000    0.0003
    80        0.3749            -nan     0.1000    0.0004
   100        0.3524            -nan     0.1000   -0.0001
   120        0.3361            -nan     0.1000   -0.0004
   140        0.3204            -nan     0.1000   -0.0000
   150        0.3121            -nan     0.1000   -0.0006

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.7066            -nan     0.1000    0.0358
     2        0.6666            -nan     0.1000    0.0212
     3        0.6327            -nan     0.1000    0.0134
     4        0.6112            -nan     0.1000    0.0076
     5        0.5870            -nan     0.1000    0.0102
     6        0.5625            -nan     0.1000    0.0097
     7        0.5475            -nan     0.1000    0.0060
     8        0.5357            -nan     0.1000    0.0054
     9        0.5171            -nan     0.1000    0.0068
    10        0.5065            -nan     0.1000    0.0033
    20        0.4243            -nan     0.1000    0.0014
    40        0.3479            -nan     0.1000    0.0002
    60        0.3070            -nan     0.1000   -0.0010
    80        0.2779            -nan     0.1000   -0.0006
   100        0.2484            -nan     0.1000   -0.0001
   120        0.2214            -nan     0.1000    0.0001
   140        0.2024            -nan     0.1000   -0.0002
   150        0.1943            -nan     0.1000   -0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.7099            -nan     0.1000    0.0324
     2        0.6550            -nan     0.1000    0.0274
     3        0.6112            -nan     0.1000    0.0173
     4        0.5771            -nan     0.1000    0.0151
     5        0.5517            -nan     0.1000    0.0128
     6        0.5271            -nan     0.1000    0.0114
     7        0.5076            -nan     0.1000    0.0088
     8        0.4943            -nan     0.1000    0.0062
     9        0.4759            -nan     0.1000    0.0081
    10        0.4600            -nan     0.1000    0.0068
    20        0.3662            -nan     0.1000    0.0019
