Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: blood-transfusion-service-center 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0693            -nan     0.1000    0.0066
     2        1.0565            -nan     0.1000    0.0065
     3        1.0463            -nan     0.1000    0.0021
     4        1.0360            -nan     0.1000    0.0040
     5        1.0289            -nan     0.1000    0.0022
     6        1.0195            -nan     0.1000    0.0045
     7        1.0119            -nan     0.1000    0.0028
     8        1.0025            -nan     0.1000    0.0038
     9        0.9993            -nan     0.1000    0.0014
    10        0.9922            -nan     0.1000    0.0028
    20        0.9543            -nan     0.1000    0.0000
    40        0.9173            -nan     0.1000   -0.0005
    60        0.8949            -nan     0.1000   -0.0001
    80        0.8778            -nan     0.1000    0.0000
   100        0.8651            -nan     0.1000   -0.0002
   120        0.8541            -nan     0.1000   -0.0002
   140        0.8452            -nan     0.1000   -0.0008
   150        0.8415            -nan     0.1000   -0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0706            -nan     0.1000    0.0111
     2        1.0485            -nan     0.1000    0.0115
     3        1.0326            -nan     0.1000    0.0067
     4        1.0182            -nan     0.1000    0.0059
     5        1.0048            -nan     0.1000    0.0036
     6        0.9918            -nan     0.1000    0.0047
     7        0.9817            -nan     0.1000    0.0017
     8        0.9751            -nan     0.1000    0.0006
     9        0.9669            -nan     0.1000    0.0017
    10        0.9593            -nan     0.1000    0.0010
    20        0.9088            -nan     0.1000    0.0008
    40        0.8632            -nan     0.1000   -0.0006
    60        0.8282            -nan     0.1000   -0.0009
    80        0.7996            -nan     0.1000   -0.0009
   100        0.7818            -nan     0.1000   -0.0010
   120        0.7629            -nan     0.1000   -0.0013
   140        0.7468            -nan     0.1000   -0.0007
   150        0.7405            -nan     0.1000   -0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0638            -nan     0.1000    0.0125
     2        1.0410            -nan     0.1000    0.0103
     3        1.0189            -nan     0.1000    0.0093
     4        0.9970            -nan     0.1000    0.0093
     5        0.9817            -nan     0.1000    0.0062
     6        0.9651            -nan     0.1000    0.0041
     7        0.9540            -nan     0.1000    0.0040
     8        0.9392            -nan     0.1000    0.0036
     9        0.9322            -nan     0.1000    0.0010
    10        0.9234            -nan     0.1000    0.0021
    20        0.8661            -nan     0.1000    0.0015
    40        0.8081            -nan     0.1000   -0.0008
    60        0.7696            -nan     0.1000   -0.0015
    80        0.7336            -nan     0.1000   -0.0001
   100        0.7119            -nan     0.1000   -0.0005
   120        0.6887            -nan     0.1000   -0.0004
   140        0.6693            -nan     0.1000   -0.0009
   150        0.6607            -nan     0.1000   -0.0007

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0547            -nan     0.1000    0.0072
     2        1.0393            -nan     0.1000    0.0063
     3        1.0300            -nan     0.1000    0.0026
     4        1.0223            -nan     0.1000    0.0035
     5        1.0135            -nan     0.1000    0.0039
     6        1.0057            -nan     0.1000    0.0025
     7        0.9980            -nan     0.1000    0.0030
     8        0.9922            -nan     0.1000    0.0004
     9        0.9864            -nan     0.1000    0.0019
    10        0.9809            -nan     0.1000    0.0012
    20        0.9361            -nan     0.1000    0.0008
    40        0.8868            -nan     0.1000   -0.0009
    60        0.8691            -nan     0.1000   -0.0003
    80        0.8587            -nan     0.1000   -0.0006
   100        0.8526            -nan     0.1000   -0.0010
   120        0.8480            -nan     0.1000   -0.0009
   140        0.8429            -nan     0.1000   -0.0003
   150        0.8404            -nan     0.1000   -0.0017

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0489            -nan     0.1000    0.0111
     2        1.0295            -nan     0.1000    0.0093
     3        1.0073            -nan     0.1000    0.0093
     4        0.9949            -nan     0.1000    0.0039
     5        0.9810            -nan     0.1000    0.0043
     6        0.9676            -nan     0.1000    0.0063
     7        0.9554            -nan     0.1000    0.0046
     8        0.9454            -nan     0.1000    0.0030
     9        0.9350            -nan     0.1000    0.0033
    10        0.9260            -nan     0.1000    0.0029
    20        0.8750            -nan     0.1000    0.0001
    40        0.8379            -nan     0.1000   -0.0006
    60        0.8154            -nan     0.1000   -0.0011
    80        0.8024            -nan     0.1000   -0.0014
   100        0.7892            -nan     0.1000   -0.0017
   120        0.7732            -nan     0.1000    0.0001
   140        0.7621            -nan     0.1000   -0.0005
   150        0.7593            -nan     0.1000   -0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0342            -nan     0.1000    0.0187
     2        1.0076            -nan     0.1000    0.0128
     3        0.9894            -nan     0.1000    0.0065
     4        0.9712            -nan     0.1000    0.0104
     5        0.9479            -nan     0.1000    0.0098
     6        0.9355            -nan     0.1000    0.0057
     7        0.9216            -nan     0.1000    0.0027
     8        0.9111            -nan     0.1000    0.0045
     9        0.9023            -nan     0.1000    0.0031
    10        0.8951            -nan     0.1000    0.0018
    20        0.8472            -nan     0.1000    0.0003
    40        0.7999            -nan     0.1000   -0.0016
    60        0.7664            -nan     0.1000   -0.0016
    80        0.7419            -nan     0.1000   -0.0026
   100        0.7246            -nan     0.1000   -0.0014
   120        0.7086            -nan     0.1000   -0.0015
   140        0.6928            -nan     0.1000   -0.0011
   150        0.6873            -nan     0.1000   -0.0012

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0936            -nan     0.1000    0.0086
     2        1.0783            -nan     0.1000    0.0074
     3        1.0660            -nan     0.1000    0.0059
     4        1.0557            -nan     0.1000    0.0045
     5        1.0464            -nan     0.1000    0.0039
     6        1.0384            -nan     0.1000    0.0030
     7        1.0338            -nan     0.1000   -0.0001
     8        1.0280            -nan     0.1000    0.0027
     9        1.0234            -nan     0.1000    0.0010
    10        1.0176            -nan     0.1000    0.0008
    20        0.9838            -nan     0.1000   -0.0001
    40        0.9444            -nan     0.1000    0.0002
    60        0.9271            -nan     0.1000   -0.0007
    80        0.9138            -nan     0.1000   -0.0007
   100        0.9051            -nan     0.1000   -0.0012
   120        0.8958            -nan     0.1000   -0.0006
   140        0.8889            -nan     0.1000   -0.0014
   150        0.8859            -nan     0.1000   -0.0011

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.0910            -nan     0.1000    0.0112
     2        1.0694            -nan     0.1000    0.0068
     3        1.0530            -nan     0.1000    0.0058
     4        1.0410            -nan     0.1000    0.0048
     5        1.0321            -nan     0.1000    0.0033
     6        1.0227            -nan     0.1000    0.0045
     7        1.0132            -nan     0.1000    0.0043
     8        1.0053            -nan     0.1000    0.0027
     9        0.9983            -nan     0.1000    0.0019
    10        0.9940            -nan     0.1000    0.0010
    20        0.9344            -nan     0.1000    0.0001
    40        0.8902            -nan     0.1000   -0.0005
    60        0.8659            -nan     0.1000   -0.0006
