Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: liver-disorders 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.3588            -nan     0.1000    0.0043
     2        1.3448            -nan     0.1000    0.0050
     3        1.3271            -nan     0.1000    0.0070
     4        1.3160            -nan     0.1000   -0.0014
     5        1.3046            -nan     0.1000    0.0024
     6        1.2921            -nan     0.1000    0.0066
     7        1.2818            -nan     0.1000    0.0004
     8        1.2720            -nan     0.1000    0.0049
     9        1.2582            -nan     0.1000    0.0040
    10        1.2487            -nan     0.1000    0.0022
    20        1.1651            -nan     0.1000   -0.0006
    40        1.0436            -nan     0.1000    0.0010
    60        0.9583            -nan     0.1000   -0.0003
    80        0.8971            -nan     0.1000   -0.0007
   100        0.8416            -nan     0.1000    0.0007
   120        0.8010            -nan     0.1000    0.0002
   140        0.7689            -nan     0.1000   -0.0018
   150        0.7504            -nan     0.1000    0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.3601            -nan     0.1000   -0.0037
     2        1.3310            -nan     0.1000    0.0035
     3        1.2979            -nan     0.1000    0.0131
     4        1.2689            -nan     0.1000    0.0118
     5        1.2463            -nan     0.1000    0.0037
     6        1.2280            -nan     0.1000    0.0075
     7        1.2022            -nan     0.1000    0.0086
     8        1.1823            -nan     0.1000    0.0060
     9        1.1710            -nan     0.1000   -0.0006
    10        1.1471            -nan     0.1000    0.0080
    20        1.0052            -nan     0.1000    0.0004
    40        0.8349            -nan     0.1000   -0.0001
    60        0.7249            -nan     0.1000   -0.0000
    80        0.6482            -nan     0.1000   -0.0034
   100        0.5900            -nan     0.1000    0.0016
   120        0.5398            -nan     0.1000   -0.0012
   140        0.4978            -nan     0.1000   -0.0037
   150        0.4771            -nan     0.1000   -0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.3421            -nan     0.1000    0.0125
     2        1.3000            -nan     0.1000    0.0163
     3        1.2624            -nan     0.1000    0.0168
     4        1.2229            -nan     0.1000    0.0123
     5        1.1897            -nan     0.1000    0.0116
     6        1.1600            -nan     0.1000    0.0114
     7        1.1373            -nan     0.1000    0.0084
     8        1.1142            -nan     0.1000    0.0044
     9        1.0877            -nan     0.1000    0.0095
    10        1.0716            -nan     0.1000   -0.0018
    20        0.9005            -nan     0.1000    0.0041
    40        0.7283            -nan     0.1000   -0.0013
    60        0.6017            -nan     0.1000   -0.0001
    80        0.5193            -nan     0.1000    0.0006
   100        0.4527            -nan     0.1000   -0.0010
   120        0.3956            -nan     0.1000   -0.0026
   140        0.3574            -nan     0.1000   -0.0023
   150        0.3408            -nan     0.1000   -0.0018

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.3309            -nan     0.1000    0.0052
     2        1.3122            -nan     0.1000    0.0080
     3        1.3009            -nan     0.1000    0.0028
     4        1.2834            -nan     0.1000    0.0068
     5        1.2668            -nan     0.1000    0.0054
     6        1.2538            -nan     0.1000    0.0056
     7        1.2452            -nan     0.1000    0.0033
     8        1.2318            -nan     0.1000    0.0057
     9        1.2226            -nan     0.1000    0.0011
    10        1.2138            -nan     0.1000   -0.0006
    20        1.1263            -nan     0.1000   -0.0000
    40        0.9965            -nan     0.1000   -0.0009
    60        0.9145            -nan     0.1000    0.0001
    80        0.8595            -nan     0.1000   -0.0009
   100        0.8102            -nan     0.1000   -0.0000
   120        0.7692            -nan     0.1000    0.0005
   140        0.7317            -nan     0.1000   -0.0000
   150        0.7217            -nan     0.1000   -0.0006

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2947            -nan     0.1000    0.0225
     2        1.2651            -nan     0.1000    0.0080
     3        1.2334            -nan     0.1000    0.0126
     4        1.2075            -nan     0.1000    0.0055
     5        1.1852            -nan     0.1000    0.0075
     6        1.1636            -nan     0.1000    0.0066
     7        1.1465            -nan     0.1000    0.0040
     8        1.1294            -nan     0.1000    0.0044
     9        1.1034            -nan     0.1000    0.0122
    10        1.0893            -nan     0.1000    0.0035
    20        0.9629            -nan     0.1000   -0.0010
    40        0.8048            -nan     0.1000    0.0002
    60        0.6989            -nan     0.1000   -0.0009
    80        0.6179            -nan     0.1000   -0.0027
   100        0.5625            -nan     0.1000   -0.0011
   120        0.5217            -nan     0.1000   -0.0013
   140        0.4829            -nan     0.1000   -0.0009
   150        0.4603            -nan     0.1000   -0.0011

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2823            -nan     0.1000    0.0254
     2        1.2341            -nan     0.1000    0.0130
     3        1.1940            -nan     0.1000    0.0156
     4        1.1583            -nan     0.1000    0.0093
     5        1.1220            -nan     0.1000    0.0138
     6        1.0907            -nan     0.1000    0.0134
     7        1.0664            -nan     0.1000    0.0067
     8        1.0447            -nan     0.1000    0.0085
     9        1.0189            -nan     0.1000    0.0096
    10        1.0017            -nan     0.1000    0.0018
    20        0.8582            -nan     0.1000    0.0014
    40        0.6956            -nan     0.1000   -0.0017
    60        0.5762            -nan     0.1000   -0.0018
    80        0.5026            -nan     0.1000   -0.0042
   100        0.4226            -nan     0.1000   -0.0028
   120        0.3705            -nan     0.1000   -0.0005
   140        0.3269            -nan     0.1000   -0.0013
   150        0.3075            -nan     0.1000   -0.0018

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.3433            -nan     0.1000    0.0093
     2        1.3247            -nan     0.1000    0.0067
     3        1.3129            -nan     0.1000    0.0048
     4        1.2964            -nan     0.1000    0.0060
     5        1.2848            -nan     0.1000    0.0049
     6        1.2691            -nan     0.1000    0.0069
     7        1.2581            -nan     0.1000    0.0028
