Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: banknote 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2777            -nan     0.1000    0.0500
     2        1.1954            -nan     0.1000    0.0409
     3        1.1286            -nan     0.1000    0.0326
     4        1.0699            -nan     0.1000    0.0290
     5        1.0212            -nan     0.1000    0.0246
     6        0.9759            -nan     0.1000    0.0206
     7        0.9357            -nan     0.1000    0.0191
     8        0.9013            -nan     0.1000    0.0171
     9        0.8720            -nan     0.1000    0.0149
    10        0.8439            -nan     0.1000    0.0141
    20        0.6465            -nan     0.1000    0.0070
    40        0.4676            -nan     0.1000    0.0015
    60        0.3631            -nan     0.1000    0.0008
    80        0.2973            -nan     0.1000    0.0006
   100        0.2518            -nan     0.1000    0.0004
   120        0.2145            -nan     0.1000    0.0008
   140        0.1860            -nan     0.1000    0.0003
   150        0.1718            -nan     0.1000    0.0007

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2547            -nan     0.1000    0.0617
     2        1.1510            -nan     0.1000    0.0500
     3        1.0676            -nan     0.1000    0.0421
     4        0.9903            -nan     0.1000    0.0374
     5        0.9290            -nan     0.1000    0.0299
     6        0.8629            -nan     0.1000    0.0320
     7        0.8075            -nan     0.1000    0.0272
     8        0.7664            -nan     0.1000    0.0192
     9        0.7289            -nan     0.1000    0.0187
    10        0.6968            -nan     0.1000    0.0158
    20        0.4570            -nan     0.1000    0.0082
    40        0.2560            -nan     0.1000    0.0023
    60        0.1596            -nan     0.1000    0.0011
    80        0.1081            -nan     0.1000    0.0006
   100        0.0765            -nan     0.1000    0.0001
   120        0.0577            -nan     0.1000    0.0003
   140        0.0436            -nan     0.1000    0.0002
   150        0.0378            -nan     0.1000    0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2448            -nan     0.1000    0.0649
     2        1.1342            -nan     0.1000    0.0557
     3        1.0393            -nan     0.1000    0.0466
     4        0.9552            -nan     0.1000    0.0419
