Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: eucalyptus 
Training model on clean data
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1806            -nan     0.1000    0.0238
     2        1.1430            -nan     0.1000    0.0168
     3        1.1107            -nan     0.1000    0.0161
     4        1.0829            -nan     0.1000    0.0124
     5        1.0565            -nan     0.1000    0.0121
     6        1.0338            -nan     0.1000    0.0087
     7        1.0100            -nan     0.1000    0.0090
     8        0.9912            -nan     0.1000    0.0086
     9        0.9807            -nan     0.1000    0.0036
    10        0.9663            -nan     0.1000    0.0047
    20        0.8666            -nan     0.1000    0.0026
    40        0.7808            -nan     0.1000    0.0006
    60        0.7334            -nan     0.1000   -0.0003
    80        0.6964            -nan     0.1000   -0.0006
   100        0.6752            -nan     0.1000   -0.0007
   120        0.6544            -nan     0.1000   -0.0004
   140        0.6337            -nan     0.1000   -0.0005
   150        0.6252            -nan     0.1000   -0.0019

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1780            -nan     0.1000    0.0211
     2        1.1278            -nan     0.1000    0.0244
     3        1.0853            -nan     0.1000    0.0199
     4        1.0452            -nan     0.1000    0.0181
     5        1.0125            -nan     0.1000    0.0133
     6        0.9780            -nan     0.1000    0.0145
     7        0.9535            -nan     0.1000    0.0086
     8        0.9302            -nan     0.1000    0.0076
     9        0.9085            -nan     0.1000    0.0096
    10        0.8902            -nan     0.1000    0.0087
    20        0.7731            -nan     0.1000   -0.0005
    40        0.6609            -nan     0.1000    0.0001
    60        0.6000            -nan     0.1000   -0.0008
    80        0.5526            -nan     0.1000   -0.0020
   100        0.5125            -nan     0.1000   -0.0015
   120        0.4725            -nan     0.1000   -0.0007
   140        0.4453            -nan     0.1000   -0.0011
   150        0.4292            -nan     0.1000   -0.0012

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1582            -nan     0.1000    0.0331
     2        1.0971            -nan     0.1000    0.0265
     3        1.0559            -nan     0.1000    0.0180
     4        1.0082            -nan     0.1000    0.0185
     5        0.9679            -nan     0.1000    0.0178
     6        0.9402            -nan     0.1000    0.0122
     7        0.9160            -nan     0.1000    0.0091
     8        0.8804            -nan     0.1000    0.0140
     9        0.8629            -nan     0.1000    0.0040
    10        0.8367            -nan     0.1000    0.0088
    20        0.6983            -nan     0.1000    0.0040
    40        0.5754            -nan     0.1000   -0.0002
    60        0.4943            -nan     0.1000   -0.0005
    80        0.4451            -nan     0.1000   -0.0015
   100        0.3940            -nan     0.1000   -0.0011
   120        0.3532            -nan     0.1000   -0.0009
   140        0.3203            -nan     0.1000   -0.0011
   150        0.3050            -nan     0.1000   -0.0020

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2969            -nan     0.1000    0.0192
     2        1.2664            -nan     0.1000    0.0130
     3        1.2391            -nan     0.1000    0.0098
     4        1.2145            -nan     0.1000    0.0133
     5        1.1949            -nan     0.1000    0.0078
     6        1.1804            -nan     0.1000    0.0067
     7        1.1622            -nan     0.1000    0.0093
     8        1.1453            -nan     0.1000    0.0075
     9        1.1312            -nan     0.1000    0.0054
    10        1.1200            -nan     0.1000    0.0031
    20        1.0308            -nan     0.1000    0.0033
    40        0.9353            -nan     0.1000   -0.0010
    60        0.8703            -nan     0.1000    0.0002
    80        0.8339            -nan     0.1000   -0.0010
   100        0.8019            -nan     0.1000   -0.0001
   120        0.7779            -nan     0.1000   -0.0024
   140        0.7596            -nan     0.1000    0.0001
   150        0.7479            -nan     0.1000   -0.0010

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2800            -nan     0.1000    0.0209
     2        1.2383            -nan     0.1000    0.0185
     3        1.1986            -nan     0.1000    0.0191
     4        1.1660            -nan     0.1000    0.0163
     5        1.1360            -nan     0.1000    0.0089
     6        1.1080            -nan     0.1000    0.0124
     7        1.0899            -nan     0.1000    0.0045
     8        1.0701            -nan     0.1000    0.0091
     9        1.0471            -nan     0.1000    0.0069
    10        1.0336            -nan     0.1000    0.0044
    20        0.9216            -nan     0.1000    0.0029
    40        0.7974            -nan     0.1000   -0.0007
    60        0.7189            -nan     0.1000   -0.0012
    80        0.6614            -nan     0.1000   -0.0009
   100        0.6081            -nan     0.1000   -0.0008
   120        0.5718            -nan     0.1000   -0.0006
   140        0.5367            -nan     0.1000   -0.0004
   150        0.5198            -nan     0.1000   -0.0012

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2698            -nan     0.1000    0.0322
     2        1.2159            -nan     0.1000    0.0238
     3        1.1720            -nan     0.1000    0.0185
     4        1.1367            -nan     0.1000    0.0157
     5        1.1092            -nan     0.1000    0.0087
     6        1.0846            -nan     0.1000    0.0076
     7        1.0492            -nan     0.1000    0.0131
     8        1.0215            -nan     0.1000    0.0115
     9        0.9963            -nan     0.1000    0.0089
    10        0.9745            -nan     0.1000    0.0064
    20        0.8349            -nan     0.1000    0.0010
    40        0.7006            -nan     0.1000   -0.0008
    60        0.6165            -nan     0.1000   -0.0015
    80        0.5453            -nan     0.1000   -0.0011
   100        0.4824            -nan     0.1000    0.0005
   120        0.4417            -nan     0.1000   -0.0019
   140        0.4017            -nan     0.1000   -0.0005
   150        0.3843            -nan     0.1000   -0.0010

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2119            -nan     0.1000    0.0201
     2        1.1794            -nan     0.1000    0.0143
     3        1.1459            -nan     0.1000    0.0131
     4        1.1222            -nan     0.1000    0.0100
     5        1.1047            -nan     0.1000    0.0056
     6        1.0882            -nan     0.1000    0.0067
     7        1.0634            -nan     0.1000    0.0104
     8        1.0394            -nan     0.1000    0.0091
     9        1.0247            -nan     0.1000    0.0053
    10        1.0183            -nan     0.1000    0.0016
    20        0.9301            -nan     0.1000    0.0008
    40        0.8179            -nan     0.1000    0.0000
    60        0.7583            -nan     0.1000   -0.0001
    80        0.7138            -nan     0.1000   -0.0003
   100        0.6755            -nan     0.1000    0.0002
   120        0.6545            -nan     0.1000   -0.0005
   140        0.6327            -nan     0.1000   -0.0009
   150        0.6222            -nan     0.1000   -0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1907            -nan     0.1000    0.0257
     2        1.1420            -nan     0.1000    0.0223
     3        1.1031            -nan     0.1000    0.0163
     4        1.0712            -nan     0.1000    0.0136
     5        1.0393            -nan     0.1000    0.0155
     6        1.0109            -nan     0.1000    0.0134
     7        0.9856            -nan     0.1000    0.0085
     8        0.9652            -nan     0.1000    0.0077
     9        0.9453            -nan     0.1000    0.0065
    10        0.9279            -nan     0.1000    0.0074
    20        0.8079            -nan     0.1000    0.0022
    40        0.6818            -nan     0.1000   -0.0003
    60        0.6007            -nan     0.1000    0.0005
    80        0.5519            -nan     0.1000   -0.0003
   100        0.5122            -nan     0.1000   -0.0011
   120        0.4794            -nan     0.1000   -0.0017
   140        0.4476            -nan     0.1000   -0.0010
   150        0.4359            -nan     0.1000   -0.0007

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1778            -nan     0.1000    0.0322
     2        1.1246            -nan     0.1000    0.0217
     3        1.0830            -nan     0.1000    0.0171
     4        1.0401            -nan     0.1000    0.0206
     5        1.0064            -nan     0.1000    0.0141
     6        0.9673            -nan     0.1000    0.0174
     7        0.9311            -nan     0.1000    0.0140
     8        0.9053            -nan     0.1000    0.0094
     9        0.8748            -nan     0.1000    0.0110
    10        0.8509            -nan     0.1000    0.0079
    20        0.7168            -nan     0.1000    0.0018
    40        0.5703            -nan     0.1000   -0.0023
    60        0.4897            -nan     0.1000   -0.0028
    80        0.4306            -nan     0.1000   -0.0012
   100        0.3768            -nan     0.1000   -0.0004
   120        0.3373            -nan     0.1000   -0.0010
   140        0.3095            -nan     0.1000   -0.0028
   150        0.2945            -nan     0.1000   -0.0022

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2089            -nan     0.1000    0.0205
     2        1.1746            -nan     0.1000    0.0145
     3        1.1380            -nan     0.1000    0.0138
     4        1.1109            -nan     0.1000    0.0106
     5        1.0811            -nan     0.1000    0.0132
     6        1.0614            -nan     0.1000    0.0068
     7        1.0425            -nan     0.1000    0.0070
     8        1.0301            -nan     0.1000    0.0034
     9        1.0114            -nan     0.1000    0.0088
    10        0.9940            -nan     0.1000    0.0077
    20        0.8985            -nan     0.1000    0.0018
    40        0.8025            -nan     0.1000   -0.0006
    60        0.7481            -nan     0.1000    0.0001
    80        0.7067            -nan     0.1000   -0.0001
   100        0.6726            -nan     0.1000   -0.0008
   120        0.6499            -nan     0.1000    0.0002
   140        0.6268            -nan     0.1000   -0.0002
   150        0.6163            -nan     0.1000    0.0006

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1973            -nan     0.1000    0.0224
     2        1.1548            -nan     0.1000    0.0188
     3        1.1125            -nan     0.1000    0.0170
     4        1.0725            -nan     0.1000    0.0185
     5        1.0347            -nan     0.1000    0.0170
     6        0.9992            -nan     0.1000    0.0165
     7        0.9726            -nan     0.1000    0.0113
     8        0.9455            -nan     0.1000    0.0101
     9        0.9193            -nan     0.1000    0.0094
    10        0.8983            -nan     0.1000    0.0091
    20        0.7843            -nan     0.1000    0.0015
    40        0.6646            -nan     0.1000   -0.0017
    60        0.5969            -nan     0.1000   -0.0008
    80        0.5528            -nan     0.1000   -0.0011
   100        0.5116            -nan     0.1000   -0.0009
   120        0.4758            -nan     0.1000   -0.0017
   140        0.4399            -nan     0.1000    0.0001
   150        0.4262            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1703            -nan     0.1000    0.0333
     2        1.1216            -nan     0.1000    0.0181
     3        1.0782            -nan     0.1000    0.0195
     4        1.0336            -nan     0.1000    0.0222
     5        1.0007            -nan     0.1000    0.0126
     6        0.9694            -nan     0.1000    0.0131
     7        0.9432            -nan     0.1000    0.0097
     8        0.9215            -nan     0.1000    0.0066
     9        0.8969            -nan     0.1000    0.0068
    10        0.8815            -nan     0.1000    0.0056
    20        0.7224            -nan     0.1000    0.0006
    40        0.5885            -nan     0.1000   -0.0003
    60        0.5024            -nan     0.1000   -0.0012
    80        0.4410            -nan     0.1000   -0.0016
   100        0.3943            -nan     0.1000   -0.0021
   120        0.3588            -nan     0.1000   -0.0019
   140        0.3214            -nan     0.1000   -0.0007
   150        0.3019            -nan     0.1000   -0.0014

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1404            -nan     0.1000    0.0171
     2        1.1103            -nan     0.1000    0.0126
     3        1.0806            -nan     0.1000    0.0138
     4        1.0561            -nan     0.1000    0.0108
     5        1.0359            -nan     0.1000    0.0086
     6        1.0153            -nan     0.1000    0.0093
     7        1.0054            -nan     0.1000    0.0025
     8        0.9885            -nan     0.1000    0.0091
     9        0.9725            -nan     0.1000    0.0079
    10        0.9616            -nan     0.1000    0.0051
    20        0.8773            -nan     0.1000    0.0012
