"fold","index","original_test_index"
1,29,146
1,5,34
1,20,105
1,36,178
1,88,454
1,37,179
1,112,552
1,23,121
1,123,619
1,79,394
1,13,86
1,47,243
1,124,621
1,14,89
1,27,140
1,63,326
1,2,24
1,10,65
1,19,102
1,121,596
1,83,419
1,116,575
1,119,593
1,34,173
1,44,229
1,76,386
1,74,373
1,115,574
1,113,553
1,80,405
1,16,97
1,78,391
1,96,480
1,82,409
1,38,182
1,24,131
1,52,260
1,51,252
1,67,342
1,103,511
1,90,460
1,64,328
1,46,241
1,32,167
1,122,600
1,42,216
1,8,54
1,30,160
1,86,446
1,41,193
1,85,443
1,117,578
1,108,543
1,118,591
1,120,595
1,11,82
1,35,175
1,60,314
1,95,476
1,71,365
1,102,508
1,1,12
1,31,161
1,99,495
1,21,112
1,56,294
1,77,389
1,128,638
1,59,313
1,69,345
1,6,40
1,61,322
1,66,338
1,125,625
1,39,186
1,45,232
1,70,355
1,94,475
1,110,550
1,105,517
1,75,376
1,17,99
1,98,485
1,127,632
1,18,100
1,87,450
1,3,26
1,50,250
1,62,323
1,12,84
1,22,114
1,26,139
1,101,501
1,111,551
1,91,463
1,92,473
1,43,220
1,40,188
1,84,433
1,25,132
1,68,343
1,9,56
1,114,569
1,53,264
1,97,482
1,54,265
1,93,474
1,55,269
1,89,458
1,4,31
1,7,52
1,57,299
1,106,529
1,15,94
1,100,497
1,126,626
1,28,141
1,48,244
1,65,331
1,104,512
1,107,539
1,49,245
1,81,406
1,73,372
1,33,169
1,72,370
1,58,303
1,109,544
2,55,301
2,34,210
2,21,106
2,98,503
2,93,484
2,42,238
2,109,561
2,27,137
2,112,573
2,30,189
2,72,381
2,97,502
2,94,490
2,20,101
2,107,542
2,18,85
2,29,185
2,110,562
2,71,371
2,126,633
2,17,81
2,37,223
2,57,306
2,31,192
2,79,413
2,82,425
2,65,339
2,91,471
2,122,611
2,62,321
2,47,258
2,103,521
2,85,442
2,115,580
2,73,384
2,1,4
2,90,469
2,33,205
2,39,225
2,3,10
2,54,292
2,40,227
2,12,43
2,104,530
2,22,113
2,76,401
2,121,606
2,46,251
2,64,337
2,74,388
2,15,61
2,19,95
2,66,347
2,4,11
2,81,424
2,68,349
2,45,247
2,87,465
2,102,516
2,41,237
2,99,504
2,48,259
2,124,617
2,67,348
2,25,125
2,36,221
2,84,440
2,106,536
2,61,320
2,24,123
2,58,307
2,75,392
2,83,431
2,28,147
2,52,284
2,14,55
2,118,601
2,123,612
2,113,576
2,11,39
2,7,23
2,116,588
2,13,51
2,78,412
2,5,14
2,100,507
2,63,325
2,2,9
2,120,605
2,88,466
2,95,494
2,77,407
2,70,368
2,6,16
2,44,246
2,105,535
2,35,218
2,8,28
2,60,316
2,101,509
2,111,572
2,114,579
2,108,545
2,69,350
2,86,457
2,23,122
2,51,279
2,117,589
2,96,496
2,127,641
2,26,133
2,53,287
2,10,37
2,32,203
2,38,224
2,43,239
2,92,472
2,9,29
2,119,602
2,56,302
2,125,631
2,49,262
2,59,309
2,89,468
2,16,67
2,50,268
2,80,417
3,113,556
3,29,156
3,37,198
3,8,70
3,129,640
3,40,211
3,54,283
3,59,311
3,7,63
3,93,445
3,51,277
