"fold","index","original_test_index"
1,288,1406
1,189,987
1,212,1063
1,66,315
1,120,614
1,247,1214
1,333,1626
1,370,1846
1,84,402
1,18,96
1,46,239
1,180,908
1,131,660
1,49,248
1,112,575
1,88,441
1,345,1695
1,270,1328
1,201,1027
1,269,1326
1,114,578
1,17,85
1,290,1413
1,389,1932
1,104,541
1,29,148
1,71,330
1,334,1633
1,308,1527
1,192,998
1,52,253
1,319,1581
1,194,1002
1,360,1784
1,242,1191
1,61,295
1,107,553
1,255,1270
1,165,827
1,239,1178
1,103,535
1,200,1025
1,369,1830
1,121,615
1,282,1383
1,123,638
1,164,824
1,373,1870
1,197,1015
1,151,747
1,40,197
1,159,799
1,248,1217
1,378,1886
1,346,1699
1,323,1593
1,169,846
1,161,803
1,293,1441
1,63,299
1,176,888
1,387,1922
1,299,1491
1,367,1811
1,301,1500
1,173,876
1,134,668
1,210,1059
1,266,1320
1,256,1280
1,287,1404
1,243,1193
1,24,121
1,203,1036
1,318,1578
1,82,385
1,339,1655
1,144,712
1,321,1588
1,51,251
1,337,1641
1,44,221
1,289,1410
1,101,514
1,211,1060
1,363,1803
1,225,1132
1,45,232
1,90,445
1,310,1534
1,245,1200
1,22,109
1,236,1171
1,64,309
1,148,740
1,106,550
1,380,1888
1,99,506
1,43,220
1,379,1887
1,116,594
1,222,1128
1,77,359
1,278,1369
1,80,382
1,199,1022
1,237,1172
1,74,344
1,35,176
1,208,1047
1,376,1884
1,304,1507
1,306,1520
1,139,696
1,300,1495
1,102,520
1,30,159
1,125,645
1,272,1334
1,221,1121
1,385,1910
1,141,707
1,204,1037
1,366,1808
1,262,1305
1,214,1067
1,235,1164
1,136,687
1,244,1195
1,16,84
1,320,1586
1,364,1804
1,213,1064
1,133,665
1,9,39
1,223,1129
1,184,952
1,156,780
1,4,19
1,93,453
1,263,1307
1,371,1852
1,163,819
1,54,257
1,11,65
1,160,801
1,324,1600
1,138,693
1,83,400
1,13,72
1,217,1100
1,219,1106
1,175,883
1,230,1147
1,162,817
1,254,1256
1,249,1218
1,202,1028
1,258,1291
1,357,1764
1,316,1552
1,382,1893
