"fold","index","original_test_index"
1,212,1078
1,169,874
1,55,271
1,71,351
1,327,1603
1,336,1633
1,69,336
1,369,1820
1,125,655
1,191,974
1,283,1395
1,214,1081
1,326,1600
1,8,38
1,126,657
1,7,32
1,394,1957
1,235,1171
1,112,579
1,66,330
1,210,1076
1,185,955
1,16,97
1,408,2026
1,12,82
1,404,2009
1,264,1313
1,96,492
1,76,362
1,368,1816
1,168,867
1,236,1172
1,309,1496
1,410,2037
1,13,87
1,246,1221
1,418,2082
1,170,880
1,128,661
1,220,1107
1,9,71
1,175,896
1,105,547
1,257,1273
1,261,1292
1,204,1042
1,188,965
1,352,1716
1,48,230
1,167,865
1,10,72
1,145,720
1,413,2059
1,176,904
1,17,99
1,387,1933
1,173,887
1,202,1037
1,143,708
1,65,326
1,367,1812
1,127,659
1,421,2106
1,319,1557
1,384,1921
1,165,855
1,335,1632
1,110,565
1,233,1152
1,24,123
1,417,2078
1,357,1764
1,148,770
1,178,909
1,43,188
1,227,1128
1,299,1459
1,285,1399
1,270,1334
1,348,1677
1,139,692
1,78,380
1,321,1565
1,99,517
1,245,1212
1,241,1189
1,91,461
1,197,1012
1,20,117
1,395,1961
1,361,1786
1,184,948
1,305,1483
1,149,789
1,34,157
1,162,847
1,386,1932
1,223,1121
1,350,1700
1,221,1117
1,280,1386
1,383,1918
1,331,1614
1,243,1205
1,38,170
1,397,1964
1,291,1431
1,97,501
1,77,379
1,337,1634
1,240,1183
1,164,853
1,230,1146
1,130,663
1,53,253
1,153,814
1,40,181
1,224,1122
1,192,989
1,256,1271
1,298,1452
1,189,966
1,284,1398
1,251,1243
1,5,27
1,37,162
1,111,576
1,163,849
1,268,1323
1,52,246
1,301,1466
1,57,278
1,293,1440
1,207,1066
1,391,1949
1,33,154
1,113,581
1,420,2103
1,115,590
1,182,932
1,119,623
1,310,1497
1,411,2042
1,42,184
1,159,840
1,276,1372
1,320,1560
1,371,1835
1,278,1382
1,325,1598
1,382,1905
1,359,1770
1,29,147
1,205,1043
1,308,1495
1,279,1384
1,15,91
1,263,1311
1,144,717
1,315,1531
1,277,1378
1,70,346
1,399,1987
1,412,2047
1,297,1451
1,313,1509
1,133,669
1,174,894
1,275,1362
1,366,1809
1,190,971
1,237,1175
1,60,296
1,239,1178
1,209,1074
1,356,1751
1,26,138
1,377,1875
1,372,1851
1,351,1701
1,74,357
1,21,118
1,49,233
1,307,1488
1,234,1159
1,260,1289
1,225,1123
1,39,173
1,375,1855
1,131,666
1,35,159
1,50,237
1,358,1765
1,123,645
1,171,883
1,54,268
1,339,1637
1,103,531
1,27,142
1,158,829
1,231,1147
1,271,1335
1,198,1018
1,117,605
1,44,197
1,323,1579
1,180,920
1,28,143
1,129,662
1,244,1207
1,61,299
1,304,1480
1,142,700
1,63,311
1,415,2061
1,114,588
1,232,1149
1,362,1787
1,363,1789
1,267,1321
1,302,1468
1,140,695
1,344,1647
1,172,884
1,101,525
1,68,334
1,108,550
1,295,1444
1,160,843
1,95,475
1,64,314
1,23,122
1,166,861
1,328,1604
1,58,283
1,121,627
1,196,1010
1,378,1885
1,306,1485
1,186,961
1,85,433
1,80,391
1,345,1649
1,419,2083
1,388,1936
1,288,1412
1,343,1644
1,1,2
1,255,1264
1,287,1410
1,311,1498
1,340,1638
1,19,114
1,398,1986
1,281,1391
1,314,1510
1,401,1990
1,87,440
1,86,437
1,2,7
1,79,383
1,334,1631
1,341,1640
1,147,750
1,88,441
1,51,240
1,59,294
1,179,918
1,332,1617
1,250,1242
1,346,1664
1,392,1950
1,46,217
1,98,513
1,89,443
1,6,29
1,106,548
1,390,1941
1,289,1414
1,396,1962
1,120,625
1,62,309
1,406,2015
1,262,1294
1,360,1777
1,226,1125
1,83,422
1,365,1807
1,206,1063
