"fold","index","original_test_index"
1,105,521
1,56,287
1,63,338
1,18,103
1,38,220
1,59,324
1,61,329
1,62,333
1,47,257
1,120,600
1,39,223
1,70,382
1,46,256
1,23,135
1,118,591
1,86,439
1,35,200
1,65,359
1,71,384
1,119,596
1,10,49
1,102,502
1,113,568
1,97,477
1,69,381
1,57,288
1,94,459
1,117,587
1,48,258
1,37,217
1,81,413
1,50,265
1,84,431
1,55,284
1,73,387
1,44,247
1,75,391
1,76,393
1,93,458
1,96,476
1,79,403
1,2,23
1,19,104
1,85,434
1,22,134
1,74,389
1,41,236
1,12,80
1,112,548
1,54,279
1,49,260
1,16,93
1,80,408
1,91,455
1,68,379
1,109,539
1,58,323
1,108,538
1,72,385
1,53,270
1,107,533
1,87,441
1,42,241
1,32,178
1,89,451
1,111,547
1,92,457
1,5,37
1,15,91
1,116,584
1,3,28
1,27,166
1,17,100
1,20,108
1,110,540
1,101,497
1,66,364
1,67,370
1,33,187
1,21,123
1,26,158
1,8,45
1,95,473
1,40,235
1,83,429
1,103,503
1,78,397
1,25,154
1,64,343
1,14,90
1,6,38
1,43,244
1,98,478
1,31,174
1,28,167
1,13,87
1,60,327
1,115,579
1,34,196
1,7,41
1,82,428
1,77,396
1,29,171
1,24,140
1,100,491
1,114,570
1,4,32
1,11,73
1,1,21
1,90,454
1,99,481
1,104,520
1,51,266
1,9,46
1,45,251
1,36,201
1,106,527
1,52,269
1,30,173
1,88,444
2,38,204
2,11,36
2,12,40
2,58,285
2,13,50
2,3,7
2,55,255
2,89,437
2,44,225
2,43,224
2,46,232
2,78,377
2,27,146
2,50,242
2,120,593
2,59,289
2,93,484
2,64,312
2,2,6
2,67,325
2,90,470
2,69,337
2,106,544
2,66,318
2,63,309
2,118,586
2,49,240
2,5,10
2,52,248
2,70,345
2,45,226
2,47,233
2,98,505
2,114,569
2,85,412
2,91,471
2,56,263
2,76,362
2,61,297
2,94,492
2,22,116
2,109,550
2,80,380
2,71,349
2,57,283
2,68,336
2,16,71
2,14,53
2,33,184
2,37,203
2,9,33
2,75,360
2,72,351
2,40,208
2,19,101
2,41,215
2,62,307
2,81,395
2,4,9
2,7,22
2,111,553
2,17,88
2,113,566
2,86,422
2,39,205
2,77,372
2,110,552
2,31,179
2,28,147
2,65,316
2,24,125
2,84,409
2,73,356
2,10,35
2,103,525
2,35,198
2,96,500
2,107,546
2,100,510
2,117,585
2,92,483
2,116,578
2,25,133
2,6,18
2,104,528
2,79,378
2,74,357
2,15,69
2,105,542
2,102,523
2,48,238
2,23,122
2,112,565
2,29,161
2,42,221
2,30,177
2,18,97
2,60,294
2,51,245
2,54,254
2,36,202
2,115,572
2,119,588
2,34,191
2,99,506
2,1,2
2,83,407
2,87,424
2,53,253
2,20,102
2,108,549
2,101,519
2,32,183
2,82,398
2,88,430
2,95,493
2,8,27
2,97,504
2,26,139
2,21,115
3,120,599
3,99,507
3,63,341
3,84,426
3,21,136
3,46,261
3,91,465
3,104,524
3,82,419
3,53,293
3,34,175
3,22,137
3,8,56
3,103,522
3,57,313
3,96,490
3,31,165
3,111,563
3,80,417
3,115,580
3,52,291
3,24,144
3,118,595
3,109,555
3,69,375
3,95,489
3,93,475
3,101,516
3,45,252
3,83,423
3,102,518
3,77,405
3,29,153
3,56,308
3,116,583
3,67,371
3,113,574
3,42,229
3,119,598
3,85,427
3,105,532
3,71,390
3,43,230
3,54,303
3,58,315
3,76,404
