"fold","index","original_test_index"
1,5,28
1,21,103
1,46,228
1,42,218
1,43,222
1,24,115
1,56,277
1,16,62
1,35,192
1,44,223
1,2,6
1,12,53
1,39,210
1,14,58
1,57,279
1,49,245
1,7,33
1,19,82
1,28,140
1,50,253
1,37,200
1,27,132
1,32,172
1,4,16
1,17,78
1,45,226
1,3,7
1,59,287
1,18,81
1,26,130
1,15,59
1,29,142
1,25,125
1,41,217
1,40,213
1,38,201
1,22,104
1,54,274
1,51,255
1,47,231
1,31,163
1,53,272
1,34,187
1,52,269
1,11,47
1,58,284
1,23,107
1,10,41
1,55,276
1,8,36
1,48,233
1,36,198
1,1,1
1,6,31
1,9,37
1,33,183
1,20,99
1,30,150
1,13,55
2,21,121
2,42,202
2,26,137
2,10,73
2,28,145
2,18,105
2,45,206
2,25,128
2,8,48
2,47,214
2,17,102
2,57,283
2,27,143
2,22,122
2,13,94
2,54,261
2,49,220
2,31,158
2,56,282
2,36,177
2,41,199
2,6,34
2,51,236
2,38,185
2,34,171
2,16,98
2,19,111
2,5,25
2,53,249
2,2,12
2,48,215
2,33,168
2,24,127
2,15,97
2,46,211
2,29,152
2,20,112
2,50,227
2,1,10
2,37,182
2,11,75
2,30,155
2,23,124
2,43,203
2,40,191
2,4,18
2,44,204
2,58,288
2,14,96
2,39,190
2,7,39
2,9,54
2,55,281
2,35,175
2,12,88
2,52,241
2,32,166
2,3,13
3,11,45
3,29,154
3,1,3
3,20,87
3,54,251
3,2,11
3,34,161
3,5,23
3,4,21
3,28,146
3,38,179
3,16,68
3,3,14
3,36,165
3,12,46
3,39,184
3,9,35
3,40,186
3,21,93
3,45,208
3,30,156
3,59,294
3,41,188
3,23,110
3,47,219
3,25,126
3,56,286
3,22,100
3,42,194
3,33,160
3,35,164
3,31,157
3,48,230
3,49,235
3,26,139
3,27,144
3,10,43
3,43,205
3,53,244
3,44,207
3,32,159
3,7,30
3,51,242
3,8,32
3,17,70
3,50,237
3,57,290
3,15,57
3,18,71
3,13,49
3,24,113
3,46,216
3,37,170
3,52,243
3,19,84
3,58,292
3,55,260
3,14,52
3,6,26
4,39,225
4,22,109
4,16,74
4,26,120
4,11,61
4,59,293
4,6,17
4,7,19
4,58,289
4,25,118
4,30,141
4,35,189
4,52,268
4,32,149
4,41,232
4,51,267
4,4,8
4,24,117
4,9,27
4,31,148
4,47,256
4,57,280
4,3,5
4,45,248
4,17,85
4,42,238
4,19,92
4,55,273
4,34,173
4,54,271
4,23,116
4,1,2
4,20,95
4,36,195
4,8,22
4,43,240
4,48,259
4,40,229
4,28,133
4,27,123
4,33,162
4,50,266
4,56,275
4,13,64
4,14,66
4,15,72
4,10,56
4,38,224
4,5,9
4,21,101
4,2,4
4,37,212
4,29,135
4,18,90
4,49,263
4,12,63
4,53,270
4,46,250
4,44,247
5,5,38
5,10,51
5,34,153
5,36,169
5,14,69
5,20,86
5,58,285
5,25,114
5,8,44
5,6,40
5,43,196
5,1,15
5,21,89
5,54,262
5,4,29
5,50,252
5,29,134
5,18,80
5,51,254
5,42,193
5,19,83
5,59,291
5,26,119
5,23,106
5,53,258
5,2,20
5,47,234
5,52,257
5,55,264
5,15,76
5,49,246
5,17,79
5,56,265
5,44,197
5,32,147
5,45,209
5,16,77
5,12,65
5,9,50
5,57,278
5,38,176
5,35,167
5,27,129
5,7,42
5,33,151
5,37,174
5,46,221
5,31,138
5,24,108
5,13,67
5,30,136
5,39,178
5,40,180
5,3,24
5,28,131
5,41,181
5,11,60
5,48,239
5,22,91
