"fold","index","original_test_index"
1,882,4349
1,586,2742
1,716,3412
1,635,2989
1,361,1781
1,330,1617
1,312,1530
1,614,2881
1,117,552
1,785,3750
1,549,2600
1,200,1007
1,132,661
1,789,3780
1,654,3100
1,735,3535
1,358,1775
1,881,4342
1,805,3872
1,666,3179
1,958,4777
1,197,990
1,721,3422
1,49,230
1,708,3375
1,879,4328
1,427,2058
1,460,2220
1,684,3288
1,828,4022
1,248,1215
1,843,4156
1,93,409
1,859,4248
1,610,2870
1,591,2768
1,353,1757
1,482,2303
1,14,49
1,131,653
1,673,3213
1,295,1433
1,308,1496
1,150,765
1,352,1745
1,679,3246
1,129,647
1,552,2614
1,456,2193
1,205,1058
1,103,473
1,720,3419
1,582,2716
1,214,1084
1,259,1260
1,75,336
1,412,1998
1,296,1441
1,950,4712
1,122,616
1,494,2353
1,941,4671
1,700,3333
1,152,773
1,379,1878
1,350,1729
1,16,59
1,397,1935
1,148,734
1,683,3282
1,723,3440
1,609,2865
1,255,1243
1,818,3965
1,396,1931
1,135,680
1,90,391
1,386,1894
1,235,1174
1,364,1794
1,165,819
1,797,3825
1,710,3381
1,183,926
1,759,3634
1,151,771
1,187,937
1,713,3408
1,357,1768
1,78,349
1,533,2519
1,144,703
1,885,4358
1,423,2050
1,845,4170
1,883,4352
1,811,3908
1,25,113
1,717,3413
1,66,302
1,729,3501
1,407,1984
1,142,701
1,449,2167
1,935,4631
1,217,1099
1,123,620
1,166,828
1,898,4438
1,10,32
1,471,2258
1,756,3627
1,36,166
1,510,2429
1,904,4464
1,661,3142
1,833,4055
1,194,973
1,788,3776
1,281,1382
1,504,2381
1,225,1130
1,321,1569
1,9,27
1,67,305
1,758,3631
1,489,2331
1,201,1021
1,781,3731
1,691,3308
1,802,3856
1,108,488
1,126,631
1,351,1732
1,253,1237
1,889,4383
1,178,893
1,900,4446
1,251,1226
1,727,3481
1,663,3157
1,86,378
1,719,3417
1,406,1968
1,839,4115
1,766,3664
1,743,3564
1,310,1507
1,658,3122
1,705,3355
1,395,1918
1,298,1445
1,242,1192
1,531,2512
1,611,2874
1,222,1114
1,620,2902
1,718,3415
1,441,2127
1,808,3884
1,436,2109
1,487,2322
1,215,1088
1,190,948
1,445,2144
1,934,4627
1,949,4710
1,715,3411
1,804,3870
1,415,2009
1,161,797
1,331,1618
1,693,3317
1,97,440
1,29,146
1,952,4718
1,349,1725
1,492,2345
1,772,3676
1,519,2479
1,764,3660
1,305,1482
1,814,3945
1,329,1613
1,374,1848
1,450,2176
1,698,3330
1,477,2287
1,871,4295
1,714,3410
1,645,3052
1,733,3524
1,648,3064
1,508,2416
1,473,2267
1,367,1810
1,513,2447
1,387,1896
1,675,3220
1,250,1225
1,636,2991
1,783,3737
1,81,357
1,32,150
1,835,4078
1,424,2053
1,182,924
1,576,2703
1,543,2583
1,398,1940
1,587,2747
1,903,4461
1,870,4290
1,946,4695
1,342,1685
1,644,3050
1,30,147
1,375,1854
1,385,1893
1,836,4086
1,98,441
1,730,3506
1,241,1191
1,813,3929
1,84,364
1,632,2965
1,287,1405
1,573,2692
1,3,13
1,99,453
1,347,1713
1,318,1554
1,340,1667
1,11,37
1,712,3399
1,537,2538
1,738,3551
1,566,2661
1,516,2462
1,687,3298
1,819,3968
1,439,2123
1,173,861
1,325,1590
1,825,4009
1,652,3087
1,574,2695
1,862,4259
1,388,1903
1,942,4676
1,392,1913
1,284,1393
1,878,4323
1,575,2698
1,376,1862
1,616,2889
1,179,903
1,640,3008
1,956,4770
1,678,3240
1,527,2504
1,44,203
1,64,296
1,578,2706
1,803,3865
1,143,702
1,840,4120
1,213,1081
1,951,4713
1,102,471
1,390,1909
1,60,279
1,682,3270
1,365,1797
1,272,1314
1,224,1123
