"fold","index","original_test_index"
1,159,811
1,47,250
1,328,1674
1,350,1769
1,17,84
1,265,1382
1,173,901
1,324,1649
1,148,759
1,27,124
1,5,8
1,158,807
1,239,1255
1,92,491
1,82,453
1,307,1545
1,279,1441
1,8,21
1,124,645
1,133,688
1,64,351
1,202,1032
1,258,1349
1,178,921
1,55,284
1,299,1516
1,170,894
1,340,1731
1,284,1454
1,235,1228
1,366,1857
1,306,1544
1,246,1279
1,318,1602
1,120,634
1,93,495
1,106,566
1,248,1292
1,23,116
1,337,1723
1,259,1363
1,277,1434
1,418,2105
1,244,1268
1,371,1874
1,333,1701
1,230,1209
1,13,39
1,236,1230
1,34,172
1,394,2001
1,206,1058
1,240,1261
1,20,98
1,43,227
1,156,803
1,266,1393
1,211,1091
1,107,572
1,63,334
1,410,2065
1,417,2097
1,254,1332
1,96,502
1,298,1509
1,368,1859
1,231,1216
1,84,463
1,414,2084
1,304,1527
1,36,180
1,118,623
1,81,447
1,308,1548
1,242,1264
1,192,987
1,179,929
1,76,420
1,422,2117
1,234,1221
1,377,1903
1,24,119
1,271,1419
1,30,153
1,207,1069
1,238,1250
1,150,762
1,100,528
1,103,538
1,70,376
1,9,24
1,143,745
1,260,1364
1,336,1714
1,375,1888
1,389,1980
1,397,2007
1,185,955
1,399,2012
1,319,1619
1,227,1195
1,344,1741
1,278,1435
1,160,814
1,28,137
1,66,368
1,65,359
1,83,460
1,262,1370
1,225,1183
1,268,1397
1,374,1887
1,261,1369
1,338,1726
1,196,1012
1,190,981
1,131,684
1,128,672
1,331,1694
1,79,440
1,155,801
1,94,497
1,172,900
1,169,892
1,104,542
1,346,1748
1,321,1637
1,193,995
1,424,2126
1,241,1263
1,184,952
1,363,1839
1,251,1313
1,154,797
1,401,2021
1,379,1910
1,181,943
1,142,741
1,415,2089
1,256,1341
1,68,372
1,151,771
1,75,410
1,165,866
1,199,1021
1,108,576
1,135,704
1,359,1810
1,361,1826
1,137,712
1,195,1011
1,187,963
1,14,41
1,317,1597
1,3,3
1,176,911
1,391,1982
1,33,165
1,122,638
1,121,637
1,147,758
1,32,163
1,86,469
1,177,912
1,292,1482
1,354,1795
1,140,726
1,74,407
1,312,1561
1,329,1683
1,175,910
1,97,504
1,249,1297
1,325,1655
1,322,1640
1,398,2009
1,347,1759
1,297,1508
1,113,600
1,139,723
1,416,2090
1,214,1116
1,380,1924
1,45,242
1,194,996
1,273,1424
1,95,500
1,44,232
1,370,1868
1,413,2079
1,174,909
1,201,1029
1,126,661
1,61,324
1,421,2115
1,35,179
1,115,614
1,255,1338
1,330,1690
1,224,1173
1,285,1455
1,10,31
1,233,1219
1,99,511
1,367,1858
1,41,214
1,296,1507
1,276,1433
1,245,1272
1,351,1777
1,290,1479
1,419,2108
1,200,1024
1,136,710
1,406,2049
1,300,1518
1,26,122
1,407,2054
1,272,1420
1,88,480
1,348,1761
1,58,304
1,291,1481
1,220,1158
1,219,1154
1,145,751
1,105,561
1,54,278
1,12,37
1,59,312
1,42,220
1,57,297
1,232,1217
1,334,1710
1,2,2
1,162,835
1,314,1570
1,396,2004
1,213,1114
1,183,950
1,339,1728
1,386,1969
1,264,1379
1,402,2024
1,146,756
1,31,158
1,149,761
1,352,1783
1,342,1733
1,152,782
1,19,91
1,203,1053
1,345,1744
1,208,1071
1,109,583
1,411,2072
1,205,1056
1,90,485
1,294,1486
1,293,1484
1,171,897
1,50,266
1,343,1735
1,412,2077
1,71,392
1,1,1
1,215,1118
1,365,1848
1,311,1554
1,250,1309
1,320,1621
1,222,1169
1,388,1978
1,73,404
1,16,53
1,18,85
1,116,617
1,243,1266
1,29,148
1,357,1808
1,270,1418
1,98,505
1,313,1565
1,287,1471
1,204,1054
1,37,187
1,110,584
1,210,1088
1,228,1202
1,67,371
1,188,965
1,295,1490
1,323,1642
1,129,673
1,341,1732
1,269,1417
1,189,979
1,221,1160
1,395,2003
1,78,432
1,384,1946
1,123,639
1,257,1346
1,286,1456
1,191,982
1,7,16
1,263,1372
1,144,750
1,15,52
1,400,2013
1,237,1247
1,385,1953
1,252,1317
1,180,934
1,229,1204
1,38,192
1,217,1138
1,382,1937
1,223,1171
1,364,1845
1,373,1882
1,332,1699
1,288,1474
1,125,650
1,423,2119
1,253,1325
1,6,11
1,353,1791
1,134,693
1,403,2027
1,362,1835
1,89,484
1,60,313
1,69,374
1,197,1013
1,4,7
1,212,1106
1,356,1805
1,315,1580
1,72,403
1,182,944
1,226,1185
1,186,958
1,114,602
1,310,1551
1,274,1426
1,378,1904
1,387,1975
1,111,588
1,404,2030
1,25,121
1,218,1147
1,280,1444
1,21,102
1,289,1478
1,372,1878
1,390,1981
1,39,193
1,153,791
1,85,465
1,216,1136
1,11,35
1,161,830
1,283,1453
1,360,1816
1,77,423
1,56,289
1,53,275
1,358,1809
1,138,715
1,101,532
1,62,327
1,87,478
1,209,1087
1,168,887
1,51,269
1,316,1596
1,301,1519
1,392,1993
1,80,445
1,408,2055
1,393,1995
1,163,844
1,119,627
1,166,868
1,102,535
1,112,598
1,157,804
1,381,1933
1,247,1288
1,349,1766
1,52,272
1,275,1428
1,132,686
1,40,208
1,141,736
1,409,2060
1,130,680
1,383,1939
1,376,1891
1,309,1549
1,405,2048
1,127,662
1,326,1666
1,48,251
1,198,1016
1,91,488
1,117,618
1,303,1521
1,369,1861
1,327,1673
1,22,114
1,420,2110
1,46,248
1,281,1449
1,49,261
1,305,1536
1,302,1520
1,167,881
1,335,1711
1,267,1394
1,355,1796
1,282,1450
1,164,857
2,253,1226
2,121,543
2,318,1555
2,173,843
2,373,1822
2,2,9
2,230,1134
2,310,1504
2,33,105
2,144,700
2,220,1085
2,277,1350
2,115,526
2,362,1763
2,73,325
2,146,705
2,170,839
2,342,1668
2,285,1386
2,34,115
2,408,2028
2,164,813
2,188,907
2,382,1884
2,87,402
2,360,1746
2,324,1586
2,153,763
2,214,1060
2,247,1198
2,252,1225
2,250,1205
2,41,140
2,192,940
2,293,1429
2,39,135
2,372,1819
2,168,826
2,8,36
2,226,1119
2,20,68
2,13,50
