"fold","index","original_test_index"
1,503,2413
1,643,3169
1,237,1156
1,724,3518
1,600,2935
1,92,441
1,575,2826
1,685,3362
1,103,474
1,1053,5263
1,335,1643
1,525,2572
1,361,1747
1,767,3759
1,797,3926
1,657,3227
1,514,2488
1,437,2078
1,387,1857
1,407,1961
1,423,2026
1,72,348
1,173,839
1,1086,5426
1,62,289
1,774,3805
1,802,3944
1,757,3688
1,946,4674
1,702,3430
1,390,1874
1,117,552
1,465,2194
1,562,2766
1,822,4063
1,1041,5206
1,502,2395
1,841,4124
1,664,3258
1,766,3752
1,18,102
1,1022,5111
1,925,4573
1,48,240
1,388,1863
1,426,2034
1,710,3471
1,859,4233
1,652,3206
1,1013,5069
1,68,319
1,160,779
1,895,4413
1,923,4555
1,1078,5400
1,150,731
1,666,3262
1,778,3817
1,136,633
1,35,185
1,687,3374
1,712,3478
1,167,819
1,755,3677
1,835,4096
1,228,1112
1,227,1111
1,536,2622
1,1000,4990
1,758,3689
1,265,1308
1,39,200
1,891,4394
1,300,1498
1,648,3180
1,605,2955
1,47,228
1,1067,5324
1,617,3022
1,609,2970
1,761,3713
1,485,2299
1,698,3420
1,808,3985
1,56,266
1,488,2310
1,505,2434
1,16,86
1,809,3986
1,813,4017
1,975,4845
1,446,2119
1,43,218
1,864,4258
1,330,1616
1,631,3099
1,1077,5398
1,932,4605
1,63,291
1,515,2495
1,334,1642
1,994,4965
1,242,1172
1,282,1398
1,651,3200
1,397,1925
1,772,3790
1,461,2179
1,381,1829
1,693,3410
1,542,2662
1,248,1212
1,596,2918
1,1020,5107
1,66,305
1,438,2083
1,76,356
1,976,4850
1,135,632
1,844,4130
1,659,3237
1,275,1360
1,130,615
1,779,3821
1,862,4255
1,290,1459
1,175,848
1,915,4510
1,403,1948
1,33,176
1,742,3605
1,930,4594
1,510,2448
1,341,1677
1,1089,5435
1,375,1791
1,418,2001
1,849,4170
1,650,3195
1,1019,5105
1,926,4575
1,486,2301
1,338,1656
1,992,4953
1,406,1953
1,734,3549
1,277,1372
1,884,4358
1,645,3171
1,366,1769
1,566,2788
1,73,350
1,126,598
1,411,1972
1,897,4417
1,370,1775
1,713,3480
1,141,673
1,901,4447
1,391,1889
1,543,2669
1,2,5
1,825,4079
1,856,4211
1,531,2604
1,973,4830
1,233,1127
1,332,1635
1,333,1636
1,162,800
1,751,3659
1,191,909
1,108,494
1,239,1166
1,1082,5414
1,944,4660
1,235,1136
1,811,4012
1,1044,5223
1,812,4016
1,658,3232
1,528,2589
1,672,3311
1,467,2203
1,499,2352
1,400,1932
1,614,2986
1,392,1897
1,577,2832
1,960,4752
1,1018,5087
1,172,838
1,556,2723
1,1033,5175
1,689,3378
1,738,3582
1,1040,5203
1,1027,5142
1,3,10
1,858,4217
1,498,2349
1,462,2184
1,626,3076
1,927,4579
1,1071,5358
1,965,4787
1,621,3049
1,220,1082
1,143,702
1,179,862
1,419,2014
1,473,2225
1,962,4765
1,620,3036
1,1061,5301
1,315,1550
1,447,2124
1,865,4266
1,796,3923
1,317,1557
1,372,1782
1,109,499
1,582,2848
1,181,869
1,832,4091
1,912,4487
1,256,1257
1,223,1097
1,906,4462
1,74,352
1,938,4636
1,826,4080
1,159,770
1,495,2337
1,52,256
1,971,4826
1,913,4489
1,4,12
1,324,1593
1,704,3439
1,53,258
1,31,174
1,794,3908
1,61,288
1,331,1621
1,706,3451
1,580,2842
1,357,1736
1,548,2685
1,987,4933
1,935,4617
1,286,1409
1,728,3536
1,5,20
1,529,2594
1,770,3772
1,986,4931
1,112,505
1,67,310
1,991,4943
1,846,4134
1,297,1492
1,520,2524
1,17,89
1,127,601
1,719,3490
1,301,1499
1,1037,5187
1,433,2066
1,806,3967
1,726,3525
1,1042,5215
1,551,2701
1,800,3941
1,89,431
1,807,3969
1,1038,5195
1,518,2513
1,735,3554
1,560,2762
1,439,2084
1,610,2974
1,602,2945
1,11,50
1,140,667
1,863,4257
1,1062,5308
1,606,2956
1,585,2858
1,360,1744
1,1060,5296
1,484,2295
1,879,4342
1,55,264
1,304,1506
1,325,1599
1,104,487
1,15,75
1,545,2673
1,1017,5084
1,214,1033
1,1009,5057
1,362,1748
1,385,1852
1,88,416
1,295,1487
1,942,4648
1,632,3107
1,71,341
1,977,4861
1,708,3458
1,1084,5419
1,54,260
1,50,244
1,118,554
1,125,597
1,449,2131
1,1011,5063
1,638,3151
1,185,881
1,203,963
1,119,560
1,788,3869
1,1079,5404
1,593,2898
1,1031,5161
1,41,209
1,51,245
1,668,3269
1,79,371
1,19,108
1,527,2581
1,883,4352
1,344,1681
1,692,3394
1,343,1680
1,1058,5278
1,448,2127
1,210,989
1,741,3602
1,904,4456
1,699,3423
1,981,4896
1,572,2805
1,113,515
1,272,1347
1,972,4828
1,663,3252
1,616,3001
1,854,4196
1,893,4406
1,318,1564
1,984,4924
1,790,3881
1,571,2798
1,463,2185
1,496,2342
1,855,4198
1,500,2353
1,269,1335
1,475,2255
1,100,462
1,267,1327
1,425,2033
1,398,1929
1,552,2705
1,690,3382
1,1055,5273
1,405,1952
1,814,4026
1,882,4351
1,792,3891
1,186,885
1,725,3523
1,526,2576
1,199,938
1,288,1445
1,490,2314
1,522,2549
1,340,1667
1,69,320
1,46,227
1,444,2107
1,336,1650
1,564,2782
1,803,3945
1,764,3738
1,146,717
1,576,2827
1,870,4294
1,611,2978
1,310,1534
1,661,3249
1,309,1518
1,894,4409
1,775,3806
1,722,3502
1,745,3637
1,251,1238
1,339,1665
1,760,3710
1,445,2108
1,347,1692
1,914,4491
1,682,3352
1,681,3351
1,244,1177
1,321,1575
1,945,4663
1,763,3728
1,14,73
1,928,4590
1,555,2717
1,34,178
1,314,1547
