"fold","index","original_test_index"
1,44,226
1,31,171
1,116,557
1,42,221
1,144,718
1,7,58
1,114,543
1,137,694
1,86,411
1,89,420
1,117,564
1,37,210
1,158,795
1,67,328
1,53,266
1,69,348
1,49,246
1,103,482
1,12,91
1,70,351
1,143,717
1,94,435
1,68,341
1,127,643
1,115,546
1,81,387
1,39,214
1,99,453
1,1,16
1,59,301
1,13,101
1,17,111
1,84,400
1,27,157
1,100,465
1,56,284
1,164,815
1,146,727
1,124,609
1,26,155
1,8,72
1,161,801
1,46,230
1,5,37
1,96,437
1,22,132
1,50,248
1,129,650
1,118,569
1,38,211
1,77,367
1,105,487
1,51,252
1,15,109
1,136,692
1,123,604
1,52,255
1,112,532
1,16,110
1,71,352
1,48,241
1,113,540
1,87,412
1,108,513
1,25,151
1,140,708
1,64,320
1,152,759
1,149,747
1,119,574
1,170,835
1,43,225
1,80,386
1,18,120
1,88,413
1,106,496
1,40,217
1,28,161
1,35,198
1,165,816
1,154,772
1,97,445
1,107,497
1,153,761
1,11,87
1,20,123
1,75,363
1,78,369
1,148,737
1,63,317
1,74,362
1,135,690
1,142,716
1,14,106
1,23,139
1,6,44
1,128,646
1,168,825
1,125,625
1,138,696
1,121,596
1,162,807
1,58,298
1,145,722
1,79,376
1,166,817
1,109,516
1,159,799
1,150,752
1,131,662
1,160,800
1,4,29
1,98,449
1,54,277
1,34,185
1,130,654
1,10,82
1,73,357
1,120,582
1,30,170
1,90,421
1,66,326
1,151,756
1,134,687
1,9,74
1,155,775
1,55,278
1,104,484
1,102,472
1,41,220
1,93,432
1,163,808
1,101,466
1,82,394
1,141,713
1,21,130
1,169,832
1,122,598
1,24,148
1,157,792
1,32,180
1,167,821
1,126,635
1,95,436
1,76,364
1,19,121
1,92,427
1,61,306
1,29,165
1,147,731
1,65,322
1,62,311
1,171,840
1,36,204
1,3,28
1,132,664
1,110,517
1,72,353
1,60,302
1,57,291
1,111,521
1,85,408
1,33,182
1,83,398
1,133,665
1,91,424
1,156,785
1,2,23
1,45,229
1,47,239
1,139,707
2,42,190
2,75,389
2,46,205
2,21,88
2,143,671
2,7,21
2,40,184
2,68,355
2,55,247
2,124,589
2,144,680
2,139,658
2,83,425
2,39,174
2,52,235
2,97,481
2,93,463
2,141,663
2,66,344
2,140,660
2,72,380
2,104,503
2,155,758
2,48,218
2,123,571
2,3,6
2,90,454
2,115,545
2,145,682
2,89,451
2,99,488
2,62,307
2,70,378
2,15,66
2,116,547
2,122,566
2,159,776
2,34,142
2,13,54
2,91,459
2,11,52
2,18,78
2,35,149
2,101,494
2,158,773
2,38,173
2,80,414
2,131,622
2,167,841
2,37,163
2,36,162
2,76,390
2,28,124
2,163,827
2,31,135
2,166,837
2,50,232
2,120,554
2,82,419
2,133,629
2,162,784
2,151,736
2,161,783
2,19,83
2,87,447
2,10,40
2,95,475
2,114,542
2,6,17
2,23,99
2,100,493
2,30,131
2,127,607
2,156,764
2,112,537
2,85,430
2,12,53
2,67,354
2,94,471
2,63,308
2,168,845
2,43,191
2,77,393
2,47,212
2,103,502
2,153,753
2,79,405
2,65,336
2,119,552
2,106,522
2,25,107
2,45,202
2,138,655
2,78,399
2,58,280
2,86,434
2,51,233
2,8,35
2,9,39
2,142,668
2,84,429
2,27,117
2,135,642
2,4,8
2,107,524
2,81,415
2,44,199
2,16,75
2,147,689
2,110,529
2,92,460
2,60,294
2,41,189
2,132,628
2,108,526
2,164,828
2,14,65
2,1,3
2,111,535
2,56,259
2,96,478
2,137,647
2,128,612
2,118,550
2,102,499
2,88,448
2,152,749
2,33,140
2,160,781
2,130,614
2,59,292
2,165,831
2,17,76
2,71,379
2,29,126
2,121,563
2,109,527
2,5,9
2,57,263
2,69,374
2,32,136
2,73,383
2,148,693
2,20,86
2,74,385
2,125,594
2,146,688
2,26,115
2,2,4
2,22,94
2,150,710
2,24,105
2,154,757
2,61,297
2,126,595
2,53,242
2,98,483
2,49,228
2,64,325
2,113,538
2,117,549
2,157,768
2,149,699
2,134,637
2,54,243
2,105,511
2,136,644
2,129,613
3,164,823
3,160,804
3,169,844
3,134,679
3,119,618
3,138,698
3,150,750
3,53,289
3,54,293
3,14,98
3,23,153
3,63,361
3,78,423
3,152,766
3,55,313
3,110,586
3,7,57
3,80,431
3,151,755
3,98,528
3,41,249
3,114,602
3,32,207
3,22,143
3,107,580
3,27,177
3,24,154
3,90,474
3,68,375
3,149,744
3,74,409
3,130,674
3,109,584
3,46,261
3,50,275
3,122,627
3,102,553
3,69,388
3,61,356
3,77,422
3,25,160
3,143,714
3,48,271
3,18,119
3,140,705
3,87,461
3,75,410
3,105,575
3,66,370
3,161,809
3,132,677
3,35,222
3,144,715
3,156,778
3,37,231
3,62,359
3,92,480
3,137,697
3,10,84
3,147,734
3,29,197
3,20,134
3,163,812
3,127,652
3,86,458
3,6,55
3,111,593
3,39,236
3,56,331
3,108,583
3,34,219
3,1,11
3,64,365
3,165,824
3,83,440
3,148,739
3,12,90
3,168,843
3,129,657
3,16,103
3,96,506
3,31,203
3,100,544
3,128,656
3,112,597
3,13,92
3,60,349
3,52,287
3,153,767
3,8,73
3,40,238
3,146,733
3,81,438
3,155,771
3,103,570
3,73,406
3,59,339
3,21,137
3,141,706
3,70,391
3,47,267
3,5,46
3,124,632
3,30,201
3,85,452
3,49,272
3,84,450
3,118,617
3,123,630
3,28,178
3,113,601
3,121,621
3,93,491
3,67,372
3,43,253
3,71,401
3,45,260
3,91,476
3,9,81
3,42,251
3,162,810
3,106,578
3,126,651
3,166,830
3,157,782
3,89,469
3,26,168
3,115,606
3,120,619
3,36,224
3,94,495
3,97,512
3,125,638
3,99,533
3,158,789
3,19,125
3,142,712
3,139,703
3,131,675
3,51,281
3,104,572
3,2,13
3,4,34
3,167,834
3,79,428
3,72,403
3,95,504
3,82,439
3,145,725
3,65,366
3,76,418
3,133,678
3,58,337
3,159,797
3,38,234
3,11,89
3,101,548
3,135,681
3,88,462
3,3,31
3,154,770
3,136,683
3,15,102
3,116,610
3,57,335
3,44,256
3,33,213
3,17,114
3,117,611
4,139,700
4,8,41
4,45,195
4,123,591
4,11,49
4,106,514
4,100,490
4,124,599
4,143,720
4,160,794
4,71,318
4,59,273
4,99,489
4,161,796
4,115,556
4,147,738
4,163,802
4,158,790
4,12,50
4,93,456
4,62,285
4,70,316
4,13,51
4,128,624
4,19,77
4,132,636
4,76,332
4,144,728
4,44,193
4,148,740
4,53,257
4,60,276
4,166,813
4,134,645
4,114,555
4,18,69
4,55,262
4,20,80
4,167,819
4,28,122
4,113,541
4,74,327
4,78,347
4,83,384
4,111,536
4,120,581
4,37,172
4,169,838
4,130,633
4,156,786
4,5,32
4,133,641
4,50,244
4,42,187
4,137,669
4,6,36
4,56,264
4,122,587
4,80,360
4,157,788
4,7,38
4,29,128
4,66,303
4,79,358
4,4,25
4,48,209
4,52,254
4,72,321
4,126,616
4,17,64
4,127,620
4,51,250
4,22,95
4,54,258
4,15,60
4,3,15
4,90,442
4,35,164
4,108,523
4,138,672
4,101,492
4,85,402
4,102,498
4,41,183
4,164,803
4,152,746
4,112,539
