Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Dataset: breast-w 
Technique: C5.0 
Probability table:

   benign malignant 
0.6500732 0.3499268 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: Clump_Thickness (for technique: C5.0)
________________
Dataset: breast-w 
Technique: ctree 
Probability table:

   benign malignant 
0.6500732 0.3499268 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: Cell_Size_Uniformity (for technique: ctree)
________________
Dataset: breast-w 
Technique: fda 
Probability table:

   benign malignant 
0.6500732 0.3499268 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: Bare_Nuclei (for technique: fda)
________________
Dataset: breast-w 
Technique: gbm 
Probability table:

   benign malignant 
0.6500732 0.3499268 
BEGIN TRAINING
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1482            -nan     0.1000    0.0636
     2        1.0393            -nan     0.1000    0.0500
     3        0.9469            -nan     0.1000    0.0409
     4        0.8715            -nan     0.1000    0.0359
     5        0.8059            -nan     0.1000    0.0293
     6        0.7487            -nan     0.1000    0.0285
     7        0.6978            -nan     0.1000    0.0251
     8        0.6536            -nan     0.1000    0.0205
     9        0.6121            -nan     0.1000    0.0194
    10        0.5776            -nan     0.1000    0.0155
    20        0.3629            -nan     0.1000    0.0055
    40        0.2080            -nan     0.1000    0.0012
    60        0.1605            -nan     0.1000    0.0005
    80        0.1336            -nan     0.1000    0.0002
   100        0.1199            -nan     0.1000   -0.0006
   120        0.1090            -nan     0.1000   -0.0002
   140        0.1003            -nan     0.1000   -0.0003
   150        0.0975            -nan     0.1000   -0.0009

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1269            -nan     0.1000    0.0769
     2        1.0091            -nan     0.1000    0.0570
     3        0.9056            -nan     0.1000    0.0478
     4        0.8122            -nan     0.1000    0.0420
     5        0.7400            -nan     0.1000    0.0358
     6        0.6844            -nan     0.1000    0.0261
     7        0.6306            -nan     0.1000    0.0249
     8        0.5807            -nan     0.1000    0.0222
     9        0.5370            -nan     0.1000    0.0196
    10        0.4982            -nan     0.1000    0.0202
    20        0.2729            -nan     0.1000    0.0067
    40        0.1425            -nan     0.1000    0.0013
    60        0.1061            -nan     0.1000    0.0001
    80        0.0860            -nan     0.1000   -0.0004
   100        0.0724            -nan     0.1000   -0.0000
   120        0.0618            -nan     0.1000   -0.0002
   140        0.0541            -nan     0.1000   -0.0005
   150        0.0506            -nan     0.1000   -0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1209            -nan     0.1000    0.0779
     2        0.9926            -nan     0.1000    0.0625
