Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Dataset: analcatdata_authorship 
Technique: C5.0 
Probability table:

        P         N 
0.3769322 0.6230678 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: her (for technique: C5.0)
________________
Dataset: analcatdata_authorship 
Technique: ctree 
Probability table:

        P         N 
0.3769322 0.6230678 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: be (for technique: ctree)
________________
Dataset: analcatdata_authorship 
Technique: fda 
Probability table:

        P         N 
0.3769322 0.6230678 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: be (for technique: fda)
________________
Dataset: analcatdata_authorship 
Technique: gbm 
Probability table:

        P         N 
0.3769322 0.6230678 
BEGIN TRAINING
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2450            -nan     0.1000    0.0442
     2        1.1663            -nan     0.1000    0.0391
     3        1.0864            -nan     0.1000    0.0385
     4        1.0181            -nan     0.1000    0.0319
     5        0.9523            -nan     0.1000    0.0304
     6        0.8987            -nan     0.1000    0.0252
     7        0.8537            -nan     0.1000    0.0198
     8        0.8071            -nan     0.1000    0.0206
     9        0.7651            -nan     0.1000    0.0187
    10        0.7264            -nan     0.1000    0.0171
    20        0.4733            -nan     0.1000    0.0081
    40        0.2552            -nan     0.1000    0.0036
    60        0.1567            -nan     0.1000    0.0014
    80        0.1043            -nan     0.1000    0.0009
   100        0.0728            -nan     0.1000    0.0004
   120        0.0513            -nan     0.1000    0.0002
   140        0.0370            -nan     0.1000    0.0001
   150        0.0318            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1960            -nan     0.1000    0.0692
     2        1.0856            -nan     0.1000    0.0514
     3        0.9743            -nan     0.1000    0.0544
     4        0.8971            -nan     0.1000    0.0365
     5        0.8270            -nan     0.1000    0.0339
     6        0.7547            -nan     0.1000    0.0339
     7        0.7006            -nan     0.1000    0.0263
     8        0.6548            -nan     0.1000    0.0216
     9        0.6139            -nan     0.1000    0.0187
    10        0.5787            -nan     0.1000    0.0152
    20        0.3123            -nan     0.1000    0.0069
    40        0.1329            -nan     0.1000    0.0012
    60        0.0634            -nan     0.1000    0.0009
    80        0.0367            -nan     0.1000    0.0001
   100        0.0213            -nan     0.1000    0.0001
   120        0.0138            -nan     0.1000    0.0002
   140        0.0088            -nan     0.1000    0.0001
   150        0.0069            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1960            -nan     0.1000    0.0706
     2        1.0748            -nan     0.1000    0.0590
     3        0.9802            -nan     0.1000    0.0442
     4        0.8942            -nan     0.1000    0.0389
     5        0.8065            -nan     0.1000    0.0436
     6        0.7301            -nan     0.1000    0.0373
     7        0.6656            -nan     0.1000    0.0314
     8        0.6091            -nan     0.1000    0.0264
     9        0.5622            -nan     0.1000    0.0222
    10        0.5230            -nan     0.1000    0.0181
    20        0.2594            -nan     0.1000    0.0075
    40        0.0898            -nan     0.1000    0.0011
    60        0.0418            -nan     0.1000    0.0005
    80        0.0224            -nan     0.1000    0.0001
   100        0.0117            -nan     0.1000    0.0001
   120        0.0066            -nan     0.1000    0.0000
   140        0.0040            -nan     0.1000    0.0000
   150        0.0029            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2480            -nan     0.1000    0.0497
     2        1.1660            -nan     0.1000    0.0409
     3        1.0933            -nan     0.1000    0.0361
     4        1.0247            -nan     0.1000    0.0307
     5        0.9673            -nan     0.1000    0.0270
     6        0.9147            -nan     0.1000    0.0260
     7        0.8724            -nan     0.1000    0.0191
     8        0.8287            -nan     0.1000    0.0203
     9        0.7842            -nan     0.1000    0.0221
    10        0.7456            -nan     0.1000    0.0186
    20        0.4973            -nan     0.1000    0.0084
    40        0.2691            -nan     0.1000    0.0022
    60        0.1664            -nan     0.1000    0.0018
    80        0.1078            -nan     0.1000    0.0007
   100        0.0755            -nan     0.1000    0.0004
   120        0.0541            -nan     0.1000    0.0003
   140        0.0402            -nan     0.1000    0.0002
   150        0.0347            -nan     0.1000    0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1984            -nan     0.1000    0.0704
     2        1.0857            -nan     0.1000    0.0541
     3        0.9992            -nan     0.1000    0.0396
     4        0.9113            -nan     0.1000    0.0418
     5        0.8467            -nan     0.1000    0.0302
     6        0.7851            -nan     0.1000    0.0284
     7        0.7296            -nan     0.1000    0.0261
     8        0.6747            -nan     0.1000    0.0253
     9        0.6316            -nan     0.1000    0.0200
    10        0.5878            -nan     0.1000    0.0201
    20        0.3269            -nan     0.1000    0.0095
    40        0.1312            -nan     0.1000    0.0024
    60        0.0653            -nan     0.1000    0.0004
    80        0.0380            -nan     0.1000    0.0003
   100        0.0230            -nan     0.1000    0.0000
   120        0.0140            -nan     0.1000    0.0002
   140        0.0092            -nan     0.1000    0.0000
   150        0.0071            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2121            -nan     0.1000    0.0600
     2        1.0803            -nan     0.1000    0.0655
     3        0.9731            -nan     0.1000    0.0550
     4        0.8821            -nan     0.1000    0.0457
     5        0.8029            -nan     0.1000    0.0373
     6        0.7450            -nan     0.1000    0.0257
     7        0.6902            -nan     0.1000    0.0263
     8        0.6320            -nan     0.1000    0.0277
     9        0.5820            -nan     0.1000    0.0237
    10        0.5372            -nan     0.1000    0.0213
    20        0.2660            -nan     0.1000    0.0072
    40        0.0947            -nan     0.1000    0.0005
    60        0.0417            -nan     0.1000    0.0002
    80        0.0206            -nan     0.1000    0.0002
   100        0.0113            -nan     0.1000    0.0002
   120        0.0060            -nan     0.1000    0.0000
   140        0.0034            -nan     0.1000    0.0000
   150        0.0027            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2451            -nan     0.1000    0.0453
     2        1.1683            -nan     0.1000    0.0368
     3        1.0952            -nan     0.1000    0.0342
     4        1.0330            -nan     0.1000    0.0292
     5        0.9711            -nan     0.1000    0.0286
     6        0.9261            -nan     0.1000    0.0213
     7        0.8805            -nan     0.1000    0.0221
     8        0.8357            -nan     0.1000    0.0214
     9        0.7984            -nan     0.1000    0.0180
