Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Dataset: waveform-5000 
Technique: C5.0 
Probability table:

     P      N 
0.3384 0.6616 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: x11 (for technique: C5.0)
________________
Dataset: waveform-5000 
Technique: ctree 
Probability table:

     P      N 
0.3384 0.6616 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: x11 (for technique: ctree)
________________
Dataset: waveform-5000 
Technique: fda 
Probability table:

     P      N 
0.3384 0.6616 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: x11 (for technique: fda)
________________
Dataset: waveform-5000 
Technique: gbm 
Probability table:

     P      N 
0.3384 0.6616 
BEGIN TRAINING
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2155            -nan     0.1000    0.0292
     2        1.1676            -nan     0.1000    0.0240
     3        1.1288            -nan     0.1000    0.0194
     4        1.0961            -nan     0.1000    0.0168
     5        1.0676            -nan     0.1000    0.0133
     6        1.0451            -nan     0.1000    0.0107
     7        1.0209            -nan     0.1000    0.0115
     8        0.9994            -nan     0.1000    0.0111
     9        0.9806            -nan     0.1000    0.0096
    10        0.9611            -nan     0.1000    0.0087
    20        0.8482            -nan     0.1000    0.0037
    40        0.7335            -nan     0.1000    0.0017
    60        0.6619            -nan     0.1000    0.0011
    80        0.6132            -nan     0.1000    0.0009
   100        0.5778            -nan     0.1000    0.0003
   120        0.5494            -nan     0.1000   -0.0000
   140        0.5246            -nan     0.1000    0.0000
   150        0.5167            -nan     0.1000   -0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2085            -nan     0.1000    0.0335
     2        1.1554            -nan     0.1000    0.0265
     3        1.1093            -nan     0.1000    0.0222
     4        1.0683            -nan     0.1000    0.0199
     5        1.0340            -nan     0.1000    0.0162
     6        0.9995            -nan     0.1000    0.0168
     7        0.9698            -nan     0.1000    0.0146
     8        0.9457            -nan     0.1000    0.0112
     9        0.9202            -nan     0.1000    0.0118
    10        0.8996            -nan     0.1000    0.0097
    20        0.7507            -nan     0.1000    0.0053
    40        0.6053            -nan     0.1000    0.0017
    60        0.5366            -nan     0.1000    0.0009
    80        0.4911            -nan     0.1000    0.0003
   100        0.4594            -nan     0.1000    0.0003
   120        0.4367            -nan     0.1000   -0.0001
   140        0.4168            -nan     0.1000    0.0001
   150        0.4079            -nan     0.1000    0.0003

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1993            -nan     0.1000    0.0370
     2        1.1356            -nan     0.1000    0.0311
     3        1.0843            -nan     0.1000    0.0253
     4        1.0372            -nan     0.1000    0.0229
     5        0.9949            -nan     0.1000    0.0201
     6        0.9592            -nan     0.1000    0.0163
     7        0.9253            -nan     0.1000    0.0166
     8        0.8973            -nan     0.1000    0.0128
     9        0.8693            -nan     0.1000    0.0135
    10        0.8445            -nan     0.1000    0.0114
    20        0.6885            -nan     0.1000    0.0037
    40        0.5416            -nan     0.1000    0.0026
    60        0.4706            -nan     0.1000    0.0010
    80        0.4288            -nan     0.1000    0.0003
   100        0.3985            -nan     0.1000    0.0001
   120        0.3761            -nan     0.1000   -0.0002
