Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Dataset: pc4 
Technique: C5.0 
Probability table:

   FALSE     TRUE 
0.877915 0.122085 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: LOC_CODE_AND_COMMENT (for technique: C5.0)
________________
Dataset: pc4 
Technique: ctree 
Probability table:

   FALSE     TRUE 
0.877915 0.122085 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: LOC_CODE_AND_COMMENT (for technique: ctree)
________________
Dataset: pc4 
Technique: fda 
Probability table:

   FALSE     TRUE 
0.877915 0.122085 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: HALSTEAD_VOLUME (for technique: fda)
________________
Dataset: pc4 
Technique: gbm 
Probability table:

   FALSE     TRUE 
0.877915 0.122085 
BEGIN TRAINING
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6921            -nan     0.1000    0.0143
     2        0.6614            -nan     0.1000    0.0149
     3        0.6373            -nan     0.1000    0.0116
     4        0.6231            -nan     0.1000    0.0045
     5        0.6127            -nan     0.1000    0.0032
     6        0.5955            -nan     0.1000    0.0083
     7        0.5815            -nan     0.1000    0.0069
     8        0.5704            -nan     0.1000    0.0057
     9        0.5588            -nan     0.1000    0.0045
    10        0.5518            -nan     0.1000    0.0020
    20        0.4987            -nan     0.1000    0.0014
    40        0.4376            -nan     0.1000    0.0010
    60        0.4029            -nan     0.1000    0.0004
    80        0.3777            -nan     0.1000   -0.0001
   100        0.3621            -nan     0.1000   -0.0007
   120        0.3430            -nan     0.1000   -0.0003
   140        0.3314            -nan     0.1000   -0.0003
   150        0.3227            -nan     0.1000    0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.6756            -nan     0.1000    0.0267
     2        0.6428            -nan     0.1000    0.0161
     3        0.6132            -nan     0.1000    0.0132
     4        0.5888            -nan     0.1000    0.0116
     5        0.5737            -nan     0.1000    0.0076
     6        0.5637            -nan     0.1000    0.0034
     7        0.5460            -nan     0.1000    0.0044
     8        0.5267            -nan     0.1000    0.0078
     9        0.5127            -nan     0.1000    0.0060
    10        0.5029            -nan     0.1000    0.0037
    20        0.4329            -nan     0.1000    0.0004
