Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Dataset: eucalyptus 
Technique: C5.0 
Probability table:

        P         N 
0.3166927 0.6833073 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: Vig (for technique: C5.0)
________________
Dataset: eucalyptus 
Technique: ctree 
Probability table:

        P         N 
0.3166927 0.6833073 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: Vig (for technique: ctree)
________________
Dataset: eucalyptus 
Technique: fda 
Probability table:

        P         N 
0.3166927 0.6833073 
BEGIN TRAINING
TRAINING SUCCESSFUL
The most important attribute: Vig (for technique: fda)
________________
Dataset: eucalyptus 
Technique: gbm 
Probability table:

        P         N 
0.3166927 0.6833073 
BEGIN TRAINING
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2272            -nan     0.1000    0.0154
     2        1.2005            -nan     0.1000    0.0116
     3        1.1752            -nan     0.1000    0.0136
     4        1.1536            -nan     0.1000    0.0116
     5        1.1328            -nan     0.1000    0.0068
     6        1.1210            -nan     0.1000    0.0047
     7        1.1061            -nan     0.1000    0.0070
     8        1.0958            -nan     0.1000    0.0008
     9        1.0838            -nan     0.1000    0.0058
    10        1.0746            -nan     0.1000    0.0033
    20        0.9986            -nan     0.1000    0.0001
    40        0.9099            -nan     0.1000   -0.0002
    60        0.8549            -nan     0.1000    0.0004
    80        0.8153            -nan     0.1000   -0.0001
   100        0.7918            -nan     0.1000   -0.0008
   120        0.7642            -nan     0.1000    0.0002
   140        0.7435            -nan     0.1000   -0.0003
   150        0.7349            -nan     0.1000   -0.0005

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2212            -nan     0.1000    0.0196
     2        1.1805            -nan     0.1000    0.0148
     3        1.1466            -nan     0.1000    0.0166
     4        1.1169            -nan     0.1000    0.0129
     5        1.0935            -nan     0.1000    0.0085
     6        1.0684            -nan     0.1000    0.0113
     7        1.0477            -nan     0.1000    0.0091
     8        1.0300            -nan     0.1000    0.0079
     9        1.0183            -nan     0.1000    0.0030
    10        1.0020            -nan     0.1000    0.0064
    20        0.9022            -nan     0.1000    0.0018
    40        0.7876            -nan     0.1000   -0.0013
    60        0.7139            -nan     0.1000    0.0014
    80        0.6597            -nan     0.1000    0.0003
   100        0.6153            -nan     0.1000   -0.0007
   120        0.5745            -nan     0.1000   -0.0001
   140        0.5403            -nan     0.1000   -0.0007
   150        0.5251            -nan     0.1000   -0.0008

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2122            -nan     0.1000    0.0210
     2        1.1690            -nan     0.1000    0.0196
     3        1.1314            -nan     0.1000    0.0161
     4        1.1045            -nan     0.1000    0.0108
     5        1.0727            -nan     0.1000    0.0133
     6        1.0449            -nan     0.1000    0.0120
     7        1.0184            -nan     0.1000    0.0104
     8        0.9951            -nan     0.1000    0.0085
     9        0.9756            -nan     0.1000    0.0081
    10        0.9587            -nan     0.1000    0.0030
    20        0.8336            -nan     0.1000    0.0026
    40        0.7025            -nan     0.1000    0.0004
    60        0.6200            -nan     0.1000   -0.0000
    80        0.5543            -nan     0.1000   -0.0014
   100        0.5047            -nan     0.1000   -0.0005
   120        0.4623            -nan     0.1000   -0.0009
   140        0.4270            -nan     0.1000   -0.0011
   150        0.4015            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2377            -nan     0.1000    0.0191
     2        1.2112            -nan     0.1000    0.0107
     3        1.1834            -nan     0.1000    0.0118
     4        1.1590            -nan     0.1000    0.0130
     5        1.1328            -nan     0.1000    0.0117
     6        1.1110            -nan     0.1000    0.0086
     7        1.0944            -nan     0.1000    0.0075
     8        1.0805            -nan     0.1000    0.0058
     9        1.0648            -nan     0.1000    0.0065
    10        1.0542            -nan     0.1000    0.0043
    20        0.9752            -nan     0.1000    0.0018
    40        0.8768            -nan     0.1000    0.0005
    60        0.8301            -nan     0.1000    0.0005
    80        0.7944            -nan     0.1000    0.0005
   100        0.7672            -nan     0.1000   -0.0000
   120        0.7424            -nan     0.1000   -0.0002
   140        0.7243            -nan     0.1000   -0.0010
   150        0.7158            -nan     0.1000   -0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2246            -nan     0.1000    0.0195
     2        1.1822            -nan     0.1000    0.0194
     3        1.1510            -nan     0.1000    0.0142
     4        1.1168            -nan     0.1000    0.0169
     5        1.0890            -nan     0.1000    0.0129
     6        1.0677            -nan     0.1000    0.0076
     7        1.0427            -nan     0.1000    0.0082
     8        1.0264            -nan     0.1000    0.0064
     9        1.0049            -nan     0.1000    0.0090
    10        0.9872            -nan     0.1000    0.0066
    20        0.8899            -nan     0.1000    0.0008
    40        0.7752            -nan     0.1000   -0.0008
    60        0.7027            -nan     0.1000    0.0010
    80        0.6565            -nan     0.1000   -0.0007
   100        0.6092            -nan     0.1000   -0.0013
   120        0.5657            -nan     0.1000   -0.0017
   140        0.5393            -nan     0.1000   -0.0007
   150        0.5219            -nan     0.1000   -0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2180            -nan     0.1000    0.0252
     2        1.1697            -nan     0.1000    0.0218
     3        1.1268            -nan     0.1000    0.0178
     4        1.0904            -nan     0.1000    0.0165
     5        1.0583            -nan     0.1000    0.0133
     6        1.0241            -nan     0.1000    0.0111
     7        0.9996            -nan     0.1000    0.0092
     8        0.9769            -nan     0.1000    0.0093
     9        0.9573            -nan     0.1000    0.0072
    10        0.9453            -nan     0.1000    0.0042
    20        0.8245            -nan     0.1000    0.0013
    40        0.6900            -nan     0.1000    0.0000
    60        0.6086            -nan     0.1000   -0.0004
    80        0.5465            -nan     0.1000   -0.0000
   100        0.4933            -nan     0.1000   -0.0007
   120        0.4531            -nan     0.1000   -0.0000
   140        0.4162            -nan     0.1000    0.0005
   150        0.4018            -nan     0.1000   -0.0013

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2168            -nan     0.1000    0.0164
     2        1.1873            -nan     0.1000    0.0126
     3        1.1610            -nan     0.1000    0.0116
     4        1.1389            -nan     0.1000    0.0101
     5        1.1191            -nan     0.1000    0.0093
     6        1.1039            -nan     0.1000    0.0076
     7        1.0884            -nan     0.1000    0.0065
     8        1.0764            -nan     0.1000    0.0057
     9        1.0627            -nan     0.1000    0.0044
    10        1.0536            -nan     0.1000    0.0039
    20        0.9907            -nan     0.1000    0.0019
    40        0.9079            -nan     0.1000    0.0011
    60        0.8671            -nan     0.1000   -0.0005
    80        0.8365            -nan     0.1000   -0.0008
   100        0.8100            -nan     0.1000    0.0001
   120        0.7900            -nan     0.1000    0.0002
   140        0.7738            -nan     0.1000   -0.0002
   150        0.7673            -nan     0.1000   -0.0007

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2094            -nan     0.1000    0.0208
     2        1.1807            -nan     0.1000    0.0133
     3        1.1458            -nan     0.1000    0.0159
     4        1.1172            -nan     0.1000    0.0118
     5        1.0885            -nan     0.1000    0.0133
     6        1.0699            -nan     0.1000    0.0076
     7        1.0468            -nan     0.1000    0.0090
     8        1.0312            -nan     0.1000    0.0057
     9        1.0131            -nan     0.1000    0.0045
    10        0.9968            -nan     0.1000    0.0064
    20        0.9012            -nan     0.1000    0.0030
    40        0.7969            -nan     0.1000   -0.0004
    60        0.7321            -nan     0.1000   -0.0009
    80        0.6824            -nan     0.1000    0.0012
   100        0.6466            -nan     0.1000   -0.0002
   120        0.6149            -nan     0.1000   -0.0010
   140        0.5904            -nan     0.1000   -0.0019
   150        0.5739            -nan     0.1000   -0.0010

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2083            -nan     0.1000    0.0153
     2        1.1619            -nan     0.1000    0.0214
     3        1.1280            -nan     0.1000    0.0154
     4        1.0937            -nan     0.1000    0.0150
     5        1.0607            -nan     0.1000    0.0130
     6        1.0343            -nan     0.1000    0.0122
     7        1.0132            -nan     0.1000    0.0074
     8        0.9920            -nan     0.1000    0.0060
     9        0.9757            -nan     0.1000    0.0072
    10        0.9611            -nan     0.1000    0.0063
    20        0.8383            -nan     0.1000    0.0015
    40        0.7029            -nan     0.1000    0.0002
    60        0.6321            -nan     0.1000    0.0004
    80        0.5739            -nan     0.1000   -0.0014
   100        0.5348            -nan     0.1000   -0.0013
   120        0.5002            -nan     0.1000   -0.0017
   140        0.4618            -nan     0.1000   -0.0017
   150        0.4469            -nan     0.1000   -0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
