Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: mfeat-factors 
Loaded 400 indices for fold 1 from: results/instances/original/vectors/mfeat-factors_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 0 %
Training on clean data (critical_percentage = 0)
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        2.3026            -nan     0.1000    0.9003
     2        1.7838            -nan     0.1000    0.4486
     3        1.5268            -nan     0.1000    0.2938
     4        1.3546            -nan     0.1000    0.2271
     5        1.2168            -nan     0.1000    0.1880
     6        1.1026            -nan     0.1000    0.1692
     7        1.0028            -nan     0.1000    0.1247
     8        0.9285            -nan     0.1000    0.1040
     9        0.8643            -nan     0.1000    0.0906
    10        0.8102            -nan     0.1000    0.0759
    20        0.4516            -nan     0.1000    0.0265
    40        0.2120            -nan     0.1000    0.0069
    60        0.1244            -nan     0.1000    0.0023
    80        0.0800            -nan     0.1000    0.0009
   100        0.0548            -nan     0.1000    0.0004
   120        0.0393            -nan     0.1000   -0.0008
   140        0.0278            -nan     0.1000    0.0001
   150        0.0238            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        2.3026            -nan     0.1000    1.0675
     2        1.6577            -nan     0.1000    0.5130
     3        1.3523            -nan     0.1000    0.3380
     4        1.1581            -nan     0.1000    0.2529
     5        1.0054            -nan     0.1000    0.2063
     6        0.8841            -nan     0.1000    0.1693
     7        0.7816            -nan     0.1000    0.1354
     8        0.6983            -nan     0.1000    0.1112
     9        0.6288            -nan     0.1000    0.1036
    10        0.5631            -nan     0.1000    0.0826
    20        0.2461            -nan     0.1000    0.0239
    40        0.0861            -nan     0.1000    0.0012
    60        0.0408            -nan     0.1000    0.0004
    80        0.0208            -nan     0.1000    0.0004
   100        0.0110            -nan     0.1000    0.0001
