Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: analcatdata_authorship 
Loaded 169 indices for fold 1 from: results/instances/original/vectors/analcatdata_authorship_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 100 %
Loading training noise data from: results/noise_injection/by_dataset/analcatdata_authorship_be_noise0.1.csv 
Altering 672 out of 672 training instances
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2413            -nan     0.1000    0.0454
     2        1.1589            -nan     0.1000    0.0403
     3        1.0913            -nan     0.1000    0.0336
     4        1.0308            -nan     0.1000    0.0270
     5        0.9743            -nan     0.1000    0.0235
     6        0.9222            -nan     0.1000    0.0258
     7        0.8730            -nan     0.1000    0.0239
     8        0.8312            -nan     0.1000    0.0192
     9        0.7864            -nan     0.1000    0.0197
    10        0.7460            -nan     0.1000    0.0174
    20        0.4856            -nan     0.1000    0.0078
    40        0.2542            -nan     0.1000    0.0026
    60        0.1458            -nan     0.1000    0.0012
    80        0.0930            -nan     0.1000    0.0007
   100        0.0619            -nan     0.1000    0.0005
   120        0.0420            -nan     0.1000    0.0003
   140        0.0299            -nan     0.1000    0.0001
   150        0.0252            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2048            -nan     0.1000    0.0669
     2        1.0901            -nan     0.1000    0.0537
     3        1.0106            -nan     0.1000    0.0366
     4        0.9275            -nan     0.1000    0.0392
     5        0.8559            -nan     0.1000    0.0325
     6        0.7931            -nan     0.1000    0.0286
     7        0.7234            -nan     0.1000    0.0337
     8        0.6741            -nan     0.1000    0.0223
     9        0.6259            -nan     0.1000    0.0223
    10        0.5858            -nan     0.1000    0.0195
    20        0.3056            -nan     0.1000    0.0099
    40        0.1036            -nan     0.1000    0.0018
    60        0.0460            -nan     0.1000    0.0011
    80        0.0251            -nan     0.1000    0.0001
   100        0.0131            -nan     0.1000    0.0002
   120        0.0082            -nan     0.1000    0.0000
   140        0.0050            -nan     0.1000   -0.0000
   150        0.0036            -nan     0.1000    0.0001

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.1844            -nan     0.1000    0.0746
     2        1.0563            -nan     0.1000    0.0606
     3        0.9486            -nan     0.1000    0.0482
     4        0.8547            -nan     0.1000    0.0446
     5        0.7706            -nan     0.1000    0.0404
     6        0.7072            -nan     0.1000    0.0305
     7        0.6442            -nan     0.1000    0.0309
     8        0.5971            -nan     0.1000    0.0219
     9        0.5558            -nan     0.1000    0.0192
    10        0.5134            -nan     0.1000    0.0207
    20        0.2404            -nan     0.1000    0.0083
    40        0.0732            -nan     0.1000    0.0019
    60        0.0297            -nan     0.1000    0.0005
    80        0.0130            -nan     0.1000    0.0002
   100        0.0064            -nan     0.1000    0.0000
   120        0.0033            -nan     0.1000    0.0000
   140        0.0019            -nan     0.1000   -0.0000
   150        0.0014            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.2180            -nan     0.1000    0.0528
     2        1.1287            -nan     0.1000    0.0461
     3        1.0441            -nan     0.1000    0.0357
     4        0.9735            -nan     0.1000    0.0345
     5        0.9140            -nan     0.1000    0.0264
     6        0.8559            -nan     0.1000    0.0284
