Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: mfeat-zernike 
Loaded 400 indices for fold 1 from: results/instances/original/vectors/mfeat-zernike_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 100 %
Loading training noise data from: results/noise_injection/by_dataset/mfeat-zernike_att19_noise0.1.csv 
Altering 1600 out of 1600 training instances
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.4554            -nan     0.1000    0.0788
     2        0.3929            -nan     0.1000    0.0339
     3        0.3457            -nan     0.1000    0.0207
     4        0.3117            -nan     0.1000    0.0159
     5        0.2872            -nan     0.1000    0.0131
     6        0.2671            -nan     0.1000    0.0103
     7        0.2456            -nan     0.1000    0.0104
     8        0.2283            -nan     0.1000    0.0090
     9        0.2130            -nan     0.1000    0.0071
    10        0.2002            -nan     0.1000    0.0065
    20        0.1308            -nan     0.1000    0.0021
    40        0.0736            -nan     0.1000    0.0005
    60        0.0487            -nan     0.1000    0.0000
    80        0.0406            -nan     0.1000   -0.0001
   100        0.0333            -nan     0.1000   -0.0001
   120        0.0283            -nan     0.1000   -0.0001
   140        0.0240            -nan     0.1000   -0.0000
   150        0.0226            -nan     0.1000    0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.4445            -nan     0.1000    0.0811
     2        0.3768            -nan     0.1000    0.0303
     3        0.3272            -nan     0.1000    0.0257
     4        0.2932            -nan     0.1000    0.0162
     5        0.2606            -nan     0.1000    0.0140
     6        0.2369            -nan     0.1000    0.0123
     7        0.2166            -nan     0.1000    0.0109
     8        0.1988            -nan     0.1000    0.0086
     9        0.1847            -nan     0.1000    0.0073
    10        0.1703            -nan     0.1000    0.0069
    20        0.0892            -nan     0.1000    0.0018
    40        0.0469            -nan     0.1000    0.0000
    60        0.0277            -nan     0.1000    0.0000
    80        0.0189            -nan     0.1000   -0.0001
   100        0.0126            -nan     0.1000   -0.0000
   120        0.0071            -nan     0.1000    0.0000
   140        0.0050            -nan     0.1000    0.0000
   150        0.0043            -nan     0.1000   -0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        0.4507            -nan     0.1000    0.0694
     2        0.3843            -nan     0.1000    0.0327
