Current working directory: /home/chris/github/kappa-threshold 
parameters.csv exists: TRUE 
parameters.csv absolute path: /home/chris/github/kappa-threshold/data/files/parameters.csv 
Processing model: gbm for dataset: phoneme 
Loaded 635 indices for fold 1 from: results/instances/original/vectors/phoneme_gbm_all_folds.csv 

=== Training model with 10 % noise in training data ===
Critical percentage for training noise: 50 %
Loading training noise data from: results/noise_injection/by_dataset/phoneme_V1_noise0.1.csv 
Altering 1268 out of 2537 training instances
Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.3503            -nan     0.1000    0.0179
     2        1.3122            -nan     0.1000    0.0179
     3        1.2822            -nan     0.1000    0.0146
     4        1.2565            -nan     0.1000    0.0117
     5        1.2328            -nan     0.1000    0.0117
     6        1.2136            -nan     0.1000    0.0087
     7        1.1954            -nan     0.1000    0.0090
     8        1.1789            -nan     0.1000    0.0063
     9        1.1632            -nan     0.1000    0.0081
    10        1.1514            -nan     0.1000    0.0059
    20        1.0602            -nan     0.1000    0.0024
    40        0.9794            -nan     0.1000    0.0009
    60        0.9376            -nan     0.1000   -0.0000
    80        0.9079            -nan     0.1000    0.0001
   100        0.8821            -nan     0.1000    0.0005
   120        0.8652            -nan     0.1000    0.0003
   140        0.8503            -nan     0.1000    0.0001
   150        0.8439            -nan     0.1000   -0.0000

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.3257            -nan     0.1000    0.0283
     2        1.2761            -nan     0.1000    0.0224
     3        1.2430            -nan     0.1000    0.0158
     4        1.2058            -nan     0.1000    0.0165
     5        1.1800            -nan     0.1000    0.0120
     6        1.1570            -nan     0.1000    0.0108
     7        1.1355            -nan     0.1000    0.0102
     8        1.1158            -nan     0.1000    0.0095
     9        1.0992            -nan     0.1000    0.0077
    10        1.0842            -nan     0.1000    0.0071
    20        0.9696            -nan     0.1000    0.0037
    40        0.8687            -nan     0.1000    0.0024
    60        0.8095            -nan     0.1000    0.0000
    80        0.7654            -nan     0.1000   -0.0003
   100        0.7321            -nan     0.1000    0.0003
   120        0.7070            -nan     0.1000    0.0000
   140        0.6830            -nan     0.1000    0.0001
   150        0.6725            -nan     0.1000    0.0002

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.3261            -nan     0.1000    0.0293
     2        1.2781            -nan     0.1000    0.0239
     3        1.2332            -nan     0.1000    0.0212
     4        1.1978            -nan     0.1000    0.0167
     5        1.1643            -nan     0.1000    0.0155
     6        1.1348            -nan     0.1000    0.0144
     7        1.1097            -nan     0.1000    0.0115
     8        1.0868            -nan     0.1000    0.0102
     9        1.0664            -nan     0.1000    0.0095
    10        1.0511            -nan     0.1000    0.0069
    20        0.9195            -nan     0.1000    0.0047
    40        0.8033            -nan     0.1000    0.0003
    60        0.7380            -nan     0.1000    0.0004
    80        0.6802            -nan     0.1000   -0.0002
   100        0.6406            -nan     0.1000    0.0003
   120        0.6061            -nan     0.1000    0.0003
   140        0.5770            -nan     0.1000    0.0002
   150        0.5618            -nan     0.1000    0.0004

Iter   TrainDeviance   ValidDeviance   StepSize   Improve
     1        1.3395            -nan     0.1000    0.0221
     2        1.3040            -nan     0.1000    0.0181
     3        1.2736            -nan     0.1000    0.0148
     4        1.2504            -nan     0.1000    0.0118
     5        1.2286            -nan     0.1000    0.0106
     6        1.2098            -nan     0.1000    0.0095
     7        1.1925            -nan     0.1000    0.0082
     8        1.1765            -nan     0.1000    0.0074
     9        1.1619            -nan     0.1000    0.0070
    10        1.1500            -nan     0.1000    0.0053
    20        1.0593            -nan     0.1000    0.0023
    40        0.9804            -nan     0.1000    0.0004
    60        0.9417            -nan     0.1000    0.0009
    80        0.9105            -nan     0.1000    0.0002
   100        0.8873            -nan     0.1000    0.0002
