"GLCM_Pan","Mean_G","Mean_R","Mean_NIR","SD_Plan","class","dataset_name","altered_attribute","noise_level"
120.362774,205.5,146.84,416.581395,20.676318,"2","wilt","Mean_R",0.7
124.739583,202.8,159.79,354.333333,16.707151,"2","wilt","Mean_R",0.7
134.691964,199.285714,169.71,477.857143,22.496712,"2","wilt","Mean_R",0.7
127.946309,178.368421,104.73,278.473684,14.977453,"2","wilt","Mean_R",0.7
135.431548,197,76.01,532.952381,17.604193,"2","wilt","Mean_R",0.7
118.347962,226.15,199.77,608.9,29.072797,"2","wilt","Mean_R",0.7
135.436282,184.5,42.5,309.190476,13.055264,"2","wilt","Mean_R",0.7
121.169643,226,91.08,595.571429,22.808542,"2","wilt","Mean_R",0.7
131.127161,232.784314,151.4,563.843137,11.948563,"2","wilt","Mean_R",0.7
134.498092,210.212121,126.03,594.848485,27.937685,"2","wilt","Mean_R",0.7
131.164773,206.681818,125.63,483.045455,22.903544,"2","wilt","Mean_R",0.7
136.09596,201.4,122.74,444.6,16.553622,"2","wilt","Mean_R",0.7
122.631902,230.560976,120.62,473.707317,24.521889,"2","wilt","Mean_R",0.7
113.65618,213.107143,146.33,480.857143,29.237766,"2","wilt","Mean_R",0.7
133.894198,191.621622,158.11,419.513514,17.489139,"2","wilt","Mean_R",0.7
131.111498,213.666667,112.55,537.888889,19.434819,"2","wilt","Mean_R",0.7
127.835697,201.358491,127.56,372.132076,23.929111,"2","wilt","Mean_R",0.7
121.61126,199.744681,122.61,338.12766,15.019107,"2","wilt","Mean_R",0.7
106.242105,221.75,171.52,381.166667,18.903263,"2","wilt","Mean_R",0.7
147.771127,220.111111,84.6,479.166667,23.337037,"2","wilt","Mean_R",0.7
135.823938,192.232877,78.64,332.424658,12.805692,"2","wilt","Mean_R",0.7
134.958974,226.673469,173.67,435.959184,17.606107,"2","wilt","Mean_R",0.7
128.531408,188.984,110.45,296.616,16.932495,"2","wilt","Mean_R",0.7
143.528736,170.363636,80,400,10.832306,"2","wilt","Mean_R",0.7
141.109375,164.625,45.36,242.5,6.753471,"2","wilt","Mean_R",0.7
140.02603,189.896552,53.22,561.310345,23.83759,"2","wilt","Mean_R",0.7
132.58773,222.392157,135.56,579.215686,19.832652,"2","wilt","Mean_R",0.7
121.757895,174,118.46,217.777778,14.055446,"2","wilt","Mean_R",0.7
135.677165,199.75,116.81,453.333333,16.185073,"2","wilt","Mean_R",0.7
119.457404,180.741936,67.95,227.774194,12.293254,"2","wilt","Mean_R",0.7
124.591944,179.416667,20.11,208.083333,20.352602,"2","wilt","Mean_R",0.7
126.527972,178.777778,135.81,359.777778,11.080513,"2","wilt","Mean_R",0.7
135.024485,190.877551,152.06,270.653061,14.329932,"2","wilt","Mean_R",0.7
142.56579,183.416667,174.95,240.263889,11.29866,"2","wilt","Mean_R",0.7
124.611009,180.826087,149.91,242.608696,9.803702,"2","wilt","Mean_R",0.7
130.84965,175.333333,13.12,342.277778,21.171678,"2","wilt","Mean_R",0.7
133.854167,166.407407,47.57,254.37037,14.175076,"2","wilt","Mean_R",0.7
119.714558,231.833333,253.56,591.015152,25.385987,"2","wilt","Mean_R",0.7
123.278545,218.26,78.52,600.22,29.894943,"2","wilt","Mean_R",0.7
117.639292,215.564103,103.27,504.076923,22.19423,"2","wilt","Mean_R",0.7
138.512724,202.044776,76.08,445.925373,20.084939,"2","wilt","Mean_R",0.7
118.578324,198.567568,47.6,429.135135,33.420971,"2","wilt","Mean_R",0.7
134.064037,183.463636,63.95,236.681818,18.00373,"2","wilt","Mean_R",0.7
117.650655,236.486111,225.87,541.541667,18.511821,"2","wilt","Mean_R",0.7
135.284257,234.651163,78.08,587,22.066888,"2","wilt","Mean_R",0.7
123.302428,207.754386,117.41,436.087719,18.284456,"2","wilt","Mean_R",0.7
128.096093,199.2,58.2,403.333333,21.405892,"2","wilt","Mean_R",0.7
119.635551,200.651786,144.89,312.517857,21.871778,"2","wilt","Mean_R",0.7
119.506522,224.241379,169.2,592.241379,27.410822,"2","wilt","Mean_R",0.7
132.279558,213.508772,128.63,503.631579,26.666932,"2","wilt","Mean_R",0.7
123.752283,222.018182,183.21,510.036364,21.587217,"2","wilt","Mean_R",0.7
123.997297,221.671429,112.2,493.414286,24.439196,"2","wilt","Mean_R",0.7
130.010502,184.87037,80.06,319.777778,21.732253,"2","wilt","Mean_R",0.7
122.797834,202.342857,43.48,322.285714,15.835378,"2","wilt","Mean_R",0.7
132.404776,201.305556,101.21,373.805556,23.220295,"2","wilt","Mean_R",0.7
127.80718,202.711957,34.07,415.804348,27.258971,"2","wilt","Mean_R",0.7
122.15942,195.15,95.18,323.975,28.948097,"2","wilt","Mean_R",0.7
126.432185,206.422908,195.14,403.061674,23.368589,"2","wilt","Mean_R",0.7
128.368754,211.354497,88.26,411.301587,24.842135,"2","wilt","Mean_R",0.7
126.739726,203.391304,111.7,390.817391,20.635785,"2","wilt","Mean_R",0.7
128.581136,200.870968,162.72,436.556452,24.033568,"2","wilt","Mean_R",0.7
136.359435,210.30581,93.98,462.568807,21.609575,"2","wilt","Mean_R",0.7
128.97306,202.625,207.04,427.49537,21.303533,"2","wilt","Mean_R",0.7
131.599825,209.560185,134.6,566.009259,36.442122,"2","wilt","Mean_R",0.7
122.665428,218.267717,57.32,498.633858,26.649676,"2","wilt","Mean_R",0.7
132.455492,198.865672,118.16,323.059702,18.657719,"2","wilt","Mean_R",0.7
129.20801,188.688679,24.62,327.716981,19.005395,"2","wilt","Mean_R",0.7
124.590466,197.325203,136.3,398.853659,18.675637,"2","wilt","Mean_R",0.7
129.360137,207.261905,119.79,464.72449,26.64041,"2","wilt","Mean_R",0.7
141.57423,199.244444,95.94,364.177778,15.219286,"2","wilt","Mean_R",0.7
127.218812,190.314961,104.82,383.393701,19.666454,"2","wilt","Mean_R",0.7
118.122585,217.894118,130.98,443.111765,18.376031,"2","wilt","Mean_R",0.7
138.614314,213.603175,178.08,421,18.304925,"2","wilt","Mean_R",0.7
134.301502,210.6,64.18,436.190476,21.034099,"2","wilt","Mean_R",0.7
142.867713,228.678571,53.87,674.964286,32.399531,"1","wilt","Mean_R",0.7
143.497283,211.608696,71.96,612.347826,29.530094,"1","wilt","Mean_R",0.7
135.725,238.916667,96.33,741.270833,20.841071,"1","wilt","Mean_R",0.7
112.824561,236.92,131.3,705.84,22.670651,"1","wilt","Mean_R",0.7
111.207547,233.1,129.34,729.775,23.673812,"1","wilt","Mean_R",0.7
124.955163,226.695652,82.89,686.434783,27.8711,"1","wilt","Mean_R",0.7
115.849866,235.893617,115.94,757.212766,19.601577,"1","wilt","Mean_R",0.7
124.970238,218.095238,159.89,595.857143,40.781037,"1","wilt","Mean_R",0.7
130.711775,169.526738,24.38,187.684492,8.875741,"1","wilt","Mean_R",0.7
113.465116,244.259259,-6.7,735.518519,34.575418,"1","wilt","Mean_R",0.7
130.118358,230.230769,109.47,689.346154,16.023282,"1","wilt","Mean_R",0.7
120.413907,216.31579,82.49,617.31579,29.403865,"1","wilt","Mean_R",0.7
127.223214,219.428571,50.46,588.857143,17.274495,"1","wilt","Mean_R",0.7
128.945313,196,101.89,437,27.335874,"1","wilt","Mean_R",0.7
133.359375,166,111.21,247,14.101751,"1","wilt","Mean_R",0.7
127.395833,200.333333,59.39,486.166667,26.023494,"1","wilt","Mean_R",0.7
137.922594,231.333333,77.29,641.866667,40.490932,"1","wilt","Mean_R",0.7
105.1,206.8,115.94,564.2,21.303521,"1","wilt","Mean_R",0.7
132.386555,203.733333,109.12,531.866667,53.596849,"1","wilt","Mean_R",0.7
107.576923,213.307692,114.53,514.153846,45.348225,"1","wilt","Mean_R",0.7
127.765766,187,106.31,310.142857,15.443941,"1","wilt","Mean_R",0.7
124.018476,170.927273,55.34,217.836364,13.337253,"1","wilt","Mean_R",0.7
132.299304,203.407407,135.39,495.407407,36.943771,"1","wilt","Mean_R",0.7
153.541667,204,102,452,1.699673,"1","wilt","Mean_R",0.7
125.73937,169.203046,156.99,206.411168,7.412496,"1","wilt","Mean_R",0.7
140.857143,175.75,-43.47,293,6.015605,"1","wilt","Mean_R",0.7
132.592007,164.682927,28.86,177.897561,8.123652,"1","wilt","Mean_R",0.7
138.240418,198.25,117.28,445.388889,27.26414,"1","wilt","Mean_R",0.7
136.250617,191.686275,191.05,441.764706,20.390781,"1","wilt","Mean_R",0.7
130.011364,199.181818,86.31,520.636364,12.186566,"1","wilt","Mean_R",0.7
120.872081,226.387097,152.84,746.806452,16.682722,"1","wilt","Mean_R",0.7
144.339744,174.4,56.17,302.1,10.067274,"1","wilt","Mean_R",0.7
106.34375,231.8,103.56,726.4,28.667229,"1","wilt","Mean_R",0.7
141.350694,224.444444,140.53,668.666667,30.063924,"1","wilt","Mean_R",0.7
128.177165,206.5,-7.67,456.875,23.224427,"1","wilt","Mean_R",0.7
127.479315,206.818182,26.86,525.431818,18.794822,"1","wilt","Mean_R",0.7
130.766562,217,75.5,648.4,24.676862,"1","wilt","Mean_R",0.7
123.854494,213.272727,80.76,645.272727,34.318355,"1","wilt","Mean_R",0.7
122.673611,183.333333,95.71,390.777778,20.083775,"1","wilt","Mean_R",0.7
119.14881,200,53.02,488.619048,29.794534,"1","wilt","Mean_R",0.7
111.150735,193.058824,-26.68,493.823529,33.466194,"1","wilt","Mean_R",0.7
109.638889,206.555556,79.57,463.555556,20.259429,"1","wilt","Mean_R",0.7
127.918558,218.87234,2.49,679.574468,19.805391,"1","wilt","Mean_R",0.7
135.184015,177,148.1,406.441177,16.311867,"1","wilt","Mean_R",0.7
138.233824,214.418605,77.54,730.813954,26.142742,"1","wilt","Mean_R",0.7
136.759563,195.695652,106.28,511.26087,15.833252,"1","wilt","Mean_R",0.7
93.6875,220.857143,154.68,677,8.729495,"1","wilt","Mean_R",0.7
106.355814,218.62963,114.19,719.592593,19.924205,"1","wilt","Mean_R",0.7
139.234043,211,110.17,588.666667,18.667328,"1","wilt","Mean_R",0.7
183.28125,204,101.48,475.5,1,"1","wilt","Mean_R",0.7
113.980836,188.722222,103.27,456,16.625783,"1","wilt","Mean_R",0.7
98.419643,210.285714,144.15,628,17.779833,"1","wilt","Mean_R",0.7
149.3125,206.666667,33.61,607.666667,27.373446,"1","wilt","Mean_R",0.7
125.569124,222.707317,84.07,775.134146,21.64281,"1","wilt","Mean_R",0.7
111.444686,206.586207,153.2,631.793103,25.200881,"1","wilt","Mean_R",0.7
109.208333,220,93.27,757.416667,19.728716,"1","wilt","Mean_R",0.7
139.497748,201.214286,23.11,568.214286,22.322857,"1","wilt","Mean_R",0.7
130.857939,201.777778,19.47,471.844444,16.218508,"1","wilt","Mean_R",0.7
141.576389,213,111.73,721.777778,40.472213,"1","wilt","Mean_R",0.7
106.289474,197.5,158.07,541.5,27.578549,"1","wilt","Mean_R",0.7
133.612211,178.5,161.94,347.289474,18.836536,"1","wilt","Mean_R",0.7
140.392046,204,79.64,583,21.859431,"1","wilt","Mean_R",0.7
134.625,216.928571,134.52,714.714286,12.613566,"1","wilt","Mean_R",0.7
142.681818,210.277778,133.85,628.333333,25.658488,"1","wilt","Mean_R",0.7
139.659091,211.545455,75.05,679.818182,13.614528,"1","wilt","Mean_R",0.7
140.75,213.684211,61.93,756.368421,10.72755,"1","wilt","Mean_R",0.7
138.65,203.2,120.3,641.2,39.852729,"1","wilt","Mean_R",0.7
143.241071,186.714286,44.25,467.571429,27.102225,"1","wilt","Mean_R",0.7
130.591709,192.78,124.9,540.5,24.079444,"1","wilt","Mean_R",0.7
117.601744,220.954546,41.14,673.181818,10.249773,"1","wilt","Mean_R",0.7
112.661088,212.4,74.27,773.6,24.338903,"1","wilt","Mean_R",0.7
122.062687,213.285714,97.52,557,22.679068,"1","wilt","Mean_R",0.7
124.751852,229.647059,39.83,806.176471,6.494608,"1","wilt","Mean_R",0.7
122.188153,200.333333,138.32,631,22.214999,"1","wilt","Mean_R",0.7
136.543046,200.578947,80.05,450.736842,16.121423,"1","wilt","Mean_R",0.7
123.29235,205.695652,186.84,481.086957,17.804016,"1","wilt","Mean_R",0.7
100.36076,230.2,130.25,821.6,17.059015,"1","wilt","Mean_R",0.7
113.276316,195,80.34,467.416667,27.275854,"1","wilt","Mean_R",0.7
127.676136,221.454546,100.26,768.454546,28.989881,"1","wilt","Mean_R",0.7
92.7625,206.4,135.68,717.2,26.229754,"1","wilt","Mean_R",0.7
119.058511,227.728814,69.55,744.372881,19.159831,"1","wilt","Mean_R",0.7
94.875,223.25,64.83,753.5,13.160072,"1","wilt","Mean_R",0.7
111.3,199.7,71.44,612.6,23.336881,"1","wilt","Mean_R",0.7
159.867188,196.375,84.64,469,17.333133,"1","wilt","Mean_R",0.7
162.1,221,150.82,612,11.757551,"1","wilt","Mean_R",0.7
143,210.842105,97.2,717.894737,37.098805,"1","wilt","Mean_R",0.7
132.873786,198.923077,46.38,549.538462,26.323882,"1","wilt","Mean_R",0.7
148.653153,192.928571,128.45,528.857143,17.552981,"1","wilt","Mean_R",0.7
124.5422,214.183674,85,575.77551,20.198123,"1","wilt","Mean_R",0.7
121.129139,220.421053,102.58,767,23.223069,"1","wilt","Mean_R",0.7
121.181818,203.181818,4.48,592.454546,45.615533,"1","wilt","Mean_R",0.7
137.717687,201.297297,188.81,484.972973,20.546763,"1","wilt","Mean_R",0.7
126.640625,221.75,110.79,591.083333,12.266712,"1","wilt","Mean_R",0.7
128.519531,192.625,19.42,589.25,18.738225,"1","wilt","Mean_R",0.7
116.983558,224.5,119.68,663.238095,20.160144,"1","wilt","Mean_R",0.7
135.914414,212.571429,132.58,677.857143,27.05135,"1","wilt","Mean_R",0.7
116.940397,201.157895,163.18,639.052632,13.9051,"1","wilt","Mean_R",0.7
119.484932,199.652174,75.71,545.26087,47.957842,"1","wilt","Mean_R",0.7
111.981061,202.176471,63.44,680.117647,10.810454,"1","wilt","Mean_R",0.7
118.043544,205.547619,45.61,625.666667,36.937566,"1","wilt","Mean_R",0.7
130.677099,174.987952,70.15,312.73494,12.141781,"1","wilt","Mean_R",0.7
131.501166,200.888889,108.53,631.481482,28.361424,"1","wilt","Mean_R",0.7
117.694588,197.938776,73.26,604.857143,17.209201,"1","wilt","Mean_R",0.7
117.405205,183,66.36,399.411765,21.051777,"1","wilt","Mean_R",0.7
130.286177,193.758621,62.6,522.534483,28.6482,"1","wilt","Mean_R",0.7
149.554688,201,4.65,629.5,25.780019,"1","wilt","Mean_R",0.7
