"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,50,12170.3,98,"2","blood-transfusion-service-center","V3",0.1
0,13,3005.08,28,"2","blood-transfusion-service-center","V3",0.1
1,16,3870.41,35,"2","blood-transfusion-service-center","V3",0.1
2,20,5025.29,45,"2","blood-transfusion-service-center","V3",0.1
1,24,5540.59,77,"1","blood-transfusion-service-center","V3",0.1
4,4,1003.89,4,"1","blood-transfusion-service-center","V3",0.1
2,7,1827.03,14,"2","blood-transfusion-service-center","V3",0.1
1,12,2922.3,35,"1","blood-transfusion-service-center","V3",0.1
2,9,2382.55,22,"2","blood-transfusion-service-center","V3",0.1
5,46,11473.81,98,"2","blood-transfusion-service-center","V3",0.1
4,23,5618.52,58,"1","blood-transfusion-service-center","V3",0.1
0,3,978.17,4,"1","blood-transfusion-service-center","V3",0.1
2,10,2431.52,28,"2","blood-transfusion-service-center","V3",0.1
1,13,3266.68,47,"1","blood-transfusion-service-center","V3",0.1
2,6,1406.67,15,"2","blood-transfusion-service-center","V3",0.1
2,5,1203.78,11,"2","blood-transfusion-service-center","V3",0.1
2,14,3609.44,48,"2","blood-transfusion-service-center","V3",0.1
2,15,3805.2,49,"2","blood-transfusion-service-center","V3",0.1
2,6,1557.76,15,"2","blood-transfusion-service-center","V3",0.1
2,3,908.07,4,"2","blood-transfusion-service-center","V3",0.1
2,3,633.97,4,"2","blood-transfusion-service-center","V3",0.1
4,11,2838.48,28,"1","blood-transfusion-service-center","V3",0.1
2,6,1344.9,16,"2","blood-transfusion-service-center","V3",0.1
2,6,1648.79,16,"2","blood-transfusion-service-center","V3",0.1
9,9,2275.93,16,"1","blood-transfusion-service-center","V3",0.1
4,14,3349.5,40,"1","blood-transfusion-service-center","V3",0.1
4,6,1665.35,14,"1","blood-transfusion-service-center","V3",0.1
4,12,3005.89,34,"2","blood-transfusion-service-center","V3",0.1
4,5,1337.14,11,"2","blood-transfusion-service-center","V3",0.1
4,8,1805.9,21,"1","blood-transfusion-service-center","V3",0.1
1,14,3589.77,58,"1","blood-transfusion-service-center","V3",0.1
4,10,2613,28,"2","blood-transfusion-service-center","V3",0.1
4,10,2538.59,28,"2","blood-transfusion-service-center","V3",0.1
4,9,2112.95,26,"2","blood-transfusion-service-center","V3",0.1
2,16,4139,64,"1","blood-transfusion-service-center","V3",0.1
2,8,1684.94,28,"2","blood-transfusion-service-center","V3",0.1
2,12,3102.39,47,"2","blood-transfusion-service-center","V3",0.1
4,6,1626.33,16,"2","blood-transfusion-service-center","V3",0.1
2,14,3732.84,57,"2","blood-transfusion-service-center","V3",0.1
4,7,1882.96,22,"2","blood-transfusion-service-center","V3",0.1
2,13,2902.45,53,"2","blood-transfusion-service-center","V3",0.1
2,5,1199.86,16,"1","blood-transfusion-service-center","V3",0.1
2,5,937.8,16,"2","blood-transfusion-service-center","V3",0.1
2,5,1418.01,16,"1","blood-transfusion-service-center","V3",0.1
4,20,5080.28,69,"2","blood-transfusion-service-center","V3",0.1
4,9,2255.08,28,"2","blood-transfusion-service-center","V3",0.1
2,9,2064.14,36,"1","blood-transfusion-service-center","V3",0.1
2,2,438.33,2,"1","blood-transfusion-service-center","V3",0.1
2,2,456.12,2,"1","blood-transfusion-service-center","V3",0.1
2,2,666.46,2,"1","blood-transfusion-service-center","V3",0.1
2,11,2869.73,46,"1","blood-transfusion-service-center","V3",0.1
2,11,2594.81,46,"2","blood-transfusion-service-center","V3",0.1
2,6,1527.27,22,"1","blood-transfusion-service-center","V3",0.1
2,12,2931.74,52,"1","blood-transfusion-service-center","V3",0.1
4,5,1400.98,14,"2","blood-transfusion-service-center","V3",0.1
4,19,4709.14,69,"2","blood-transfusion-service-center","V3",0.1
4,8,2036.5,26,"2","blood-transfusion-service-center","V3",0.1
2,7,1745.88,28,"2","blood-transfusion-service-center","V3",0.1
2,16,3683.68,81,"1","blood-transfusion-service-center","V3",0.1
3,6,1615.63,21,"1","blood-transfusion-service-center","V3",0.1
2,7,1726.93,29,"1","blood-transfusion-service-center","V3",0.1
2,8,1988.45,35,"2","blood-transfusion-service-center","V3",0.1
2,10,2653.31,49,"1","blood-transfusion-service-center","V3",0.1
4,5,1378.3,16,"2","blood-transfusion-service-center","V3",0.1
2,3,699.97,9,"2","blood-transfusion-service-center","V3",0.1
3,16,4284.12,74,"1","blood-transfusion-service-center","V3",0.1
2,4,966.86,14,"2","blood-transfusion-service-center","V3",0.1
0,2,528.03,4,"1","blood-transfusion-service-center","V3",0.1
4,7,1952.33,25,"1","blood-transfusion-service-center","V3",0.1
1,9,2132.7,51,"1","blood-transfusion-service-center","V3",0.1
2,4,1028.54,16,"1","blood-transfusion-service-center","V3",0.1
2,4,811.17,16,"1","blood-transfusion-service-center","V3",0.1
4,17,4304.64,71,"2","blood-transfusion-service-center","V3",0.1
2,2,592.45,4,"1","blood-transfusion-service-center","V3",0.1
2,2,728.66,4,"2","blood-transfusion-service-center","V3",0.1
2,2,395.24,4,"2","blood-transfusion-service-center","V3",0.1
2,4,853.03,16,"2","blood-transfusion-service-center","V3",0.1
2,2,632.63,4,"1","blood-transfusion-service-center","V3",0.1
2,2,530.16,4,"1","blood-transfusion-service-center","V3",0.1
2,2,324.7,4,"1","blood-transfusion-service-center","V3",0.1
4,6,1306.72,23,"2","blood-transfusion-service-center","V3",0.1
2,4,1159.86,16,"1","blood-transfusion-service-center","V3",0.1
