"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1,1,2.34,2,"monks-problems-2","attr5",0.9
0,1,1,1,1,4.64,1,"monks-problems-2","attr5",0.9
0,1,1,1,2,0.11,1,"monks-problems-2","attr5",0.9
0,1,1,1,2,0.91,2,"monks-problems-2","attr5",0.9
0,1,1,1,2,1.79,1,"monks-problems-2","attr5",0.9
0,1,1,1,2,3.95,1,"monks-problems-2","attr5",0.9
0,1,1,1,2,2.77,1,"monks-problems-2","attr5",0.9
0,1,1,1,3,1.87,1,"monks-problems-2","attr5",0.9
0,1,1,1,3,2.02,1,"monks-problems-2","attr5",0.9
0,1,1,2,1,1.02,1,"monks-problems-2","attr5",0.9
0,1,1,2,1,0.85,2,"monks-problems-2","attr5",0.9
0,1,1,2,2,4.16,1,"monks-problems-2","attr5",0.9
0,1,1,2,2,2.15,1,"monks-problems-2","attr5",0.9
1,1,1,2,2,3.83,2,"monks-problems-2","attr5",0.9
0,1,1,2,3,2.86,2,"monks-problems-2","attr5",0.9
1,1,1,2,3,3.02,2,"monks-problems-2","attr5",0.9
0,1,2,1,1,1.05,2,"monks-problems-2","attr5",0.9
0,1,2,1,2,2.6,2,"monks-problems-2","attr5",0.9
1,1,2,1,2,3.83,2,"monks-problems-2","attr5",0.9
0,1,2,1,2,2.82,1,"monks-problems-2","attr5",0.9
1,1,2,1,2,4.67,2,"monks-problems-2","attr5",0.9
0,1,2,1,2,6.06,1,"monks-problems-2","attr5",0.9
0,1,2,1,3,2.08,1,"monks-problems-2","attr5",0.9
0,1,2,1,3,1.08,2,"monks-problems-2","attr5",0.9
1,1,2,1,3,0.56,2,"monks-problems-2","attr5",0.9
0,1,2,1,3,3.87,1,"monks-problems-2","attr5",0.9
1,1,2,1,3,2.93,2,"monks-problems-2","attr5",0.9
0,1,2,1,3,3.03,1,"monks-problems-2","attr5",0.9
1,1,2,1,3,5.35,2,"monks-problems-2","attr5",0.9
0,1,2,2,1,2.24,1,"monks-problems-2","attr5",0.9
0,1,2,2,1,3.13,1,"monks-problems-2","attr5",0.9
1,1,2,2,2,1.27,1,"monks-problems-2","attr5",0.9
1,1,2,2,2,2.79,1,"monks-problems-2","attr5",0.9
0,1,2,2,3,-2.16,1,"monks-problems-2","attr5",0.9
1,1,2,2,3,0.07,2,"monks-problems-2","attr5",0.9
1,1,2,2,3,3.8,1,"monks-problems-2","attr5",0.9
0,1,2,2,3,3.79,2,"monks-problems-2","attr5",0.9
1,1,2,2,3,3.32,1,"monks-problems-2","attr5",0.9
0,1,2,2,3,4.99,2,"monks-problems-2","attr5",0.9
0,1,3,1,1,0.29,2,"monks-problems-2","attr5",0.9
