"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.1,3.5,1.4,0.75,"Iris_setosa","iris","petalwidth",0.6
4.9,3,1.4,-0.14,"Iris_setosa","iris","petalwidth",0.6
4.7,3.2,1.3,-0.1,"Iris_setosa","iris","petalwidth",0.6
4.6,3.1,1.5,0.08,"Iris_setosa","iris","petalwidth",0.6
5,3.6,1.4,-0.39,"Iris_setosa","iris","petalwidth",0.6
5.4,3.9,1.7,0.21,"Iris_setosa","iris","petalwidth",0.6
4.6,3.4,1.4,0.12,"Iris_setosa","iris","petalwidth",0.6
5,3.4,1.5,0.23,"Iris_setosa","iris","petalwidth",0.6
4.4,2.9,1.4,0.51,"Iris_setosa","iris","petalwidth",0.6
4.9,3.1,1.5,0.82,"Iris_setosa","iris","petalwidth",0.6
5.4,3.7,1.5,0.57,"Iris_setosa","iris","petalwidth",0.6
4.8,3.4,1.6,-0.38,"Iris_setosa","iris","petalwidth",0.6
4.8,3,1.4,0.79,"Iris_setosa","iris","petalwidth",0.6
4.3,3,1.1,0.47,"Iris_setosa","iris","petalwidth",0.6
5.8,4,1.2,0.23,"Iris_setosa","iris","petalwidth",0.6
5.7,4.4,1.5,1.02,"Iris_setosa","iris","petalwidth",0.6
5.4,3.9,1.3,0.65,"Iris_setosa","iris","petalwidth",0.6
5.1,3.5,1.4,0.23,"Iris_setosa","iris","petalwidth",0.6
5.7,3.8,1.7,0.03,"Iris_setosa","iris","petalwidth",0.6
5.1,3.8,1.5,0.71,"Iris_setosa","iris","petalwidth",0.6
5.4,3.4,1.7,-0.81,"Iris_setosa","iris","petalwidth",0.6
5.1,3.7,1.5,0.33,"Iris_setosa","iris","petalwidth",0.6
4.6,3.6,1,-0.32,"Iris_setosa","iris","petalwidth",0.6
5.1,3.3,1.7,-0.43,"Iris_setosa","iris","petalwidth",0.6
4.8,3.4,1.9,0.3,"Iris_setosa","iris","petalwidth",0.6
5,3,1.6,0.14,"Iris_setosa","iris","petalwidth",0.6
5,3.4,1.6,-0.53,"Iris_setosa","iris","petalwidth",0.6
5.2,3.5,1.5,0.07,"Iris_setosa","iris","petalwidth",0.6
5.2,3.4,1.4,0.39,"Iris_setosa","iris","petalwidth",0.6
4.7,3.2,1.6,0.49,"Iris_setosa","iris","petalwidth",0.6
4.8,3.1,1.6,0.33,"Iris_setosa","iris","petalwidth",0.6
5.4,3.4,1.5,0.73,"Iris_setosa","iris","petalwidth",0.6
5.2,4.1,1.5,0.19,"Iris_setosa","iris","petalwidth",0.6
5.5,4.2,1.4,0.37,"Iris_setosa","iris","petalwidth",0.6
4.9,3.1,1.5,0.05,"Iris_setosa","iris","petalwidth",0.6
5,3.2,1.2,-0.27,"Iris_setosa","iris","petalwidth",0.6
5.5,3.5,1.3,0.32,"Iris_setosa","iris","petalwidth",0.6
4.9,3.1,1.5,0.52,"Iris_setosa","iris","petalwidth",0.6
4.4,3,1.3,1.24,"Iris_setosa","iris","petalwidth",0.6
5.1,3.4,1.5,0,"Iris_setosa","iris","petalwidth",0.6
5,3.5,1.3,0.31,"Iris_setosa","iris","petalwidth",0.6
4.5,2.3,1.3,-0.67,"Iris_setosa","iris","petalwidth",0.6
4.4,3.2,1.3,-0.16,"Iris_setosa","iris","petalwidth",0.6
5,3.5,1.6,1.19,"Iris_setosa","iris","petalwidth",0.6
5.1,3.8,1.9,0.28,"Iris_setosa","iris","petalwidth",0.6
4.8,3,1.4,0.56,"Iris_setosa","iris","petalwidth",0.6
5.1,3.8,1.6,0.51,"Iris_setosa","iris","petalwidth",0.6
4.6,3.2,1.4,-0.23,"Iris_setosa","iris","petalwidth",0.6
5.3,3.7,1.5,0.21,"Iris_setosa","iris","petalwidth",0.6
5,3.3,1.4,0.31,"Iris_setosa","iris","petalwidth",0.6
7,3.2,4.7,1.26,"Iris_versicolor","iris","petalwidth",0.6
6.4,3.2,4.5,1.59,"Iris_versicolor","iris","petalwidth",0.6
6.9,3.1,4.9,1.2,"Iris_versicolor","iris","petalwidth",0.6
5.5,2.3,4,0.77,"Iris_versicolor","iris","petalwidth",0.6
6.5,2.8,4.6,1.74,"Iris_versicolor","iris","petalwidth",0.6
5.7,2.8,4.5,1.94,"Iris_versicolor","iris","petalwidth",0.6
6.3,3.3,4.7,1.68,"Iris_versicolor","iris","petalwidth",0.6
4.9,2.4,3.3,0.97,"Iris_versicolor","iris","petalwidth",0.6
6.6,2.9,4.6,1.17,"Iris_versicolor","iris","petalwidth",0.6
5.2,2.7,3.9,2.05,"Iris_versicolor","iris","petalwidth",0.6
5,2,3.5,1.5,"Iris_versicolor","iris","petalwidth",0.6
5.9,3,4.2,2.14,"Iris_versicolor","iris","petalwidth",0.6
6,2.2,4,1.29,"Iris_versicolor","iris","petalwidth",0.6
6.1,2.9,4.7,1.53,"Iris_versicolor","iris","petalwidth",0.6
5.6,2.9,3.6,1.53,"Iris_versicolor","iris","petalwidth",0.6
6.7,3.1,4.4,1.52,"Iris_versicolor","iris","petalwidth",0.6
5.6,3,4.5,0.95,"Iris_versicolor","iris","petalwidth",0.6
5.8,2.7,4.1,1.99,"Iris_versicolor","iris","petalwidth",0.6
6.2,2.2,4.5,0.98,"Iris_versicolor","iris","petalwidth",0.6
5.6,2.5,3.9,1.54,"Iris_versicolor","iris","petalwidth",0.6
5.9,3.2,4.8,1.23,"Iris_versicolor","iris","petalwidth",0.6
6.1,2.8,4,0.89,"Iris_versicolor","iris","petalwidth",0.6
6.3,2.5,4.9,1.18,"Iris_versicolor","iris","petalwidth",0.6
6.1,2.8,4.7,0.65,"Iris_versicolor","iris","petalwidth",0.6
6.4,2.9,4.3,1.27,"Iris_versicolor","iris","petalwidth",0.6
6.6,3,4.4,1.01,"Iris_versicolor","iris","petalwidth",0.6
6.8,2.8,4.8,1.47,"Iris_versicolor","iris","petalwidth",0.6
6.7,3,5,2.62,"Iris_versicolor","iris","petalwidth",0.6
6,2.9,4.5,1.84,"Iris_versicolor","iris","petalwidth",0.6
5.7,2.6,3.5,0.23,"Iris_versicolor","iris","petalwidth",0.6
5.5,2.4,3.8,1.32,"Iris_versicolor","iris","petalwidth",0.6
5.5,2.4,3.7,1.03,"Iris_versicolor","iris","petalwidth",0.6
5.8,2.7,3.9,2.09,"Iris_versicolor","iris","petalwidth",0.6
6,2.7,5.1,1.83,"Iris_versicolor","iris","petalwidth",0.6
5.4,3,4.5,1.38,"Iris_versicolor","iris","petalwidth",0.6
6,3.4,4.5,1.02,"Iris_versicolor","iris","petalwidth",0.6
6.7,3.1,4.7,1.52,"Iris_versicolor","iris","petalwidth",0.6
6.3,2.3,4.4,1.84,"Iris_versicolor","iris","petalwidth",0.6
5.6,3,4.1,0.89,"Iris_versicolor","iris","petalwidth",0.6
5.5,2.5,4,0.95,"Iris_versicolor","iris","petalwidth",0.6
5.5,2.6,4.4,1.65,"Iris_versicolor","iris","petalwidth",0.6
6.1,3,4.6,1.82,"Iris_versicolor","iris","petalwidth",0.6
5.8,2.6,4,1.07,"Iris_versicolor","iris","petalwidth",0.6
5,2.3,3.3,0.78,"Iris_versicolor","iris","petalwidth",0.6
5.6,2.7,4.2,1.18,"Iris_versicolor","iris","petalwidth",0.6
5.7,3,4.2,1.71,"Iris_versicolor","iris","petalwidth",0.6
5.7,2.9,4.2,1.33,"Iris_versicolor","iris","petalwidth",0.6
6.2,2.9,4.3,1.42,"Iris_versicolor","iris","petalwidth",0.6
5.1,2.5,3,1.85,"Iris_versicolor","iris","petalwidth",0.6
5.7,2.8,4.1,1.7,"Iris_versicolor","iris","petalwidth",0.6
6.3,3.3,6,3.06,"Iris_virginica","iris","petalwidth",0.6
5.8,2.7,5.1,2.69,"Iris_virginica","iris","petalwidth",0.6
7.1,3,5.9,1.96,"Iris_virginica","iris","petalwidth",0.6
6.3,2.9,5.6,1.75,"Iris_virginica","iris","petalwidth",0.6
6.5,3,5.8,2.28,"Iris_virginica","iris","petalwidth",0.6
7.6,3,6.6,2.31,"Iris_virginica","iris","petalwidth",0.6
4.9,2.5,4.5,1.47,"Iris_virginica","iris","petalwidth",0.6
7.3,2.9,6.3,1.9,"Iris_virginica","iris","petalwidth",0.6
6.7,2.5,5.8,1.48,"Iris_virginica","iris","petalwidth",0.6
7.2,3.6,6.1,2.66,"Iris_virginica","iris","petalwidth",0.6
6.5,3.2,5.1,1.57,"Iris_virginica","iris","petalwidth",0.6
6.4,2.7,5.3,1.79,"Iris_virginica","iris","petalwidth",0.6
