"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1.13,1,2,2,"monks-problems-2","attr3",0.7
0,1,1,0.61,1,4,1,"monks-problems-2","attr3",0.7
0,1,1,1.13,2,1,1,"monks-problems-2","attr3",0.7
0,1,1,0.54,2,1,2,"monks-problems-2","attr3",0.7
0,1,1,1.27,2,2,1,"monks-problems-2","attr3",0.7
0,1,1,0.8,2,3,1,"monks-problems-2","attr3",0.7
0,1,1,0.98,2,4,1,"monks-problems-2","attr3",0.7
0,1,1,0.98,3,2,1,"monks-problems-2","attr3",0.7
0,1,1,0.98,3,4,1,"monks-problems-2","attr3",0.7
0,1,1,1.71,1,1,1,"monks-problems-2","attr3",0.7
0,1,1,2.11,1,1,2,"monks-problems-2","attr3",0.7
0,1,1,1.8,2,3,1,"monks-problems-2","attr3",0.7
0,1,1,2.11,2,4,1,"monks-problems-2","attr3",0.7
1,1,1,1.99,2,4,2,"monks-problems-2","attr3",0.7
0,1,1,2.23,3,1,2,"monks-problems-2","attr3",0.7
1,1,1,1.97,3,2,2,"monks-problems-2","attr3",0.7
0,1,2,0.77,1,1,2,"monks-problems-2","attr3",0.7
0,1,2,0.86,2,1,2,"monks-problems-2","attr3",0.7
1,1,2,0.85,2,2,2,"monks-problems-2","attr3",0.7
0,1,2,0.45,2,3,1,"monks-problems-2","attr3",0.7
1,1,2,1.11,2,3,2,"monks-problems-2","attr3",0.7
0,1,2,1.02,2,4,1,"monks-problems-2","attr3",0.7
0,1,2,1.39,3,1,1,"monks-problems-2","attr3",0.7
0,1,2,0.62,3,1,2,"monks-problems-2","attr3",0.7
1,1,2,0.44,3,2,2,"monks-problems-2","attr3",0.7
0,1,2,0.8,3,3,1,"monks-problems-2","attr3",0.7
1,1,2,0.67,3,3,2,"monks-problems-2","attr3",0.7
0,1,2,0.68,3,4,1,"monks-problems-2","attr3",0.7
1,1,2,0.55,3,4,2,"monks-problems-2","attr3",0.7
0,1,2,2.18,1,2,1,"monks-problems-2","attr3",0.7
0,1,2,1.68,1,4,1,"monks-problems-2","attr3",0.7
1,1,2,2.09,2,3,1,"monks-problems-2","attr3",0.7
1,1,2,2.35,2,4,1,"monks-problems-2","attr3",0.7
0,1,2,2.36,3,1,1,"monks-problems-2","attr3",0.7
1,1,2,1.64,3,1,2,"monks-problems-2","attr3",0.7
1,1,2,2.26,3,3,1,"monks-problems-2","attr3",0.7
0,1,2,1.91,3,3,2,"monks-problems-2","attr3",0.7
1,1,2,1.32,3,4,1,"monks-problems-2","attr3",0.7
0,1,2,1.98,3,4,2,"monks-problems-2","attr3",0.7
0,1,3,1.83,1,1,2,"monks-problems-2","attr3",0.7
0,1,3,1.29,1,2,2,"monks-problems-2","attr3",0.7
0,1,3,0.94,1,3,1,"monks-problems-2","attr3",0.7
0,1,3,1.42,1,3,2,"monks-problems-2","attr3",0.7
0,1,3,1.24,2,2,1,"monks-problems-2","attr3",0.7
1,1,3,0.19,2,2,2,"monks-problems-2","attr3",0.7
1,1,3,0.91,2,3,2,"monks-problems-2","attr3",0.7
0,1,3,1.22,2,4,1,"monks-problems-2","attr3",0.7
1,1,3,1.53,3,2,2,"monks-problems-2","attr3",0.7
0,1,3,1.53,3,3,1,"monks-problems-2","attr3",0.7
1,1,3,1.05,3,4,2,"monks-problems-2","attr3",0.7
0,1,3,2.28,1,3,1,"monks-problems-2","attr3",0.7
1,1,3,1.8,1,3,2,"monks-problems-2","attr3",0.7
0,1,3,2.46,1,4,1,"monks-problems-2","attr3",0.7
1,1,3,2.49,2,1,2,"monks-problems-2","attr3",0.7
0,1,3,1.53,2,3,2,"monks-problems-2","attr3",0.7
0,1,3,2.33,2,4,2,"monks-problems-2","attr3",0.7
1,1,3,1.95,3,2,1,"monks-problems-2","attr3",0.7
0,2,1,1.11,1,1,1,"monks-problems-2","attr3",0.7
0,2,1,0.68,1,2,2,"monks-problems-2","attr3",0.7
0,2,1,1.1,1,3,1,"monks-problems-2","attr3",0.7
1,2,1,1.02,2,2,2,"monks-problems-2","attr3",0.7
0,2,1,0.94,3,1,2,"monks-problems-2","attr3",0.7
1,2,1,0.95,3,2,2,"monks-problems-2","attr3",0.7
1,2,1,1.01,3,3,2,"monks-problems-2","attr3",0.7
0,2,1,1.5,3,4,1,"monks-problems-2","attr3",0.7
0,2,1,2.01,1,1,1,"monks-problems-2","attr3",0.7
1,2,1,2.06,1,2,2,"monks-problems-2","attr3",0.7
0,2,1,2.51,1,4,1,"monks-problems-2","attr3",0.7
1,2,1,2.34,2,2,1,"monks-problems-2","attr3",0.7
0,2,1,2.4,2,4,2,"monks-problems-2","attr3",0.7
0,2,1,1.58,3,1,1,"monks-problems-2","attr3",0.7
1,2,1,2.49,3,1,2,"monks-problems-2","attr3",0.7
0,2,1,1.26,3,2,2,"monks-problems-2","attr3",0.7
0,2,1,2.09,3,3,2,"monks-problems-2","attr3",0.7
0,2,1,2.3,3,4,2,"monks-problems-2","attr3",0.7
0,2,2,1.45,1,3,1,"monks-problems-2","attr3",0.7
1,2,2,0.76,1,4,2,"monks-problems-2","attr3",0.7
0,2,2,0.56,2,1,1,"monks-problems-2","attr3",0.7
1,2,2,1.22,2,3,1,"monks-problems-2","attr3",0.7
1,2,2,1.04,3,3,1,"monks-problems-2","attr3",0.7
0,2,2,0.29,3,3,2,"monks-problems-2","attr3",0.7
1,2,2,1.42,3,4,1,"monks-problems-2","attr3",0.7
0,2,2,1.66,1,1,1,"monks-problems-2","attr3",0.7
0,2,2,1.26,1,2,2,"monks-problems-2","attr3",0.7
0,2,2,2.26,1,3,2,"monks-problems-2","attr3",0.7
1,2,2,1.62,1,4,1,"monks-problems-2","attr3",0.7
0,2,2,1.91,1,4,2,"monks-problems-2","attr3",0.7
1,2,2,1.83,2,1,1,"monks-problems-2","attr3",0.7
0,2,2,1.46,2,2,2,"monks-problems-2","attr3",0.7
0,2,2,2.1,2,3,1,"monks-problems-2","attr3",0.7
1,2,2,2.01,3,1,1,"monks-problems-2","attr3",0.7
0,2,2,1.75,3,2,1,"monks-problems-2","attr3",0.7
0,2,2,1.79,3,2,2,"monks-problems-2","attr3",0.7
0,2,2,2.38,3,4,2,"monks-problems-2","attr3",0.7
0,2,3,0.95,1,1,1,"monks-problems-2","attr3",0.7
0,2,3,1.09,1,1,2,"monks-problems-2","attr3",0.7
1,2,3,0.6,1,3,2,"monks-problems-2","attr3",0.7
0,2,3,1.3,2,1,1,"monks-problems-2","attr3",0.7
1,2,3,1.33,2,3,1,"monks-problems-2","attr3",0.7
0,2,3,0.72,2,3,2,"monks-problems-2","attr3",0.7
0,2,3,1.34,2,4,2,"monks-problems-2","attr3",0.7
1,2,3,0.76,3,1,2,"monks-problems-2","attr3",0.7
1,2,3,1.24,3,2,1,"monks-problems-2","attr3",0.7
1,2,3,1.43,3,4,1,"monks-problems-2","attr3",0.7
1,2,3,1.73,1,1,2,"monks-problems-2","attr3",0.7
1,2,3,2.15,1,2,1,"monks-problems-2","attr3",0.7
1,2,3,1.85,1,3,1,"monks-problems-2","attr3",0.7
0,2,3,2.26,1,4,2,"monks-problems-2","attr3",0.7
1,2,3,2.11,2,1,1,"monks-problems-2","attr3",0.7
0,2,3,2.04,2,2,1,"monks-problems-2","attr3",0.7
0,2,3,2.52,2,3,2,"monks-problems-2","attr3",0.7
0,2,3,2.66,3,3,1,"monks-problems-2","attr3",0.7
0,2,3,1.91,3,3,2,"monks-problems-2","attr3",0.7
0,2,3,2.03,3,4,2,"monks-problems-2","attr3",0.7
0,3,1,1.47,1,4,1,"monks-problems-2","attr3",0.7
0,3,1,0.95,2,1,2,"monks-problems-2","attr3",0.7
1,3,1,0.82,2,2,2,"monks-problems-2","attr3",0.7
1,3,1,0.84,2,3,2,"monks-problems-2","attr3",0.7
0,3,1,1.41,2,4,1,"monks-problems-2","attr3",0.7
1,3,1,0.95,2,4,2,"monks-problems-2","attr3",0.7
0,3,1,1.43,3,1,1,"monks-problems-2","attr3",0.7
0,3,1,1.48,3,1,2,"monks-problems-2","attr3",0.7
1,3,1,0.77,3,2,2,"monks-problems-2","attr3",0.7
1,3,1,1.23,3,3,2,"monks-problems-2","attr3",0.7
0,3,1,1.97,1,1,1,"monks-problems-2","attr3",0.7
1,3,1,2.18,1,2,2,"monks-problems-2","attr3",0.7
0,3,1,1.32,1,3,1,"monks-problems-2","attr3",0.7
1,3,1,2.08,1,3,2,"monks-problems-2","attr3",0.7
0,3,1,1.89,1,4,1,"monks-problems-2","attr3",0.7
1,3,1,1.83,1,4,2,"monks-problems-2","attr3",0.7
1,3,1,1.69,2,2,1,"monks-problems-2","attr3",0.7
1,3,1,1.62,3,1,2,"monks-problems-2","attr3",0.7
1,3,1,2.16,3,2,1,"monks-problems-2","attr3",0.7
0,3,1,2.19,3,2,2,"monks-problems-2","attr3",0.7
0,3,1,2.49,3,4,2,"monks-problems-2","attr3",0.7
0,3,2,0.65,1,1,2,"monks-problems-2","attr3",0.7
1,3,2,0.81,1,2,2,"monks-problems-2","attr3",0.7
0,3,2,1.39,1,3,1,"monks-problems-2","attr3",0.7
1,3,2,1.32,1,3,2,"monks-problems-2","attr3",0.7
1,3,2,1.58,2,1,2,"monks-problems-2","attr3",0.7
1,3,2,1.02,2,2,1,"monks-problems-2","attr3",0.7
0,3,2,1.28,3,1,1,"monks-problems-2","attr3",0.7
1,3,2,0.19,3,2,1,"monks-problems-2","attr3",0.7
1,3,2,0.97,3,3,1,"monks-problems-2","attr3",0.7
0,3,2,1.45,3,3,2,"monks-problems-2","attr3",0.7
0,3,2,1.51,1,1,1,"monks-problems-2","attr3",0.7
0,3,2,2.48,1,2,2,"monks-problems-2","attr3",0.7
1,3,2,1.87,1,3,1,"monks-problems-2","attr3",0.7
0,3,2,2.39,1,3,2,"monks-problems-2","attr3",0.7
1,3,2,2.81,2,1,1,"monks-problems-2","attr3",0.7
0,3,2,2.14,2,2,1,"monks-problems-2","attr3",0.7
