"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1,1,2,2.54,"monks-problems-2","attr6",0.9
0,1,1,1,1,4,1.11,"monks-problems-2","attr6",0.9
0,1,1,1,2,1,1.3,"monks-problems-2","attr6",0.9
0,1,1,1,2,1,2.65,"monks-problems-2","attr6",0.9
0,1,1,1,2,2,1.16,"monks-problems-2","attr6",0.9
0,1,1,1,2,3,1.68,"monks-problems-2","attr6",0.9
0,1,1,1,2,4,1.14,"monks-problems-2","attr6",0.9
0,1,1,1,3,2,0.58,"monks-problems-2","attr6",0.9
0,1,1,1,3,4,1.25,"monks-problems-2","attr6",0.9
0,1,1,2,1,1,0.33,"monks-problems-2","attr6",0.9
0,1,1,2,1,1,2.23,"monks-problems-2","attr6",0.9
0,1,1,2,2,3,0.46,"monks-problems-2","attr6",0.9
0,1,1,2,2,4,0.85,"monks-problems-2","attr6",0.9
1,1,1,2,2,4,2.31,"monks-problems-2","attr6",0.9
0,1,1,2,3,1,1.66,"monks-problems-2","attr6",0.9
1,1,1,2,3,2,1.34,"monks-problems-2","attr6",0.9
0,1,2,1,1,1,1.95,"monks-problems-2","attr6",0.9
0,1,2,1,2,1,1.73,"monks-problems-2","attr6",0.9
1,1,2,1,2,2,2.51,"monks-problems-2","attr6",0.9
0,1,2,1,2,3,0.51,"monks-problems-2","attr6",0.9
1,1,2,1,2,3,1.37,"monks-problems-2","attr6",0.9
0,1,2,1,2,4,0.66,"monks-problems-2","attr6",0.9
0,1,2,1,3,1,1.65,"monks-problems-2","attr6",0.9
0,1,2,1,3,1,2.39,"monks-problems-2","attr6",0.9
1,1,2,1,3,2,1.67,"monks-problems-2","attr6",0.9
0,1,2,1,3,3,0.31,"monks-problems-2","attr6",0.9
1,1,2,1,3,3,2.17,"monks-problems-2","attr6",0.9
0,1,2,1,3,4,0.34,"monks-problems-2","attr6",0.9
1,1,2,1,3,4,1.93,"monks-problems-2","attr6",0.9
0,1,2,2,1,2,0.69,"monks-problems-2","attr6",0.9
0,1,2,2,1,4,0.82,"monks-problems-2","attr6",0.9
1,1,2,2,2,3,1.18,"monks-problems-2","attr6",0.9
1,1,2,2,2,4,1.27,"monks-problems-2","attr6",0.9
0,1,2,2,3,1,1.13,"monks-problems-2","attr6",0.9
1,1,2,2,3,1,1.27,"monks-problems-2","attr6",0.9
1,1,2,2,3,3,1.29,"monks-problems-2","attr6",0.9
0,1,2,2,3,3,1.83,"monks-problems-2","attr6",0.9
1,1,2,2,3,4,1.5,"monks-problems-2","attr6",0.9
0,1,2,2,3,4,2.17,"monks-problems-2","attr6",0.9
0,1,3,1,1,1,1.8,"monks-problems-2","attr6",0.9
0,1,3,1,1,2,2.92,"monks-problems-2","attr6",0.9
0,1,3,1,1,3,1.2,"monks-problems-2","attr6",0.9
0,1,3,1,1,3,1.53,"monks-problems-2","attr6",0.9
0,1,3,1,2,2,0.97,"monks-problems-2","attr6",0.9
1,1,3,1,2,2,1.55,"monks-problems-2","attr6",0.9
1,1,3,1,2,3,1.38,"monks-problems-2","attr6",0.9
0,1,3,1,2,4,1.1,"monks-problems-2","attr6",0.9
1,1,3,1,3,2,2.11,"monks-problems-2","attr6",0.9
0,1,3,1,3,3,1.36,"monks-problems-2","attr6",0.9
