"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,50,12500,97.51,"2","blood-transfusion-service-center","V4",0.1
0,13,3250,28.91,"2","blood-transfusion-service-center","V4",0.1
1,16,4000,36.21,"2","blood-transfusion-service-center","V4",0.1
2,20,5000,41.39,"2","blood-transfusion-service-center","V4",0.1
1,24,6000,77.51,"1","blood-transfusion-service-center","V4",0.1
4,4,1000,4.08,"1","blood-transfusion-service-center","V4",0.1
2,7,1750,13.61,"2","blood-transfusion-service-center","V4",0.1
1,12,3000,33.81,"1","blood-transfusion-service-center","V4",0.1
2,9,2250,19.44,"2","blood-transfusion-service-center","V4",0.1
5,46,11500,97.76,"2","blood-transfusion-service-center","V4",0.1
4,23,5750,58.06,"1","blood-transfusion-service-center","V4",0.1
0,3,750,3.17,"1","blood-transfusion-service-center","V4",0.1
2,10,2500,24.55,"2","blood-transfusion-service-center","V4",0.1
1,13,3250,45.95,"1","blood-transfusion-service-center","V4",0.1
2,6,1500,11.76,"2","blood-transfusion-service-center","V4",0.1
2,5,1250,12.18,"2","blood-transfusion-service-center","V4",0.1
2,14,3500,47.34,"2","blood-transfusion-service-center","V4",0.1
2,15,3750,45.68,"2","blood-transfusion-service-center","V4",0.1
2,6,1500,15.44,"2","blood-transfusion-service-center","V4",0.1
2,3,750,0.85,"2","blood-transfusion-service-center","V4",0.1
2,3,750,1.23,"2","blood-transfusion-service-center","V4",0.1
4,11,2750,33.81,"1","blood-transfusion-service-center","V4",0.1
2,6,1500,17.42,"2","blood-transfusion-service-center","V4",0.1
2,6,1500,17.52,"2","blood-transfusion-service-center","V4",0.1
9,9,2250,19.65,"1","blood-transfusion-service-center","V4",0.1
4,14,3500,43.97,"1","blood-transfusion-service-center","V4",0.1
4,6,1500,16.5,"1","blood-transfusion-service-center","V4",0.1
4,12,3000,26.37,"2","blood-transfusion-service-center","V4",0.1
4,5,1250,10.41,"2","blood-transfusion-service-center","V4",0.1
4,8,2000,18.06,"1","blood-transfusion-service-center","V4",0.1
1,14,3500,52.94,"1","blood-transfusion-service-center","V4",0.1
4,10,2500,23.29,"2","blood-transfusion-service-center","V4",0.1
4,10,2500,31.04,"2","blood-transfusion-service-center","V4",0.1
4,9,2250,29.95,"2","blood-transfusion-service-center","V4",0.1
2,16,4000,59.38,"1","blood-transfusion-service-center","V4",0.1
2,8,2000,27.33,"2","blood-transfusion-service-center","V4",0.1
2,12,3000,45.6,"2","blood-transfusion-service-center","V4",0.1
4,6,1500,15.9,"2","blood-transfusion-service-center","V4",0.1
2,14,3500,57.13,"2","blood-transfusion-service-center","V4",0.1
4,7,1750,18.46,"2","blood-transfusion-service-center","V4",0.1
2,13,3250,52.48,"2","blood-transfusion-service-center","V4",0.1
2,5,1250,15.74,"1","blood-transfusion-service-center","V4",0.1
2,5,1250,14.87,"2","blood-transfusion-service-center","V4",0.1
2,5,1250,14.33,"1","blood-transfusion-service-center","V4",0.1
4,20,5000,67.07,"2","blood-transfusion-service-center","V4",0.1
4,9,2250,27.17,"2","blood-transfusion-service-center","V4",0.1
2,9,2250,32.91,"1","blood-transfusion-service-center","V4",0.1
2,2,500,-1.4,"1","blood-transfusion-service-center","V4",0.1
2,2,500,3.02,"1","blood-transfusion-service-center","V4",0.1
2,2,500,9.84,"1","blood-transfusion-service-center","V4",0.1
2,11,2750,45.07,"1","blood-transfusion-service-center","V4",0.1
2,11,2750,50.1,"2","blood-transfusion-service-center","V4",0.1
2,6,1500,24.29,"1","blood-transfusion-service-center","V4",0.1
2,12,3000,54.65,"1","blood-transfusion-service-center","V4",0.1
4,5,1250,11.9,"2","blood-transfusion-service-center","V4",0.1
4,19,4750,67.16,"2","blood-transfusion-service-center","V4",0.1
4,8,2000,25.62,"2","blood-transfusion-service-center","V4",0.1
2,7,1750,27.86,"2","blood-transfusion-service-center","V4",0.1
2,16,4000,79.07,"1","blood-transfusion-service-center","V4",0.1
3,6,1500,22.39,"1","blood-transfusion-service-center","V4",0.1
2,7,1750,22.72,"1","blood-transfusion-service-center","V4",0.1
2,8,2000,38.42,"2","blood-transfusion-service-center","V4",0.1
2,10,2500,52.33,"1","blood-transfusion-service-center","V4",0.1
4,5,1250,13.8,"2","blood-transfusion-service-center","V4",0.1
2,3,750,8.1,"2","blood-transfusion-service-center","V4",0.1
3,16,4000,71.37,"1","blood-transfusion-service-center","V4",0.1
2,4,1000,10.48,"2","blood-transfusion-service-center","V4",0.1
0,2,500,2.01,"1","blood-transfusion-service-center","V4",0.1
4,7,1750,22.27,"1","blood-transfusion-service-center","V4",0.1
1,9,2250,46.44,"1","blood-transfusion-service-center","V4",0.1
2,4,1000,12.03,"1","blood-transfusion-service-center","V4",0.1
2,4,1000,17.27,"1","blood-transfusion-service-center","V4",0.1
4,17,4250,68.72,"2","blood-transfusion-service-center","V4",0.1
2,2,500,6.27,"1","blood-transfusion-service-center","V4",0.1
2,2,500,1.22,"2","blood-transfusion-service-center","V4",0.1
2,2,500,5.25,"2","blood-transfusion-service-center","V4",0.1
2,4,1000,13.85,"2","blood-transfusion-service-center","V4",0.1
2,2,500,4.93,"1","blood-transfusion-service-center","V4",0.1
2,2,500,2.44,"1","blood-transfusion-service-center","V4",0.1
2,2,500,3.25,"1","blood-transfusion-service-center","V4",0.1
4,6,1500,19.22,"2","blood-transfusion-service-center","V4",0.1
2,4,1000,14.49,"1","blood-transfusion-service-center","V4",0.1
2,4,1000,17.28,"1","blood-transfusion-service-center","V4",0.1
2,4,1000,15.7,"1","blood-transfusion-service-center","V4",0.1
2,6,1500,28.15,"2","blood-transfusion-service-center","V4",0.1
2,6,1500,28.58,"1","blood-transfusion-service-center","V4",0.1
4,2,500,1.46,"1","blood-transfusion-service-center","V4",0.1
4,2,500,5.43,"1","blood-transfusion-service-center","V4",0.1
4,2,500,3.2,"1","blood-transfusion-service-center","V4",0.1
2,7,1750,33.29,"2","blood-transfusion-service-center","V4",0.1
4,2,500,5.59,"2","blood-transfusion-service-center","V4",0.1
4,2,500,-0.88,"1","blood-transfusion-service-center","V4",0.1
4,2,500,2.22,"1","blood-transfusion-service-center","V4",0.1
4,2,500,5.29,"1","blood-transfusion-service-center","V4",0.1
12,11,2750,24.96,"1","blood-transfusion-service-center","V4",0.1
4,7,1750,31.27,"1","blood-transfusion-service-center","V4",0.1
3,17,4250,85.85,"1","blood-transfusion-service-center","V4",0.1
4,9,2250,40.76,"2","blood-transfusion-service-center","V4",0.1
4,4,1000,17.53,"2","blood-transfusion-service-center","V4",0.1
5,7,1750,28.44,"2","blood-transfusion-service-center","V4",0.1
4,8,2000,36.14,"2","blood-transfusion-service-center","V4",0.1
2,13,3250,72.67,"2","blood-transfusion-service-center","V4",0.1
4,9,2250,42.31,"1","blood-transfusion-service-center","V4",0.1
2,5,1250,24.26,"1","blood-transfusion-service-center","V4",0.1
2,5,1250,27.51,"1","blood-transfusion-service-center","V4",0.1
6,17,4250,68.15,"1","blood-transfusion-service-center","V4",0.1
0,8,2000,63.23,"1","blood-transfusion-service-center","V4",0.1
3,5,1250,28.9,"1","blood-transfusion-service-center","V4",0.1
2,3,750,17.62,"1","blood-transfusion-service-center","V4",0.1
2,10,2500,62.21,"1","blood-transfusion-service-center","V4",0.1
4,5,1250,23.25,"2","blood-transfusion-service-center","V4",0.1
4,9,2250,44.21,"1","blood-transfusion-service-center","V4",0.1
4,5,1250,22.87,"1","blood-transfusion-service-center","V4",0.1
4,8,2000,41.07,"2","blood-transfusion-service-center","V4",0.1
2,12,3000,79.37,"1","blood-transfusion-service-center","V4",0.1
11,24,6000,61.54,"1","blood-transfusion-service-center","V4",0.1
2,7,1750,48.32,"2","blood-transfusion-service-center","V4",0.1
4,11,2750,62.43,"1","blood-transfusion-service-center","V4",0.1
1,7,1750,55.76,"1","blood-transfusion-service-center","V4",0.1
2,11,2750,82.98,"2","blood-transfusion-service-center","V4",0.1
2,3,750,17.09,"2","blood-transfusion-service-center","V4",0.1
4,5,1250,26.91,"2","blood-transfusion-service-center","V4",0.1
