"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
24,"2","3",2.14,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.6
45,"1","3",11.78,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.6
43,"2","3",7.17,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.6
42,"3","2",9.78,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.6
36,"3","3",7.7,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.6
19,"4","4",-1.74,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.6
38,"2","3",7.25,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.6
21,"3","3",0.26,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.6
27,"2","3",1.42,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.6
45,"1","1",9.2,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.6
38,"1","3",-1.2,"1","0","3","3","1","P","cmc","Number_of_children_ever_born",0.6
42,"1","4",4.82,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.6
44,"4","4",0.89,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.6
42,"2","4",1.82,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.6
38,"3","4",2.52,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.6
26,"2","4",2.23,"1","1","4","1","0","P","cmc","Number_of_children_ever_born",0.6
48,"1","1",7.08,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.6
39,"2","2",6.15,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.6
37,"2","2",7.14,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.6
39,"2","1",4.42,"1","1","2","1","1","P","cmc","Number_of_children_ever_born",0.6
26,"3","4",0.55,"1","0","4","1","0","P","cmc","Number_of_children_ever_born",0.6
24,"3","4",1.22,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.6
46,"4","4",2.36,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
39,"4","4",2.72,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
48,"4","4",6.76,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
40,"2","4",8.79,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.6
38,"4","4",1.62,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.6
29,"4","4",-0.15,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.6
24,"4","4",0.05,"1","0","2","2","0","P","cmc","Number_of_children_ever_born",0.6
43,"1","2",10.73,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.6
31,"3","4",3.72,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
31,"4","4",3.34,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.6
26,"2","4",0.3,"1","0","1","2","0","P","cmc","Number_of_children_ever_born",0.6
33,"2","2",4,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.6
24,"2","3",1.86,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.6
42,"1","3",9.98,"1","1","3","2","1","P","cmc","Number_of_children_ever_born",0.6
43,"1","2",5.94,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.6
25,"3","3",4.18,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.6
42,"2","2",0.71,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.6
28,"2","2",2.22,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.6
28,"1","1",5.03,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.6
47,"2","3",-1.59,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.6
48,"2","4",4.18,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.6
40,"4","4",2.53,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
28,"2","2",1.18,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.6
25,"1","4",-0.39,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.6
32,"4","4",3.39,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.6
45,"4","4",-1.82,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.6
26,"4","4",1.78,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
26,"4","4",-2.24,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.6
31,"4","4",-2.89,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.6
49,"4","4",9.28,"0","1","2","4","0","P","cmc","Number_of_children_ever_born",0.6
40,"3","4",7.72,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.6
34,"4","4",1.37,"0","0","2","3","0","P","cmc","Number_of_children_ever_born",0.6
36,"2","4",3.99,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.6
20,"2","2",1.95,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.6
43,"4","4",3.81,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.6
37,"3","4",5.81,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.6
21,"2","3",0.37,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.6
49,"4","4",5.22,"1","1","1","2","0","P","cmc","Number_of_children_ever_born",0.6
42,"3","3",8.24,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.6
20,"2","3",2.85,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.6
47,"1","2",1.8,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.6
22,"2","3",2.6,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.6
27,"2","4",2.49,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.6
24,"2","4",1.84,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.6
44,"4","2",7.36,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.6
30,"2","3",4.27,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.6
23,"3","4",2.72,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.6
25,"4","4",3.47,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.6
47,"2","3",6.01,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.6
48,"2","3",9.74,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
29,"2","3",1.52,"1","1","1","1","0","P","cmc","Number_of_children_ever_born",0.6
29,"2","3",-2.42,"1","1","1","2","0","P","cmc","Number_of_children_ever_born",0.6
21,"3","4",-3.02,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.6
21,"3","4",-1.45,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.6
29,"4","4",1.09,"1","0","2","4","0","P","cmc","Number_of_children_ever_born",0.6
45,"3","4",2.39,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
33,"2","3",3.58,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.6
38,"4","4",-0.82,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.6
24,"4","4",-0.99,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
49,"4","4",6.51,"0","0","1","4","0","P","cmc","Number_of_children_ever_born",0.6
24,"2","4",-1.55,"1","0","4","4","0","P","cmc","Number_of_children_ever_born",0.6
28,"4","4",1.39,"0","0","1","4","0","P","cmc","Number_of_children_ever_born",0.6
30,"4","4",3.72,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
33,"4","4",2.05,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
25,"4","4",1.72,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.6
35,"4","4",2.61,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
27,"2","4",3.24,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
24,"2","2",4.46,"1","0","2","1","0","P","cmc","Number_of_children_ever_born",0.6
25,"2","3",1.54,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.6
46,"2","4",8.57,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
26,"2","2",2.19,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.6
38,"2","2",0.04,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.6
47,"1","2",2.8,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.6
41,"1","3",12.26,"1","1","2","3","1","P","cmc","Number_of_children_ever_born",0.6
41,"2","3",2.42,"1","0","2","3","0","P","cmc","Number_of_children_ever_born",0.6
28,"4","4",5.27,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.6
17,"2","2",4.37,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.6
27,"2","3",6.88,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.6
27,"1","2",4.35,"1","1","3","1","1","P","cmc","Number_of_children_ever_born",0.6
19,"2","3",0.32,"1","0","2","2","0","P","cmc","Number_of_children_ever_born",0.6
27,"2","4",3.28,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.6
26,"4","3",4.71,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.6
23,"2","4",0.23,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.6
40,"3","3",3.82,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.6
22,"4","4",1.25,"1","1","1","1","0","P","cmc","Number_of_children_ever_born",0.6
44,"3","4",4.24,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.6
29,"2","3",0.92,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.6
26,"2","3",5.03,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.6
45,"4","4",1.21,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.6
32,"3","3",5.87,"1","0","2","3","0","P","cmc","Number_of_children_ever_born",0.6
21,"4","4",3.55,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
31,"2","2",3.56,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.6
21,"3","4",0.03,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.6
37,"4","4",-2.2,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.6
34,"4","4",0.63,"0","0","3","3","0","P","cmc","Number_of_children_ever_born",0.6
