"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.1,3.5,1.4,-0.08,"Iris_setosa","iris","petalwidth",0.9
4.9,3,1.4,1.53,"Iris_setosa","iris","petalwidth",0.9
4.7,3.2,1.3,0.53,"Iris_setosa","iris","petalwidth",0.9
4.6,3.1,1.5,0.06,"Iris_setosa","iris","petalwidth",0.9
5,3.6,1.4,-0.6,"Iris_setosa","iris","petalwidth",0.9
5.4,3.9,1.7,0.15,"Iris_setosa","iris","petalwidth",0.9
4.6,3.4,1.4,0.82,"Iris_setosa","iris","petalwidth",0.9
5,3.4,1.5,0.34,"Iris_setosa","iris","petalwidth",0.9
4.4,2.9,1.4,-0.11,"Iris_setosa","iris","petalwidth",0.9
4.9,3.1,1.5,-0.53,"Iris_setosa","iris","petalwidth",0.9
5.4,3.7,1.5,0.13,"Iris_setosa","iris","petalwidth",0.9
4.8,3.4,1.6,-0.63,"Iris_setosa","iris","petalwidth",0.9
4.8,3,1.4,1.94,"Iris_setosa","iris","petalwidth",0.9
4.3,3,1.1,1.18,"Iris_setosa","iris","petalwidth",0.9
5.8,4,1.2,0.67,"Iris_setosa","iris","petalwidth",0.9
5.7,4.4,1.5,0.48,"Iris_setosa","iris","petalwidth",0.9
5.4,3.9,1.3,0.08,"Iris_setosa","iris","petalwidth",0.9
5.1,3.5,1.4,1.57,"Iris_setosa","iris","petalwidth",0.9
5.7,3.8,1.7,-0.59,"Iris_setosa","iris","petalwidth",0.9
5.1,3.8,1.5,0.96,"Iris_setosa","iris","petalwidth",0.9
5.4,3.4,1.7,0.36,"Iris_setosa","iris","petalwidth",0.9
5.1,3.7,1.5,0.99,"Iris_setosa","iris","petalwidth",0.9
4.6,3.6,1,1.17,"Iris_setosa","iris","petalwidth",0.9
5.1,3.3,1.7,0.49,"Iris_setosa","iris","petalwidth",0.9
4.8,3.4,1.9,0.34,"Iris_setosa","iris","petalwidth",0.9
5,3,1.6,-1.71,"Iris_setosa","iris","petalwidth",0.9
5,3.4,1.6,0.29,"Iris_setosa","iris","petalwidth",0.9
5.2,3.5,1.5,0.77,"Iris_setosa","iris","petalwidth",0.9
5.2,3.4,1.4,1.7,"Iris_setosa","iris","petalwidth",0.9
4.7,3.2,1.6,-0.59,"Iris_setosa","iris","petalwidth",0.9
4.8,3.1,1.6,0.36,"Iris_setosa","iris","petalwidth",0.9
5.4,3.4,1.5,0.42,"Iris_setosa","iris","petalwidth",0.9
5.2,4.1,1.5,1.05,"Iris_setosa","iris","petalwidth",0.9
5.5,4.2,1.4,0.03,"Iris_setosa","iris","petalwidth",0.9
4.9,3.1,1.5,0.1,"Iris_setosa","iris","petalwidth",0.9
5,3.2,1.2,-0.46,"Iris_setosa","iris","petalwidth",0.9
5.5,3.5,1.3,0.19,"Iris_setosa","iris","petalwidth",0.9
4.9,3.1,1.5,-0.7,"Iris_setosa","iris","petalwidth",0.9
4.4,3,1.3,0.09,"Iris_setosa","iris","petalwidth",0.9
5.1,3.4,1.5,-0.21,"Iris_setosa","iris","petalwidth",0.9
5,3.5,1.3,0.19,"Iris_setosa","iris","petalwidth",0.9
4.5,2.3,1.3,-0.17,"Iris_setosa","iris","petalwidth",0.9
4.4,3.2,1.3,1.34,"Iris_setosa","iris","petalwidth",0.9
5,3.5,1.6,0.21,"Iris_setosa","iris","petalwidth",0.9
5.1,3.8,1.9,0.38,"Iris_setosa","iris","petalwidth",0.9
4.8,3,1.4,0.03,"Iris_setosa","iris","petalwidth",0.9
5.1,3.8,1.6,0.69,"Iris_setosa","iris","petalwidth",0.9
4.6,3.2,1.4,1.07,"Iris_setosa","iris","petalwidth",0.9
5.3,3.7,1.5,-0.05,"Iris_setosa","iris","petalwidth",0.9
5,3.3,1.4,-0.5,"Iris_setosa","iris","petalwidth",0.9
7,3.2,4.7,1.68,"Iris_versicolor","iris","petalwidth",0.9
6.4,3.2,4.5,1.86,"Iris_versicolor","iris","petalwidth",0.9
6.9,3.1,4.9,1.25,"Iris_versicolor","iris","petalwidth",0.9
5.5,2.3,4,1.77,"Iris_versicolor","iris","petalwidth",0.9
6.5,2.8,4.6,1.64,"Iris_versicolor","iris","petalwidth",0.9
5.7,2.8,4.5,0.42,"Iris_versicolor","iris","petalwidth",0.9
6.3,3.3,4.7,2.02,"Iris_versicolor","iris","petalwidth",0.9
4.9,2.4,3.3,0.18,"Iris_versicolor","iris","petalwidth",0.9
6.6,2.9,4.6,2.21,"Iris_versicolor","iris","petalwidth",0.9
5.2,2.7,3.9,1.66,"Iris_versicolor","iris","petalwidth",0.9
5,2,3.5,2.12,"Iris_versicolor","iris","petalwidth",0.9
5.9,3,4.2,1.43,"Iris_versicolor","iris","petalwidth",0.9
6,2.2,4,-0.07,"Iris_versicolor","iris","petalwidth",0.9
6.1,2.9,4.7,0.44,"Iris_versicolor","iris","petalwidth",0.9
5.6,2.9,3.6,2.18,"Iris_versicolor","iris","petalwidth",0.9
6.7,3.1,4.4,0.98,"Iris_versicolor","iris","petalwidth",0.9
5.6,3,4.5,0.83,"Iris_versicolor","iris","petalwidth",0.9
5.8,2.7,4.1,1.21,"Iris_versicolor","iris","petalwidth",0.9
6.2,2.2,4.5,1.32,"Iris_versicolor","iris","petalwidth",0.9
5.6,2.5,3.9,0.37,"Iris_versicolor","iris","petalwidth",0.9
5.9,3.2,4.8,0.06,"Iris_versicolor","iris","petalwidth",0.9
6.1,2.8,4,0.99,"Iris_versicolor","iris","petalwidth",0.9
6.3,2.5,4.9,1.74,"Iris_versicolor","iris","petalwidth",0.9
6.1,2.8,4.7,0.96,"Iris_versicolor","iris","petalwidth",0.9
6.4,2.9,4.3,1.2,"Iris_versicolor","iris","petalwidth",0.9
6.6,3,4.4,1.09,"Iris_versicolor","iris","petalwidth",0.9
