"GLCM_Pan","Mean_G","Mean_R","Mean_NIR","SD_Plan","class","dataset_name","altered_attribute","noise_level"
120.362774,284.45,119.395349,416.581395,20.676318,"2","wilt","Mean_G",0.9
124.739583,226.18,115.333333,354.333333,16.707151,"2","wilt","Mean_G",0.9
134.691964,236.28,116.857143,477.857143,22.496712,"2","wilt","Mean_G",0.9
127.946309,180.77,92.368421,278.473684,14.977453,"2","wilt","Mean_G",0.9
135.431548,227.54,112.690476,532.952381,17.604193,"2","wilt","Mean_G",0.9
118.347962,25.11,138.85,608.9,29.072797,"2","wilt","Mean_G",0.9
135.436282,247.03,95.142857,309.190476,13.055264,"2","wilt","Mean_G",0.9
121.169643,204.1,146.214286,595.571429,22.808542,"2","wilt","Mean_G",0.9
131.127161,235.11,144.588235,563.843137,11.948563,"2","wilt","Mean_G",0.9
134.498092,226.62,116.909091,594.848485,27.937685,"2","wilt","Mean_G",0.9
131.164773,241.92,114.727273,483.045455,22.903544,"2","wilt","Mean_G",0.9
136.09596,213.96,111.4,444.6,16.553622,"2","wilt","Mean_G",0.9
122.631902,261.51,142.195122,473.707317,24.521889,"2","wilt","Mean_G",0.9
113.65618,221.02,129.785714,480.857143,29.237766,"2","wilt","Mean_G",0.9
133.894198,177.28,115.513514,419.513514,17.489139,"2","wilt","Mean_G",0.9
131.111498,201.54,125.444444,537.888889,19.434819,"2","wilt","Mean_G",0.9
127.835697,94.46,116.509434,372.132076,23.929111,"2","wilt","Mean_G",0.9
121.61126,151.59,121.06383,338.12766,15.019107,"2","wilt","Mean_G",0.9
106.242105,198.23,140,381.166667,18.903263,"2","wilt","Mean_G",0.9
147.771127,319.57,123.722222,479.166667,23.337037,"2","wilt","Mean_G",0.9
135.823938,173.53,115.09589,332.424658,12.805692,"2","wilt","Mean_G",0.9
134.958974,391.4,141.469388,435.959184,17.606107,"2","wilt","Mean_G",0.9
128.531408,221.35,93.312,296.616,16.932495,"2","wilt","Mean_G",0.9
143.528736,66.12,78.454545,400,10.832306,"2","wilt","Mean_G",0.9
141.109375,211.8,68,242.5,6.753471,"2","wilt","Mean_G",0.9
140.02603,187.71,89.241379,561.310345,23.83759,"2","wilt","Mean_G",0.9
132.58773,224.48,133.058823,579.215686,19.832652,"2","wilt","Mean_G",0.9
121.757895,175.44,92.666667,217.777778,14.055446,"2","wilt","Mean_G",0.9
135.677165,226.52,105.208333,453.333333,16.185073,"2","wilt","Mean_G",0.9
119.457404,132.26,93.145161,227.774194,12.293254,"2","wilt","Mean_G",0.9
124.591944,123.76,89.083333,208.083333,20.352602,"2","wilt","Mean_G",0.9
126.527972,111.5,85.111111,359.777778,11.080513,"2","wilt","Mean_G",0.9
135.024485,228.23,104.55102,270.653061,14.329932,"2","wilt","Mean_G",0.9
142.56579,170.26,89.763889,240.263889,11.29866,"2","wilt","Mean_G",0.9
124.611009,200.16,93.434783,242.608696,9.803702,"2","wilt","Mean_G",0.9
130.84965,69.75,83.402778,342.277778,21.171678,"2","wilt","Mean_G",0.9
133.854167,60.29,78.740741,254.37037,14.175076,"2","wilt","Mean_G",0.9
119.714558,285.7,153.515152,591.015152,25.385987,"2","wilt","Mean_G",0.9
123.278545,225.43,129.68,600.22,29.894943,"2","wilt","Mean_G",0.9
117.639292,280.86,131.205128,504.076923,22.19423,"2","wilt","Mean_G",0.9
138.512724,247.98,118.537313,445.925373,20.084939,"2","wilt","Mean_G",0.9
118.578324,237.34,117.067568,429.135135,33.420971,"2","wilt","Mean_G",0.9
134.064037,163.86,95.590909,236.681818,18.00373,"2","wilt","Mean_G",0.9
117.650655,203.57,155.458333,541.541667,18.511821,"2","wilt","Mean_G",0.9
135.284257,304.97,149.837209,587,22.066888,"2","wilt","Mean_G",0.9
123.302428,211.43,120.666667,436.087719,18.284456,"2","wilt","Mean_G",0.9
128.096093,263.9,118.4,403.333333,21.405892,"2","wilt","Mean_G",0.9
119.635551,192.49,118.821429,312.517857,21.871778,"2","wilt","Mean_G",0.9
119.506522,119.79,131.586207,592.241379,27.410822,"2","wilt","Mean_G",0.9
132.279558,241.64,126.210526,503.631579,26.666932,"2","wilt","Mean_G",0.9
123.752283,224.76,134.672727,510.036364,21.587217,"2","wilt","Mean_G",0.9
123.997297,311.47,156.242857,493.414286,24.439196,"2","wilt","Mean_G",0.9
130.010502,271.01,103.166667,319.777778,21.732253,"2","wilt","Mean_G",0.9
122.797834,236.07,132.485714,322.285714,15.835378,"2","wilt","Mean_G",0.9
132.404776,197.16,125.407407,373.805556,23.220295,"2","wilt","Mean_G",0.9
127.80718,232.42,120.722826,415.804348,27.258971,"2","wilt","Mean_G",0.9
122.15942,303.64,128.825,323.975,28.948097,"2","wilt","Mean_G",0.9
126.432185,212.71,128.599119,403.061674,23.368589,"2","wilt","Mean_G",0.9
128.368754,180.51,140.650794,411.301587,24.842135,"2","wilt","Mean_G",0.9
126.739726,186.41,129.904348,390.817391,20.635785,"2","wilt","Mean_G",0.9
128.581136,89.37,119.322581,436.556452,24.033568,"2","wilt","Mean_G",0.9
136.359435,219.53,118.422018,462.568807,21.609575,"2","wilt","Mean_G",0.9
128.97306,172.12,118.759259,427.49537,21.303533,"2","wilt","Mean_G",0.9
131.599825,140.29,117.236111,566.009259,36.442122,"2","wilt","Mean_G",0.9
122.665428,202.92,136.586614,498.633858,26.649676,"2","wilt","Mean_G",0.9
132.455492,49.51,113.80597,323.059702,18.657719,"2","wilt","Mean_G",0.9
