"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
24,"2","3",2.75,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
45,"1","3",9.19,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
43,"2","3",9.25,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
42,"3","2",8.16,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
36,"3","3",8.57,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
19,"4","4",-0.48,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
38,"2","3",5.96,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
21,"3","3",-2.07,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
27,"2","3",2.98,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
45,"1","1",9.06,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.5
38,"1","3",0.99,"1","0","3","3","1","P","cmc","Number_of_children_ever_born",0.5
42,"1","4",0.19,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
44,"4","4",0.82,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
42,"2","4",0.57,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.5
38,"3","4",2.17,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
26,"2","4",0.37,"1","1","4","1","0","P","cmc","Number_of_children_ever_born",0.5
48,"1","1",7.24,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
39,"2","2",3.43,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
37,"2","2",6.38,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
39,"2","1",4.17,"1","1","2","1","1","P","cmc","Number_of_children_ever_born",0.5
26,"3","4",3.06,"1","0","4","1","0","P","cmc","Number_of_children_ever_born",0.5
24,"3","4",0.9,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.5
46,"4","4",0.99,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
39,"4","4",2.48,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
48,"4","4",5.32,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
40,"2","4",9.71,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
38,"4","4",0.79,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
29,"4","4",0.69,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
24,"4","4",1.42,"1","0","2","2","0","P","cmc","Number_of_children_ever_born",0.5
43,"1","2",9.14,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
31,"3","4",2.19,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
31,"4","4",1.62,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
26,"2","4",-0.2,"1","0","1","2","0","P","cmc","Number_of_children_ever_born",0.5
33,"2","2",1.29,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
24,"2","3",-0.46,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
42,"1","3",7.79,"1","1","3","2","1","P","cmc","Number_of_children_ever_born",0.5
43,"1","2",7.76,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.5
25,"3","3",2.19,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
42,"2","2",3.74,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
28,"2","2",2.81,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
28,"1","1",1.81,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
47,"2","3",0.84,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.5
48,"2","4",2.81,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
40,"4","4",1.58,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
28,"2","2",1.31,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
25,"1","4",2.02,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.5
32,"4","4",3.12,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
45,"4","4",0.68,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
26,"4","4",2.1,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
26,"4","4",0.04,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
31,"4","4",-0.45,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
49,"4","4",7.51,"0","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
40,"3","4",8.9,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
34,"4","4",1.12,"0","0","2","3","0","P","cmc","Number_of_children_ever_born",0.5
36,"2","4",3.76,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
20,"2","2",1.56,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.5
43,"4","4",6.01,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
37,"3","4",8.26,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.5
21,"2","3",-1.81,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
49,"4","4",5.44,"1","1","1","2","0","P","cmc","Number_of_children_ever_born",0.5
42,"3","3",9.95,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
20,"2","3",1.64,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
47,"1","2",0.63,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.5
22,"2","3",3.38,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.5
27,"2","4",1.56,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.5
24,"2","4",2.45,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
44,"4","2",7.59,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
30,"2","3",2.62,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
23,"3","4",2.66,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
25,"4","4",2.62,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.5
47,"2","3",4.93,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
48,"2","3",7.43,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
29,"2","3",1.28,"1","1","1","1","0","P","cmc","Number_of_children_ever_born",0.5
29,"2","3",1.62,"1","1","1","2","0","P","cmc","Number_of_children_ever_born",0.5
21,"3","4",-0.13,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
21,"3","4",2.34,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
29,"4","4",1.68,"1","0","2","4","0","P","cmc","Number_of_children_ever_born",0.5
45,"3","4",2.75,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
33,"2","3",3.6,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
38,"4","4",-0.12,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
24,"4","4",-0.82,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
49,"4","4",8,"0","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
24,"2","4",0.46,"1","0","4","4","0","P","cmc","Number_of_children_ever_born",0.5
28,"4","4",-0.67,"0","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
30,"4","4",3.25,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
33,"4","4",4.03,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
25,"4","4",2.12,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
35,"4","4",0.15,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
27,"2","4",5.13,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
24,"2","2",3.58,"1","0","2","1","0","P","cmc","Number_of_children_ever_born",0.5
25,"2","3",0.61,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.5
46,"2","4",6.64,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
26,"2","2",1.13,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.5
38,"2","2",0.96,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
47,"1","2",4.06,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
41,"1","3",8.61,"1","1","2","3","1","P","cmc","Number_of_children_ever_born",0.5
41,"2","3",-1.01,"1","0","2","3","0","P","cmc","Number_of_children_ever_born",0.5
28,"4","4",4.71,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.5
17,"2","2",2.89,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
27,"2","3",4.42,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.5
27,"1","2",3.47,"1","1","3","1","1","P","cmc","Number_of_children_ever_born",0.5
19,"2","3",-0.27,"1","0","2","2","0","P","cmc","Number_of_children_ever_born",0.5
27,"2","4",3.41,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
26,"4","3",2.59,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
23,"2","4",1.61,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
40,"3","3",3.59,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
22,"4","4",-0.2,"1","1","1","1","0","P","cmc","Number_of_children_ever_born",0.5
44,"3","4",4.3,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.5
29,"2","3",1.27,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
26,"2","3",1.69,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
45,"4","4",-1.56,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.5
32,"3","3",6.96,"1","0","2","3","0","P","cmc","Number_of_children_ever_born",0.5
21,"4","4",0.69,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
31,"2","2",4.63,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
21,"3","4",-0.66,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
37,"4","4",2.9,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
34,"4","4",3.66,"0","0","3","3","0","P","cmc","Number_of_children_ever_born",0.5
44,"3","4",1.22,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
49,"4","3",3.77,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
26,"2","3",1.57,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
38,"1","2",-0.62,"1","1","2","4","1","P","cmc","Number_of_children_ever_born",0.5
36,"2","3",4.37,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
26,"3","4",2.32,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
20,"2","3",2.55,"0","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
44,"2","1",2.8,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
31,"3","4",3.71,"1","1","1","2","1","P","cmc","Number_of_children_ever_born",0.5
45,"4","4",2.94,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
36,"2","3",3.2,"1","1","3","2","1","P","cmc","Number_of_children_ever_born",0.5
43,"1","3",2.06,"1","0","2","2","1","P","cmc","Number_of_children_ever_born",0.5
25,"3","4",1.17,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
48,"3","4",1.05,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
30,"4","4",0.17,"0","0","1","3","0","P","cmc","Number_of_children_ever_born",0.5
48,"1","2",7.21,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
28,"3","4",-0.7,"1","1","3","1","1","P","cmc","Number_of_children_ever_born",0.5
26,"4","4",1.98,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
26,"3","3",3.3,"1","0","2","4","0","P","cmc","Number_of_children_ever_born",0.5
24,"4","4",1.19,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
21,"3","3",1.98,"1","1","2","2","0","P","cmc","Number_of_children_ever_born",0.5
30,"4","4",0.99,"0","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
20,"4","4",-1.21,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
33,"4","4",2.87,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
30,"4","4",-0.41,"0","0","3","3","0","P","cmc","Number_of_children_ever_born",0.5
47,"4","4",-0.64,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.5
35,"4","4",1.08,"0","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
30,"2","4",2.73,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
33,"4","4",2.67,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
45,"4","4",5.89,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
41,"4","4",1.82,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
32,"4","4",2.78,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.5
43,"4","4",5.49,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
44,"4","4",2.13,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
21,"1","3",2.1,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
44,"3","4",1.39,"1","1","1","4","1","P","cmc","Number_of_children_ever_born",0.5
23,"4","4",3.39,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
47,"1","2",4.25,"1","1","2","2","0","P","cmc","Number_of_children_ever_born",0.5
47,"1","1",6.76,"1","1","2","3","1","P","cmc","Number_of_children_ever_born",0.5
35,"4","4",0.69,"1","0","2","4","0","P","cmc","Number_of_children_ever_born",0.5
32,"2","4",6.17,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
45,"1","4",4.18,"1","1","1","2","1","P","cmc","Number_of_children_ever_born",0.5
22,"2","2",3.04,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
23,"1","1",3.95,"1","1","2","1","1","P","cmc","Number_of_children_ever_born",0.5
30,"4","4",0.41,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
44,"1","3",1.59,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
40,"3","3",0.25,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.5
34,"4","4",5.65,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
37,"3","4",2.45,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
49,"3","4",5.35,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
26,"4","4",4.53,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
22,"4","4",0.12,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
20,"3","4",-0.36,"1","0","2","4","0","P","cmc","Number_of_children_ever_born",0.5
47,"4","4",4.33,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
49,"2","2",6.23,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.5
22,"2","4",-0.41,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
22,"3","3",0.92,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
25,"3","2",2.16,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
32,"2","4",-1.22,"1","0","3","4","0","P","cmc","Number_of_children_ever_born",0.5
28,"4","4",-0.55,"0","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
30,"2","4",3.98,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
45,"2","4",3.33,"1","0","2","4","0","P","cmc","Number_of_children_ever_born",0.5
49,"2","1",10.29,"1","0","2","4","0","P","cmc","Number_of_children_ever_born",0.5
34,"4","4",2.84,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
25,"2","4",-0.46,"1","1","2","2","0","P","cmc","Number_of_children_ever_born",0.5
42,"1","3",10.78,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
48,"2","1",2.54,"1","0","4","3","0","P","cmc","Number_of_children_ever_born",0.5
35,"3","4",4.47,"1","0","2","2","0","P","cmc","Number_of_children_ever_born",0.5
33,"2","3",0.71,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
20,"2","4",1.09,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
36,"2","3",5.77,"1","1","3","1","1","P","cmc","Number_of_children_ever_born",0.5
19,"3","3",2.33,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
27,"3","2",2.95,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
30,"1","2",3.96,"1","1","4","1","0","P","cmc","Number_of_children_ever_born",0.5
31,"3","4",2.22,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
44,"1","1",12.11,"1","1","4","1","1","P","cmc","Number_of_children_ever_born",0.5
24,"3","3",1.81,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
18,"3","4",0.93,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.5
45,"1","2",3.63,"1","1","3","3","1","P","cmc","Number_of_children_ever_born",0.5
25,"2","2",2.25,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.5
36,"3","4",7.33,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
30,"1","1",4.03,"1","1","2","2","0","P","cmc","Number_of_children_ever_born",0.5
32,"2","4",3.15,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
42,"1","4",8.94,"0","1","2","2","1","P","cmc","Number_of_children_ever_born",0.5
22,"2","4",-0.95,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
36,"2","4",1.4,"1","0","2","4","0","P","cmc","Number_of_children_ever_born",0.5
27,"2","3",0.2,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
40,"3","4",1.24,"1","1","1","2","0","P","cmc","Number_of_children_ever_born",0.5
22,"2","3",1.33,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
26,"2","4",-0.66,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
31,"3","4",-0.34,"1","0","2","3","0","P","cmc","Number_of_children_ever_born",0.5
32,"4","4",2.38,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
34,"2","3",5.38,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
40,"3","3",0.69,"0","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
45,"1","2",0.91,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.5
26,"3","4",2.69,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
48,"1","3",5.77,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
43,"1","3",9.13,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
27,"3","4",6.27,"1","0","2","2","0","P","cmc","Number_of_children_ever_born",0.5
42,"3","2",0.08,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
34,"3","2",5.02,"1","0","2","3","1","P","cmc","Number_of_children_ever_born",0.5
32,"3","2",2.58,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.5
31,"3","3",1.27,"1","0","2","3","0","P","cmc","Number_of_children_ever_born",0.5
22,"2","3",2.66,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
27,"3","4",0.68,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
37,"1","2",2.29,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.5
22,"1","2",-0.81,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
47,"4","4",5.6,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
32,"4","4",2.56,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.5
37,"3","3",1.4,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
45,"1","3",4.05,"1","1","2","3","1","P","cmc","Number_of_children_ever_born",0.5
47,"1","4",7.13,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
28,"3","4",-0.98,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
48,"1","3",3.75,"1","1","3","4","1","P","cmc","Number_of_children_ever_born",0.5
26,"2","4",1.06,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
21,"3","4",-0.95,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.5
20,"2","3",-0.1,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
39,"1","1",4.05,"1","0","3","1","1","P","cmc","Number_of_children_ever_born",0.5
27,"2","3",3.75,"1","0","3","4","0","P","cmc","Number_of_children_ever_born",0.5
37,"2","3",4.62,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
24,"4","4",3.02,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
39,"3","3",8.69,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
20,"3","3",1.74,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
19,"3","4",1.11,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
40,"3","3",4.28,"1","1","2","2","0","P","cmc","Number_of_children_ever_born",0.5
41,"1","4",4.16,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
22,"4","4",2.97,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
32,"3","4",3.97,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
34,"4","4",2.69,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
34,"4","4",0.5,"1","0","1","3","0","P","cmc","Number_of_children_ever_born",0.5
23,"4","4",-0.05,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
27,"4","4",1.23,"1","1","1","2","0","P","cmc","Number_of_children_ever_born",0.5
46,"3","2",12.21,"1","0","2","2","1","P","cmc","Number_of_children_ever_born",0.5
34,"4","4",3.76,"0","1","1","2","0","P","cmc","Number_of_children_ever_born",0.5
33,"4","4",4.13,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
25,"3","3",-1.65,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
26,"4","4",-0.78,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.5
48,"1","3",1.8,"1","1","3","3","1","P","cmc","Number_of_children_ever_born",0.5
36,"4","4",3.82,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.5
38,"3","4",2.62,"0","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
44,"1","2",6.77,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
44,"2","2",-0.43,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
39,"3","3",0.5,"0","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
47,"1","2",7.1,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
43,"1","3",3.8,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
29,"3","3",4.23,"1","0","2","4","0","P","cmc","Number_of_children_ever_born",0.5
22,"3","3",-0.95,"1","1","2","2","0","P","cmc","Number_of_children_ever_born",0.5
31,"2","4",4.21,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.5
22,"4","4",1.22,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.5
45,"3","4",5.6,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
42,"3","4",8.33,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.5
38,"3","3",7.36,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
47,"1","1",5.22,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.5
30,"4","4",1.7,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.5
28,"3","4",-0.26,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
25,"3","4",1.23,"1","1","2","1","0","P","cmc","Number_of_children_ever_born",0.5
49,"2","4",3.37,"0","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
23,"3","4",-0.2,"1","0","2","3","0","P","cmc","Number_of_children_ever_born",0.5
35,"3","4",2.62,"0","1","2","3","0","P","cmc","Number_of_children_ever_born",0.5
47,"2","1",5.78,"0","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
35,"2","3",-0.15,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
44,"3","4",6.31,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.5
48,"4","4",2.62,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.5
43,"2","3",7.74,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.5
21,"2","4",1.92,"1","1","3","1","0","P","cmc","Number_of_children_ever_born",0.5
