"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1.12,1,1,2,2,"monks-problems-2","attr2",0.2
0,1,0.92,1,1,4,1,"monks-problems-2","attr2",0.2
0,1,1.11,1,2,1,1,"monks-problems-2","attr2",0.2
0,1,1,1,2,1,2,"monks-problems-2","attr2",0.2
0,1,1.04,1,2,2,1,"monks-problems-2","attr2",0.2
0,1,1.18,1,2,3,1,"monks-problems-2","attr2",0.2
0,1,1.1,1,2,4,1,"monks-problems-2","attr2",0.2
0,1,0.95,1,3,2,1,"monks-problems-2","attr2",0.2
0,1,0.81,1,3,4,1,"monks-problems-2","attr2",0.2
0,1,0.89,2,1,1,1,"monks-problems-2","attr2",0.2
0,1,0.83,2,1,1,2,"monks-problems-2","attr2",0.2
0,1,1.09,2,2,3,1,"monks-problems-2","attr2",0.2
0,1,1,2,2,4,1,"monks-problems-2","attr2",0.2
1,1,1.13,2,2,4,2,"monks-problems-2","attr2",0.2
0,1,1.04,2,3,1,2,"monks-problems-2","attr2",0.2
1,1,1.05,2,3,2,2,"monks-problems-2","attr2",0.2
0,1,2.19,1,1,1,2,"monks-problems-2","attr2",0.2
0,1,2.1,1,2,1,2,"monks-problems-2","attr2",0.2
1,1,1.84,1,2,2,2,"monks-problems-2","attr2",0.2
0,1,1.95,1,2,3,1,"monks-problems-2","attr2",0.2
1,1,1.94,1,2,3,2,"monks-problems-2","attr2",0.2
0,1,2.3,1,2,4,1,"monks-problems-2","attr2",0.2
0,1,2.15,1,3,1,1,"monks-problems-2","attr2",0.2
0,1,2.09,1,3,1,2,"monks-problems-2","attr2",0.2
1,1,2.14,1,3,2,2,"monks-problems-2","attr2",0.2
0,1,2.27,1,3,3,1,"monks-problems-2","attr2",0.2
1,1,1.86,1,3,3,2,"monks-problems-2","attr2",0.2
0,1,2.27,1,3,4,1,"monks-problems-2","attr2",0.2
1,1,1.76,1,3,4,2,"monks-problems-2","attr2",0.2
0,1,1.92,2,1,2,1,"monks-problems-2","attr2",0.2
0,1,2.03,2,1,4,1,"monks-problems-2","attr2",0.2
1,1,1.81,2,2,3,1,"monks-problems-2","attr2",0.2
1,1,2.03,2,2,4,1,"monks-problems-2","attr2",0.2
0,1,1.67,2,3,1,1,"monks-problems-2","attr2",0.2
1,1,2.05,2,3,1,2,"monks-problems-2","attr2",0.2
1,1,1.79,2,3,3,1,"monks-problems-2","attr2",0.2
0,1,2.06,2,3,3,2,"monks-problems-2","attr2",0.2
1,1,1.92,2,3,4,1,"monks-problems-2","attr2",0.2
0,1,1.98,2,3,4,2,"monks-problems-2","attr2",0.2
0,1,3.27,1,1,1,2,"monks-problems-2","attr2",0.2
0,1,2.85,1,1,2,2,"monks-problems-2","attr2",0.2
0,1,2.81,1,1,3,1,"monks-problems-2","attr2",0.2
0,1,2.86,1,1,3,2,"monks-problems-2","attr2",0.2
0,1,3.06,1,2,2,1,"monks-problems-2","attr2",0.2
1,1,2.99,1,2,2,2,"monks-problems-2","attr2",0.2
1,1,3.37,1,2,3,2,"monks-problems-2","attr2",0.2
0,1,3.03,1,2,4,1,"monks-problems-2","attr2",0.2
1,1,3.13,1,3,2,2,"monks-problems-2","attr2",0.2
0,1,2.92,1,3,3,1,"monks-problems-2","attr2",0.2
1,1,2.96,1,3,4,2,"monks-problems-2","attr2",0.2
0,1,3.11,2,1,3,1,"monks-problems-2","attr2",0.2
1,1,2.88,2,1,3,2,"monks-problems-2","attr2",0.2
0,1,3.1,2,1,4,1,"monks-problems-2","attr2",0.2
1,1,2.89,2,2,1,2,"monks-problems-2","attr2",0.2
0,1,3.27,2,2,3,2,"monks-problems-2","attr2",0.2
0,1,3.07,2,2,4,2,"monks-problems-2","attr2",0.2
1,1,2.71,2,3,2,1,"monks-problems-2","attr2",0.2
0,2,0.92,1,1,1,1,"monks-problems-2","attr2",0.2
0,2,1.26,1,1,2,2,"monks-problems-2","attr2",0.2
0,2,0.88,1,1,3,1,"monks-problems-2","attr2",0.2
1,2,0.99,1,2,2,2,"monks-problems-2","attr2",0.2
0,2,0.88,1,3,1,2,"monks-problems-2","attr2",0.2
1,2,1.12,1,3,2,2,"monks-problems-2","attr2",0.2
1,2,0.92,1,3,3,2,"monks-problems-2","attr2",0.2
0,2,1.13,1,3,4,1,"monks-problems-2","attr2",0.2
0,2,0.97,2,1,1,1,"monks-problems-2","attr2",0.2
1,2,1.17,2,1,2,2,"monks-problems-2","attr2",0.2
0,2,0.61,2,1,4,1,"monks-problems-2","attr2",0.2
1,2,1.42,2,2,2,1,"monks-problems-2","attr2",0.2
0,2,1.33,2,2,4,2,"monks-problems-2","attr2",0.2
