"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,0.16,1,1,1,2,2,"monks-problems-2","attr1",1
0,0.14,1,1,1,4,1,"monks-problems-2","attr1",1
0,1.62,1,1,2,1,1,"monks-problems-2","attr1",1
0,-0.19,1,1,2,1,2,"monks-problems-2","attr1",1
0,0.45,1,1,2,2,1,"monks-problems-2","attr1",1
0,1.64,1,1,2,3,1,"monks-problems-2","attr1",1
0,1,1,1,2,4,1,"monks-problems-2","attr1",1
0,0.31,1,1,3,2,1,"monks-problems-2","attr1",1
0,1.25,1,1,3,4,1,"monks-problems-2","attr1",1
0,0.65,1,2,1,1,1,"monks-problems-2","attr1",1
0,1.2,1,2,1,1,2,"monks-problems-2","attr1",1
0,1.94,1,2,2,3,1,"monks-problems-2","attr1",1
0,-0.34,1,2,2,4,1,"monks-problems-2","attr1",1
1,0.92,1,2,2,4,2,"monks-problems-2","attr1",1
0,1.24,1,2,3,1,2,"monks-problems-2","attr1",1
1,1.06,1,2,3,2,2,"monks-problems-2","attr1",1
0,0.13,2,1,1,1,2,"monks-problems-2","attr1",1
0,0.82,2,1,2,1,2,"monks-problems-2","attr1",1
1,0.85,2,1,2,2,2,"monks-problems-2","attr1",1
0,1.46,2,1,2,3,1,"monks-problems-2","attr1",1
1,1.58,2,1,2,3,2,"monks-problems-2","attr1",1
0,2.11,2,1,2,4,1,"monks-problems-2","attr1",1
0,1.57,2,1,3,1,1,"monks-problems-2","attr1",1
0,2.21,2,1,3,1,2,"monks-problems-2","attr1",1
1,2.05,2,1,3,2,2,"monks-problems-2","attr1",1
0,1.13,2,1,3,3,1,"monks-problems-2","attr1",1
1,0.34,2,1,3,3,2,"monks-problems-2","attr1",1
0,1.45,2,1,3,4,1,"monks-problems-2","attr1",1
1,0.64,2,1,3,4,2,"monks-problems-2","attr1",1
0,1.75,2,2,1,2,1,"monks-problems-2","attr1",1
0,0.82,2,2,1,4,1,"monks-problems-2","attr1",1
1,1.1,2,2,2,3,1,"monks-problems-2","attr1",1
1,0.19,2,2,2,4,1,"monks-problems-2","attr1",1
0,0.25,2,2,3,1,1,"monks-problems-2","attr1",1
1,2.36,2,2,3,1,2,"monks-problems-2","attr1",1
1,-0.13,2,2,3,3,1,"monks-problems-2","attr1",1
0,1.22,2,2,3,3,2,"monks-problems-2","attr1",1
1,0.01,2,2,3,4,1,"monks-problems-2","attr1",1
0,1.14,2,2,3,4,2,"monks-problems-2","attr1",1
0,-0.42,3,1,1,1,2,"monks-problems-2","attr1",1
0,2.51,3,1,1,2,2,"monks-problems-2","attr1",1
0,0.85,3,1,1,3,1,"monks-problems-2","attr1",1
0,2.26,3,1,1,3,2,"monks-problems-2","attr1",1
0,2.6,3,1,2,2,1,"monks-problems-2","attr1",1
1,-0.24,3,1,2,2,2,"monks-problems-2","attr1",1
1,0.95,3,1,2,3,2,"monks-problems-2","attr1",1
0,1.74,3,1,2,4,1,"monks-problems-2","attr1",1
