"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1,1,1.26,2,"monks-problems-2","attr5",0.5
0,1,1,1,1,5.18,1,"monks-problems-2","attr5",0.5
0,1,1,1,2,1.02,1,"monks-problems-2","attr5",0.5
0,1,1,1,2,1.76,2,"monks-problems-2","attr5",0.5
0,1,1,1,2,1.51,1,"monks-problems-2","attr5",0.5
0,1,1,1,2,3.57,1,"monks-problems-2","attr5",0.5
0,1,1,1,2,4.41,1,"monks-problems-2","attr5",0.5
0,1,1,1,3,1.5,1,"monks-problems-2","attr5",0.5
0,1,1,1,3,3.61,1,"monks-problems-2","attr5",0.5
0,1,1,2,1,0.96,1,"monks-problems-2","attr5",0.5
0,1,1,2,1,0.44,2,"monks-problems-2","attr5",0.5
0,1,1,2,2,2.82,1,"monks-problems-2","attr5",0.5
0,1,1,2,2,3.45,1,"monks-problems-2","attr5",0.5
1,1,1,2,2,3.58,2,"monks-problems-2","attr5",0.5
0,1,1,2,3,1.04,2,"monks-problems-2","attr5",0.5
1,1,1,2,3,1.9,2,"monks-problems-2","attr5",0.5
0,1,2,1,1,2,2,"monks-problems-2","attr5",0.5
0,1,2,1,2,2.39,2,"monks-problems-2","attr5",0.5
1,1,2,1,2,1.66,2,"monks-problems-2","attr5",0.5
0,1,2,1,2,2.78,1,"monks-problems-2","attr5",0.5
1,1,2,1,2,3.52,2,"monks-problems-2","attr5",0.5
0,1,2,1,2,3.4,1,"monks-problems-2","attr5",0.5
0,1,2,1,3,1.44,1,"monks-problems-2","attr5",0.5
0,1,2,1,3,1.51,2,"monks-problems-2","attr5",0.5
1,1,2,1,3,2.63,2,"monks-problems-2","attr5",0.5
0,1,2,1,3,2.57,1,"monks-problems-2","attr5",0.5
1,1,2,1,3,2.92,2,"monks-problems-2","attr5",0.5
0,1,2,1,3,3.29,1,"monks-problems-2","attr5",0.5
1,1,2,1,3,4.39,2,"monks-problems-2","attr5",0.5
0,1,2,2,1,2.39,1,"monks-problems-2","attr5",0.5
0,1,2,2,1,3.95,1,"monks-problems-2","attr5",0.5
1,1,2,2,2,3.11,1,"monks-problems-2","attr5",0.5
1,1,2,2,2,3.84,1,"monks-problems-2","attr5",0.5
0,1,2,2,3,2.14,1,"monks-problems-2","attr5",0.5
1,1,2,2,3,0.62,2,"monks-problems-2","attr5",0.5
1,1,2,2,3,2.36,1,"monks-problems-2","attr5",0.5
0,1,2,2,3,3.84,2,"monks-problems-2","attr5",0.5
1,1,2,2,3,5.35,1,"monks-problems-2","attr5",0.5
0,1,2,2,3,4.28,2,"monks-problems-2","attr5",0.5
0,1,3,1,1,0.88,2,"monks-problems-2","attr5",0.5
0,1,3,1,1,2,2,"monks-problems-2","attr5",0.5
0,1,3,1,1,2.14,1,"monks-problems-2","attr5",0.5
0,1,3,1,1,2.94,2,"monks-problems-2","attr5",0.5
0,1,3,1,2,2.08,1,"monks-problems-2","attr5",0.5
1,1,3,1,2,2.16,2,"monks-problems-2","attr5",0.5
1,1,3,1,2,4.17,2,"monks-problems-2","attr5",0.5
0,1,3,1,2,4.26,1,"monks-problems-2","attr5",0.5
1,1,3,1,3,0.73,2,"monks-problems-2","attr5",0.5
0,1,3,1,3,3.37,1,"monks-problems-2","attr5",0.5
1,1,3,1,3,4.46,2,"monks-problems-2","attr5",0.5
0,1,3,2,1,3.49,1,"monks-problems-2","attr5",0.5
1,1,3,2,1,3.63,2,"monks-problems-2","attr5",0.5
0,1,3,2,1,4.06,1,"monks-problems-2","attr5",0.5
1,1,3,2,2,0.99,2,"monks-problems-2","attr5",0.5
0,1,3,2,2,3.05,2,"monks-problems-2","attr5",0.5
0,1,3,2,2,3.92,2,"monks-problems-2","attr5",0.5
1,1,3,2,3,2.02,1,"monks-problems-2","attr5",0.5
0,2,1,1,1,0.25,1,"monks-problems-2","attr5",0.5
