"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
-5.19,50,12500,98,"2","blood-transfusion-service-center","V1",0.5
-4.65,13,3250,28,"2","blood-transfusion-service-center","V1",0.5
-5.07,16,4000,35,"2","blood-transfusion-service-center","V1",0.5
-2.29,20,5000,45,"2","blood-transfusion-service-center","V1",0.5
2.32,24,6000,77,"1","blood-transfusion-service-center","V1",0.5
-0.22,4,1000,4,"1","blood-transfusion-service-center","V1",0.5
-2.08,7,1750,14,"2","blood-transfusion-service-center","V1",0.5
-0.76,12,3000,35,"1","blood-transfusion-service-center","V1",0.5
3.84,9,2250,22,"2","blood-transfusion-service-center","V1",0.5
8.1,46,11500,98,"2","blood-transfusion-service-center","V1",0.5
5.51,23,5750,58,"1","blood-transfusion-service-center","V1",0.5
-1.7,3,750,4,"1","blood-transfusion-service-center","V1",0.5
2.12,10,2500,28,"2","blood-transfusion-service-center","V1",0.5
-0.93,13,3250,47,"1","blood-transfusion-service-center","V1",0.5
-2.01,6,1500,15,"2","blood-transfusion-service-center","V1",0.5
0.3,5,1250,11,"2","blood-transfusion-service-center","V1",0.5
8.34,14,3500,48,"2","blood-transfusion-service-center","V1",0.5
1.76,15,3750,49,"2","blood-transfusion-service-center","V1",0.5
7.6,6,1500,15,"2","blood-transfusion-service-center","V1",0.5
5.2,3,750,4,"2","blood-transfusion-service-center","V1",0.5
-2.68,3,750,4,"2","blood-transfusion-service-center","V1",0.5
13.45,11,2750,28,"1","blood-transfusion-service-center","V1",0.5
2.52,6,1500,16,"2","blood-transfusion-service-center","V1",0.5
7.9,6,1500,16,"2","blood-transfusion-service-center","V1",0.5
9.05,9,2250,16,"1","blood-transfusion-service-center","V1",0.5
8.74,14,3500,40,"1","blood-transfusion-service-center","V1",0.5
0.22,6,1500,14,"1","blood-transfusion-service-center","V1",0.5
2.03,12,3000,34,"2","blood-transfusion-service-center","V1",0.5
-0.39,5,1250,11,"2","blood-transfusion-service-center","V1",0.5
8.4,8,2000,21,"1","blood-transfusion-service-center","V1",0.5
1.17,14,3500,58,"1","blood-transfusion-service-center","V1",0.5
0.84,10,2500,28,"2","blood-transfusion-service-center","V1",0.5
4.43,10,2500,28,"2","blood-transfusion-service-center","V1",0.5
3.98,9,2250,26,"2","blood-transfusion-service-center","V1",0.5
1.73,16,4000,64,"1","blood-transfusion-service-center","V1",0.5
-1.13,8,2000,28,"2","blood-transfusion-service-center","V1",0.5
1.51,12,3000,47,"2","blood-transfusion-service-center","V1",0.5
2.91,6,1500,16,"2","blood-transfusion-service-center","V1",0.5
6.62,14,3500,57,"2","blood-transfusion-service-center","V1",0.5
5.61,7,1750,22,"2","blood-transfusion-service-center","V1",0.5
-4.74,13,3250,53,"2","blood-transfusion-service-center","V1",0.5
4.83,5,1250,16,"1","blood-transfusion-service-center","V1",0.5
-0.76,5,1250,16,"2","blood-transfusion-service-center","V1",0.5
-0.42,5,1250,16,"1","blood-transfusion-service-center","V1",0.5
7.92,20,5000,69,"2","blood-transfusion-service-center","V1",0.5
0.71,9,2250,28,"2","blood-transfusion-service-center","V1",0.5
-2.97,9,2250,36,"1","blood-transfusion-service-center","V1",0.5
8.32,2,500,2,"1","blood-transfusion-service-center","V1",0.5
-2.33,2,500,2,"1","blood-transfusion-service-center","V1",0.5
4.15,2,500,2,"1","blood-transfusion-service-center","V1",0.5
2.49,11,2750,46,"1","blood-transfusion-service-center","V1",0.5
0.12,11,2750,46,"2","blood-transfusion-service-center","V1",0.5
3.94,6,1500,22,"1","blood-transfusion-service-center","V1",0.5
2.79,12,3000,52,"1","blood-transfusion-service-center","V1",0.5
5.21,5,1250,14,"2","blood-transfusion-service-center","V1",0.5
6.32,19,4750,69,"2","blood-transfusion-service-center","V1",0.5
1.23,8,2000,26,"2","blood-transfusion-service-center","V1",0.5
8,7,1750,28,"2","blood-transfusion-service-center","V1",0.5
1.96,16,4000,81,"1","blood-transfusion-service-center","V1",0.5
-2.76,6,1500,21,"1","blood-transfusion-service-center","V1",0.5
6.65,7,1750,29,"1","blood-transfusion-service-center","V1",0.5
-1.01,8,2000,35,"2","blood-transfusion-service-center","V1",0.5
3.52,10,2500,49,"1","blood-transfusion-service-center","V1",0.5
-2.93,5,1250,16,"2","blood-transfusion-service-center","V1",0.5
2.65,3,750,9,"2","blood-transfusion-service-center","V1",0.5
4.4,16,4000,74,"1","blood-transfusion-service-center","V1",0.5
