"variance","skewness","curtosis","entropy","class","dataset_name","altered_attribute","noise_level"
3.6216,3.53,-2.8073,-0.44699,"0","banknote","skewness",0.6
4.5459,5.22,-2.4586,-1.4621,"0","banknote","skewness",0.6
3.866,-5.01,1.9242,0.10645,"0","banknote","skewness",0.6
3.4566,13.28,-4.0112,-3.5944,"0","banknote","skewness",0.6
0.32924,-5.58,4.5718,-0.9888,"0","banknote","skewness",0.6
4.3684,10.85,-3.9606,-3.1625,"0","banknote","skewness",0.6
3.5912,-1.32,0.72888,0.56421,"0","banknote","skewness",0.6
2.0922,-3,8.4636,-0.60216,"0","banknote","skewness",0.6
3.2032,7.48,-0.75345,-0.61251,"0","banknote","skewness",0.6
1.5356,10.96,-2.2718,-0.73535,"0","banknote","skewness",0.6
1.2247,10.39,-2.2135,-0.80647,"0","banknote","skewness",0.6
3.9899,-1.88,2.3946,0.86291,"0","banknote","skewness",0.6
1.8993,5.83,0.15394,-3.1108,"0","banknote","skewness",0.6
-1.5768,7.01,2.5462,-2.9362,"0","banknote","skewness",0.6
3.404,12.97,-2.9915,-0.57242,"0","banknote","skewness",0.6
4.6765,-0.35,3.4896,1.4771,"0","banknote","skewness",0.6
2.6719,3.35,0.37158,0.58619,"0","banknote","skewness",0.6
0.80355,6.52,4.3439,0.6017,"0","banknote","skewness",0.6
1.4479,-9.88,8.3428,-2.1086,"0","banknote","skewness",0.6
5.2423,8.62,-4.353,-4.1013,"0","banknote","skewness",0.6
5.7867,1.64,-2.6196,-0.48708,"0","banknote","skewness",0.6
0.3292,-11.54,4.5718,-0.9888,"0","banknote","skewness",0.6
3.9362,5.68,-3.8235,-4.0172,"0","banknote","skewness",0.6
0.93584,6.4,-1.6831,-1.6599,"0","banknote","skewness",0.6
4.4338,13.54,-4.6795,-3.7483,"0","banknote","skewness",0.6
0.7057,-6.33,8.3368,-2.8715,"0","banknote","skewness",0.6
1.1432,-0.55,5.5777,-0.63578,"0","banknote","skewness",0.6
-0.38214,7.84,2.1624,-3.7405,"0","banknote","skewness",0.6
6.5633,8.05,-4.4113,-3.2258,"0","banknote","skewness",0.6
4.8906,5.82,3.4202,1.0905,"0","banknote","skewness",0.6
-0.24811,-3.97,4.9068,0.15429,"0","banknote","skewness",0.6
1.4884,3.69,3.308,0.48921,"0","banknote","skewness",0.6
4.2969,7.95,-2.3874,-0.96164,"0","banknote","skewness",0.6
-0.96511,13.11,1.7305,-4.8629,"0","banknote","skewness",0.6
-1.6162,-0.47,8.1628,0.60817,"0","banknote","skewness",0.6
2.4391,8.08,-0.80743,-0.69139,"0","banknote","skewness",0.6
2.6881,8.11,-0.46641,-0.69268,"0","banknote","skewness",0.6
3.6289,-7.22,1.6277,0.77627,"0","banknote","skewness",0.6
4.5679,1.97,-2.1055,0.29653,"0","banknote","skewness",0.6
3.4805,9.17,-3.7541,-3.4379,"0","banknote","skewness",0.6
4.1711,9.94,-3.0224,-0.59699,"0","banknote","skewness",0.6
-0.2062,11.27,-3.7044,-6.8103,"0","banknote","skewness",0.6
-0.00689189999999999,8.2,-0.41243,-1.9638,"0","banknote","skewness",0.6
0.96441,5.21,2.3235,0.066365,"0","banknote","skewness",0.6
2.8561,9.89,-0.79372,0.48403,"0","banknote","skewness",0.6
-0.7869,7.98,-3.7867,-7.5034,"0","banknote","skewness",0.6
2.0843,3.19,0.48382,-2.2134,"0","banknote","skewness",0.6
-0.7869,4.18,-3.7867,-7.5034,"0","banknote","skewness",0.6
3.9102,7.54,-2.4534,-0.68234,"0","banknote","skewness",0.6
1.6349,7.79,2.8753,0.087054,"0","banknote","skewness",0.6
4.3239,-1.81,3.4356,-0.5776,"0","banknote","skewness",0.6
5.262,1.53,-1.5572,1.0103,"0","banknote","skewness",0.6
3.1452,-3.85,-0.51439,-1.4944,"0","banknote","skewness",0.6
2.549,7.23,-1.1605,-1.2371,"0","banknote","skewness",0.6
4.9264,4.68,-2.4774,-0.50648,"0","banknote","skewness",0.6
4.8265,4.01,1.6371,1.1875,"0","banknote","skewness",0.6
2.5635,-0.24,-0.61979,0.38576,"0","banknote","skewness",0.6
5.807,11.02,-2.2384,0.43878,"0","banknote","skewness",0.6
3.1377,-0.09,4.5701,0.98963,"0","banknote","skewness",0.6
-0.78289,14.49,-0.37644,-7.0495,"0","banknote","skewness",0.6
2.888,0.3,4.5907,-0.24398,"0","banknote","skewness",0.6
0.49665,10.25,1.7785,-0.47156,"0","banknote","skewness",0.6
4.2586,9.26,-4.0943,-4.3457,"0","banknote","skewness",0.6
1.7939,0.12,1.5454,-0.26079,"0","banknote","skewness",0.6
5.4021,2.84,-1.1536,1.5651,"0","banknote","skewness",0.6
2.5367,1.43,2.0938,0.20085,"0","banknote","skewness",0.6
4.6054,-4.9,2.7587,0.31981,"0","banknote","skewness",0.6
2.4235,5.77,-3.0789,-2.7746,"0","banknote","skewness",0.6
1.0009,9.28,-0.28219,-2.6608,"0","banknote","skewness",0.6
0.12326,11.43,-0.9351,-2.4332,"0","banknote","skewness",0.6
3.9529,3.11,2.3792,0.48274,"0","banknote","skewness",0.6
4.1373,-1.73,1.093,1.8276,"0","banknote","skewness",0.6
4.7181,3.52,-3.9486,-3.8582,"0","banknote","skewness",0.6
4.1654,-4.59,3.643,1.0879,"0","banknote","skewness",0.6
4.4069,12.87,-4.5775,-4.4271,"0","banknote","skewness",0.6
2.3066,5.33,0.57551,0.41938,"0","banknote","skewness",0.6
3.7935,14.04,-2.5477,-1.872,"0","banknote","skewness",0.6
0.049175,6.99,1.7828,-0.72113,"0","banknote","skewness",0.6
0.24835,10.89,0.9885,-0.87371,"0","banknote","skewness",0.6
1.1317,2.61,3.3979,0.84351,"0","banknote","skewness",0.6
2.8033,12.92,-3.3668,-1.0224,"0","banknote","skewness",0.6
4.4682,0.93,0.95766,0.83058,"0","banknote","skewness",0.6
5.0185,4.18,-2.9375,-1.281,"0","banknote","skewness",0.6
1.8664,9.31,-0.23849,-2.9634,"0","banknote","skewness",0.6
3.245,5.56,-0.63435,0.86937,"0","banknote","skewness",0.6
4.0296,4.67,0.80685,0.71679,"0","banknote","skewness",0.6
-1.1313,1.62,7.5339,1.022,"0","banknote","skewness",0.6
0.87603,1.15,0.84198,-0.17156,"0","banknote","skewness",0.6
4.1197,-2.61,2.0707,0.67412,"0","banknote","skewness",0.6
3.8027,0.56,2.1041,1.0245,"0","banknote","skewness",0.6
1.4806,6.86,-2.7876,-1.0341,"0","banknote","skewness",0.6
4.0632,0.48,0.72545,0.39481,"0","banknote","skewness",0.6
4.3064,4.4,-2.7824,-1.4336,"0","banknote","skewness",0.6
2.4486,-10.2,7.9632,0.20602,"0","banknote","skewness",0.6
3.2718,-2.6,2.1161,0.61334,"0","banknote","skewness",0.6
-0.64472,-8.9,8.347,-2.7099,"0","banknote","skewness",0.6
2.9543,-0.04,0.64577,0.89394,"0","banknote","skewness",0.6
2.1616,-5.15,8.1517,-0.081048,"0","banknote","skewness",0.6
3.82,13.92,-4.0112,-5.0284,"0","banknote","skewness",0.6
-2.7419,13.38,2.5394,-5.5793,"0","banknote","skewness",0.6
3.3669,-4.88,3.6935,-1.1427,"0","banknote","skewness",0.6
4.5597,-4.49,2.6413,1.6168,"0","banknote","skewness",0.6
5.1129,4.09,0.62863,1.1189,"0","banknote","skewness",0.6
3.3397,-13.16,3.9823,-0.23751,"0","banknote","skewness",0.6
4.2027,-2.21,0.96108,0.97282,"0","banknote","skewness",0.6
3.5438,2.43,1.997,2.1547,"0","banknote","skewness",0.6
2.3136,11.36,-3.5288,-4.7672,"0","banknote","skewness",0.6
-1.8584,7.87,-1.6643,-1.8384,"0","banknote","skewness",0.6
3.106,12.29,-4.2536,-4.003,"0","banknote","skewness",0.6
2.9163,13.27,-3.3437,-4.122,"0","banknote","skewness",0.6
3.9922,-6.68,3.7304,-0.1095,"0","banknote","skewness",0.6
1.518,6.59,0.094818,-0.026738,"0","banknote","skewness",0.6
3.2351,14.61,-3.2074,-2.5948,"0","banknote","skewness",0.6
4.2188,10.73,-1.2804,0.76076,"0","banknote","skewness",0.6
1.7819,4.8,-1.2744,-1.5759,"0","banknote","skewness",0.6
2.5331,0.57,-0.822,-0.12243,"0","banknote","skewness",0.6
3.8969,6.08,-1.8245,0.14007,"0","banknote","skewness",0.6
2.108,5.6,-0.1708,0.4905,"0","banknote","skewness",0.6
2.8969,0.78,2.29,1.8663,"0","banknote","skewness",0.6
0.9297,-1.56,4.6429,-0.2957,"0","banknote","skewness",0.6
3.4642,13.55,-3.4071,-4.109,"0","banknote","skewness",0.6
4.0713,4.53,-4.1722,-4.7582,"0","banknote","skewness",0.6
-1.4572,8.85,1.7425,-5.1241,"0","banknote","skewness",0.6
-1.5075,5.53,7.1466,0.89136,"0","banknote","skewness",0.6
-0.91718,7.83,1.1804,-5.2263,"0","banknote","skewness",0.6
2.994,7.32,-1.2153,0.3211,"0","banknote","skewness",0.6
-2.343,13.98,3.3285,-5.9426,"0","banknote","skewness",0.6
3.7818,-5.95,2.2558,-0.15734,"0","banknote","skewness",0.6
4.6689,5.84,0.055404,1.909,"0","banknote","skewness",0.6
3.4663,0.77,1.7425,1.3388,"0","banknote","skewness",0.6
3.2697,-5.64,3.6884,-0.29829,"0","banknote","skewness",0.6
5.1302,11.95,-2.8913,-1.5086,"0","banknote","skewness",0.6
2.0139,6.2,0.37929,0.56938,"0","banknote","skewness",0.6
0.4339,10.08,2.033,-0.40432,"0","banknote","skewness",0.6
-1.0401,15.01,0.85998,-5.3336,"0","banknote","skewness",0.6
4.1605,13.05,-3.6136,-4.0819,"0","banknote","skewness",0.6
5.438,11.17,-4.9417,-3.9202,"0","banknote","skewness",0.6
5.032,14.65,-2.6256,-1.0341,"0","banknote","skewness",0.6
5.2418,12.55,-4.1174,-4.2797,"0","banknote","skewness",0.6
-0.2062,12.85,-3.7044,-6.8103,"0","banknote","skewness",0.6
2.0911,0.12,4.5512,1.234,"0","banknote","skewness",0.6
1.7317,-1.83,4.1905,-0.99138,"0","banknote","skewness",0.6
4.1736,-0.98,-1.4244,0.60429,"0","banknote","skewness",0.6
3.9232,-4.86,3.4579,0.83705,"0","banknote","skewness",0.6
3.8481,12.01,-3.8561,-4.2228,"0","banknote","skewness",0.6
0.5195,-1.16,3.0895,-0.9849,"0","banknote","skewness",0.6
3.8584,-0.93,1.1033,1.7008,"0","banknote","skewness",0.6
1.7496,-1.44,5.1827,1.2922,"0","banknote","skewness",0.6
3.6277,-0.61,0.68861,0.63403,"0","banknote","skewness",0.6
2.7391,11.03,0.071684,-2.5302,"0","banknote","skewness",0.6
4.5447,5.08,-2.4166,-1.5875,"0","banknote","skewness",0.6
-1.7599,5.29,2.6756,-3.3241,"0","banknote","skewness",0.6
5.0691,-0.49,0.20278,1.2095,"0","banknote","skewness",0.6
3.4591,4.91,-4.2039,-5.0931,"0","banknote","skewness",0.6
1.9358,8.85,-0.023425,-2.2586,"0","banknote","skewness",0.6
2.486,-2.65,5.3404,-0.15475,"0","banknote","skewness",0.6
2.4226,-6.8,5.947,0.21507,"0","banknote","skewness",0.6
3.9479,-9.85,2.883,0.019813,"0","banknote","skewness",0.6
2.2634,-11.69,3.6558,-0.61251,"0","banknote","skewness",0.6
1.3566,6.58,2.1341,0.3211,"0","banknote","skewness",0.6
5.0452,-1.27,-1.4304,0.86291,"0","banknote","skewness",0.6
3.5499,7.22,-3.2794,-1.2009,"0","banknote","skewness",0.6
0.17346,5.08,0.26876,-3.7883,"0","banknote","skewness",0.6
2.4008,9.02,-3.3565,-3.3526,"0","banknote","skewness",0.6
4.8851,8.23,-0.00029081,1.6401,"0","banknote","skewness",0.6
4.1927,-0.24,2.5839,0.21766,"0","banknote","skewness",0.6
1.1166,7.15,-0.96252,-1.8112,"0","banknote","skewness",0.6
