"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,50,12500,103.26,"2","blood-transfusion-service-center","V4",0.4
0,13,3250,22.33,"2","blood-transfusion-service-center","V4",0.4
1,16,4000,14.81,"2","blood-transfusion-service-center","V4",0.4
2,20,5000,37.39,"2","blood-transfusion-service-center","V4",0.4
1,24,6000,78.21,"1","blood-transfusion-service-center","V4",0.4
4,4,1000,21.89,"1","blood-transfusion-service-center","V4",0.4
2,7,1750,12.72,"2","blood-transfusion-service-center","V4",0.4
1,12,3000,42.44,"1","blood-transfusion-service-center","V4",0.4
2,9,2250,12.95,"2","blood-transfusion-service-center","V4",0.4
5,46,11500,93.79,"2","blood-transfusion-service-center","V4",0.4
4,23,5750,44.52,"1","blood-transfusion-service-center","V4",0.4
0,3,750,0.56,"1","blood-transfusion-service-center","V4",0.4
2,10,2500,19.45,"2","blood-transfusion-service-center","V4",0.4
1,13,3250,38.2,"1","blood-transfusion-service-center","V4",0.4
2,6,1500,9.7,"2","blood-transfusion-service-center","V4",0.4
2,5,1250,-0.51,"2","blood-transfusion-service-center","V4",0.4
2,14,3500,67.52,"2","blood-transfusion-service-center","V4",0.4
2,15,3750,35.86,"2","blood-transfusion-service-center","V4",0.4
2,6,1500,14.88,"2","blood-transfusion-service-center","V4",0.4
2,3,750,4.02,"2","blood-transfusion-service-center","V4",0.4
2,3,750,11.75,"2","blood-transfusion-service-center","V4",0.4
4,11,2750,22.91,"1","blood-transfusion-service-center","V4",0.4
2,6,1500,28.01,"2","blood-transfusion-service-center","V4",0.4
2,6,1500,20.44,"2","blood-transfusion-service-center","V4",0.4
9,9,2250,15.16,"1","blood-transfusion-service-center","V4",0.4
4,14,3500,51.86,"1","blood-transfusion-service-center","V4",0.4
4,6,1500,30.99,"1","blood-transfusion-service-center","V4",0.4
4,12,3000,41.07,"2","blood-transfusion-service-center","V4",0.4
4,5,1250,10.97,"2","blood-transfusion-service-center","V4",0.4
