"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1,1,1.91,2,"monks-problems-2","attr5",0.4
0,1,1,1,1,3.84,1,"monks-problems-2","attr5",0.4
0,1,1,1,2,1.38,1,"monks-problems-2","attr5",0.4
0,1,1,1,2,1.15,2,"monks-problems-2","attr5",0.4
0,1,1,1,2,1.22,1,"monks-problems-2","attr5",0.4
0,1,1,1,2,2.88,1,"monks-problems-2","attr5",0.4
0,1,1,1,2,4.76,1,"monks-problems-2","attr5",0.4
0,1,1,1,3,1.22,1,"monks-problems-2","attr5",0.4
0,1,1,1,3,4.95,1,"monks-problems-2","attr5",0.4
0,1,1,2,1,1.19,1,"monks-problems-2","attr5",0.4
0,1,1,2,1,1,2,"monks-problems-2","attr5",0.4
0,1,1,2,2,2.9,1,"monks-problems-2","attr5",0.4
0,1,1,2,2,3.42,1,"monks-problems-2","attr5",0.4
1,1,1,2,2,5,2,"monks-problems-2","attr5",0.4
0,1,1,2,3,1.09,2,"monks-problems-2","attr5",0.4
1,1,1,2,3,1.09,2,"monks-problems-2","attr5",0.4
0,1,2,1,1,0.81,2,"monks-problems-2","attr5",0.4
0,1,2,1,2,1.85,2,"monks-problems-2","attr5",0.4
1,1,2,1,2,2.17,2,"monks-problems-2","attr5",0.4
0,1,2,1,2,3.33,1,"monks-problems-2","attr5",0.4
1,1,2,1,2,2.75,2,"monks-problems-2","attr5",0.4
0,1,2,1,2,3.86,1,"monks-problems-2","attr5",0.4
0,1,2,1,3,0.35,1,"monks-problems-2","attr5",0.4
0,1,2,1,3,1.45,2,"monks-problems-2","attr5",0.4
1,1,2,1,3,2.09,2,"monks-problems-2","attr5",0.4
0,1,2,1,3,2.28,1,"monks-problems-2","attr5",0.4
1,1,2,1,3,3.09,2,"monks-problems-2","attr5",0.4
0,1,2,1,3,4.63,1,"monks-problems-2","attr5",0.4
1,1,2,1,3,4.64,2,"monks-problems-2","attr5",0.4
0,1,2,2,1,1.99,1,"monks-problems-2","attr5",0.4
0,1,2,2,1,4.1,1,"monks-problems-2","attr5",0.4
1,1,2,2,2,2.8,1,"monks-problems-2","attr5",0.4
1,1,2,2,2,4.64,1,"monks-problems-2","attr5",0.4
0,1,2,2,3,1.05,1,"monks-problems-2","attr5",0.4
1,1,2,2,3,0.39,2,"monks-problems-2","attr5",0.4
1,1,2,2,3,3.01,1,"monks-problems-2","attr5",0.4
0,1,2,2,3,2.78,2,"monks-problems-2","attr5",0.4
1,1,2,2,3,4.03,1,"monks-problems-2","attr5",0.4
0,1,2,2,3,4.21,2,"monks-problems-2","attr5",0.4
0,1,3,1,1,0.72,2,"monks-problems-2","attr5",0.4
0,1,3,1,1,2.06,2,"monks-problems-2","attr5",0.4
0,1,3,1,1,2.81,1,"monks-problems-2","attr5",0.4
0,1,3,1,1,3.22,2,"monks-problems-2","attr5",0.4
0,1,3,1,2,2.01,1,"monks-problems-2","attr5",0.4
1,1,3,1,2,2.12,2,"monks-problems-2","attr5",0.4
1,1,3,1,2,3.15,2,"monks-problems-2","attr5",0.4
0,1,3,1,2,3.36,1,"monks-problems-2","attr5",0.4
1,1,3,1,3,1.56,2,"monks-problems-2","attr5",0.4
0,1,3,1,3,3.63,1,"monks-problems-2","attr5",0.4
1,1,3,1,3,3.65,2,"monks-problems-2","attr5",0.4
0,1,3,2,1,3.06,1,"monks-problems-2","attr5",0.4
1,1,3,2,1,2.96,2,"monks-problems-2","attr5",0.4
0,1,3,2,1,3.71,1,"monks-problems-2","attr5",0.4
1,1,3,2,2,0.89,2,"monks-problems-2","attr5",0.4
0,1,3,2,2,2.75,2,"monks-problems-2","attr5",0.4
0,1,3,2,2,4.15,2,"monks-problems-2","attr5",0.4
1,1,3,2,3,3.2,1,"monks-problems-2","attr5",0.4
0,2,1,1,1,1.3,1,"monks-problems-2","attr5",0.4
0,2,1,1,1,1.87,2,"monks-problems-2","attr5",0.4
0,2,1,1,1,3.26,1,"monks-problems-2","attr5",0.4
1,2,1,1,2,2.51,2,"monks-problems-2","attr5",0.4
0,2,1,1,3,0.62,2,"monks-problems-2","attr5",0.4
1,2,1,1,3,2.98,2,"monks-problems-2","attr5",0.4
1,2,1,1,3,2.71,2,"monks-problems-2","attr5",0.4
0,2,1,1,3,3.71,1,"monks-problems-2","attr5",0.4
0,2,1,2,1,0.96,1,"monks-problems-2","attr5",0.4
1,2,1,2,1,1.65,2,"monks-problems-2","attr5",0.4
0,2,1,2,1,3.07,1,"monks-problems-2","attr5",0.4
1,2,1,2,2,2.1,1,"monks-problems-2","attr5",0.4
0,2,1,2,2,3.68,2,"monks-problems-2","attr5",0.4
0,2,1,2,3,1.81,1,"monks-problems-2","attr5",0.4
1,2,1,2,3,0.29,2,"monks-problems-2","attr5",0.4
0,2,1,2,3,1.89,2,"monks-problems-2","attr5",0.4
0,2,1,2,3,4.38,2,"monks-problems-2","attr5",0.4
0,2,1,2,3,4.46,2,"monks-problems-2","attr5",0.4
0,2,2,1,1,2.57,1,"monks-problems-2","attr5",0.4
1,2,2,1,1,4.15,2,"monks-problems-2","attr5",0.4
0,2,2,1,2,1.43,1,"monks-problems-2","attr5",0.4
1,2,2,1,2,2.36,1,"monks-problems-2","attr5",0.4
1,2,2,1,3,2.85,1,"monks-problems-2","attr5",0.4
0,2,2,1,3,3.25,2,"monks-problems-2","attr5",0.4
1,2,2,1,3,3.66,1,"monks-problems-2","attr5",0.4
0,2,2,2,1,0.31,1,"monks-problems-2","attr5",0.4
0,2,2,2,1,1.55,2,"monks-problems-2","attr5",0.4
0,2,2,2,1,3.22,2,"monks-problems-2","attr5",0.4
1,2,2,2,1,4.22,1,"monks-problems-2","attr5",0.4
0,2,2,2,1,3.53,2,"monks-problems-2","attr5",0.4
1,2,2,2,2,0.96,1,"monks-problems-2","attr5",0.4
0,2,2,2,2,1.46,2,"monks-problems-2","attr5",0.4
0,2,2,2,2,3.49,1,"monks-problems-2","attr5",0.4
1,2,2,2,3,0.89,1,"monks-problems-2","attr5",0.4
0,2,2,2,3,2.29,1,"monks-problems-2","attr5",0.4
0,2,2,2,3,1.97,2,"monks-problems-2","attr5",0.4
0,2,2,2,3,3.65,2,"monks-problems-2","attr5",0.4
0,2,3,1,1,0.44,1,"monks-problems-2","attr5",0.4
0,2,3,1,1,1.21,2,"monks-problems-2","attr5",0.4
1,2,3,1,1,2.33,2,"monks-problems-2","attr5",0.4
0,2,3,1,2,1.71,1,"monks-problems-2","attr5",0.4
1,2,3,1,2,2.76,1,"monks-problems-2","attr5",0.4
0,2,3,1,2,2.74,2,"monks-problems-2","attr5",0.4
0,2,3,1,2,4.31,2,"monks-problems-2","attr5",0.4
1,2,3,1,3,-0.19,2,"monks-problems-2","attr5",0.4
1,2,3,1,3,1.71,1,"monks-problems-2","attr5",0.4
1,2,3,1,3,3.75,1,"monks-problems-2","attr5",0.4
1,2,3,2,1,0.58,2,"monks-problems-2","attr5",0.4
1,2,3,2,1,2.22,1,"monks-problems-2","attr5",0.4
1,2,3,2,1,3.12,1,"monks-problems-2","attr5",0.4
0,2,3,2,1,3.55,2,"monks-problems-2","attr5",0.4
1,2,3,2,2,0.57,1,"monks-problems-2","attr5",0.4
0,2,3,2,2,2.76,1,"monks-problems-2","attr5",0.4
0,2,3,2,2,3.16,2,"monks-problems-2","attr5",0.4
0,2,3,2,3,3.61,1,"monks-problems-2","attr5",0.4
0,2,3,2,3,3.36,2,"monks-problems-2","attr5",0.4
0,2,3,2,3,3.21,2,"monks-problems-2","attr5",0.4
0,3,1,1,1,3.8,1,"monks-problems-2","attr5",0.4
0,3,1,1,2,1.34,2,"monks-problems-2","attr5",0.4
1,3,1,1,2,1.84,2,"monks-problems-2","attr5",0.4
1,3,1,1,2,3.11,2,"monks-problems-2","attr5",0.4
0,3,1,1,2,3.92,1,"monks-problems-2","attr5",0.4
1,3,1,1,2,4.02,2,"monks-problems-2","attr5",0.4
0,3,1,1,3,1.59,1,"monks-problems-2","attr5",0.4
0,3,1,1,3,0.59,2,"monks-problems-2","attr5",0.4
1,3,1,1,3,1.75,2,"monks-problems-2","attr5",0.4
1,3,1,1,3,3.12,2,"monks-problems-2","attr5",0.4
0,3,1,2,1,0.4,1,"monks-problems-2","attr5",0.4
1,3,1,2,1,1.79,2,"monks-problems-2","attr5",0.4
0,3,1,2,1,2.11,1,"monks-problems-2","attr5",0.4
1,3,1,2,1,3.02,2,"monks-problems-2","attr5",0.4
0,3,1,2,1,4.17,1,"monks-problems-2","attr5",0.4
1,3,1,2,1,3.89,2,"monks-problems-2","attr5",0.4
1,3,1,2,2,2.04,1,"monks-problems-2","attr5",0.4
1,3,1,2,3,1.1,2,"monks-problems-2","attr5",0.4
1,3,1,2,3,2.02,1,"monks-problems-2","attr5",0.4
0,3,1,2,3,1.81,2,"monks-problems-2","attr5",0.4
