"loc","v_g","ev_g","iv_g","n","v","l","d","i","e","b","t","lOCode","lOComment","lOBlank","locCodeAndComment","uniq_Op","uniq_Opnd","total_Op","total_Opnd","branchCount","class","dataset_name","altered_attribute","noise_level"
1.1,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.3,635.5,2,2,2,2,1.2,1.2,1.2,1.2,1.4,"false","kc1","t",0.8
1,1,1,1,1,1,1,1,1,1,1,43.53,1,1,1,1,1,1,1,1,1,"true","kc1","t",0.8
83,11,1,11,171,927.89,0.04,23.04,40.27,21378.61,0.31,1686.57,65,10,6,0,18,25,107,64,21,"true","kc1","t",0.8
46,8,6,8,141,769.78,0.07,14.86,51.81,11436.73,0.26,-379.99,37,2,5,0,16,28,89,52,15,"true","kc1","t",0.8
25,3,1,3,58,254.75,0.11,9.35,27.25,2381.95,0.08,131.44,21,0,2,0,11,10,41,17,5,"true","kc1","t",0.8
43,3,1,3,115,569.73,0.09,11.27,50.53,6423.73,0.19,577.15,35,2,4,0,11,20,74,41,5,"true","kc1","t",0.8
48,6,1,6,149,751.61,0.06,15.43,48.72,11596.34,0.25,521.93,41,2,2,0,12,21,95,54,11,"true","kc1","t",0.8
69,12,1,12,231,1212.27,0.04,27.27,44.45,33061.94,0.4,3021.49,62,3,2,0,16,22,156,75,23,"true","kc1","t",0.8
47,6,1,6,149,745,0.06,16.2,45.99,12069,0.25,1220.85,41,2,1,0,12,20,95,54,11,"true","kc1","t",0.8
48,7,1,7,155,801.34,0.06,17.82,44.97,14278.39,0.27,-594.48,42,2,1,0,14,22,99,56,13,"true","kc1","t",0.8
58,9,1,9,193,1027.13,0.05,20.7,49.62,21261.63,0.34,-593.42,50,2,2,0,15,25,124,69,17,"true","kc1","t",0.8
65,6,1,5,155,801.34,0.05,19.73,40.62,15808.22,0.27,428.3,54,4,5,0,14,22,93,62,11,"true","kc1","t",0.8
116,11,4,8,289,1700.08,0.04,26.6,63.91,45222.23,0.57,3279.32,88,14,12,0,19,40,177,112,21,"true","kc1","t",0.8
24,4,1,4,74,347.83,0.09,11.37,30.6,3953.7,0.12,503.19,20,0,0,0,11,15,43,31,7,"true","kc1","t",0.8
77,19,12,19,231,1245.63,0.03,29.25,42.59,36434.54,0.42,3410.59,61,7,7,0,18,24,153,78,37,"true","kc1","t",0.8
9,1,1,1,13,46.6,0.29,3.5,13.32,163.12,0.02,-95.69,5,0,0,0,7,5,8,5,1,"true","kc1","t",0.8
16,2,1,2,43,191.76,0.18,5.43,35.32,1040.96,0.06,-829.22,13,0,1,0,8,14,24,19,3,"true","kc1","t",0.8
93,7,3,6,257,1499.05,0.03,29.86,50.21,44757.43,0.5,2010.48,71,4,15,0,22,35,162,95,12,"true","kc1","t",0.8
23,1,1,1,67,307.19,0.21,4.74,64.87,1454.65,0.1,-89.33,18,0,1,0,7,17,44,23,1,"true","kc1","t",0.8
30,1,1,1,21,85.84,0.3,3.33,25.75,286.12,0.03,1346.86,18,0,1,0,5,12,5,16,1,"true","kc1","t",0.8
30,1,1,1,54,108,0.03,39,2.77,4212,0.04,645.11,28,0,0,0,3,1,28,26,1,"true","kc1","t",0.8
35,3,1,3,108,529.94,0.08,13,40.76,6889.27,0.18,1591.42,30,0,3,0,12,18,69,39,5,"true","kc1","t",0.8
25,4,1,4,57,232.99,0.07,13.5,17.26,3145.3,0.08,244.11,20,0,3,0,9,8,33,24,7,"true","kc1","t",0.8
20,7,7,3,54,240.81,0.1,9.58,25.13,2307.76,0.08,1169.04,14,0,1,0,10,12,31,23,13,"true","kc1","t",0.8
