"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
22.73,"2","3",3,"1","1","2","3","0","P","cmc","Wifes_age",0.5
44.26,"1","3",10,"1","1","3","4","0","P","cmc","Wifes_age",0.5
46.47,"2","3",7,"1","1","3","4","0","P","cmc","Wifes_age",0.5
40.15,"3","2",9,"1","1","3","3","0","P","cmc","Wifes_age",0.5
31.99,"3","3",8,"1","1","3","2","0","P","cmc","Wifes_age",0.5
12.7,"4","4",0,"1","1","3","3","0","P","cmc","Wifes_age",0.5
39.72,"2","3",6,"1","1","3","2","0","P","cmc","Wifes_age",0.5
26.26,"3","3",1,"1","0","3","2","0","P","cmc","Wifes_age",0.5
30.59,"2","3",3,"1","1","3","4","0","P","cmc","Wifes_age",0.5
42.14,"1","1",8,"1","1","2","2","1","P","cmc","Wifes_age",0.5
26.69,"1","3",2,"1","0","3","3","1","P","cmc","Wifes_age",0.5
43.26,"1","4",4,"1","1","1","3","0","P","cmc","Wifes_age",0.5
43.04,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.5
45.75,"2","4",1,"1","0","3","3","0","P","cmc","Wifes_age",0.5
29.8,"3","4",2,"1","1","2","3","0","P","cmc","Wifes_age",0.5
33.03,"2","4",0,"1","1","4","1","0","P","cmc","Wifes_age",0.5
52.7,"1","1",7,"1","1","2","4","0","P","cmc","Wifes_age",0.5
42.65,"2","2",6,"1","1","2","4","0","P","cmc","Wifes_age",0.5
36.83,"2","2",8,"1","1","2","3","0","P","cmc","Wifes_age",0.5
44.52,"2","1",5,"1","1","2","1","1","P","cmc","Wifes_age",0.5
23.62,"3","4",1,"1","0","4","1","0","P","cmc","Wifes_age",0.5
25.45,"3","4",0,"1","0","3","1","0","P","cmc","Wifes_age",0.5
45.69,"4","4",1,"0","1","1","4","0","P","cmc","Wifes_age",0.5
37.64,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.5
47.03,"4","4",5,"1","1","1","4","0","P","cmc","Wifes_age",0.5
35.6,"2","4",8,"1","1","3","3","0","P","cmc","Wifes_age",0.5
39.75,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.5
31.85,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.5
30.38,"4","4",0,"1","0","2","2","0","P","cmc","Wifes_age",0.5
40.41,"1","2",8,"1","1","2","4","0","P","cmc","Wifes_age",0.5
23.41,"3","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.5
29.67,"4","4",2,"1","1","3","2","0","P","cmc","Wifes_age",0.5
28.29,"2","4",0,"1","0","1","2","0","P","cmc","Wifes_age",0.5
35.09,"2","2",2,"1","1","3","1","0","P","cmc","Wifes_age",0.5
31.07,"2","3",1,"1","1","3","3","0","P","cmc","Wifes_age",0.5
42.99,"1","3",9,"1","1","3","2","1","P","cmc","Wifes_age",0.5
46.79,"1","2",8,"1","0","3","1","0","P","cmc","Wifes_age",0.5
23.42,"3","3",4,"1","1","3","2","0","P","cmc","Wifes_age",0.5
46.48,"2","2",3,"1","1","3","4","0","P","cmc","Wifes_age",0.5
26.41,"2","2",1,"1","1","2","4","0","P","cmc","Wifes_age",0.5
22.84,"1","1",3,"1","1","3","1","0","P","cmc","Wifes_age",0.5
48.8,"2","3",0,"1","0","1","3","0","P","cmc","Wifes_age",0.5
46.75,"2","4",2,"1","1","1","3","0","P","cmc","Wifes_age",0.5
42.33,"4","4",2,"0","1","1","4","0","P","cmc","Wifes_age",0.5
27.67,"2","2",1,"1","1","3","2","0","P","cmc","Wifes_age",0.5
18.39,"1","4",1,"1","1","2","1","0","P","cmc","Wifes_age",0.5
32.22,"4","4",2,"1","1","2","3","0","P","cmc","Wifes_age",0.5
44.71,"4","4",0,"1","1","2","4","0","P","cmc","Wifes_age",0.5
25.09,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.5
22.38,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.5
26.55,"4","4",0,"1","0","1","4","0","P","cmc","Wifes_age",0.5
44.47,"4","4",7,"0","1","2","4","0","P","cmc","Wifes_age",0.5
34.88,"3","4",8,"1","1","3","3","0","P","cmc","Wifes_age",0.5
28.98,"4","4",1,"0","0","2","3","0","P","cmc","Wifes_age",0.5
34.7,"2","4",5,"1","1","2","3","0","P","cmc","Wifes_age",0.5
22.02,"2","2",2,"1","1","2","2","1","P","cmc","Wifes_age",0.5
46.49,"4","4",5,"1","0","1","4","0","P","cmc","Wifes_age",0.5
39.31,"3","4",7,"1","1","2","1","0","P","cmc","Wifes_age",0.5
21.35,"2","3",0,"1","1","3","4","0","P","cmc","Wifes_age",0.5
46.59,"4","4",6,"1","1","1","2","0","P","cmc","Wifes_age",0.5
47.36,"3","3",10,"1","1","3","3","0","P","cmc","Wifes_age",0.5
10.01,"2","3",1,"1","1","2","3","0","P","cmc","Wifes_age",0.5
44.15,"1","2",2,"1","0","1","3","0","P","cmc","Wifes_age",0.5
23.4,"2","3",1,"1","1","2","1","0","P","cmc","Wifes_age",0.5
27.81,"2","4",1,"1","0","1","3","0","P","cmc","Wifes_age",0.5
23.98,"2","4",1,"1","1","3","1","0","P","cmc","Wifes_age",0.5
47.21,"4","2",8,"1","1","3","3","0","P","cmc","Wifes_age",0.5
32.85,"2","3",3,"1","1","3","1","0","P","cmc","Wifes_age",0.5
20.41,"3","4",2,"1","1","3","4","0","P","cmc","Wifes_age",0.5
26.05,"4","4",1,"1","0","3","3","0","P","cmc","Wifes_age",0.5
52.8,"2","3",4,"1","1","2","3","0","P","cmc","Wifes_age",0.5
52.57,"2","3",8,"1","1","1","4","0","P","cmc","Wifes_age",0.5
26.52,"2","3",1,"1","1","1","1","0","P","cmc","Wifes_age",0.5
26.26,"2","3",1,"1","1","1","2","0","P","cmc","Wifes_age",0.5
19.44,"3","4",0,"1","1","2","3","0","P","cmc","Wifes_age",0.5
19.6,"3","4",1,"1","1","2","3","0","P","cmc","Wifes_age",0.5
29.09,"4","4",0,"1","0","2","4","0","P","cmc","Wifes_age",0.5
47.61,"3","4",3,"1","1","1","4","0","P","cmc","Wifes_age",0.5
36.35,"2","3",2,"1","1","3","2","0","P","cmc","Wifes_age",0.5
31.14,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.5
23.68,"4","4",0,"0","1","1","4","0","P","cmc","Wifes_age",0.5
53.21,"4","4",6,"0","0","1","4","0","P","cmc","Wifes_age",0.5
21.48,"2","4",1,"1","0","4","4","0","P","cmc","Wifes_age",0.5
28.14,"4","4",0,"0","0","1","4","0","P","cmc","Wifes_age",0.5
31.2,"4","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.5
29.42,"4","4",2,"1","1","1","4","0","P","cmc","Wifes_age",0.5
