"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1,1,2,2,"monks-problems-2","attr5",0.1
0,1,1,1,1,3.78,1,"monks-problems-2","attr5",0.1
0,1,1,1,2,0.95,1,"monks-problems-2","attr5",0.1
0,1,1,1,2,1.02,2,"monks-problems-2","attr5",0.1
0,1,1,1,2,1.84,1,"monks-problems-2","attr5",0.1
0,1,1,1,2,3.07,1,"monks-problems-2","attr5",0.1
0,1,1,1,2,4.07,1,"monks-problems-2","attr5",0.1
0,1,1,1,3,1.82,1,"monks-problems-2","attr5",0.1
0,1,1,1,3,4.06,1,"monks-problems-2","attr5",0.1
0,1,1,2,1,1.13,1,"monks-problems-2","attr5",0.1
0,1,1,2,1,1.05,2,"monks-problems-2","attr5",0.1
0,1,1,2,2,2.97,1,"monks-problems-2","attr5",0.1
0,1,1,2,2,3.89,1,"monks-problems-2","attr5",0.1
1,1,1,2,2,4.04,2,"monks-problems-2","attr5",0.1
0,1,1,2,3,1,2,"monks-problems-2","attr5",0.1
1,1,1,2,3,2.19,2,"monks-problems-2","attr5",0.1
0,1,2,1,1,1.07,2,"monks-problems-2","attr5",0.1
0,1,2,1,2,0.79,2,"monks-problems-2","attr5",0.1
1,1,2,1,2,2.06,2,"monks-problems-2","attr5",0.1
0,1,2,1,2,2.97,1,"monks-problems-2","attr5",0.1
1,1,2,1,2,2.9,2,"monks-problems-2","attr5",0.1
0,1,2,1,2,3.87,1,"monks-problems-2","attr5",0.1
0,1,2,1,3,1.06,1,"monks-problems-2","attr5",0.1
0,1,2,1,3,1.06,2,"monks-problems-2","attr5",0.1
1,1,2,1,3,2.14,2,"monks-problems-2","attr5",0.1
0,1,2,1,3,2.82,1,"monks-problems-2","attr5",0.1
1,1,2,1,3,3.07,2,"monks-problems-2","attr5",0.1
0,1,2,1,3,4.04,1,"monks-problems-2","attr5",0.1
1,1,2,1,3,3.8,2,"monks-problems-2","attr5",0.1
0,1,2,2,1,2.08,1,"monks-problems-2","attr5",0.1
0,1,2,2,1,3.65,1,"monks-problems-2","attr5",0.1
1,1,2,2,2,3.06,1,"monks-problems-2","attr5",0.1
1,1,2,2,2,4.08,1,"monks-problems-2","attr5",0.1
0,1,2,2,3,0.99,1,"monks-problems-2","attr5",0.1
1,1,2,2,3,0.99,2,"monks-problems-2","attr5",0.1
1,1,2,2,3,3.08,1,"monks-problems-2","attr5",0.1
0,1,2,2,3,3.07,2,"monks-problems-2","attr5",0.1
1,1,2,2,3,4.08,1,"monks-problems-2","attr5",0.1
0,1,2,2,3,3.99,2,"monks-problems-2","attr5",0.1
0,1,3,1,1,1.02,2,"monks-problems-2","attr5",0.1
0,1,3,1,1,2.05,2,"monks-problems-2","attr5",0.1
0,1,3,1,1,2.94,1,"monks-problems-2","attr5",0.1
0,1,3,1,1,3.13,2,"monks-problems-2","attr5",0.1
0,1,3,1,2,2.01,1,"monks-problems-2","attr5",0.1
1,1,3,1,2,2.02,2,"monks-problems-2","attr5",0.1
1,1,3,1,2,3.07,2,"monks-problems-2","attr5",0.1
0,1,3,1,2,3.94,1,"monks-problems-2","attr5",0.1
1,1,3,1,3,1.98,2,"monks-problems-2","attr5",0.1
0,1,3,1,3,3.01,1,"monks-problems-2","attr5",0.1
1,1,3,1,3,4.01,2,"monks-problems-2","attr5",0.1
0,1,3,2,1,3.21,1,"monks-problems-2","attr5",0.1
1,1,3,2,1,2.84,2,"monks-problems-2","attr5",0.1
0,1,3,2,1,4.09,1,"monks-problems-2","attr5",0.1
1,1,3,2,2,1.04,2,"monks-problems-2","attr5",0.1
0,1,3,2,2,2.83,2,"monks-problems-2","attr5",0.1
0,1,3,2,2,3.84,2,"monks-problems-2","attr5",0.1
1,1,3,2,3,2.03,1,"monks-problems-2","attr5",0.1
0,2,1,1,1,0.89,1,"monks-problems-2","attr5",0.1
0,2,1,1,1,2.08,2,"monks-problems-2","attr5",0.1
0,2,1,1,1,3.07,1,"monks-problems-2","attr5",0.1
1,2,1,1,2,2.17,2,"monks-problems-2","attr5",0.1
0,2,1,1,3,0.98,2,"monks-problems-2","attr5",0.1
1,2,1,1,3,1.97,2,"monks-problems-2","attr5",0.1
1,2,1,1,3,3,2,"monks-problems-2","attr5",0.1
0,2,1,1,3,3.95,1,"monks-problems-2","attr5",0.1
0,2,1,2,1,1.07,1,"monks-problems-2","attr5",0.1
1,2,1,2,1,2,2,"monks-problems-2","attr5",0.1
0,2,1,2,1,3.76,1,"monks-problems-2","attr5",0.1
1,2,1,2,2,1.92,1,"monks-problems-2","attr5",0.1
0,2,1,2,2,4.05,2,"monks-problems-2","attr5",0.1
0,2,1,2,3,0.93,1,"monks-problems-2","attr5",0.1
1,2,1,2,3,1.01,2,"monks-problems-2","attr5",0.1
0,2,1,2,3,1.99,2,"monks-problems-2","attr5",0.1
0,2,1,2,3,3.03,2,"monks-problems-2","attr5",0.1
0,2,1,2,3,4.09,2,"monks-problems-2","attr5",0.1
0,2,2,1,1,3.02,1,"monks-problems-2","attr5",0.1
1,2,2,1,1,4.19,2,"monks-problems-2","attr5",0.1
0,2,2,1,2,0.95,1,"monks-problems-2","attr5",0.1
1,2,2,1,2,2.87,1,"monks-problems-2","attr5",0.1
1,2,2,1,3,3.01,1,"monks-problems-2","attr5",0.1
0,2,2,1,3,2.88,2,"monks-problems-2","attr5",0.1
1,2,2,1,3,3.91,1,"monks-problems-2","attr5",0.1
0,2,2,2,1,0.99,1,"monks-problems-2","attr5",0.1
0,2,2,2,1,2.19,2,"monks-problems-2","attr5",0.1
0,2,2,2,1,3.15,2,"monks-problems-2","attr5",0.1
1,2,2,2,1,4.03,1,"monks-problems-2","attr5",0.1
0,2,2,2,1,3.93,2,"monks-problems-2","attr5",0.1
1,2,2,2,2,0.98,1,"monks-problems-2","attr5",0.1
0,2,2,2,2,2.08,2,"monks-problems-2","attr5",0.1
0,2,2,2,2,2.89,1,"monks-problems-2","attr5",0.1
1,2,2,2,3,0.98,1,"monks-problems-2","attr5",0.1
0,2,2,2,3,1.99,1,"monks-problems-2","attr5",0.1
0,2,2,2,3,1.88,2,"monks-problems-2","attr5",0.1
0,2,2,2,3,3.76,2,"monks-problems-2","attr5",0.1
0,2,3,1,1,0.93,1,"monks-problems-2","attr5",0.1
0,2,3,1,1,1.02,2,"monks-problems-2","attr5",0.1
1,2,3,1,1,3.27,2,"monks-problems-2","attr5",0.1
0,2,3,1,2,1.12,1,"monks-problems-2","attr5",0.1
1,2,3,1,2,2.84,1,"monks-problems-2","attr5",0.1
0,2,3,1,2,2.96,2,"monks-problems-2","attr5",0.1
0,2,3,1,2,3.96,2,"monks-problems-2","attr5",0.1
1,2,3,1,3,0.8,2,"monks-problems-2","attr5",0.1
1,2,3,1,3,2.08,1,"monks-problems-2","attr5",0.1
1,2,3,1,3,3.97,1,"monks-problems-2","attr5",0.1
1,2,3,2,1,1.03,2,"monks-problems-2","attr5",0.1
1,2,3,2,1,2.09,1,"monks-problems-2","attr5",0.1
1,2,3,2,1,3.1,1,"monks-problems-2","attr5",0.1
0,2,3,2,1,3.86,2,"monks-problems-2","attr5",0.1
1,2,3,2,2,1.11,1,"monks-problems-2","attr5",0.1
0,2,3,2,2,1.93,1,"monks-problems-2","attr5",0.1
0,2,3,2,2,2.87,2,"monks-problems-2","attr5",0.1
0,2,3,2,3,2.92,1,"monks-problems-2","attr5",0.1
0,2,3,2,3,3.24,2,"monks-problems-2","attr5",0.1
0,2,3,2,3,4,2,"monks-problems-2","attr5",0.1
0,3,1,1,1,3.82,1,"monks-problems-2","attr5",0.1
0,3,1,1,2,1.12,2,"monks-problems-2","attr5",0.1
1,3,1,1,2,2.27,2,"monks-problems-2","attr5",0.1
1,3,1,1,2,2.86,2,"monks-problems-2","attr5",0.1
0,3,1,1,2,4.29,1,"monks-problems-2","attr5",0.1
1,3,1,1,2,4.08,2,"monks-problems-2","attr5",0.1
0,3,1,1,3,1.03,1,"monks-problems-2","attr5",0.1
0,3,1,1,3,1.2,2,"monks-problems-2","attr5",0.1
1,3,1,1,3,1.93,2,"monks-problems-2","attr5",0.1
1,3,1,1,3,3.03,2,"monks-problems-2","attr5",0.1
0,3,1,2,1,1.02,1,"monks-problems-2","attr5",0.1
1,3,1,2,1,2.04,2,"monks-problems-2","attr5",0.1
0,3,1,2,1,2.9,1,"monks-problems-2","attr5",0.1
1,3,1,2,1,2.74,2,"monks-problems-2","attr5",0.1
0,3,1,2,1,3.97,1,"monks-problems-2","attr5",0.1
1,3,1,2,1,4.08,2,"monks-problems-2","attr5",0.1
