"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1,1,3.45,2,"monks-problems-2","attr5",0.7
0,1,1,1,1,4.93,1,"monks-problems-2","attr5",0.7
0,1,1,1,2,1.87,1,"monks-problems-2","attr5",0.7
0,1,1,1,2,1.01,2,"monks-problems-2","attr5",0.7
0,1,1,1,2,2.3,1,"monks-problems-2","attr5",0.7
0,1,1,1,2,2.86,1,"monks-problems-2","attr5",0.7
0,1,1,1,2,3.69,1,"monks-problems-2","attr5",0.7
0,1,1,1,3,2.56,1,"monks-problems-2","attr5",0.7
0,1,1,1,3,4.54,1,"monks-problems-2","attr5",0.7
0,1,1,2,1,0.41,1,"monks-problems-2","attr5",0.7
0,1,1,2,1,0.33,2,"monks-problems-2","attr5",0.7
0,1,1,2,2,2.05,1,"monks-problems-2","attr5",0.7
0,1,1,2,2,4.05,1,"monks-problems-2","attr5",0.7
1,1,1,2,2,4.68,2,"monks-problems-2","attr5",0.7
0,1,1,2,3,1.02,2,"monks-problems-2","attr5",0.7
1,1,1,2,3,3.24,2,"monks-problems-2","attr5",0.7
0,1,2,1,1,1.92,2,"monks-problems-2","attr5",0.7
0,1,2,1,2,0.27,2,"monks-problems-2","attr5",0.7
1,1,2,1,2,2.56,2,"monks-problems-2","attr5",0.7
0,1,2,1,2,4.51,1,"monks-problems-2","attr5",0.7
1,1,2,1,2,3.36,2,"monks-problems-2","attr5",0.7
0,1,2,1,2,4.44,1,"monks-problems-2","attr5",0.7
0,1,2,1,3,1.41,1,"monks-problems-2","attr5",0.7
0,1,2,1,3,1.27,2,"monks-problems-2","attr5",0.7
1,1,2,1,3,1.64,2,"monks-problems-2","attr5",0.7
0,1,2,1,3,1.29,1,"monks-problems-2","attr5",0.7
1,1,2,1,3,3.4,2,"monks-problems-2","attr5",0.7
0,1,2,1,3,4.95,1,"monks-problems-2","attr5",0.7
1,1,2,1,3,3.62,2,"monks-problems-2","attr5",0.7
0,1,2,2,1,1.6,1,"monks-problems-2","attr5",0.7
0,1,2,2,1,5.71,1,"monks-problems-2","attr5",0.7
1,1,2,2,2,3.28,1,"monks-problems-2","attr5",0.7
1,1,2,2,2,3.66,1,"monks-problems-2","attr5",0.7
0,1,2,2,3,0.89,1,"monks-problems-2","attr5",0.7
1,1,2,2,3,0.2,2,"monks-problems-2","attr5",0.7
1,1,2,2,3,3.13,1,"monks-problems-2","attr5",0.7
