"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,50,12543.07,98,"2","blood-transfusion-service-center","V3",0.7
0,13,4104.91,28,"2","blood-transfusion-service-center","V3",0.7
1,16,4480.56,35,"2","blood-transfusion-service-center","V3",0.7
2,20,6107.97,45,"2","blood-transfusion-service-center","V3",0.7
1,24,4892.39,77,"1","blood-transfusion-service-center","V3",0.7
4,4,1208.43,4,"1","blood-transfusion-service-center","V3",0.7
2,7,3412.71,14,"2","blood-transfusion-service-center","V3",0.7
1,12,2890.41,35,"1","blood-transfusion-service-center","V3",0.7
2,9,450.02,22,"2","blood-transfusion-service-center","V3",0.7
5,46,11434.53,98,"2","blood-transfusion-service-center","V3",0.7
4,23,8001.99,58,"1","blood-transfusion-service-center","V3",0.7
0,3,841.39,4,"1","blood-transfusion-service-center","V3",0.7
2,10,2914.24,28,"2","blood-transfusion-service-center","V3",0.7
1,13,3965.95,47,"1","blood-transfusion-service-center","V3",0.7
2,6,-550,15,"2","blood-transfusion-service-center","V3",0.7
2,5,827.6,11,"2","blood-transfusion-service-center","V3",0.7
2,14,5075.08,48,"2","blood-transfusion-service-center","V3",0.7
2,15,3789.58,49,"2","blood-transfusion-service-center","V3",0.7
2,6,821.93,15,"2","blood-transfusion-service-center","V3",0.7
2,3,2072.9,4,"2","blood-transfusion-service-center","V3",0.7
2,3,117.96,4,"2","blood-transfusion-service-center","V3",0.7
4,11,2815,28,"1","blood-transfusion-service-center","V3",0.7
2,6,1532.93,16,"2","blood-transfusion-service-center","V3",0.7
2,6,757.9,16,"2","blood-transfusion-service-center","V3",0.7
9,9,2311.05,16,"1","blood-transfusion-service-center","V3",0.7
4,14,2140.66,40,"1","blood-transfusion-service-center","V3",0.7
4,6,1760.8,14,"1","blood-transfusion-service-center","V3",0.7
4,12,2163.18,34,"2","blood-transfusion-service-center","V3",0.7
4,5,1816.14,11,"2","blood-transfusion-service-center","V3",0.7
4,8,1511.35,21,"1","blood-transfusion-service-center","V3",0.7
1,14,2730.16,58,"1","blood-transfusion-service-center","V3",0.7
4,10,2135.15,28,"2","blood-transfusion-service-center","V3",0.7
4,10,1540.35,28,"2","blood-transfusion-service-center","V3",0.7
4,9,3674.16,26,"2","blood-transfusion-service-center","V3",0.7
2,16,5661.39,64,"1","blood-transfusion-service-center","V3",0.7
2,8,2417.95,28,"2","blood-transfusion-service-center","V3",0.7
2,12,2905.42,47,"2","blood-transfusion-service-center","V3",0.7
4,6,1710.61,16,"2","blood-transfusion-service-center","V3",0.7
2,14,3406.39,57,"2","blood-transfusion-service-center","V3",0.7
4,7,1279.93,22,"2","blood-transfusion-service-center","V3",0.7
2,13,3829.91,53,"2","blood-transfusion-service-center","V3",0.7
2,5,-242.13,16,"1","blood-transfusion-service-center","V3",0.7
2,5,483.01,16,"2","blood-transfusion-service-center","V3",0.7
