"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
24,"2","3",2.58,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.2
45,"1","3",10.46,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.2
43,"2","3",6.73,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.2
42,"3","2",9.82,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.2
36,"3","3",7.92,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.2
19,"4","4",-0.44,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.2
38,"2","3",5.87,"1","1","3","2","0","P","cmc","Number_of_children_ever_born",0.2
21,"3","3",0.72,"1","0","3","2","0","P","cmc","Number_of_children_ever_born",0.2
27,"2","3",2.79,"1","1","3","4","0","P","cmc","Number_of_children_ever_born",0.2
45,"1","1",8.03,"1","1","2","2","1","P","cmc","Number_of_children_ever_born",0.2
38,"1","3",2.04,"1","0","3","3","1","P","cmc","Number_of_children_ever_born",0.2
42,"1","4",4.36,"1","1","1","3","0","P","cmc","Number_of_children_ever_born",0.2
44,"4","4",1.25,"1","0","1","4","0","P","cmc","Number_of_children_ever_born",0.2
42,"2","4",1.37,"1","0","3","3","0","P","cmc","Number_of_children_ever_born",0.2
38,"3","4",2.06,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.2
26,"2","4",-0.38,"1","1","4","1","0","P","cmc","Number_of_children_ever_born",0.2
48,"1","1",7.21,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.2
39,"2","2",6.19,"1","1","2","4","0","P","cmc","Number_of_children_ever_born",0.2
37,"2","2",7.81,"1","1","2","3","0","P","cmc","Number_of_children_ever_born",0.2
39,"2","1",4.82,"1","1","2","1","1","P","cmc","Number_of_children_ever_born",0.2
26,"3","4",1.52,"1","0","4","1","0","P","cmc","Number_of_children_ever_born",0.2
24,"3","4",0.63,"1","0","3","1","0","P","cmc","Number_of_children_ever_born",0.2
46,"4","4",1.05,"0","1","1","4","0","P","cmc","Number_of_children_ever_born",0.2
39,"4","4",0.81,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.2
48,"4","4",5.78,"1","1","1","4","0","P","cmc","Number_of_children_ever_born",0.2
40,"2","4",7.41,"1","1","3","3","0","P","cmc","Number_of_children_ever_born",0.2
