"Wifes_age","Wifes_education","Husbands_education","Number_of_children_ever_born","Wifes_religion","Wifes_now_working","Husbands_occupation","Standard_of_living_index","Media_exposure","class","dataset_name","altered_attribute","noise_level"
35.83,"2","3",3,"1","1","2","3","0","P","cmc","Wifes_age",0.9
45.74,"1","3",10,"1","1","3","4","0","P","cmc","Wifes_age",0.9
36.07,"2","3",7,"1","1","3","4","0","P","cmc","Wifes_age",0.9
39.38,"3","2",9,"1","1","3","3","0","P","cmc","Wifes_age",0.9
33.73,"3","3",8,"1","1","3","2","0","P","cmc","Wifes_age",0.9
15.48,"4","4",0,"1","1","3","3","0","P","cmc","Wifes_age",0.9
45.73,"2","3",6,"1","1","3","2","0","P","cmc","Wifes_age",0.9
25.42,"3","3",1,"1","0","3","2","0","P","cmc","Wifes_age",0.9
19.52,"2","3",3,"1","1","3","4","0","P","cmc","Wifes_age",0.9
45.18,"1","1",8,"1","1","2","2","1","P","cmc","Wifes_age",0.9
36.56,"1","3",2,"1","0","3","3","1","P","cmc","Wifes_age",0.9
23.25,"1","4",4,"1","1","1","3","0","P","cmc","Wifes_age",0.9
56.09,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.9
42.32,"2","4",1,"1","0","3","3","0","P","cmc","Wifes_age",0.9
40.97,"3","4",2,"1","1","2","3","0","P","cmc","Wifes_age",0.9
32.22,"2","4",0,"1","1","4","1","0","P","cmc","Wifes_age",0.9
60.41,"1","1",7,"1","1","2","4","0","P","cmc","Wifes_age",0.9
39.15,"2","2",6,"1","1","2","4","0","P","cmc","Wifes_age",0.9
54.79,"2","2",8,"1","1","2","3","0","P","cmc","Wifes_age",0.9
32.5,"2","1",5,"1","1","2","1","1","P","cmc","Wifes_age",0.9
35.42,"3","4",1,"1","0","4","1","0","P","cmc","Wifes_age",0.9
4.5,"3","4",0,"1","0","3","1","0","P","cmc","Wifes_age",0.9
50.3,"4","4",1,"0","1","1","4","0","P","cmc","Wifes_age",0.9
32,"4","4",1,"1","1","1","4","0","P","cmc","Wifes_age",0.9
43.29,"4","4",5,"1","1","1","4","0","P","cmc","Wifes_age",0.9
28.94,"2","4",8,"1","1","3","3","0","P","cmc","Wifes_age",0.9
41.48,"4","4",1,"1","0","1","4","0","P","cmc","Wifes_age",0.9
