"GLCM_Pan","Mean_G","Mean_R","Mean_NIR","SD_Plan","class","dataset_name","altered_attribute","noise_level"
120.362774,205.5,115.51,416.581395,20.676318,"2","wilt","Mean_R",0.1
124.739583,202.8,116.47,354.333333,16.707151,"2","wilt","Mean_R",0.1
134.691964,199.285714,111.68,477.857143,22.496712,"2","wilt","Mean_R",0.1
127.946309,178.368421,102.26,278.473684,14.977453,"2","wilt","Mean_R",0.1
135.431548,197,114.73,532.952381,17.604193,"2","wilt","Mean_R",0.1
118.347962,226.15,133.76,608.9,29.072797,"2","wilt","Mean_R",0.1
135.436282,184.5,98.17,309.190476,13.055264,"2","wilt","Mean_R",0.1
121.169643,226,150.79,595.571429,22.808542,"2","wilt","Mean_R",0.1
131.127161,232.784314,148.16,563.843137,11.948563,"2","wilt","Mean_R",0.1
134.498092,210.212121,115.02,594.848485,27.937685,"2","wilt","Mean_R",0.1
131.164773,206.681818,124.1,483.045455,22.903544,"2","wilt","Mean_R",0.1
136.09596,201.4,113.82,444.6,16.553622,"2","wilt","Mean_R",0.1
122.631902,230.560976,138.34,473.707317,24.521889,"2","wilt","Mean_R",0.1
113.65618,213.107143,116.05,480.857143,29.237766,"2","wilt","Mean_R",0.1
133.894198,191.621622,122.49,419.513514,17.489139,"2","wilt","Mean_R",0.1
131.111498,213.666667,125.17,537.888889,19.434819,"2","wilt","Mean_R",0.1
127.835697,201.358491,116.41,372.132076,23.929111,"2","wilt","Mean_R",0.1
121.61126,199.744681,126.92,338.12766,15.019107,"2","wilt","Mean_R",0.1
106.242105,221.75,145.09,381.166667,18.903263,"2","wilt","Mean_R",0.1
147.771127,220.111111,127.4,479.166667,23.337037,"2","wilt","Mean_R",0.1
135.823938,192.232877,120.79,332.424658,12.805692,"2","wilt","Mean_R",0.1
134.958974,226.673469,146.32,435.959184,17.606107,"2","wilt","Mean_R",0.1
128.531408,188.984,93.77,296.616,16.932495,"2","wilt","Mean_R",0.1
143.528736,170.363636,66.12,400,10.832306,"2","wilt","Mean_R",0.1
141.109375,164.625,71.84,242.5,6.753471,"2","wilt","Mean_R",0.1
140.02603,189.896552,88.89,561.310345,23.83759,"2","wilt","Mean_R",0.1
132.58773,222.392157,132.09,579.215686,19.832652,"2","wilt","Mean_R",0.1
121.757895,174,83.55,217.777778,14.055446,"2","wilt","Mean_R",0.1
135.677165,199.75,102.24,453.333333,16.185073,"2","wilt","Mean_R",0.1
119.457404,180.741936,95.74,227.774194,12.293254,"2","wilt","Mean_R",0.1
124.591944,179.416667,97.51,208.083333,20.352602,"2","wilt","Mean_R",0.1
126.527972,178.777778,84.47,359.777778,11.080513,"2","wilt","Mean_R",0.1
135.024485,190.877551,106.95,270.653061,14.329932,"2","wilt","Mean_R",0.1
142.56579,183.416667,89.43,240.263889,11.29866,"2","wilt","Mean_R",0.1
124.611009,180.826087,84.9,242.608696,9.803702,"2","wilt","Mean_R",0.1
130.84965,175.333333,80.83,342.277778,21.171678,"2","wilt","Mean_R",0.1
133.854167,166.407407,76.3,254.37037,14.175076,"2","wilt","Mean_R",0.1
