"class","attr1","attr2","attr3","attr4","attr5","attr6","dataset_name","altered_attribute","noise_level"
0,1,1,1,1,2.51,2,"monks-problems-2","attr5",0.3
0,1,1,1,1,4.13,1,"monks-problems-2","attr5",0.3
0,1,1,1,2,1.15,1,"monks-problems-2","attr5",0.3
0,1,1,1,2,1.28,2,"monks-problems-2","attr5",0.3
0,1,1,1,2,1.55,1,"monks-problems-2","attr5",0.3
0,1,1,1,2,3.51,1,"monks-problems-2","attr5",0.3
0,1,1,1,2,4.34,1,"monks-problems-2","attr5",0.3
0,1,1,1,3,1.77,1,"monks-problems-2","attr5",0.3
0,1,1,1,3,3.26,1,"monks-problems-2","attr5",0.3
0,1,1,2,1,0.34,1,"monks-problems-2","attr5",0.3
0,1,1,2,1,0.96,2,"monks-problems-2","attr5",0.3
0,1,1,2,2,2.86,1,"monks-problems-2","attr5",0.3
0,1,1,2,2,4.12,1,"monks-problems-2","attr5",0.3
1,1,1,2,2,3.92,2,"monks-problems-2","attr5",0.3
0,1,1,2,3,0.58,2,"monks-problems-2","attr5",0.3
1,1,1,2,3,2.09,2,"monks-problems-2","attr5",0.3
0,1,2,1,1,0.21,2,"monks-problems-2","attr5",0.3
0,1,2,1,2,0.99,2,"monks-problems-2","attr5",0.3
1,1,2,1,2,2.44,2,"monks-problems-2","attr5",0.3
0,1,2,1,2,2.6,1,"monks-problems-2","attr5",0.3
1,1,2,1,2,2.96,2,"monks-problems-2","attr5",0.3
0,1,2,1,2,4.39,1,"monks-problems-2","attr5",0.3
0,1,2,1,3,1.71,1,"monks-problems-2","attr5",0.3
0,1,2,1,3,0.94,2,"monks-problems-2","attr5",0.3
1,1,2,1,3,1.24,2,"monks-problems-2","attr5",0.3
0,1,2,1,3,3.47,1,"monks-problems-2","attr5",0.3
1,1,2,1,3,3.21,2,"monks-problems-2","attr5",0.3
0,1,2,1,3,3.66,1,"monks-problems-2","attr5",0.3
1,1,2,1,3,3.44,2,"monks-problems-2","attr5",0.3
0,1,2,2,1,2.36,1,"monks-problems-2","attr5",0.3
0,1,2,2,1,3.95,1,"monks-problems-2","attr5",0.3
1,1,2,2,2,2.89,1,"monks-problems-2","attr5",0.3
1,1,2,2,2,4.35,1,"monks-problems-2","attr5",0.3
0,1,2,2,3,0.92,1,"monks-problems-2","attr5",0.3
1,1,2,2,3,0.66,2,"monks-problems-2","attr5",0.3
1,1,2,2,3,2.89,1,"monks-problems-2","attr5",0.3
0,1,2,2,3,2.78,2,"monks-problems-2","attr5",0.3
1,1,2,2,3,3.91,1,"monks-problems-2","attr5",0.3
0,1,2,2,3,3.95,2,"monks-problems-2","attr5",0.3
0,1,3,1,1,1.07,2,"monks-problems-2","attr5",0.3
0,1,3,1,1,2.34,2,"monks-problems-2","attr5",0.3
0,1,3,1,1,3.3,1,"monks-problems-2","attr5",0.3
0,1,3,1,1,3.14,2,"monks-problems-2","attr5",0.3
0,1,3,1,2,2.8,1,"monks-problems-2","attr5",0.3
1,1,3,1,2,2.16,2,"monks-problems-2","attr5",0.3
1,1,3,1,2,3.77,2,"monks-problems-2","attr5",0.3
0,1,3,1,2,4.06,1,"monks-problems-2","attr5",0.3
1,1,3,1,3,1.74,2,"monks-problems-2","attr5",0.3
0,1,3,1,3,2.83,1,"monks-problems-2","attr5",0.3
1,1,3,1,3,3.33,2,"monks-problems-2","attr5",0.3
0,1,3,2,1,3.06,1,"monks-problems-2","attr5",0.3
1,1,3,2,1,2.74,2,"monks-problems-2","attr5",0.3
0,1,3,2,1,3.66,1,"monks-problems-2","attr5",0.3
1,1,3,2,2,0.98,2,"monks-problems-2","attr5",0.3
0,1,3,2,2,3.01,2,"monks-problems-2","attr5",0.3
0,1,3,2,2,3.97,2,"monks-problems-2","attr5",0.3
1,1,3,2,3,2.24,1,"monks-problems-2","attr5",0.3
0,2,1,1,1,1.04,1,"monks-problems-2","attr5",0.3
0,2,1,1,1,2.13,2,"monks-problems-2","attr5",0.3
0,2,1,1,1,3.19,1,"monks-problems-2","attr5",0.3
1,2,1,1,2,1.86,2,"monks-problems-2","attr5",0.3
0,2,1,1,3,1.52,2,"monks-problems-2","attr5",0.3
1,2,1,1,3,2.2,2,"monks-problems-2","attr5",0.3
1,2,1,1,3,2.42,2,"monks-problems-2","attr5",0.3
0,2,1,1,3,3.8,1,"monks-problems-2","attr5",0.3
0,2,1,2,1,0.73,1,"monks-problems-2","attr5",0.3
1,2,1,2,1,2.27,2,"monks-problems-2","attr5",0.3
0,2,1,2,1,3.86,1,"monks-problems-2","attr5",0.3
1,2,1,2,2,1.71,1,"monks-problems-2","attr5",0.3
0,2,1,2,2,3.99,2,"monks-problems-2","attr5",0.3
0,2,1,2,3,0.8,1,"monks-problems-2","attr5",0.3
1,2,1,2,3,1.16,2,"monks-problems-2","attr5",0.3
0,2,1,2,3,2.4,2,"monks-problems-2","attr5",0.3
0,2,1,2,3,3.26,2,"monks-problems-2","attr5",0.3
0,2,1,2,3,3.8,2,"monks-problems-2","attr5",0.3
0,2,2,1,1,3.09,1,"monks-problems-2","attr5",0.3
1,2,2,1,1,3.92,2,"monks-problems-2","attr5",0.3
0,2,2,1,2,0.99,1,"monks-problems-2","attr5",0.3
1,2,2,1,2,2.55,1,"monks-problems-2","attr5",0.3
1,2,2,1,3,2.62,1,"monks-problems-2","attr5",0.3
0,2,2,1,3,2.54,2,"monks-problems-2","attr5",0.3
1,2,2,1,3,4.26,1,"monks-problems-2","attr5",0.3
0,2,2,2,1,0.73,1,"monks-problems-2","attr5",0.3
0,2,2,2,1,2.29,2,"monks-problems-2","attr5",0.3
0,2,2,2,1,3.04,2,"monks-problems-2","attr5",0.3
1,2,2,2,1,4.02,1,"monks-problems-2","attr5",0.3
0,2,2,2,1,3.85,2,"monks-problems-2","attr5",0.3
1,2,2,2,2,0.99,1,"monks-problems-2","attr5",0.3
0,2,2,2,2,1.97,2,"monks-problems-2","attr5",0.3
0,2,2,2,2,3.44,1,"monks-problems-2","attr5",0.3
1,2,2,2,3,1.06,1,"monks-problems-2","attr5",0.3
0,2,2,2,3,2.49,1,"monks-problems-2","attr5",0.3
0,2,2,2,3,1.57,2,"monks-problems-2","attr5",0.3
0,2,2,2,3,4.21,2,"monks-problems-2","attr5",0.3
0,2,3,1,1,1.03,1,"monks-problems-2","attr5",0.3
0,2,3,1,1,0.97,2,"monks-problems-2","attr5",0.3
1,2,3,1,1,2.52,2,"monks-problems-2","attr5",0.3
0,2,3,1,2,1.08,1,"monks-problems-2","attr5",0.3
1,2,3,1,2,2.65,1,"monks-problems-2","attr5",0.3
0,2,3,1,2,2.76,2,"monks-problems-2","attr5",0.3
0,2,3,1,2,3.88,2,"monks-problems-2","attr5",0.3
1,2,3,1,3,1.34,2,"monks-problems-2","attr5",0.3
1,2,3,1,3,2.12,1,"monks-problems-2","attr5",0.3
1,2,3,1,3,3.98,1,"monks-problems-2","attr5",0.3
1,2,3,2,1,1.11,2,"monks-problems-2","attr5",0.3
1,2,3,2,1,2.69,1,"monks-problems-2","attr5",0.3
1,2,3,2,1,2.81,1,"monks-problems-2","attr5",0.3
0,2,3,2,1,3.68,2,"monks-problems-2","attr5",0.3
1,2,3,2,2,1.61,1,"monks-problems-2","attr5",0.3
0,2,3,2,2,2.47,1,"monks-problems-2","attr5",0.3
0,2,3,2,2,2.74,2,"monks-problems-2","attr5",0.3
0,2,3,2,3,3.03,1,"monks-problems-2","attr5",0.3
0,2,3,2,3,3.05,2,"monks-problems-2","attr5",0.3
0,2,3,2,3,3.83,2,"monks-problems-2","attr5",0.3
0,3,1,1,1,3.79,1,"monks-problems-2","attr5",0.3
0,3,1,1,2,0.84,2,"monks-problems-2","attr5",0.3
1,3,1,1,2,2.63,2,"monks-problems-2","attr5",0.3
1,3,1,1,2,2.82,2,"monks-problems-2","attr5",0.3
0,3,1,1,2,3.72,1,"monks-problems-2","attr5",0.3
1,3,1,1,2,3.55,2,"monks-problems-2","attr5",0.3
0,3,1,1,3,0.81,1,"monks-problems-2","attr5",0.3
0,3,1,1,3,1.37,2,"monks-problems-2","attr5",0.3
1,3,1,1,3,2.38,2,"monks-problems-2","attr5",0.3
1,3,1,1,3,3.01,2,"monks-problems-2","attr5",0.3
0,3,1,2,1,0.5,1,"monks-problems-2","attr5",0.3
1,3,1,2,1,2.02,2,"monks-problems-2","attr5",0.3
0,3,1,2,1,3.36,1,"monks-problems-2","attr5",0.3
1,3,1,2,1,2.87,2,"monks-problems-2","attr5",0.3
0,3,1,2,1,4.35,1,"monks-problems-2","attr5",0.3
1,3,1,2,1,3.82,2,"monks-problems-2","attr5",0.3
1,3,1,2,2,1.74,1,"monks-problems-2","attr5",0.3
1,3,1,2,3,0.63,2,"monks-problems-2","attr5",0.3
1,3,1,2,3,1.72,1,"monks-problems-2","attr5",0.3
0,3,1,2,3,2.14,2,"monks-problems-2","attr5",0.3
0,3,1,2,3,4.02,2,"monks-problems-2","attr5",0.3
0,3,2,1,1,1.3,2,"monks-problems-2","attr5",0.3
1,3,2,1,1,1.75,2,"monks-problems-2","attr5",0.3
0,3,2,1,1,2.85,1,"monks-problems-2","attr5",0.3
1,3,2,1,1,2.94,2,"monks-problems-2","attr5",0.3
1,3,2,1,2,1.54,2,"monks-problems-2","attr5",0.3
1,3,2,1,2,1.44,1,"monks-problems-2","attr5",0.3
0,3,2,1,3,0.91,1,"monks-problems-2","attr5",0.3
1,3,2,1,3,1.93,1,"monks-problems-2","attr5",0.3
1,3,2,1,3,3.27,1,"monks-problems-2","attr5",0.3
0,3,2,1,3,2.93,2,"monks-problems-2","attr5",0.3
0,3,2,2,1,0.83,1,"monks-problems-2","attr5",0.3
0,3,2,2,1,2.11,2,"monks-problems-2","attr5",0.3
1,3,2,2,1,2.77,1,"monks-problems-2","attr5",0.3
0,3,2,2,1,3.34,2,"monks-problems-2","attr5",0.3
1,3,2,2,2,0.79,1,"monks-problems-2","attr5",0.3
0,3,2,2,2,2.07,1,"monks-problems-2","attr5",0.3
0,3,2,2,2,2.53,2,"monks-problems-2","attr5",0.3
0,3,2,2,2,2.89,2,"monks-problems-2","attr5",0.3
1,3,2,2,3,1.48,1,"monks-problems-2","attr5",0.3
0,3,2,2,3,2.68,2,"monks-problems-2","attr5",0.3
0,3,2,2,3,3.89,2,"monks-problems-2","attr5",0.3
0,3,3,1,1,1.08,1,"monks-problems-2","attr5",0.3
0,3,3,1,1,2.25,1,"monks-problems-2","attr5",0.3
0,3,3,1,1,3.29,1,"monks-problems-2","attr5",0.3
1,3,3,1,1,3.04,2,"monks-problems-2","attr5",0.3
0,3,3,1,2,3.49,2,"monks-problems-2","attr5",0.3
0,3,3,2,1,0.85,1,"monks-problems-2","attr5",0.3
1,3,3,2,2,1.36,1,"monks-problems-2","attr5",0.3
0,3,3,2,2,1.81,1,"monks-problems-2","attr5",0.3
0,3,3,2,2,2.97,1,"monks-problems-2","attr5",0.3
0,3,3,2,2,3.21,2,"monks-problems-2","attr5",0.3
1,3,3,2,3,0.88,1,"monks-problems-2","attr5",0.3
0,3,3,2,3,2.55,1,"monks-problems-2","attr5",0.3
0,3,3,2,3,3.76,2,"monks-problems-2","attr5",0.3
0,1,1,1,1,1.18,1,"monks-problems-2","attr5",0.3
0,1,1,1,1,1.01,2,"monks-problems-2","attr5",0.3
0,1,1,1,1,1.64,1,"monks-problems-2","attr5",0.3
0,1,1,1,1,2.06,2,"monks-problems-2","attr5",0.3
0,1,1,1,1,3.46,1,"monks-problems-2","attr5",0.3
0,1,1,1,1,2.9,2,"monks-problems-2","attr5",0.3
0,1,1,1,1,4.47,1,"monks-problems-2","attr5",0.3
0,1,1,1,1,4.54,2,"monks-problems-2","attr5",0.3
0,1,1,1,2,1.45,1,"monks-problems-2","attr5",0.3
0,1,1,1,2,1.05,2,"monks-problems-2","attr5",0.3
0,1,1,1,2,2.02,1,"monks-problems-2","attr5",0.3
0,1,1,1,2,1.55,2,"monks-problems-2","attr5",0.3
0,1,1,1,2,2.86,1,"monks-problems-2","attr5",0.3
0,1,1,1,2,2.88,2,"monks-problems-2","attr5",0.3
0,1,1,1,2,3.72,1,"monks-problems-2","attr5",0.3
0,1,1,1,2,4.1,2,"monks-problems-2","attr5",0.3
0,1,1,1,3,1.57,1,"monks-problems-2","attr5",0.3
0,1,1,1,3,0.79,2,"monks-problems-2","attr5",0.3
0,1,1,1,3,1.91,1,"monks-problems-2","attr5",0.3
0,1,1,1,3,2,2,"monks-problems-2","attr5",0.3
0,1,1,1,3,3.81,1,"monks-problems-2","attr5",0.3
0,1,1,1,3,3.3,2,"monks-problems-2","attr5",0.3
0,1,1,1,3,4.02,1,"monks-problems-2","attr5",0.3
0,1,1,1,3,4.33,2,"monks-problems-2","attr5",0.3
0,1,1,2,1,0.61,1,"monks-problems-2","attr5",0.3
0,1,1,2,1,0.57,2,"monks-problems-2","attr5",0.3
0,1,1,2,1,2.28,1,"monks-problems-2","attr5",0.3
0,1,1,2,1,2.07,2,"monks-problems-2","attr5",0.3
0,1,1,2,1,2.61,1,"monks-problems-2","attr5",0.3
0,1,1,2,1,2.29,2,"monks-problems-2","attr5",0.3
0,1,1,2,1,4.12,1,"monks-problems-2","attr5",0.3
0,1,1,2,1,3.83,2,"monks-problems-2","attr5",0.3
0,1,1,2,2,1.18,1,"monks-problems-2","attr5",0.3
0,1,1,2,2,0.88,2,"monks-problems-2","attr5",0.3
0,1,1,2,2,2.07,1,"monks-problems-2","attr5",0.3
1,1,1,2,2,1.43,2,"monks-problems-2","attr5",0.3
0,1,1,2,2,3.37,1,"monks-problems-2","attr5",0.3
1,1,1,2,2,3.24,2,"monks-problems-2","attr5",0.3
0,1,1,2,2,3.9,1,"monks-problems-2","attr5",0.3
1,1,1,2,2,3.41,2,"monks-problems-2","attr5",0.3
0,1,1,2,3,1.27,1,"monks-problems-2","attr5",0.3
0,1,1,2,3,1.81,2,"monks-problems-2","attr5",0.3
0,1,1,2,3,1.89,1,"monks-problems-2","attr5",0.3
1,1,1,2,3,1.82,2,"monks-problems-2","attr5",0.3
0,1,1,2,3,3.1,1,"monks-problems-2","attr5",0.3
1,1,1,2,3,3,2,"monks-problems-2","attr5",0.3
0,1,1,2,3,3.47,1,"monks-problems-2","attr5",0.3
1,1,1,2,3,4.47,2,"monks-problems-2","attr5",0.3
0,1,2,1,1,1,1,"monks-problems-2","attr5",0.3
0,1,2,1,1,0.9,2,"monks-problems-2","attr5",0.3
0,1,2,1,1,2.18,1,"monks-problems-2","attr5",0.3
0,1,2,1,1,2.09,2,"monks-problems-2","attr5",0.3
0,1,2,1,1,2.36,1,"monks-problems-2","attr5",0.3
0,1,2,1,1,2.84,2,"monks-problems-2","attr5",0.3
0,1,2,1,1,4.29,1,"monks-problems-2","attr5",0.3
0,1,2,1,1,4.02,2,"monks-problems-2","attr5",0.3
0,1,2,1,2,0.95,1,"monks-problems-2","attr5",0.3
0,1,2,1,2,0.68,2,"monks-problems-2","attr5",0.3
0,1,2,1,2,1.82,1,"monks-problems-2","attr5",0.3
1,1,2,1,2,1.81,2,"monks-problems-2","attr5",0.3
0,1,2,1,2,3.11,1,"monks-problems-2","attr5",0.3
1,1,2,1,2,3.11,2,"monks-problems-2","attr5",0.3
0,1,2,1,2,3.76,1,"monks-problems-2","attr5",0.3
1,1,2,1,2,4.58,2,"monks-problems-2","attr5",0.3
0,1,2,1,3,1.77,1,"monks-problems-2","attr5",0.3
0,1,2,1,3,1.05,2,"monks-problems-2","attr5",0.3
0,1,2,1,3,1.53,1,"monks-problems-2","attr5",0.3
1,1,2,1,3,2.36,2,"monks-problems-2","attr5",0.3
0,1,2,1,3,3.02,1,"monks-problems-2","attr5",0.3
1,1,2,1,3,2.87,2,"monks-problems-2","attr5",0.3
0,1,2,1,3,4.62,1,"monks-problems-2","attr5",0.3
1,1,2,1,3,4.52,2,"monks-problems-2","attr5",0.3
0,1,2,2,1,1.32,1,"monks-problems-2","attr5",0.3
0,1,2,2,1,0.55,2,"monks-problems-2","attr5",0.3
0,1,2,2,1,2.06,1,"monks-problems-2","attr5",0.3
1,1,2,2,1,1.91,2,"monks-problems-2","attr5",0.3
0,1,2,2,1,2.78,1,"monks-problems-2","attr5",0.3
1,1,2,2,1,3.42,2,"monks-problems-2","attr5",0.3
0,1,2,2,1,4.07,1,"monks-problems-2","attr5",0.3
1,1,2,2,1,3.82,2,"monks-problems-2","attr5",0.3
0,1,2,2,2,1.12,1,"monks-problems-2","attr5",0.3
1,1,2,2,2,1.08,2,"monks-problems-2","attr5",0.3
1,1,2,2,2,1.94,1,"monks-problems-2","attr5",0.3
0,1,2,2,2,2.28,2,"monks-problems-2","attr5",0.3
1,1,2,2,2,3.95,1,"monks-problems-2","attr5",0.3
0,1,2,2,2,2.93,2,"monks-problems-2","attr5",0.3
1,1,2,2,2,4.4,1,"monks-problems-2","attr5",0.3
0,1,2,2,2,4.05,2,"monks-problems-2","attr5",0.3
0,1,2,2,3,1.47,1,"monks-problems-2","attr5",0.3
1,1,2,2,3,1.31,2,"monks-problems-2","attr5",0.3
1,1,2,2,3,1.76,1,"monks-problems-2","attr5",0.3
0,1,2,2,3,2.12,2,"monks-problems-2","attr5",0.3
1,1,2,2,3,2.97,1,"monks-problems-2","attr5",0.3
0,1,2,2,3,2.71,2,"monks-problems-2","attr5",0.3
1,1,2,2,3,3.98,1,"monks-problems-2","attr5",0.3
0,1,2,2,3,3.83,2,"monks-problems-2","attr5",0.3
0,1,3,1,1,0.63,1,"monks-problems-2","attr5",0.3
0,1,3,1,1,1.05,2,"monks-problems-2","attr5",0.3
0,1,3,1,1,2.12,1,"monks-problems-2","attr5",0.3
0,1,3,1,1,1.68,2,"monks-problems-2","attr5",0.3
0,1,3,1,1,3.48,1,"monks-problems-2","attr5",0.3
0,1,3,1,1,3.09,2,"monks-problems-2","attr5",0.3
0,1,3,1,1,4.39,1,"monks-problems-2","attr5",0.3
0,1,3,1,1,3.78,2,"monks-problems-2","attr5",0.3
0,1,3,1,2,0.7,1,"monks-problems-2","attr5",0.3
0,1,3,1,2,0.43,2,"monks-problems-2","attr5",0.3
0,1,3,1,2,2.46,1,"monks-problems-2","attr5",0.3
1,1,3,1,2,1.75,2,"monks-problems-2","attr5",0.3
0,1,3,1,2,2.76,1,"monks-problems-2","attr5",0.3
1,1,3,1,2,2.44,2,"monks-problems-2","attr5",0.3
0,1,3,1,2,4.13,1,"monks-problems-2","attr5",0.3
