"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
-1.04,50,12500,98,"2","blood-transfusion-service-center","V1",1
-6.21,13,3250,28,"2","blood-transfusion-service-center","V1",1
7.02,16,4000,35,"2","blood-transfusion-service-center","V1",1
-5.2,20,5000,45,"2","blood-transfusion-service-center","V1",1
8.37,24,6000,77,"1","blood-transfusion-service-center","V1",1
-7.56,4,1000,4,"1","blood-transfusion-service-center","V1",1
-1.79,7,1750,14,"2","blood-transfusion-service-center","V1",1
1.44,12,3000,35,"1","blood-transfusion-service-center","V1",1
-10.95,9,2250,22,"2","blood-transfusion-service-center","V1",1
14.01,46,11500,98,"2","blood-transfusion-service-center","V1",1
3.06,23,5750,58,"1","blood-transfusion-service-center","V1",1
17.84,3,750,4,"1","blood-transfusion-service-center","V1",1
6.56,10,2500,28,"2","blood-transfusion-service-center","V1",1
0.22,13,3250,47,"1","blood-transfusion-service-center","V1",1
1.47,6,1500,15,"2","blood-transfusion-service-center","V1",1
9.03,5,1250,11,"2","blood-transfusion-service-center","V1",1
-4.89,14,3500,48,"2","blood-transfusion-service-center","V1",1
-4.98,15,3750,49,"2","blood-transfusion-service-center","V1",1
-1.26,6,1500,15,"2","blood-transfusion-service-center","V1",1
1.44,3,750,4,"2","blood-transfusion-service-center","V1",1
11.66,3,750,4,"2","blood-transfusion-service-center","V1",1
3.55,11,2750,28,"1","blood-transfusion-service-center","V1",1
-7.28,6,1500,16,"2","blood-transfusion-service-center","V1",1
9.22,6,1500,16,"2","blood-transfusion-service-center","V1",1
5.99,9,2250,16,"1","blood-transfusion-service-center","V1",1
3.03,14,3500,40,"1","blood-transfusion-service-center","V1",1
-12.63,6,1500,14,"1","blood-transfusion-service-center","V1",1
21.91,12,3000,34,"2","blood-transfusion-service-center","V1",1
5.78,5,1250,11,"2","blood-transfusion-service-center","V1",1
-8.48,8,2000,21,"1","blood-transfusion-service-center","V1",1
4.26,14,3500,58,"1","blood-transfusion-service-center","V1",1
10.5,10,2500,28,"2","blood-transfusion-service-center","V1",1
17.96,10,2500,28,"2","blood-transfusion-service-center","V1",1
2.27,9,2250,26,"2","blood-transfusion-service-center","V1",1
-3.35,16,4000,64,"1","blood-transfusion-service-center","V1",1
-6.87,8,2000,28,"2","blood-transfusion-service-center","V1",1
1.05,12,3000,47,"2","blood-transfusion-service-center","V1",1
8.72,6,1500,16,"2","blood-transfusion-service-center","V1",1
-0.75,14,3500,57,"2","blood-transfusion-service-center","V1",1
2.05,7,1750,22,"2","blood-transfusion-service-center","V1",1
-1.92,13,3250,53,"2","blood-transfusion-service-center","V1",1
-14.76,5,1250,16,"1","blood-transfusion-service-center","V1",1
2.66,5,1250,16,"2","blood-transfusion-service-center","V1",1
0.6,5,1250,16,"1","blood-transfusion-service-center","V1",1
17.34,20,5000,69,"2","blood-transfusion-service-center","V1",1
-11.39,9,2250,28,"2","blood-transfusion-service-center","V1",1
-1.13,9,2250,36,"1","blood-transfusion-service-center","V1",1
7.61,2,500,2,"1","blood-transfusion-service-center","V1",1
2.95,2,500,2,"1","blood-transfusion-service-center","V1",1
2.56,2,500,2,"1","blood-transfusion-service-center","V1",1
12.1,11,2750,46,"1","blood-transfusion-service-center","V1",1
1.73,11,2750,46,"2","blood-transfusion-service-center","V1",1
0.48,6,1500,22,"1","blood-transfusion-service-center","V1",1
2.71,12,3000,52,"1","blood-transfusion-service-center","V1",1
-3.01,5,1250,14,"2","blood-transfusion-service-center","V1",1
1.96,19,4750,69,"2","blood-transfusion-service-center","V1",1
-4.36,8,2000,26,"2","blood-transfusion-service-center","V1",1
-6.66,7,1750,28,"2","blood-transfusion-service-center","V1",1
-6.33,16,4000,81,"1","blood-transfusion-service-center","V1",1
4.89,6,1500,21,"1","blood-transfusion-service-center","V1",1
3.44,7,1750,29,"1","blood-transfusion-service-center","V1",1
3.18,8,2000,35,"2","blood-transfusion-service-center","V1",1
1.91,10,2500,49,"1","blood-transfusion-service-center","V1",1
3,5,1250,16,"2","blood-transfusion-service-center","V1",1
0.58,3,750,9,"2","blood-transfusion-service-center","V1",1
4.3,16,4000,74,"1","blood-transfusion-service-center","V1",1
7.06,4,1000,14,"2","blood-transfusion-service-center","V1",1
-6.68,2,500,4,"1","blood-transfusion-service-center","V1",1
8.09,7,1750,25,"1","blood-transfusion-service-center","V1",1
5.9,9,2250,51,"1","blood-transfusion-service-center","V1",1
10.39,4,1000,16,"1","blood-transfusion-service-center","V1",1
-11.6,4,1000,16,"1","blood-transfusion-service-center","V1",1
-9.24,17,4250,71,"2","blood-transfusion-service-center","V1",1
-3.51,2,500,4,"1","blood-transfusion-service-center","V1",1
0.71,2,500,4,"2","blood-transfusion-service-center","V1",1
-0.88,2,500,4,"2","blood-transfusion-service-center","V1",1
-7.3,4,1000,16,"2","blood-transfusion-service-center","V1",1
-9.26,2,500,4,"1","blood-transfusion-service-center","V1",1
14.06,2,500,4,"1","blood-transfusion-service-center","V1",1
6.25,2,500,4,"1","blood-transfusion-service-center","V1",1
-8.02,6,1500,23,"2","blood-transfusion-service-center","V1",1
3.23,4,1000,16,"1","blood-transfusion-service-center","V1",1
1.27,4,1000,16,"1","blood-transfusion-service-center","V1",1
-9.37,4,1000,16,"1","blood-transfusion-service-center","V1",1
-4.44,6,1500,28,"2","blood-transfusion-service-center","V1",1
-6.09,6,1500,28,"1","blood-transfusion-service-center","V1",1
-8.56,2,500,4,"1","blood-transfusion-service-center","V1",1
3.36,2,500,4,"1","blood-transfusion-service-center","V1",1
12.18,2,500,4,"1","blood-transfusion-service-center","V1",1
8.1,7,1750,35,"2","blood-transfusion-service-center","V1",1
9.3,2,500,4,"2","blood-transfusion-service-center","V1",1
8.16,2,500,4,"1","blood-transfusion-service-center","V1",1
