"V1","V2","V3","V4","class","dataset_name","altered_attribute","noise_level"
2,50,12500,98.69,"2","blood-transfusion-service-center","V4",0.2
0,13,3250,27.29,"2","blood-transfusion-service-center","V4",0.2
1,16,4000,34.6,"2","blood-transfusion-service-center","V4",0.2
2,20,5000,43.23,"2","blood-transfusion-service-center","V4",0.2
1,24,6000,74.16,"1","blood-transfusion-service-center","V4",0.2
4,4,1000,9.91,"1","blood-transfusion-service-center","V4",0.2
2,7,1750,16.15,"2","blood-transfusion-service-center","V4",0.2
1,12,3000,36.52,"1","blood-transfusion-service-center","V4",0.2
2,9,2250,22.69,"2","blood-transfusion-service-center","V4",0.2
5,46,11500,106.13,"2","blood-transfusion-service-center","V4",0.2
4,23,5750,51.46,"1","blood-transfusion-service-center","V4",0.2
0,3,750,-2.23,"1","blood-transfusion-service-center","V4",0.2
2,10,2500,34.43,"2","blood-transfusion-service-center","V4",0.2
1,13,3250,44.42,"1","blood-transfusion-service-center","V4",0.2
2,6,1500,16.61,"2","blood-transfusion-service-center","V4",0.2
2,5,1250,14.44,"2","blood-transfusion-service-center","V4",0.2
2,14,3500,46.37,"2","blood-transfusion-service-center","V4",0.2
2,15,3750,50.43,"2","blood-transfusion-service-center","V4",0.2
2,6,1500,13.93,"2","blood-transfusion-service-center","V4",0.2
2,3,750,5.45,"2","blood-transfusion-service-center","V4",0.2
2,3,750,10.56,"2","blood-transfusion-service-center","V4",0.2
4,11,2750,25.26,"1","blood-transfusion-service-center","V4",0.2
2,6,1500,9.29,"2","blood-transfusion-service-center","V4",0.2
2,6,1500,20.69,"2","blood-transfusion-service-center","V4",0.2
9,9,2250,19,"1","blood-transfusion-service-center","V4",0.2
4,14,3500,30.38,"1","blood-transfusion-service-center","V4",0.2
4,6,1500,6.06,"1","blood-transfusion-service-center","V4",0.2
4,12,3000,44.5,"2","blood-transfusion-service-center","V4",0.2
4,5,1250,10.43,"2","blood-transfusion-service-center","V4",0.2
4,8,2000,18.89,"1","blood-transfusion-service-center","V4",0.2
1,14,3500,58.65,"1","blood-transfusion-service-center","V4",0.2
4,10,2500,22.17,"2","blood-transfusion-service-center","V4",0.2
4,10,2500,24.25,"2","blood-transfusion-service-center","V4",0.2
4,9,2250,29.25,"2","blood-transfusion-service-center","V4",0.2
2,16,4000,66.45,"1","blood-transfusion-service-center","V4",0.2
2,8,2000,26,"2","blood-transfusion-service-center","V4",0.2
2,12,3000,45.3,"2","blood-transfusion-service-center","V4",0.2
4,6,1500,8.97,"2","blood-transfusion-service-center","V4",0.2
2,14,3500,50.59,"2","blood-transfusion-service-center","V4",0.2
4,7,1750,14.36,"2","blood-transfusion-service-center","V4",0.2
2,13,3250,52.81,"2","blood-transfusion-service-center","V4",0.2
2,5,1250,20.81,"1","blood-transfusion-service-center","V4",0.2
2,5,1250,16.43,"2","blood-transfusion-service-center","V4",0.2
2,5,1250,19.17,"1","blood-transfusion-service-center","V4",0.2
4,20,5000,73.9,"2","blood-transfusion-service-center","V4",0.2
4,9,2250,21.35,"2","blood-transfusion-service-center","V4",0.2
2,9,2250,37.85,"1","blood-transfusion-service-center","V4",0.2
2,2,500,7.29,"1","blood-transfusion-service-center","V4",0.2
2,2,500,11.28,"1","blood-transfusion-service-center","V4",0.2
2,2,500,10.52,"1","blood-transfusion-service-center","V4",0.2
2,11,2750,44.23,"1","blood-transfusion-service-center","V4",0.2
2,11,2750,43.28,"2","blood-transfusion-service-center","V4",0.2
2,6,1500,18.88,"1","blood-transfusion-service-center","V4",0.2
2,12,3000,56.49,"1","blood-transfusion-service-center","V4",0.2
4,5,1250,9.73,"2","blood-transfusion-service-center","V4",0.2
4,19,4750,83.94,"2","blood-transfusion-service-center","V4",0.2
4,8,2000,29.5,"2","blood-transfusion-service-center","V4",0.2
2,7,1750,29.97,"2","blood-transfusion-service-center","V4",0.2
2,16,4000,81.87,"1","blood-transfusion-service-center","V4",0.2
3,6,1500,32.22,"1","blood-transfusion-service-center","V4",0.2
2,7,1750,29.4,"1","blood-transfusion-service-center","V4",0.2
2,8,2000,39.42,"2","blood-transfusion-service-center","V4",0.2
2,10,2500,43.19,"1","blood-transfusion-service-center","V4",0.2
