"sepallength","sepalwidth","petallength","petalwidth","class","dataset_name","altered_attribute","noise_level"
5.1,3.5,1.4,0,"Iris_setosa","iris","petalwidth",0.7
4.9,3,1.4,0.73,"Iris_setosa","iris","petalwidth",0.7
4.7,3.2,1.3,0.25,"Iris_setosa","iris","petalwidth",0.7
4.6,3.1,1.5,0.99,"Iris_setosa","iris","petalwidth",0.7
5,3.6,1.4,0.5,"Iris_setosa","iris","petalwidth",0.7
5.4,3.9,1.7,0.48,"Iris_setosa","iris","petalwidth",0.7
4.6,3.4,1.4,1.28,"Iris_setosa","iris","petalwidth",0.7
5,3.4,1.5,0.48,"Iris_setosa","iris","petalwidth",0.7
4.4,2.9,1.4,0.57,"Iris_setosa","iris","petalwidth",0.7
4.9,3.1,1.5,0.11,"Iris_setosa","iris","petalwidth",0.7
5.4,3.7,1.5,0.11,"Iris_setosa","iris","petalwidth",0.7
4.8,3.4,1.6,-0.19,"Iris_setosa","iris","petalwidth",0.7
4.8,3,1.4,-0.58,"Iris_setosa","iris","petalwidth",0.7
4.3,3,1.1,-0.02,"Iris_setosa","iris","petalwidth",0.7
5.8,4,1.2,0.21,"Iris_setosa","iris","petalwidth",0.7
5.7,4.4,1.5,1.38,"Iris_setosa","iris","petalwidth",0.7
5.4,3.9,1.3,1.03,"Iris_setosa","iris","petalwidth",0.7
5.1,3.5,1.4,0.11,"Iris_setosa","iris","petalwidth",0.7
5.7,3.8,1.7,0.8,"Iris_setosa","iris","petalwidth",0.7
5.1,3.8,1.5,-0.28,"Iris_setosa","iris","petalwidth",0.7
5.4,3.4,1.7,0.26,"Iris_setosa","iris","petalwidth",0.7
5.1,3.7,1.5,0.65,"Iris_setosa","iris","petalwidth",0.7
4.6,3.6,1,-0.71,"Iris_setosa","iris","petalwidth",0.7
5.1,3.3,1.7,1.14,"Iris_setosa","iris","petalwidth",0.7
4.8,3.4,1.9,-0.17,"Iris_setosa","iris","petalwidth",0.7
5,3,1.6,-0.77,"Iris_setosa","iris","petalwidth",0.7
5,3.4,1.6,-0.26,"Iris_setosa","iris","petalwidth",0.7
5.2,3.5,1.5,-0.85,"Iris_setosa","iris","petalwidth",0.7
5.2,3.4,1.4,-0.02,"Iris_setosa","iris","petalwidth",0.7
4.7,3.2,1.6,0.64,"Iris_setosa","iris","petalwidth",0.7
4.8,3.1,1.6,-0.1,"Iris_setosa","iris","petalwidth",0.7
5.4,3.4,1.5,-0.26,"Iris_setosa","iris","petalwidth",0.7
5.2,4.1,1.5,-0.08,"Iris_setosa","iris","petalwidth",0.7
5.5,4.2,1.4,0.2,"Iris_setosa","iris","petalwidth",0.7
4.9,3.1,1.5,0.23,"Iris_setosa","iris","petalwidth",0.7
5,3.2,1.2,0.44,"Iris_setosa","iris","petalwidth",0.7
5.5,3.5,1.3,0.07,"Iris_setosa","iris","petalwidth",0.7
4.9,3.1,1.5,0.06,"Iris_setosa","iris","petalwidth",0.7
4.4,3,1.3,0.8,"Iris_setosa","iris","petalwidth",0.7
5.1,3.4,1.5,1.04,"Iris_setosa","iris","petalwidth",0.7
5,3.5,1.3,-0.14,"Iris_setosa","iris","petalwidth",0.7
4.5,2.3,1.3,0.56,"Iris_setosa","iris","petalwidth",0.7
4.4,3.2,1.3,0.21,"Iris_setosa","iris","petalwidth",0.7
5,3.5,1.6,1.31,"Iris_setosa","iris","petalwidth",0.7
5.1,3.8,1.9,0.9,"Iris_setosa","iris","petalwidth",0.7
4.8,3,1.4,0.87,"Iris_setosa","iris","petalwidth",0.7
5.1,3.8,1.6,0.04,"Iris_setosa","iris","petalwidth",0.7
4.6,3.2,1.4,0.76,"Iris_setosa","iris","petalwidth",0.7
5.3,3.7,1.5,0.58,"Iris_setosa","iris","petalwidth",0.7
5,3.3,1.4,-0.48,"Iris_setosa","iris","petalwidth",0.7
7,3.2,4.7,0.9,"Iris_versicolor","iris","petalwidth",0.7
6.4,3.2,4.5,2.23,"Iris_versicolor","iris","petalwidth",0.7
6.9,3.1,4.9,1.25,"Iris_versicolor","iris","petalwidth",0.7
5.5,2.3,4,2,"Iris_versicolor","iris","petalwidth",0.7
6.5,2.8,4.6,1.85,"Iris_versicolor","iris","petalwidth",0.7
5.7,2.8,4.5,0.73,"Iris_versicolor","iris","petalwidth",0.7
6.3,3.3,4.7,1.31,"Iris_versicolor","iris","petalwidth",0.7
