"GLCM_Pan","Mean_G","Mean_R","Mean_NIR","SD_Plan","class","dataset_name","altered_attribute","noise_level"
120.362774,195.89,119.395349,416.581395,20.676318,"2","wilt","Mean_G",0.6
124.739583,146.97,115.333333,354.333333,16.707151,"2","wilt","Mean_G",0.6
134.691964,150.8,116.857143,477.857143,22.496712,"2","wilt","Mean_G",0.6
127.946309,150.81,92.368421,278.473684,14.977453,"2","wilt","Mean_G",0.6
135.431548,234.09,112.690476,532.952381,17.604193,"2","wilt","Mean_G",0.6
118.347962,244.22,138.85,608.9,29.072797,"2","wilt","Mean_G",0.6
135.436282,115.44,95.142857,309.190476,13.055264,"2","wilt","Mean_G",0.6
121.169643,223.55,146.214286,595.571429,22.808542,"2","wilt","Mean_G",0.6
131.127161,215.08,144.588235,563.843137,11.948563,"2","wilt","Mean_G",0.6
134.498092,137.32,116.909091,594.848485,27.937685,"2","wilt","Mean_G",0.6
131.164773,194.39,114.727273,483.045455,22.903544,"2","wilt","Mean_G",0.6
136.09596,242.4,111.4,444.6,16.553622,"2","wilt","Mean_G",0.6
122.631902,265.75,142.195122,473.707317,24.521889,"2","wilt","Mean_G",0.6
113.65618,207.25,129.785714,480.857143,29.237766,"2","wilt","Mean_G",0.6
133.894198,201.2,115.513514,419.513514,17.489139,"2","wilt","Mean_G",0.6
131.111498,193.39,125.444444,537.888889,19.434819,"2","wilt","Mean_G",0.6
127.835697,241.81,116.509434,372.132076,23.929111,"2","wilt","Mean_G",0.6
121.61126,214.13,121.06383,338.12766,15.019107,"2","wilt","Mean_G",0.6
106.242105,223.47,140,381.166667,18.903263,"2","wilt","Mean_G",0.6
147.771127,202.06,123.722222,479.166667,23.337037,"2","wilt","Mean_G",0.6
135.823938,178.92,115.09589,332.424658,12.805692,"2","wilt","Mean_G",0.6
134.958974,278.54,141.469388,435.959184,17.606107,"2","wilt","Mean_G",0.6
128.531408,275.34,93.312,296.616,16.932495,"2","wilt","Mean_G",0.6
143.528736,167.02,78.454545,400,10.832306,"2","wilt","Mean_G",0.6
141.109375,210.05,68,242.5,6.753471,"2","wilt","Mean_G",0.6
140.02603,147.6,89.241379,561.310345,23.83759,"2","wilt","Mean_G",0.6
132.58773,167.44,133.058823,579.215686,19.832652,"2","wilt","Mean_G",0.6
121.757895,148.69,92.666667,217.777778,14.055446,"2","wilt","Mean_G",0.6
135.677165,131.36,105.208333,453.333333,16.185073,"2","wilt","Mean_G",0.6
119.457404,193.9,93.145161,227.774194,12.293254,"2","wilt","Mean_G",0.6
124.591944,151.23,89.083333,208.083333,20.352602,"2","wilt","Mean_G",0.6
126.527972,152.81,85.111111,359.777778,11.080513,"2","wilt","Mean_G",0.6
135.024485,156.1,104.55102,270.653061,14.329932,"2","wilt","Mean_G",0.6
142.56579,201.64,89.763889,240.263889,11.29866,"2","wilt","Mean_G",0.6
124.611009,300.02,93.434783,242.608696,9.803702,"2","wilt","Mean_G",0.6
130.84965,197.48,83.402778,342.277778,21.171678,"2","wilt","Mean_G",0.6
133.854167,124.93,78.740741,254.37037,14.175076,"2","wilt","Mean_G",0.6
119.714558,227.96,153.515152,591.015152,25.385987,"2","wilt","Mean_G",0.6
123.278545,260.82,129.68,600.22,29.894943,"2","wilt","Mean_G",0.6
117.639292,227.35,131.205128,504.076923,22.19423,"2","wilt","Mean_G",0.6
138.512724,203.58,118.537313,445.925373,20.084939,"2","wilt","Mean_G",0.6
118.578324,208.8,117.067568,429.135135,33.420971,"2","wilt","Mean_G",0.6
134.064037,181.08,95.590909,236.681818,18.00373,"2","wilt","Mean_G",0.6
117.650655,276.81,155.458333,541.541667,18.511821,"2","wilt","Mean_G",0.6
135.284257,204.15,149.837209,587,22.066888,"2","wilt","Mean_G",0.6
123.302428,245.14,120.666667,436.087719,18.284456,"2","wilt","Mean_G",0.6
128.096093,182.58,118.4,403.333333,21.405892,"2","wilt","Mean_G",0.6
119.635551,194.45,118.821429,312.517857,21.871778,"2","wilt","Mean_G",0.6
119.506522,311.73,131.586207,592.241379,27.410822,"2","wilt","Mean_G",0.6
132.279558,212.33,126.210526,503.631579,26.666932,"2","wilt","Mean_G",0.6
